META; english/fa-cup/stalybridge-v-witton-albion; 2016-09-18 20:24:16 GMT+3; 2016-09-20 19:45; e70300-dr003
Stalybridge; 8/13; ; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Witton Albion; 14/5; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stalybridge-v-witton-albion; 2016-09-19 00:22:29 GMT+3; 2016-09-20 19:45; e70300-dr003
Stalybridge; 8/13; ; 7/10; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; 29/10; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Witton Albion; 14/5; ; 15/4; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stalybridge-v-witton-albion; 2016-09-19 03:45:50 GMT+3; 2016-09-20 19:45; e70300-dr003
Stalybridge; 8/13; 6/10; 7/10; ; 4/6; ; ; ; 4/6; ; ; 4/6; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
Witton Albion; 14/5; 3; 15/4; 10/3; 10/3; 11/4; 17/5; 11/4; 3; ; ; 17/5; ; ; ; ; 3; 29/10; ; 13/4; ; 29/10; ; ; ; ; ; ; 
META; english/fa-cup/stalybridge-v-witton-albion; 2016-09-20 19:45:46 GMT+3; 2016-09-20 19:45; e70300-dr003
Stalybridge; 8/13; 6/10; 7/10; 6/10; 4/6; 3/5; 13/20; 8/13; 4/6; ; ; 4/6; ; ; ; ; 4/6; 8/13; ; 4/7; ; 8/13; ; ; ; ; ; ; 
Draw; 10/3; 3; 29/10; 14/5; 10/3; 10/3; 17/5; 16/5; 7/2; ; ; 27/10; ; ; ; ; 10/3; 13/4; ; 17/5; ; 13/4; ; ; ; ; ; ; 
Witton Albion; 14/5; 3; 15/4; 10/3; 10/3; 11/4; 17/5; 11/4; 3; ; ; 17/5; ; ; ; ; 3; 29/10; ; 13/4; ; 29/10; ; ; ; ; ; ; 
META; english/fa-cup/stalybridge-v-witton-albion; 2016-09-20 20:22:32 GMT+3; 2016-09-20 19:45; e70300-dr003
Stalybridge; 8/13; 6/10; 7/10; 6/10; 4/6; 3/5; 13/20; 8/13; 4/6; ; ; 4/6; ; ; ; ; 4/6; 8/13; ; 4/7; ; 8/13; ; ; ; ; ; ; 
Draw; 10/3; 3; 29/10; 14/5; 10/3; 10/3; 17/5; 16/5; 7/2; ; ; 27/10; ; ; ; ; 10/3; 13/4; ; 17/5; ; 13/4; ; ; ; ; ; ; 
Witton Albion; 14/5; 3; 15/4; 10/3; 10/3; 11/4; 17/5; 11/4; 3; ; ; 17/5; ; ; ; ; 3; 29/10; ; 13/4; ; 29/10; ; ; ; ; ; ; 
META; english/fa-cup/stalybridge-v-witton-albion; 2016-09-20 21:45:51 GMT+3; 2016-09-20 19:45; e70300-dr003
Stalybridge; 8/13; 6/10; 7/10; 6/10; 4/6; 3/5; 13/20; 8/13; 4/6; ; ; 4/6; ; ; ; ; 4/6; 8/13; ; 4/7; ; 8/13; ; ; ; ; ; ; 
Draw; 10/3; 3; 29/10; 14/5; 10/3; 10/3; 17/5; 16/5; 7/2; ; ; 27/10; ; ; ; ; 10/3; 33/10; ; 17/5; ; 33/10; ; ; ; ; ; ; 
Witton Albion; 14/5; 3; 15/4; 10/3; 10/3; 11/4; 17/5; 11/4; 3; ; ; 17/5; ; ; ; ; 3; 14/5; ; 13/4; ; 14/5; ; ; ; ; ; ; 
