META; english/premier-league/swansea-v-west-ham; 2018-02-12 20:46:23 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 13/10; 13/10; 13/10; 13/10; 71/50; 13/10; ; 13/10; 13/10; 13/10; ; 13/10; ; 7/5; 13/10; 5/4; 13/10; 23/17; 5/4; 13/10; 13/10; 11/8; ; 23/17; ; 6/5; ; 
West Ham; 21/10; 11/5; 11/5; 11/5; 58/25; 23/10; ; 21/10; 23/10; 11/5; ; 23/10; ; 43/20; 11/5; 21/10; 21/10; 23/10; 39/19; 23/10; 23/10; 23/10; ; 21/10; ; 21/10; ; 
Draw; 9/4; 11/5; 21/10; 11/5; 58/25; 12/5; ; 23/10; 21/10; 21/10; ; 21/10; ; 43/20; 23/10; 21/10; 11/5; 21/10; 11/5; 21/10; 23/10; 9/4; ; 11/5; ; 11/5; ; 
META; english/premier-league/swansea-v-west-ham; 2018-02-16 18:35:28 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 13/10; 13/10; 13/10; 13/10; 7/5; 11/8; 11/8; 13/10; 13/10; 13/10; ; 11/8; 11/8; 7/5; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 7/5; ; ; ; 5/4; ; 
Draw; 9/4; 11/5; 21/10; 11/5; 58/25; 9/4; 11/5; 11/5; 21/10; 21/10; ; 21/10; 23/10; 43/20; 23/10; 21/10; 11/5; 11/5; 11/5; 21/10; 9/4; 11/5; ; ; ; 2; ; 
West Ham; 21/10; 11/5; 11/5; 11/5; 59/25; 11/5; 11/5; 21/10; 23/10; 11/5; ; 21/10; 11/5; 43/20; 11/5; 2; 28/13; 11/5; 39/19; 23/10; 23/10; 23/10; ; 28/13; ; 2; ; 
META; english/premier-league/swansea-v-west-ham; 2018-02-19 16:15:48 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 13/10; 13/10; 13/10; 13/10; 7/5; 11/8; 11/8; 13/10; 13/10; 13/10; 11/8; 11/8; 11/8; 7/5; 13/10; 5/4; 13/10; 13/10; 9/7; 13/10; 13/10; 7/5; ; 13/10; ; 5/4; ; 
Draw; 9/4; 11/5; 21/10; 11/5; 58/25; 9/4; 11/5; 11/5; 11/5; 21/10; 23/10; 21/10; 23/10; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; ; 11/5; ; 21/10; ; 
West Ham; 21/10; 11/5; 11/5; 11/5; 59/25; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 11/5; 11/5; 2; 21/10; 11/5; 57/29; 11/5; 23/10; ; ; 28/13; ; 21/10; ; 
META; english/premier-league/swansea-v-west-ham; 2018-02-20 12:14:46 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 13/10; 13/10; 13/10; 13/10; 7/5; 11/8; 11/8; 13/10; 13/10; 13/10; 11/8; 11/8; 11/8; 7/5; 13/10; 5/4; 13/10; 13/10; 9/7; 13/10; 13/10; 7/5; ; 13/10; ; 5/4; ; 
Draw; 9/4; 11/5; 21/10; 11/5; 58/25; 9/4; 11/5; 11/5; 11/5; 21/10; 23/10; 21/10; 23/10; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; ; 11/5; ; 21/10; ; 
West Ham; 21/10; 11/5; 11/5; 11/5; 59/25; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 11/5; 11/5; 2; 21/10; 11/5; 57/29; 11/5; 23/10; ; ; 28/13; ; 21/10; ; 
META; english/premier-league/swansea-v-west-ham; 2018-02-24 12:13:46 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 13/10; 13/10; 23/17; 13/10; 7/5; 11/8; 11/8; 13/10; 13/10; 27/20; ; 11/8; 11/8; 7/5; 13/10; 5/4; 13/10; 13/10; 9/7; 13/10; 13/10; 11/8; ; 13/10; ; 5/4; ; 
Draw; 9/4; 11/5; 21/10; 11/5; 58/25; 9/4; 11/5; 11/5; 11/5; 21/10; 9/4; 21/10; 23/10; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 11/5; 9/4; 9/4; ; 9/4; ; 21/10; ; 
West Ham; 21/10; 11/5; 21/10; 11/5; 59/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 11/5; 11/5; 2; 21/10; 11/5; 57/29; 11/5; 23/10; ; ; 28/13; ; 21/10; ; 
META; english/premier-league/swansea-v-west-ham; 2018-02-27 18:13:11 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 6/4; 6/4; 6/4; 6/4; 8/5; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 7/5; 6/4; 16/11; 22/15; 7/5; 31/20; 6/4; 17/11; ; 6/4; 6/4; 6/4
West Ham; 15/8; 2; 19/10; 15/8; 101/50; 2; 19/10; 15/8; 39/19; 2; 2; 2; 49/25; 2; 2; 2; 37/19; 2; 39/19; 39/19; 2; 39/20; 37/19; ; 19/10; 19/10; 19/10
Draw; 11/5; 21/10; 21/10; 11/5; 117/50; 21/10; 11/5; 2; 9/4; 21/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 9/4; 11/5; 9/4; 9/4; 9/4; 21/10; 23/10; ; 21/10; 9/4; 23/10
META; english/premier-league/swansea-v-west-ham; 2018-03-01 15:53:55 GMT+2; ; e70300-dr003
Swansea d w w d l w; 6/4; 6/4; 6/4; 6/4; 159/100; 6/4; 6/4; 6/4; 11/7; 31/20; 8/5; 31/20; 6/4; 31/20; 6/4; 6/4; 6/4; 16/11; 53/35; 17/11; 8/5; 6/4; 17/11; 6/4; 8/5; 6/4
META; english/premier-league/swansea-v-west-ham; 2018-03-02 09:00:39 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 8/5; 6/4; 6/4; 6/4; 81/50; 6/4; 6/4; 6/4; 11/7; 6/4; 8/5; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 16/11; 53/35; 17/11; 8/5; 31/20; 17/11; 6/4; 6/4; 6/4
West Ham; 2; 19/10; 19/10; 15/8; 21/10; 2; 15/8; 2; 2; 19/10; 49/25; 2; 19/10; 19/10; 37/19; 2; 37/19; 21/10; 39/20; 2; 19/10; 2; ; ; ; 
Draw; 9/4; 21/10; 2; 11/5; 111/50; 21/10; 21/10; 2; 23/10; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 23/10
META; english/premier-league/swansea-v-west-ham; 2018-03-02 13:55:16 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 8/5; 6/4; 6/4; 8/5; 81/50; 31/20; 6/4; 6/4; 11/7; 6/4; 8/5; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 16/11; 53/35; 17/11; 8/5; 17/11; 6/4; 6/4; 8/5
West Ham; 2; 19/10; 2; 21/10; 21/10; 2; 2; 2; 19/10; 49/25; 2; 19/10; 2; 2; 37/19; 21/10; 2; 19/10; 2; ; ; ; ; ; 
Draw; 9/4; 21/10; 2; 21/10; 111/50; 9/4; 21/10; 21/10; 23/10; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 21/10; 9/4; 9/4
META; english/premier-league/swansea-v-west-ham; 2018-03-02 16:19:13 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 8/5; 6/4; 6/4; 8/5; 81/50; 31/20; 6/4; 6/4; 11/7; 6/4; 8/5; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 16/11; 53/35; 17/11; 8/5; 31/20; 17/11; 6/4; 6/4; 8/5
West Ham; 2; 19/10; 2; 52/25; 21/10; 2; 2; 2; 19/10; 49/25; 2; 2; 2; 21/10; 37/19; 21/10; 39/20; 2; 19/10; 2; ; ; ; ; ; 
Draw; 9/4; 21/10; 21/10; 21/10; 56/25; 9/4; 21/10; 21/10; 23/10; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 21/10; 28/13; 11/5; 21/10; 9/4; 11/5; 21/10; 11/5; 21/10; 21/10; 
META; english/premier-league/swansea-v-west-ham; 2018-03-02 18:52:15 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 8/5; 6/4; 31/20; 8/5; 81/50; 13/8; 6/4; 6/4; 8/5; 31/20; 8/5; 6/4; 6/4; 8/5; 8/5; 6/4; 17/11; 16/11; 53/35; 17/11; 13/8; 8/5; 6/4; 8/5; 13/8
West Ham; 2; 19/10; 2; 21/10; 2; 2; 39/19; 19/10; 2; 19/10; 49/25; 2; 2; 37/19; 2; 21/10; 2; 2; 19/10; 2; ; ; ; ; 
Draw; 9/4; 21/10; 2; 21/10; 111/50; 9/4; 21/10; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 21/10; 28/13; 11/5; 21/10; 28/13; 11/5; 11/5; 21/10; 9/4; 21/10
META; english/premier-league/swansea-v-west-ham; 2018-03-03 12:14:26 GMT+2; 2018-03-03 15:00; e70300-dr003
Swansea; 17/10; 6/4; 33/20; 8/5; 33/20; 13/8; 8/5; 6/4; 8/5; 33/20; 8/5; 13/8; 13/8; 33/20; 13/8; 6/4; 28/17; 16/11; 22/13; 17/11; 17/10; 33/20; 17/10; 13/8; 17/10; 17/10
West Ham; 19/10; 2; 19/10; 2; 103/50; 2; 2; 39/19; 19/10; 2; 15/8; 15/8; 15/8; 2; 19/10; 37/19; 2; 24/13; 2; 19/10; 19/10; 19/10; 19/10; 2; ; 
Draw; 11/5; 21/10; 21/10; 21/10; 111/50; 9/4; 21/10; 21/10; 11/5; 21/10; 9/4; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 28/13; 11/5; 21/10; 21/10; 2; 21/10; 11/5
