META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-22 04:17:52 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 8/5; 5/4; ; ; ; ; 31/20; ; ; 6/4; 13/8; ; ; 31/20; ; ; 6/4; 6/4; ; 6/4; 6/4; ; ; ; 20/21; ; 
Osasuna; 7/4; 2; ; ; ; ; 19/10; ; ; 2; 7/4; ; ; 15/8; ; ; 15/8; 2; ; 2; 19/10; ; ; ; 23/20; ; 
Draw; 11/5; 21/10; ; ; ; ; 11/5; ; ; 21/10; 21/10; ; ; 21/10; ; ; 9/4; 21/10; ; 21/10; 21/10; ; ; ; 6/4; ; 
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-22 08:17:57 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 8/5; 5/4; ; ; ; ; 31/20; ; ; 6/4; 13/8; ; ; 31/20; ; ; 6/4; 6/4; ; 6/4; 6/4; 8/5; ; ; ; ; 
Osasuna; 7/4; 2; ; ; ; ; 19/10; ; ; 2; 7/4; ; ; 15/8; ; ; 15/8; 2; ; 2; 19/10; 21/10; ; ; ; ; 
Draw; 11/5; 21/10; ; ; ; ; 11/5; ; ; 21/10; 21/10; ; ; 21/10; ; ; 9/4; 21/10; ; 21/10; 21/10; 9/4; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-22 12:18:14 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 8/5; 5/4; ; 13/8; 6/4; 17/10; 13/8; ; ; 6/4; 13/8; ; ; 13/8; ; 13/8; 6/4; 6/4; 8/5; 6/4; 6/4; 9/5; 20/13; ; 23/20; ; 
Osasuna; 7/4; 2; ; 9/5; 2; 20/11; 7/4; ; ; 2; 7/4; ; ; 9/5; ; 9/5; 15/8; 2; 24/13; 2; 24/13; 24/13; 48/29; ; 11/8; ; 
Draw; 11/5; 21/10; ; 21/10; 11/5; 9/4; 11/5; ; ; 21/10; 21/10; ; ; 21/10; ; 11/5; 9/4; 21/10; 2; 21/10; 39/19; 9/4; 11/5; ; 13/8; ; 
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-22 16:18:15 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 8/5; 17/10; 17/10; 7/4; 7/4; 17/10; 13/8; 6/4; ; 8/5; 13/8; ; ; 13/8; ; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; 9/5; 20/13; ; 13/8; 13/8; 17/10
Osasuna; 7/4; 7/4; 37/20; 15/8; 15/8; 37/20; 9/5; 13/8; ; 9/5; 9/5; ; ; 9/5; ; 9/5; 9/5; 9/5; 24/13; 9/5; 9/5; 24/13; 48/29; ; 7/4; 9/5; 19/10
Draw; 11/5; 21/10; 41/20; 19/10; 21/10; 9/4; 11/5; 2; ; 11/5; 2; ; ; 21/10; ; 11/5; 11/5; 11/5; 2; 11/5; 39/19; 9/4; 11/5; ; 21/10; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-22 20:18:23 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 8/5; 17/10; 13/8; 31/20; 13/8; 33/20; 8/5; 6/4; ; 8/5; 8/5; 31/20; 8/5; 31/20; 8/5; ; 8/5; 8/5; 8/5; 8/5; 8/5; 11/7; 20/13; ; ; 13/8; 13/8
Osasuna; 7/4; 7/4; 19/10; 9/5; 15/8; 19/10; 19/10; 13/8; ; 9/5; 19/10; 9/5; 9/5; 15/8; 9/5; ; 9/5; 9/5; 24/13; 9/5; 24/13; 21/10; 48/29; ; ; 9/5; 2
Draw; 11/5; 21/10; 41/20; 11/5; 11/5; 9/4; 85/40; 2; ; 11/5; 2; 19/10; 11/5; 21/10; 11/5; ; 11/5; 11/5; 2; 11/5; 39/19; 23/10; 11/5; ; ; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-23 00:17:57 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 8/5; 17/10; 13/8; 31/20; 13/8; 33/20; 8/5; 6/4; ; 8/5; 8/5; 31/20; 8/5; 31/20; 8/5; ; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 19/13; ; 6/4; 8/5; 13/8
Osasuna; 7/4; 7/4; 19/10; 9/5; 15/8; 19/10; 19/10; 13/8; ; 9/5; 19/10; 9/5; 9/5; 15/8; 15/8; ; 9/5; 9/5; 24/13; 9/5; 24/13; 21/10; 30/17; ; 9/5; 9/5; 2
Draw; 11/5; 21/10; 41/20; 11/5; 11/5; 11/5; 85/40; 2; ; 11/5; 2; 19/10; 11/5; 21/10; 21/10; ; 11/5; 11/5; 2; 11/5; 39/19; 9/4; 11/5; ; 21/10; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-23 04:17:56 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 8/5; 13/8; 13/8; 31/20; 13/8; 13/8; 8/5; 6/4; 13/8; 8/5; 8/5; 31/20; 8/5; 31/20; 8/5; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 19/13; ; 6/4; 6/4; 13/8
Osasuna; 7/4; 19/10; 19/10; 9/5; 15/8; 19/10; 19/10; 13/8; 9/5; 9/5; 19/10; 9/5; 9/5; 15/8; 15/8; 19/10; 15/8; 9/5; 24/13; 9/5; 24/13; 21/10; 30/17; ; 15/8; 19/10; 2
Draw; 11/5; 2; 41/20; 11/5; 11/5; 9/4; 85/40; 2; 2; 11/5; 2; 19/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 2; 11/5; 39/19; 9/4; 11/5; ; 21/10; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-23 08:18:04 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 8/5; 13/8; 13/8; 31/20; 13/8; 13/8; 8/5; 6/4; 13/8; 8/5; 8/5; 31/20; 8/5; 31/20; 8/5; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 19/13; ; ; 6/4; 13/8
Osasuna; 7/4; 19/10; 19/10; 9/5; 15/8; 19/10; 19/10; 13/8; 9/5; 9/5; 19/10; 9/5; 9/5; 15/8; 15/8; 19/10; 15/8; 9/5; 24/13; 9/5; 24/13; 21/10; 30/17; ; ; 19/10; 2
Draw; 11/5; 2; 41/20; 11/5; 11/5; 9/4; 85/40; 2; 2; 11/5; 2; 19/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 2; 11/5; 39/19; 9/4; 11/5; ; ; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-23 12:18:19 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 8/5; 13/8; 13/8; 31/20; 13/8; 13/8; 8/5; 6/4; 13/8; 8/5; 8/5; 31/20; 8/5; 31/20; 8/5; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 19/13; ; ; 6/4; 13/8
Osasuna; 7/4; 19/10; 19/10; 9/5; 15/8; 19/10; 19/10; 13/8; 9/5; 9/5; 19/10; 9/5; 9/5; 15/8; 15/8; 19/10; 15/8; 9/5; 2; 9/5; 24/13; 21/10; 30/17; ; ; 19/10; 2
Draw; 11/5; 2; 41/20; 11/5; 11/5; 11/5; 85/40; 2; 2; 11/5; 2; 19/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 2; 11/5; 39/19; 9/4; 11/5; ; ; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-23 16:18:21 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 29/20; 13/8; 31/20; 31/20; 8/5; 31/20; 6/4; 6/4; 8/5; 8/5; 6/4; 29/20; 8/5; 31/20; 6/4; ; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 24/17; ; 6/4; 6/4; 13/8
Osasuna; 19/10; 19/10; 2; 19/10; 2; 2; 2; 13/8; 15/8; 9/5; 19/10; 19/10; 9/5; 19/10; 2; ; 15/8; 9/5; 2; 9/5; 19/10; 21/10; 24/13; ; 19/10; 19/10; 2
Draw; 11/5; 2; 41/20; 2; 21/10; 11/5; 85/40; 2; 2; 11/5; 2; 19/10; 11/5; 21/10; 21/10; ; 11/5; 11/5; 2; 11/5; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-23 20:18:17 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 29/20; 13/8; 31/20; 31/20; 8/5; 31/20; 6/4; 6/4; 8/5; 8/5; 6/4; 29/20; 8/5; 6/4; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 19/13; ; 6/4; 6/4; 13/8
Osasuna; 19/10; 19/10; 2; 19/10; 2; 2; 2; 13/8; 15/8; 19/10; 19/10; 19/10; 9/5; 39/20; 2; 19/10; 15/8; 19/10; 2; 19/10; 37/19; 21/10; 2; ; 9/5; 19/10; 2
Draw; 11/5; 2; 41/20; 2; 21/10; 11/5; 85/40; 2; 2; 21/10; 2; 19/10; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-24 00:17:54 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 29/20; 13/8; 31/20; 31/20; 8/5; 31/20; 6/4; 6/4; 8/5; 8/5; 6/4; 29/20; 8/5; 6/4; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 19/13; ; 6/4; 6/4; 13/8
Osasuna; 19/10; 19/10; 2; 19/10; 15/8; 2; 2; 13/8; 15/8; 19/10; 19/10; 19/10; 9/5; 39/20; 2; 19/10; 15/8; 19/10; 2; 19/10; 37/19; 21/10; 2; ; 9/5; 19/10; 2
Draw; 11/5; 2; 41/20; 2; 11/5; 11/5; 85/40; 2; 2; 21/10; 2; 19/10; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-24 04:17:48 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 29/20; 6/4; 31/20; 31/20; 8/5; 31/20; 6/4; 6/4; 8/5; 8/5; 6/4; 29/20; 8/5; 6/4; 6/4; 8/5; 17/11; 8/5; 8/5; 8/5; 17/11; 8/5; 19/13; ; 6/4; 6/4; 13/8
Osasuna; 19/10; 2; 2; 19/10; 2; 2; 2; 13/8; 15/8; 19/10; 19/10; 19/10; 9/5; 39/20; 2; 19/10; 15/8; 19/10; 2; 19/10; 37/19; 21/10; 2; ; 19/10; 19/10; 2
Draw; 11/5; 21/10; 41/20; 2; 21/10; 11/5; 85/40; 2; 2; 21/10; 2; 19/10; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-24 08:17:49 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 29/20; 6/4; 31/20; 31/20; 8/5; 31/20; 6/4; 6/4; 8/5; 8/5; 6/4; 29/20; 8/5; 6/4; 6/4; 8/5; 17/11; 8/5; 8/5; 8/5; 17/11; 8/5; 19/13; ; 6/4; ; 13/8
Osasuna; 19/10; 2; 2; 19/10; 2; 2; 2; 13/8; 15/8; 19/10; 19/10; 19/10; 9/5; 39/20; 2; 19/10; 15/8; 19/10; 2; 19/10; 37/19; 21/10; 2; ; 19/10; ; 2
Draw; 11/5; 21/10; 41/20; 2; 21/10; 11/5; 85/40; 2; 2; 21/10; 2; 19/10; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 9/4; 11/5; ; 21/10; ; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-24 12:17:44 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 29/20; 6/4; 31/20; 31/20; 8/5; 31/20; 6/4; 6/4; 8/5; 8/5; 6/4; 29/20; 8/5; 6/4; 6/4; 8/5; 17/11; 8/5; 8/5; 8/5; 17/11; 8/5; 19/13; ; 6/4; 6/4; 13/8
Osasuna; 19/10; 2; 2; 19/10; 2; 2; 2; 13/8; 15/8; 19/10; 19/10; 19/10; 9/5; 39/20; 2; 19/10; 15/8; 19/10; 2; 19/10; 37/19; 21/10; 2; ; 19/10; 19/10; 2
Draw; 11/5; 21/10; 41/20; 2; 21/10; 11/5; 85/40; 2; 2; 21/10; 2; 19/10; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-24 16:19:16 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 29/20; 8/5; 31/20; 31/20; 8/5; 31/20; 6/4; 6/4; 8/5; 8/5; 6/4; 29/20; 8/5; 6/4; 6/4; 8/5; 17/11; 8/5; 8/5; 8/5; 17/11; 8/5; 13/9; 8/5; ; 6/4; 6/4; 13/8
Real Sociedad; 6/4; 6/4; 8/5; 6/4; 6/4; 31/20; 8/5; 6/4; 6/4; 8/5; 6/4; 6/4; 8/5; 31/20; 6/4; 8/5; 17/11; 8/5; 16/11; 8/5; ; 8/5; 22/15; 8/5; ; 6/4; 6/4; 8/5
Osasuna ; 21/10; 21/10; 2; 2; 21/10; 41/20; 21/10; 2; 2; 2; 2; 2; 9/5; 2; 2; 2; 2; 2; 2; 2; ; 21/10; 21/10; 2; ; 2; 19/10; 21/10
Draw; 21/10; 21/10; 2; 2; 21/10; 43/20; 85/40; 21/10; 2; 21/10; 2; 2; 21/10; 21/10; 2; 2; 2; 21/10; 11/5; 21/10; ; 9/4; 11/5; 21/10; ; 2; 2; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-27 08:17:33 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 6/4; 6/4; 8/5; 8/5; 8/5; 13/8; ; 6/4; 6/4; 8/5; 6/4; 6/4; 8/5; 31/20; 8/5; 8/5; 17/11; 8/5; 16/11; 8/5; ; 8/5; 22/15; 8/5; ; ; 6/4; 8/5
Osasuna ; 21/10; 21/10; 2; 2; 2; 41/20; ; 2; 2; 2; 2; 19/10; 19/10; 2; 2; 2; 2; 2; 2; 2; ; 21/10; 21/10; 2; ; ; 19/10; 21/10
Draw; 21/10; 21/10; 2; 19/10; 21/10; 43/20; ; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; 11/5; 21/10; ; 9/4; 28/13; 21/10; ; ; 2; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-27 12:17:31 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 6/4; 6/4; 31/20; 8/5; 6/4; 31/20; ; 6/4; 6/4; 8/5; 6/4; 6/4; 8/5; 31/20; 6/4; 8/5; 17/11; 8/5; 16/11; 8/5; ; 8/5; 53/35; 8/5; ; 6/4; 6/4; 13/8
Osasuna ; 21/10; 21/10; 41/20; 2; 21/10; 41/20; ; 2; 2; 2; 2; 19/10; 19/10; 21/10; 2; 2; 2; 2; 2; 2; ; 21/10; 39/19; 2; ; 2; 2; 21/10
Draw; 21/10; 21/10; 2; 19/10; 21/10; 43/20; ; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 2; 2; 2; 21/10; 11/5; 21/10; ; 9/4; 28/13; 21/10; ; 2; 2; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-27 16:18:39 GMT+3; 2016-08-27 17:15; e70300-dr003
Real Sociedad; 6/4; 6/4; 13/8; 6/4; 8/5; ; 8/5; 6/4; 6/4; 8/5; 6/4; 6/4; 8/5; 31/20; 6/4; 6/4; 17/11; 8/5; 16/11; 8/5; 6/4; 8/5; 22/15; 6/4; ; 6/4; 6/4; 13/8
Osasuna ; 21/10; 2; 41/20; 19/10; 2; ; 2; 2; 2; 2; 19/10; 2; 19/10; 2; 2; 39/20; 2; 2; 21/10; 2; ; 21/10; 21/10; 2; ; 19/10; 2; 2
Draw; 21/10; 21/10; 21/10; 21/10; 21/10; ; 11/5; 21/10; 2; 21/10; 2; 21/10; 2; 11/5; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 11/5; 21/10; ; 2; 2; 21/10
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-27 19:46:09 GMT+3; 2016-08-27 17:15; In Play; e70300-dr003
Real Sociedad; 6/4; 3/2; ; 6/4; 6/4; 31/20; 31/20; 17/10; ; ; 13/8; 6/4; ; 13/8; 8/5; ; ; 17/11; 8/5; ; ; 13/9; ; ; ; ; 13/8; 13/8
Draw; 8/5; 13/8; ; 13/8; 2; 8/5; 8/5; 6/4; ; ; 6/4; 6/4; ; 33/20; 7/4; ; ; 39/19; 8/5; ; ; 23/10; ; 15/8; ; ; 19/10; 19/10
Osasuna; 13/5; 9/4; ; 2; 2; 5/2; 5/2; 23/10; ; ; 9/4; 12/5; ; 23/10; 21/10; ; ; 37/19; 23/10; ; ; 2; ; ; ; ; 23/10; 9/4
META; spain/la-liga-primera/osasuna-v-real-sociedad; 2016-08-27 20:19:25 GMT+3; 2016-08-27 17:15; In Play; e70300-dr003
Real Sociedad; 1/3; 1/3; 7/20; 3/10; 15/8; 1/3; 1/3; 3/10; 9/5; ; 7/4; 3/10; 6/4; 1/3; 1/3; ; ; 3/10; 1/3; ; 8/5; 1/3; ; 1/3; ; ; 4/11; 4/11
Draw; 10/3; 7/2; 17/5; 3; 5/4; 33/10; 17/5; 16/5; 13/10; ; 5/4; 13/4; 17/10; 10/3; 16/5; ; ; 7/2; 17/5; ; 7/4; 39/11; ; 10/3; ; ; 7/2; 7/2
Osasuna; 12; 12; 11; 9; 11/4; 12; 11; 10; 5/2; ; 5/2; 12; 23/10; 12; 12; ; ; 23/2; 25/2; ; 11/5; 12; ; 12; ; ; 68/5; 64/5
