META; spain/la-liga-segunda/granada-v-numancia; 2018-03-19 02:35:27 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Draw; 1/50
Granada; 1/50
Numancia; 1/50
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-19 10:35:34 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Draw; 1/50
Granada; 1/50
Numancia; 1/50
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-19 14:36:15 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 4/5; 17/20; 17/20; 5/6; 5/6; 2/9; 
Draw; 9/4; 23/10; 23/10; 23/10; 23/10; 20/21; 1/6
Numancia; 10/3; 16/5; 16/5; 10/3; 7/2; 2/9; 
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-19 18:36:16 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 4/5; 17/20; 17/20; 5/6; 5/6; 2/9; 
Draw; 9/4; 23/10; 23/10; 23/10; 23/10; 6/5; 4/6
Numancia; 10/3; 16/5; 16/5; 10/3; 7/2; 6/4; 1/50
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-19 22:36:18 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 5/6; 17/20; 11/13; 17/20; 5/6; 5/6; 11/13; 5/6; 1/2; 4/5
Draw; 9/4; 23/10; 11/5; 23/10; 9/4; 23/10; 11/5; 23/10; 6/5; 11/5
Numancia; 16/5; 16/5; 16/5; 16/5; 10/3; 10/3; 16/5; 7/2; 6/4; 3
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-20 02:36:18 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 10/11; 19/20; 10/11; 19/20; 20/21; 20/21; 10/11; 10/11; 10/11; 1; 
Draw; 23/10; 9/4; 11/5; 9/4; 9/4; 23/10; 23/10; 11/5; 9/4; 2/7; 
Numancia; 14/5; 11/4; 3; 11/4; 11/4; 14/5; 14/5; 56/19; 16/5; 27/10; 11/4
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-20 10:36:55 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 10/11; 19/20; 10/11; 19/20; 20/21; 20/21; 10/11; 10/11; 10/11; 10/9; 23/20
Draw; 23/10; 9/4; 11/5; 9/4; 9/4; 23/10; 23/10; 11/5; 9/4; 9/4; 23/10
Numancia; 14/5; 11/4; 3; 11/4; 11/4; 11/4; 14/5; 56/19; 16/5; 13/5; 13/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-20 14:36:45 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 11/10; 21/20; 23/20; 59/50; 15/13; 23/20; 6/5; 11/10; 6/5; 15/13; 15/13; 15/13; 11/10; 5/4; 23/20; 6/5
Draw; 11/5; 23/10; 21/10; 11/5; 11/5; 21/10; 2; 9/4; 11/5; 39/19; 11/5; 11/5; 9/4; 21/10; 19/10; 2
Numancia; 13/5; 5/2; 23/10; 73/25; 23/10; 12/5; 12/5; 12/5; 23/10; 23/10; 12/5; 23/10; 11/4; 23/10; 5/2; 13/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-20 18:36:52 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 11/10; 21/20; 23/20; 61/50; 15/13; 11/10; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 19/17; 8/7; 23/20; 23/20; 11/10; 6/5; 23/20; 23/20; 6/5
Draw; 11/5; 23/10; 21/10; 11/5; 11/5; 21/10; 2; 9/4; 41/20; 11/5; 21/10; 11/5; 28/13; 28/13; 11/5; 21/10; 28/13; 19/10; 21/10; 11/5; 2
Numancia; 13/5; 5/2; 23/10; 14/5; 27/11; 5/2; 13/5; 23/10; 49/20; 13/5; 27/11; 12/5; 9/4; 27/11; 27/10; 5/2; 27/11; 5/2; 23/10; 13/5; 13/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-20 22:36:49 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 11/10; 21/20; 23/20; 61/50; 15/13; 11/10; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 19/17; 8/7; 23/20; 23/20; 11/10; 23/20; 10/9; 23/20; 6/5
Draw; 11/5; 23/10; 21/10; 11/5; 11/5; 21/10; 2; 9/4; 41/20; 11/5; 21/10; 11/5; 28/13; 28/13; 11/5; 21/10; 28/13; 2; 21/10; 11/5; 21/10
Numancia; 13/5; 5/2; 23/10; 14/5; 27/11; 5/2; 13/5; 23/10; 49/20; 13/5; 27/11; 12/5; 9/4; 27/11; 27/10; 5/2; 27/11; 5/2; 9/4; 13/5; 13/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-21 02:36:43 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 11/10; 21/20; 23/20; 61/50; 1; 15/13; 11/10; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 15/13; 10/9; 8/7; 23/20; 23/20; 11/10; 23/20; 10/9; 23/20; 6/5
Draw; 11/5; 23/10; 21/10; 11/5; 2; 11/5; 21/10; 2; 9/4; 41/20; 11/5; 21/10; 21/10; 11/5; 28/13; 28/13; 11/5; 21/10; 28/13; 2; 21/10; 11/5; 21/10
Numancia; 13/5; 5/2; 23/10; 14/5; 12/5; 27/11; 5/2; 13/5; 23/10; 49/20; 13/5; 5/2; 27/11; 12/5; 9/4; 27/11; 27/10; 5/2; 27/11; 5/2; 9/4; 13/5; 13/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-21 10:36:46 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 11/10; 21/20; 23/20; 61/50; 1; 15/13; 11/10; 23/20; 23/20; 23/20; 1; 11/10; 11/10; 15/13; 10/9; 8/7; 23/20; 23/20; 11/10; 23/20; 11/10; 1; 6/5
Draw; 11/5; 23/10; 21/10; 11/5; 2; 11/5; 21/10; 2; 9/4; 41/20; 2; 21/10; 21/10; 11/5; 28/13; 28/13; 11/5; 21/10; 28/13; 21/10; 19/10; 19/10; 9/4
Numancia; 13/5; 5/2; 23/10; 14/5; 12/5; 27/11; 5/2; 13/5; 23/10; 5/2; 5/2; 5/2; 27/11; 12/5; 9/4; 27/11; 27/10; 5/2; 27/11; 5/2; 11/5; 11/5; 13/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-21 14:36:49 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 11/10; 21/20; 23/20; 61/50; 1; 15/13; 11/10; 23/20; 23/20; 23/20; 1; 11/10; 11/10; 15/13; 10/9; 8/7; 23/20; 23/20; 11/10; 23/20; 23/20; 23/20; 6/5
Draw; 11/5; 23/10; 21/10; 11/5; 2; 11/5; 21/10; 2; 9/4; 41/20; 2; 21/10; 21/10; 11/5; 28/13; 28/13; 11/5; 21/10; 28/13; 21/10; 21/10; 11/5; 11/5
Numancia; 13/5; 5/2; 23/10; 14/5; 12/5; 27/11; 5/2; 13/5; 23/10; 5/2; 5/2; 5/2; 12/5; 12/5; 9/4; 27/11; 27/10; 5/2; 27/11; 13/5; 11/5; 13/5; 13/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-21 18:36:52 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 1; 21/20; 23/20; 21/20; 1; 15/13; 21/20; 1; 21/20; 1; 19/20; 21/20; 1; 24/23; 8/7; 23/20; 21/20; 1; 1; 21/20; ; ; 
Draw; 23/10; 23/10; 21/10; 59/25; 21/10; 11/5; 11/5; 11/5; 23/10; 21/10; 2; 11/5; 9/4; 9/4; 11/5; 28/13; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 23/10
Numancia; 14/5; 5/2; 23/10; 63/20; 5/2; 27/11; 13/5; 11/4; 5/2; 11/4; 5/2; 13/5; 45/17; 14/5; 12/5; 27/11; 27/10; 11/4; 45/17; 14/5; 5/2; 14/5; 14/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-21 22:36:51 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 21/20; 21/20; 11/10; 23/20; 6/5; 11/10; 1; 15/13; 11/10; 11/10; 11/10; 11/10; 23/20; 21/20; 11/10; 1; 9/8; 8/7; 23/20; 11/10; 11/10; 10/9; 21/20; 23/20; 23/20; 
Draw; 23/10; 23/10; 2; 21/10; 23/10; 2; 21/10; 11/5; 2; 21/10; 11/5; 9/4; 41/20; 2; 21/10; 9/4; 9/4; 11/5; 28/13; 11/5; 11/5; 9/4; 19/10; 11/5; 23/10; 2
Numancia; 13/5; 5/2; 5/2; 23/10; 68/25; 5/2; 5/2; 27/11; 5/2; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 45/17; 14/5; 28/13; 27/11; 27/10; 5/2; 5/2; 14/5; 9/4; 13/5; 14/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-22 02:36:28 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 21/20; 21/20; 11/10; 23/20; 6/5; 11/10; 1; 15/13; 11/10; 11/10; 11/10; 11/10; 23/20; 21/20; 11/10; 11/10; 1; 9/8; 8/7; 23/20; 11/10; 11/10; 10/9; 21/20; 23/20; 23/20
Draw; 23/10; 23/10; 2; 21/10; 23/10; 2; 21/10; 11/5; 2; 21/10; 11/5; 9/4; 41/20; 2; 21/10; 9/4; 9/4; 11/5; 28/13; 11/5; 11/5; 9/4; 21/10; 11/5; 23/10; 2
Numancia; 13/5; 5/2; 5/2; 23/10; 68/25; 5/2; 5/2; 27/11; 5/2; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 27/11; 14/5; 28/13; 27/11; 27/10; 5/2; 5/2; 14/5; 9/4; 13/5; 14/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-22 10:36:39 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 21/20; 21/20; 23/20; 23/20; 6/5; 11/10; 1; 15/13; 23/20; 11/10; 11/10; 11/10; 23/20; 21/20; 11/10; 11/10; 1; 9/8; 8/7; 23/20; 11/10; 11/10; 10/9; 21/20; 23/20; 23/20
Draw; 23/10; 23/10; 2; 21/10; 23/10; 9/4; 21/10; 11/5; 2; 21/10; 11/5; 9/4; 41/20; 2; 21/10; 9/4; 9/4; 11/5; 28/13; 11/5; 11/5; 9/4; 19/10; 19/10; 23/10; 21/10
Numancia; 13/5; 5/2; 12/5; 23/10; 68/25; 12/5; 5/2; 27/11; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 27/11; 14/5; 28/13; 27/11; 27/10; 5/2; 5/2; 14/5; 9/4; 13/5; 14/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-22 14:36:47 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 21/20; 21/20; 11/10; 23/20; 123/00; 11/10; 1; 15/13; 11/10; 11/10; 11/10; 11/10; 23/20; 21/20; 11/10; 1; 11/10; 8/7; 11/10; 11/10; 15/13; 11/10; 11/10; 23/20; 10/9; 
Draw; 23/10; 23/10; 2; 21/10; 11/5; 2; 21/10; 11/5; 2; 21/10; 11/5; 9/4; 41/20; 2; 21/10; 28/13; 9/4; 11/5; 28/13; 9/4; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5
Numancia; 13/5; 5/2; 5/2; 23/10; 139/0; 5/2; 5/2; 27/11; 5/2; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 14/5; 11/5; 27/11; 11/4; 5/2; 5/2; 14/5; 9/4; 13/5; 14/5; 
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-22 18:36:51 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 1; 21/20; 11/10; 23/20; 113/00; 1; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 19/20; 21/20; 21/20; 1; 17/16; 11/10; 23/20; 21/20; 21/20; 21/20; 11/10; 21/20; 11/10; 
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-25 10:36:52 GMT+2; 2018-03-25 18:30; Nothing; Xlenovo
Granada; 19/20; 21/20; 11/10; 23/20; 111/00; 1; 10/11; 11/10; 1; 20/21; 20/21; 11/10; 1; 19/20; 1; 21/20; 21/20; 19/17; 19/20; 21/20; 19/20; 21/20; 1; 11/10; 
Draw; 23/10; 23/10; 21/10; 21/10; 47/20; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 11/5; 23/10; 43/20; 11/5; 11/5; 40/17; 11/5; 23/10; 28/13; 11/5; 47/20; 40/17; 23/10; 12/5
Numancia; 3; 5/2; 5/2; 23/10; 59/20; 13/5; 5/2; 13/5; 13/5; 11/4; 3; 14/5; 23/10; 14/5; 12/5; 14/5; 13/5; 14/5; 9/4; 31/10; 29/10; 3; 45/17; 3; 14/5
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-25 14:38:27 GMT+2; 2018-03-25 19:30; Nothing; Xlenovo
Granada; 19/20; 21/20; 19/20; 1; 51/50; 19/20; 10/11; 10/11; 19/20; 19/20; 20/21; 20/21; 1; 10/11; 1; 19/20; 19/20; 42/41; 19/20; 1; 19/20; 1; 21/20; 21/20; 21/20; ; 
Draw; 23/10; 23/10; 11/5; 11/5; 23/10; 11/5; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 23/10; 43/20; 2; 11/5; 23/10; 9/4; 11/5; 28/13; 23/10; 47/20; 23/10; 23/10; 12/5; 12/5; 12/5
Numancia; 3; 5/2; 14/5; 13/5; 17/5; 11/4; 11/4; 13/5; 31/10; 14/5; 3; 14/5; 5/2; 11/4; 14/5; 14/5; 3; 31/10; 27/10; 31/10; 31/10; 3; 3; 3; ; ; 
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-25 18:38:09 GMT+2; 2018-03-25 19:30; Nothing; Xlenovo
Granada; 19/20; 21/20; 19/20; 1; 101/00; 10/11; 10/11; 5/6; 19/20; 19/20; 20/21; 20/21; 1; 19/20; 10/11; 19/20; 19/20; 19/20; 1; 19/20; 20/21; 19/20; 1; 1; ; ; 
Draw; 23/10; 23/10; 11/5; 11/5; 47/20; 11/5; 9/4; 21/10; 11/5; 11/5; 11/5; 12/5; 23/10; 43/20; 2; 9/4; 23/10; 9/4; 11/5; 28/13; 11/5; 47/20; 23/10; 9/4; 23/10; 23/10; 23/10
Numancia; 3; 5/2; 29/10; 13/5; 67/20; 3; 11/4; 11/4; 31/10; 29/10; 3; 11/4; 13/5; 29/10; 14/5; 14/5; 58/19; 31/10; 27/10; 31/10; 33/10; 3; 58/19; 3; 10/3; 10/3; 3
META; spain/la-liga-segunda/granada-v-numancia; 2018-03-25 22:37:56 GMT+2; 2018-03-25 19:30; Nothing; Xlenovo
Draw; 6/5; 1; 5/4; 21/20; 117/00; 11/10; 22/19; 11/10; 11/10; 11/10; 11/10; 6/5; 6/5; 11/10; 6/5; 21/20; 15/13; 23/20; 23/20; 6/5; 5/4; 13/10; 27/20
Granada; 7/5; 11/8; 27/20; 13/10; 157/00; 11/8; 6/4; 7/5; 6/4; 13/10; 13/10; 27/20; 7/5; 7/5; 23/17; 16/11; 7/5; 7/5; 6/4; 7/5; 7/5; 7/5; 
Numancia; 4; 18/5; 19/5; 41/10; 17/4; 39/10; 21/5; 9/2; 15/4; 4; 77/20; 4; 4; 17/4; 4; 77/19; 22/5; 7/2; 22/5; ; ; ; 
