META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-21 22:23:47 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-22 02:23:41 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-22 10:24:10 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; ; ; ; ; 27/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Draw; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; 
Alcorcon; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-22 14:24:18 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 27/20; 13/10; 23/17; ; 141/ 100; ; ; ; ; 27/20; 13/10; 13/10; ; ; 11/8; ; 7/5; 13/10; 7/5; 14/11; ; ; 11/8; 13/10; 23/17; 21/20; ; 
Draw; 19/10; 15/8; 28/15; ; 2; ; ; ; ; 15/8; 15/8; 15/8; ; ; 9/5; ; 19/10; 24/13; 19/10; 45/23; ; ; 19/10; 15/8; 37/19; 13/8; ; 
Alcorcon; 12/5; 23/10; 9/4; ; 13/5; ; ; ; ; 9/4; 12/5; 12/5; ; ; 12/5; ; 9/4; 27/11; 9/4; 21/10; ; ; 5/2; 5/2; 9/4; 13/8; ; 
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-22 18:24:20 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 27/20; 13/10; 23/17; 13/10; 7/5; ; ; ; 13/10; 27/20; 13/10; 13/10; ; ; 11/8; ; 23/17; 13/10; 23/17; 14/11; 13/10; 5/4; 11/8; 13/10; 13/10; 5/6; 13/10; 
Draw; 19/10; 15/8; 28/15; 15/8; 39/20; ; ; ; 24/13; 15/8; 15/8; 15/8; ; ; 9/5; ; 24/13; 24/13; 24/13; 45/23; 24/13; 9/5; 19/10; 15/8; 24/13; 10/9; 19/10; 
Alcorcon; 12/5; 23/10; 9/4; 9/4; 27/10; ; ; ; 12/5; 9/4; 12/5; 12/5; ; ; 12/5; ; 12/5; 27/11; 12/5; 21/10; 12/5; 23/10; 5/2; 5/2; 27/11; 11/8; 9/5; 
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-22 22:24:16 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 27/20; 13/10; 23/17; 13/10; 71/50; ; ; ; 13/10; 27/20; 13/10; 13/10; ; ; 11/8; ; 23/17; 13/10; 23/17; 14/11; 13/10; 5/4; 11/8; 13/10; 13/10; 6/5; 13/10; 
Draw; 19/10; 15/8; 28/15; 15/8; 93/50; ; ; ; 24/13; 15/8; 9/5; 9/5; ; ; 9/5; ; 24/13; 24/13; 24/13; 45/23; 24/13; 9/5; 19/10; 15/8; 24/13; 6/5; 19/10; 
Alcorcon; 12/5; 23/10; 9/4; 9/4; 14/5; ; ; ; 12/5; 9/4; 12/5; 12/5; ; ; 12/5; ; 12/5; 27/11; 12/5; 21/10; 12/5; 23/10; 5/2; 5/2; 27/11; 2; 9/5; 
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-23 02:24:06 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 27/20; 13/10; 13/10; 13/10; 71/50; ; ; ; 13/10; 13/10; 13/10; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 23/17; 14/11; 13/10; 5/4; 11/8; 13/10; 13/10; 6/5; 6/5; 
Draw; 19/10; 15/8; 28/15; 15/8; 93/50; ; ; ; 24/13; 15/8; 9/5; 9/5; ; ; 9/5; 15/8; 24/13; 24/13; 24/13; 45/23; 24/13; 9/5; 19/10; 15/8; 24/13; 6/5; 15/8; 
Alcorcon; 12/5; 23/10; 23/10; 9/4; 14/5; ; ; ; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; 27/11; 12/5; 21/10; 12/5; 23/10; 5/2; 5/2; 27/11; 2; 21/10; 
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-23 10:24:13 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 27/20; 13/10; 13/10; 13/10; 143/ 100; ; ; ; 13/10; 13/10; 13/10; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 23/17; 14/11; 13/10; 5/4; 11/8; 13/10; 13/10; 6/5; 6/5; 
Draw; 19/10; 15/8; 28/15; 15/8; 93/50; ; ; ; 24/13; 15/8; 9/5; 9/5; ; ; 9/5; 15/8; 24/13; 24/13; 24/13; 45/23; 24/13; 9/5; 19/10; 15/8; 24/13; 6/5; 15/8; 
Alcorcon; 12/5; 23/10; 23/10; 9/4; 139/ 50; ; ; ; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; 27/11; 12/5; 21/10; 12/5; 23/10; 5/2; 5/2; 27/11; 2; 21/10; 
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-23 14:24:15 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 27/20; 13/10; 13/10; 13/10; 143/ 100; ; ; ; 13/10; 13/10; 13/10; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 23/17; 14/11; 13/10; 5/4; 11/8; 13/10; 13/10; 6/5; 6/5; 
Draw; 19/10; 9/5; 28/15; 15/8; 93/50; ; ; ; 24/13; 15/8; 9/5; 9/5; ; ; 9/5; 15/8; 24/13; 24/13; 24/13; 45/23; 24/13; 9/5; 19/10; 15/8; 24/13; 5/4; 15/8; 
Alcorcon; 12/5; 12/5; 23/10; 9/4; 139/ 50; ; ; ; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; 27/11; 12/5; 21/10; 12/5; 23/10; 5/2; 5/2; 5/2; 21/10; 21/10; 
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-23 18:24:42 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 13/10; 13/10; 73/50; 13/10; ; ; 13/10; 13/10; 13/10; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 23/17; 23/18; 13/10; 5/4; 11/8; 13/10; 13/10; 5/4; 6/5; 7/5
Draw; 19/10; 15/8; 28/15; 15/8; 89/50; 15/8; ; ; 24/13; 15/8; 15/8; 9/5; ; ; 17/10; 15/8; 24/13; 2; 24/13; 15/8; 24/13; 7/4; 15/8; 37/20; 24/13; 7/4; 7/4; 9/5
Alcorcon; 13/5; 23/10; 23/10; 9/4; 143/ 50; 12/5; ; ; 12/5; 23/10; 12/5; 12/5; ; ; 13/5; 12/5; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 13/5; 51/20; 5/2; 21/10; 11/5; 14/5
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-23 22:24:37 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 13/10; 13/10; 73/50; 13/10; 11/8; ; 13/10; 13/10; 13/10; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 23/17; 23/18; 13/10; 5/4; 11/8; 13/10; 23/17; ; 5/4; 6/5; 7/5
Draw; 19/10; 15/8; 28/15; 15/8; 46/25; 15/8; 7/4; 9/5; 24/13; 15/8; 9/5; 9/5; ; 37/20; 17/10; 15/8; 24/13; 24/13; 24/13; 15/8; 9/5; 7/4; 19/10; 37/20; 24/13; ; 7/4; 9/5; 15/8
Alcorcon; 13/5; 23/10; 23/10; 9/4; 14/5; 12/5; 12/5; 23/10; 28/11; 23/10; 5/2; 5/2; ; 47/20; 13/5; 12/5; 12/5; 28/11; 12/5; 11/5; 28/11; 12/5; 13/5; 51/20; 28/11; ; 23/10; 21/10; 27/10
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-25 18:23:55 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 13/10; 13/10; 36/25; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 23/17; 13/10; 23/17; 23/18; 13/10; 5/4; 11/8; 13/10; 23/17; ; 6/5; ; 7/5
Draw; 19/10; 15/8; 28/15; 15/8; 46/25; 15/8; 7/4; 9/5; 24/13; 15/8; 9/5; 9/5; ; 37/20; 17/10; 9/5; 24/13; 24/13; 24/13; 15/8; 9/5; 7/4; 19/10; 37/20; 24/13; ; 7/4; ; 15/8
Alcorcon; 13/5; 23/10; 23/10; 9/4; 14/5; 12/5; 12/5; 23/10; 28/11; 23/10; 5/2; 5/2; ; 47/20; 13/5; 5/2; 12/5; 28/11; 12/5; 11/5; 28/11; 12/5; 13/5; 51/20; 28/11; ; 23/10; ; 27/10
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-25 22:24:04 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 13/10; 13/10; 36/25; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 23/17; 13/10; 23/17; 23/18; 13/10; 5/4; 11/8; 13/10; 13/10; ; 6/5; 5/4; 7/5
Draw; 19/10; 15/8; 28/15; 15/8; 46/25; 15/8; 7/4; 9/5; 24/13; 15/8; 9/5; 9/5; ; 15/8; 17/10; 15/8; 24/13; 24/13; 24/13; 15/8; 9/5; 7/4; 19/10; 37/20; 19/10; ; 7/4; 9/5; 15/8
Alcorcon; 13/5; 23/10; 23/10; 9/4; 14/5; 12/5; 12/5; 23/10; 28/11; 23/10; 5/2; 5/2; ; 47/20; 13/5; 12/5; 12/5; 28/11; 12/5; 11/5; 28/11; 12/5; 5/2; 51/20; 28/11; ; 12/5; 9/4; 27/10
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-26 02:23:55 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 13/10; 13/10; ; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 23/17; 13/10; 23/17; 23/18; 13/10; 5/4; 11/8; 13/10; 13/10; ; 6/5; 5/4; 7/5
Draw; 19/10; 15/8; 28/15; 15/8; ; 15/8; 7/4; 9/5; 24/13; 15/8; 9/5; 9/5; ; 15/8; 17/10; 15/8; 24/13; 24/13; 24/13; 15/8; 9/5; 7/4; 19/10; 37/20; 24/13; ; 7/4; 9/5; 15/8
Alcorcon; 13/5; 23/10; 23/10; 9/4; ; 12/5; 12/5; 23/10; 28/11; 23/10; 5/2; 5/2; ; 47/20; 13/5; 12/5; 12/5; 28/11; 12/5; 11/5; 28/11; 12/5; 5/2; 51/20; 28/11; ; 12/5; 9/4; 27/10
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-26 10:24:12 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 13/10; 13/10; 36/25; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 23/17; 13/10; 23/17; 23/18; 13/10; 5/4; 11/8; 13/10; 13/10; ; 5/4; 5/4; 7/5
Draw; 19/10; 15/8; 28/15; 15/8; 46/25; 15/8; 7/4; 9/5; 24/13; 15/8; 9/5; 9/5; ; 15/8; 17/10; 15/8; 19/10; 24/13; 19/10; 15/8; 9/5; 7/4; 19/10; 37/20; 24/13; ; 7/4; 9/5; 15/8
Alcorcon; 13/5; 23/10; 23/10; 9/4; 14/5; 12/5; 12/5; 23/10; 28/11; 23/10; 5/2; 5/2; ; 47/20; 13/5; 12/5; 12/5; 28/11; 12/5; 11/5; 28/11; 12/5; 5/2; 51/20; 28/11; ; 23/10; 9/4; 27/10
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-26 14:24:50 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 13/10; 13/10; 36/25; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 23/17; 13/10; 23/17; 23/18; 13/10; 5/4; 11/8; 13/10; 13/10; ; 5/4; 5/4; 7/5
Draw; 19/10; 15/8; 28/15; 15/8; 46/25; 15/8; 7/4; 9/5; 24/13; 15/8; 9/5; 9/5; ; 15/8; 17/10; 15/8; 19/10; 24/13; 19/10; 15/8; 9/5; 7/4; 19/10; 37/20; 24/13; ; 7/4; 9/5; 15/8
Alcorcon; 13/5; 23/10; 23/10; 9/4; 14/5; 12/5; 12/5; 23/10; 28/11; 23/10; 5/2; 5/2; ; 47/20; 13/5; 12/5; 12/5; 28/11; 12/5; 11/5; 28/11; 12/5; 5/2; 51/20; 28/11; ; 12/5; 9/4; 27/10
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-26 18:24:26 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 5/4; 13/10; 34/25; 13/10; 5/4; 6/5; 13/10; 5/4; 13/10; 13/10; ; 5/4; 11/8; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 6/5; 13/10; 13/10; 13/10; ; 5/4; 6/5; 13/10
Draw; 19/10; 15/8; 28/15; 15/8; 97/50; 15/8; 15/8; 9/5; 24/13; 15/8; 9/5; 9/5; ; 19/10; 7/4; 15/8; 19/10; 19/10; 19/10; 23/12; 9/5; 9/5; 19/10; 39/20; 19/10; ; 7/4; 15/8; 19/10
Alcorcon; 13/5; 23/10; 12/5; 9/4; 141/ 50; 12/5; 12/5; 23/10; 28/11; 12/5; 5/2; 5/2; ; 49/20; 5/2; 5/2; 13/5; 28/11; 13/5; 11/5; 28/11; 12/5; 27/10; 51/20; 13/5; ; 13/5; 23/10; 11/4
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-26 22:24:49 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 5/4; 13/10; 27/20; 6/5; 6/5; 11/10; 13/10; 5/4; 5/4; 5/4; ; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 6/5; 13/10; 13/10; 5/4; ; 5/4; 6/5; 13/10
Draw; 19/10; 15/8; 28/15; 15/8; 48/25; 15/8; 15/8; 9/5; 24/13; 15/8; 15/8; 15/8; ; 19/10; 15/8; 15/8; 19/10; 19/10; 19/10; 23/12; 9/5; 9/5; 19/10; 39/20; 37/19; ; 9/5; 15/8; 19/10
Alcorcon; 13/5; 23/10; 5/2; 9/4; 72/25; 5/2; 5/2; 12/5; 28/11; 5/2; 5/2; 5/2; ; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 11/5; 28/11; 12/5; 27/10; 51/20; 45/17; ; 13/5; 23/10; 14/5
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-27 02:24:01 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 13/10; 5/4; 13/10; 27/20; 6/5; 6/5; 11/10; 13/10; 5/4; 5/4; 5/4; ; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 6/5; 13/10; 13/10; 5/4; ; 5/4; 6/5; 13/10
Draw; 19/10; 15/8; 28/15; 15/8; 48/25; 15/8; 15/8; 9/5; 24/13; 15/8; 15/8; 15/8; ; 19/10; 15/8; 15/8; 19/10; 19/10; 19/10; 23/12; 9/5; 9/5; 19/10; 39/20; 37/19; ; 9/5; 15/8; 19/10
Alcorcon; 13/5; 23/10; 5/2; 9/4; 72/25; 5/2; 5/2; 12/5; 28/11; 5/2; 5/2; 5/2; ; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 11/5; 28/11; 12/5; 27/10; 51/20; 45/17; ; 13/5; 23/10; 14/5
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-27 10:26:33 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 5/4; 5/4; 13/10; 11/8; 6/5; 5/4; 6/5; 13/10; 5/4; 5/4; 5/4; ; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 23/18; 13/10; 6/5; 13/10; 13/10; ; ; 13/10; 5/4; 13/10
Draw; 19/10; 15/8; 19/10; 15/8; 2; 15/8; 15/8; 9/5; 24/13; 19/10; 15/8; 2; ; 39/20; 2; 19/10; 37/19; 37/19; 37/19; 2; 9/5; 9/5; 2; 2; 2; ; 19/10; 19/10; 2
Alcorcon; 13/5; 12/5; 23/10; 9/4; 67/25; 12/5; 12/5; 23/10; 28/11; 23/10; 5/2; 12/5; ; 47/20; 12/5; 12/5; 5/2; 5/2; 5/2; 11/5; 28/11; 23/10; 5/2; 5/2; ; ; 13/5; 12/5; 13/5
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-27 14:26:59 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 6/5; 5/4; 5/4; 13/10; 11/8; ; 5/4; 6/5; 13/10; ; 5/4; 5/4; ; 5/4; 5/4; 5/4; 13/10; ; 13/10; 9/7; 13/10; 6/5; 13/10; 13/10; ; ; 13/10; 5/4; 27/20
Draw; 19/10; 15/8; 19/10; 15/8; 99/50; 15/8; 15/8; 9/5; 24/13; 19/10; 19/10; 19/10; ; 19/10; 2; 19/10; 37/19; 37/19; 37/19; 21/11; 9/5; 9/5; 2; 2; 37/19; ; 19/10; 19/10; 19/10
Alcorcon; 11/4; 12/5; 23/10; 9/4; 68/25; ; 12/5; 23/10; 28/11; 23/10; 12/5; 12/5; ; 12/5; 12/5; 12/5; 5/2; 28/11; 5/2; 40/17; 28/11; 23/10; 5/2; 5/2; 28/11; ; 5/2; 5/2; 13/5
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-27 18:25:10 GMT+2; 2018-01-27 19:00; Nothing; Xlenovo
Albacete; 5/4; 5/4; ; 13/10; 34/25; ; 5/4; 6/5; 13/10; ; 5/4; 5/4; ; 5/4; 5/4; 5/4; 13/10; ; 13/10; 17/13; 13/10; 6/5; 11/8; 13/10; ; ; 27/20; 5/4; 7/5
Draw; 19/10; 15/8; 28/15; 15/8; 97/50; 15/8; 15/8; 9/5; 24/13; 15/8; 15/8; 19/10; ; 19/10; 15/8; 15/8; 37/19; 19/10; 37/19; 15/8; 9/5; 9/5; 19/10; 2; 2; ; 19/10; 19/10; 2
Alcorcon; 13/5; 12/5; ; 9/4; 141/ 50; ; 12/5; 23/10; 28/11; 23/10; 5/2; 12/5; ; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 40/17; 28/11; 23/10; 13/5; 5/2; 5/2; ; ; 12/5; 13/5
META; spain/la-liga-segunda/albacete-v-alcorcon; 2018-01-27 22:22:23 GMT+2; 2018-01-27 19:00; In Play; Xlenovo
Albacete; 4/7; 1/2; 3/5; 1/2; 19/50; ; ; ; 8/15; 8/15; 4/7; 1/2; ; 4/7; 3/5; 1/2; 8/15; 10/21; 8/15; 4/7; 8/15; ; 4/11; 8/15; 7/12; ; ; 4/7; 4/7
Draw; 9/4; 9/4; 21/10; 21/10; 10/3; ; ; ; 19/10; 11/5; 9/4; 11/5; ; 43/20; 21/10; 11/5; 21/10; 27/11; 21/10; 9/4; 19/10; ; 31/10; 23/10; 9/4; ; ; 23/10; 21/10
Alcorcon; 7; 8; 13/2; 6; 10; ; ; ; 11; 15/2; 15/2; 7; ; 13/2; 11/2; 15/2; 29/4; 15/2; 29/4; 63/10; 11; ; 19/2; 17/2; 13/2; ; ; 8; 32/5
