META; english/league-1/oldham-v-plymouth; 2018-01-21 14:21:48 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 1; ; ; 6/5; ; 20/21; 10/11; ; ; ; ; ; ; ; 1; ; 19/20; ; ; ; ; 1; 19/20; 19/20; 20/21; ; 
Draw; 12/5; 12/5; ; ; 12/5; ; 12/5; 5/2; ; ; ; ; ; ; ; 12/5; ; 23/10; ; ; ; ; 12/5; 12/5; 40/17; 12/5; ; 
Plymouth; 11/4; 11/4; ; ; 131/ 50; ; 11/4; 11/4; ; ; ; ; ; ; ; 11/4; ; 45/17; ; ; ; ; 29/10; 11/4; 27/10; 14/5; ; 
META; english/league-1/oldham-v-plymouth; 2018-01-21 18:21:13 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 1; 21/20; ; 11/10; 21/20; 1; 1; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 1; ; 1; ; ; 1; 21/20; 21/20; 1; 21/20; 4/6; ; 
Draw; 12/5; 12/5; 12/5; ; 123/ 50; 12/5; 12/5; 12/5; 40/17; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; ; 23/10; ; ; 40/17; 5/2; 5/2; 49/20; 23/10; 21/10; ; 
Plymouth; 11/4; 11/4; 5/2; ; 71/25; 11/4; 11/4; 13/5; 27/10; 5/2; 11/4; 13/5; ; 5/2; 13/5; 13/5; ; 13/5; ; ; 27/10; 13/5; 13/5; 53/20; 13/5; 2; ; 
META; english/league-1/oldham-v-plymouth; 2018-01-21 22:20:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 1; 21/20; ; 107/ 100; 21/20; 21/20; 1; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 1; ; 1; ; 30/29; 1; 21/20; 21/20; 1; 21/20; 20/21; ; 
Draw; 12/5; 12/5; 12/5; ; 5/2; 12/5; 23/10; 12/5; 40/17; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; ; 23/10; ; 5/2; 40/17; 5/2; 5/2; 49/20; 23/10; 23/10; ; 
Plymouth; 11/4; 11/4; 5/2; ; 29/10; 11/4; 13/5; 13/5; 27/10; 5/2; 11/4; 13/5; 5/2; 5/2; 13/5; 13/5; ; 13/5; ; 12/5; 27/10; 13/5; 13/5; 53/20; 13/5; 27/10; ; 
META; english/league-1/oldham-v-plymouth; 2018-01-22 02:20:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 1; 21/20; ; 107/ 100; 21/20; 21/20; 1; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; ; 1; ; 30/29; 1; 21/20; 21/20; 1; 21/20; 20/21; ; 
Draw; 12/5; 12/5; 12/5; ; 5/2; 12/5; 23/10; 12/5; 40/17; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; ; 23/10; ; 5/2; 40/17; 5/2; 5/2; 49/20; 23/10; 23/10; ; 
Plymouth; 11/4; 11/4; 5/2; ; 29/10; 11/4; 13/5; 13/5; 27/10; 5/2; 11/4; 5/2; 5/2; 13/5; 13/5; 13/5; ; 13/5; ; 12/5; 27/10; 13/5; 13/5; 53/20; 45/17; 13/5; ; 
META; english/league-1/oldham-v-plymouth; 2018-01-22 10:21:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 21/20; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 30/29; 1; 21/20; 21/20; 1; 21/20; 5/6; ; 
Draw; 12/5; 5/2; 12/5; 13/5; 63/25; 13/5; 12/5; 5/2; 23/10; 12/5; 5/2; 5/2; 12/5; 49/20; 5/2; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 5/2; 5/2; 49/20; 23/10; 11/5; ; 
Plymouth; 11/4; 5/2; 5/2; 12/5; 143/ 50; 11/4; 13/5; 13/5; 14/5; 5/2; 11/4; 5/2; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 5/2; 12/5; 14/5; 13/5; 13/5; 53/20; 45/17; 12/5; ; 
META; english/league-1/oldham-v-plymouth; 2018-01-22 14:21:01 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 21/20; 21/20; 21/20; 107/ 100; 1; 1; 1; 1; 21/20; 1; 21/20; 21/20; 21/20; 1; 1; 21/20; 1; 21/20; 30/29; 1; 21/20; 21/20; 1; 1; 1; ; 21/20
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 13/5; 12/5; 5/2; 23/10; 12/5; 13/5; 5/2; 12/5; 49/20; 5/2; 5/2; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 13/5; 49/20; 12/5; 11/5; ; 13/5
Plymouth; 11/4; 5/2; 5/2; 12/5; 68/25; 11/4; 5/2; 13/5; 14/5; 5/2; 11/4; 5/2; 5/2; 5/2; 13/5; 13/5; 5/2; 28/11; 5/2; 12/5; 14/5; 13/5; 5/2; 53/20; 13/5; 19/10; ; 27/10
META; english/league-1/oldham-v-plymouth; 2018-01-22 18:21:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 21/20; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 21/20; 1; 21/20; 30/29; 1; 21/20; 11/10; 1; 1; 1; 1; 21/20
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 13/5; 12/5; 5/2; 23/10; 12/5; 13/5; 23/10; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 13/5; 49/20; 12/5; 23/10; 21/10; 13/5
Plymouth; 11/4; 5/2; 5/2; 12/5; 68/25; 11/4; 5/2; 13/5; 14/5; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 12/5; 14/5; 13/5; 12/5; 53/20; 13/5; 12/5; 21/10; 27/10
META; english/league-1/oldham-v-plymouth; 2018-01-22 22:21:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 11/10; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 21/20; 1; 21/20; 30/29; 1; 21/20; 11/10; 1; 1; 1; 1; 21/20
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 13/5; 12/5; 5/2; 23/10; 12/5; 13/5; 23/10; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 13/5; 49/20; 12/5; 23/10; 21/10; 13/5
Plymouth; 11/4; 12/5; 5/2; 12/5; 68/25; 11/4; 5/2; 13/5; 14/5; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 12/5; 14/5; 13/5; 12/5; 53/20; 28/11; 12/5; 21/10; 27/10
META; english/league-1/oldham-v-plymouth; 2018-01-23 02:20:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 11/10; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 21/20; 1; 21/20; 30/29; 1; 21/20; 11/10; 1; 1; 1; 1; 21/20
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 13/5; 12/5; 5/2; 23/10; 12/5; 13/5; 23/10; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 13/5; 49/20; 12/5; 23/10; 21/10; 13/5
Plymouth; 11/4; 12/5; 5/2; 12/5; 68/25; 11/4; 5/2; 13/5; 14/5; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 12/5; 14/5; 13/5; 12/5; 53/20; 28/11; 12/5; 21/10; 27/10
META; english/league-1/oldham-v-plymouth; 2018-01-23 10:20:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 11/10; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 21/20; 1; 21/20; 30/29; 1; 21/20; 11/10; 1; 1; 1; 1; 21/20
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 13/5; 12/5; 5/2; 23/10; 12/5; 13/5; 23/10; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 13/5; 49/20; 12/5; 9/4; 21/10; 13/5
Plymouth; 11/4; 12/5; 5/2; 12/5; 68/25; 11/4; 5/2; 13/5; 14/5; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 12/5; 14/5; 13/5; 12/5; 53/20; 28/11; 23/10; 21/10; 27/10
META; english/league-1/oldham-v-plymouth; 2018-01-23 14:20:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 11/10; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 21/20; 1; 21/20; 30/29; 1; 21/20; 11/10; 1; 1; 1; 1; 21/20
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 13/5; 12/5; 5/2; 23/10; 12/5; 13/5; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 13/5; 49/20; 12/5; 23/10; 21/10; 13/5
Plymouth; 11/4; 12/5; 5/2; 12/5; 68/25; 11/4; 5/2; 13/5; 14/5; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 12/5; 14/5; 13/5; 12/5; 53/20; 28/11; 23/10; 21/10; 27/10
META; english/league-1/oldham-v-plymouth; 2018-01-23 18:21:23 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 11/10; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 21/20; 11/10; 1; 11/10; 1; 21/20; 21/20; 1; 21/20; 30/29; 1; 21/20; 11/10; 1; 1; 1; 1; 21/20
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 13/5; 12/5; 5/2; 23/10; 12/5; 13/5; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 13/5; 49/20; 27/11; 23/10; 21/10; 13/5
Plymouth; 11/4; 12/5; 5/2; 12/5; 68/25; 11/4; 5/2; 13/5; 14/5; 5/2; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 12/5; 14/5; 13/5; 12/5; 53/20; 13/5; 23/10; 21/10; 27/10
META; english/league-1/oldham-v-plymouth; 2018-01-23 22:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 11/10; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 21/20; 11/10; 1; 11/10; 1; 21/20; 21/20; 1; 21/20; 30/29; 1; 21/20; 11/10; 1; 1; ; 21/20; 21/20; 21/20
Oldham; 19/20; 10/11; 10/11; 10/11; 93/ 100; 19/20; 10/11; ; 8/9; 10/11; 19/20; 10/11; 1; 10/11; 10/11; 10/11; 19/20; 10/11; 19/20; 11/12; 8/9; 9/10; 10/11; 10/11; 10/11; ; 20/21; 10/11; 10/11
Draw; 11/4; 13/5; 5/2; 13/5; 11/4; 13/5; 5/2; ; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 28/11; 5/2; 13/5; 5/2; 13/5; 11/4; 51/20; 28/11; ; 13/5; 13/5; 27/10
Plymouth; 31/10; 29/10; 29/10; 14/5; 63/20; 3; 14/5; ; 3; 29/10; 3; 3; 13/5; 29/10; 3; 14/5; 27/10; 56/19; 27/10; 27/10; 3; 3; 29/10; 3; 56/19; ; 14/5; 14/5; 3
META; english/league-1/oldham-v-plymouth; 2018-01-26 14:21:45 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 10/11; 1; 1; 101/ 100; 1; 10/11; ; 15/16; 1; 1; 1; 1; 1; 1; 19/20; 19/20; 1; 19/20; 39/40; 15/16; 1; 1; 19/20; 1; ; 20/21; 1; 1
Draw; 27/10; 13/5; 12/5; 12/5; 68/25; 27/10; 5/2; ; 28/11; 5/2; 13/5; 13/5; 12/5; 49/20; 12/5; 5/2; 5/2; 5/2; 5/2; 28/11; 28/11; 13/5; 27/10; 51/20; 5/2; ; 5/2; 5/2; 13/5
Plymouth; 3; 29/10; 27/10; 14/5; 143/ 50; 29/10; 14/5; ; 11/4; 27/10; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 27/10; 27/10; 27/10; 28/11; 11/4; 14/5; 27/10; 14/5; 27/10; ; 11/4; 11/4; 11/4
META; english/league-1/oldham-v-plymouth; 2018-01-26 18:21:29 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 1; 1; 1; 21/20; 101/ 100; 1; 10/11; ; 15/16; 1; 1; 20/21; 1; 1; 1; 19/20; 19/20; 1; 19/20; 39/40; 15/16; 1; 1; 19/20; ; ; 1; 1; 1
Draw; 27/10; 13/5; 12/5; 12/5; 137/ 50; 11/4; 5/2; ; 28/11; 5/2; 13/5; 13/5; 5/2; 49/20; 5/2; 5/2; 5/2; 5/2; 5/2; 28/11; 28/11; 13/5; 27/10; 13/5; 28/11; ; 5/2; 13/5; 13/5
Plymouth; 3; 13/5; 13/5; 13/5; 71/25; 3; 14/5; ; 11/4; 27/10; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 27/10; 27/10; 28/11; 11/4; 11/4; 27/10; 14/5; 27/10; ; 11/4; 14/5; 11/4
META; english/league-1/oldham-v-plymouth; 2018-01-26 22:21:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 21/20; 1; 1; 21/20; ; 11/10; 21/20; ; 15/16; 1; 21/20; 1; 21/20; 21/20; 1; 1; 19/20; 1; 19/20; 42/41; 15/16; 1; 21/20; 19/20; ; ; 21/20; 21/20; 1
Draw; 13/5; 13/5; 12/5; 12/5; 137/ 50; 5/2; 12/5; ; 28/11; 5/2; 5/2; 5/2; 5/2; 49/20; 5/2; 12/5; 5/2; 5/2; 5/2; 28/11; 28/11; 13/5; 13/5; 13/5; 5/2; ; 5/2; 5/2; 13/5
Plymouth; 14/5; 13/5; 13/5; 13/5; 14/5; 14/5; 13/5; ; 11/4; 27/10; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 27/10; 27/11; 11/4; 11/4; 13/5; 14/5; 45/17; ; 13/5; 27/10; 11/4
META; english/league-1/oldham-v-plymouth; 2018-01-27 02:21:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 21/20; 1; 1; 21/20; ; 1; 1; ; 15/16; 1; 1; 1; 21/20; 21/20; 1; 19/20; 19/20; 1; 19/20; 42/41; 15/16; 1; 21/20; 19/20; ; ; 21/20; 1; 21/20
Draw; 13/5; 13/5; 12/5; 12/5; 137/ 50; 11/4; 5/2; ; 28/11; 5/2; 13/5; 5/2; 5/2; 49/20; 5/2; 5/2; 5/2; 5/2; 5/2; 28/11; 28/11; 13/5; 13/5; 13/5; 5/2; ; 5/2; 5/2; 13/5
Plymouth; 14/5; 13/5; 13/5; 13/5; 14/5; 29/10; 13/5; ; 11/4; 27/10; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 27/10; 27/11; 11/4; 11/4; 13/5; 14/5; 45/17; ; 13/5; 27/10; 11/4
META; english/league-1/oldham-v-plymouth; 2018-01-27 10:23:29 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 10/11; 17/20; 13/15; 10/11; 47/50; 19/20; 20/21; ; 8/9; 20/23; 1; 10/11; 10/11; 9/10; 10/11; 17/20; 9/10; 13/15; 9/10; 6/7; 8/9; 9/10; 9/10; 10/11; 13/15; ; 10/11; 10/11; 10/11
Draw; 11/4; 13/5; 12/5; 5/2; 68/25; 13/5; 5/2; ; 13/5; 5/2; 13/5; 5/2; 5/2; 49/20; 5/2; 5/2; 5/2; 5/2; 5/2; 28/11; 13/5; 13/5; 11/4; 13/5; 28/11; ; 13/5; 13/5; 13/5
Plymouth; 10/3; 16/5; 16/5; 3; 63/20; 10/3; 29/10; ; 29/10; 16/5; 11/4; 3; 3; 31/10; 3; 3; 29/10; 58/19; 29/10; 56/19; 29/10; 3; 31/10; 3; 58/19; ; 14/5; 3; 3
META; english/league-1/oldham-v-plymouth; 2018-01-27 14:22:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Oldham; 10/11; 17/20; 10/11; 10/11; 19/20; 19/20; 20/21; ; 6/7; 10/11; 10/11; 20/21; 10/11; 10/11; 10/11; 17/20; 9/10; 10/11; 9/10; 11/12; 6/7; 9/10; 37/40; 10/11; 10/11; ; 20/21; 20/21; 10/11
Draw; 11/4; 13/5; 5/2; 5/2; 67/25; 11/4; 5/2; ; 13/5; 5/2; 13/5; 12/5; 5/2; 49/20; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; ; 13/5; 13/5; 13/5; 28/11; ; 13/5; 13/5; 13/5
Plymouth; 10/3; 16/5; 3; 3; 63/20; 16/5; 3; ; 31/10; 3; 16/5; 3; 3; 31/10; 3; 3; 29/10; 58/19; 29/10; 14/5; 31/10; 3; 31/10; 3; 58/19; ; 14/5; 3; 10/3
META; english/league-1/oldham-v-plymouth; 2018-01-27 18:21:58 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Plymouth; 2/11; 2/3; 2/11; 4/6; 1/5; 7/10; ; 1/6; 1/5; ; 1/4; 11/20; ; 1/4; 2/9; 2/9; 3/5; ; 4/7; 3/16; ; ; ; 4/6; ; ; ; 8/13; 1/4
Draw; 11/2; 5/2; 11/2; 12/5; 6; 9/4; ; 11/2; 5; ; 5; 21/10; ; 5; 9/2; 9/2; 9/4; ; 9/4; 49/10; ; ; ; 47/20; ; ; ; 21/10; 24/5
Oldham; 14; 11/2; 14; 5; 13; 5; ; 14; 14; ; 12; 11/2; ; 11; 9; 10; 5; ; 21/4; 10; ; ; ; 21/4; ; ; ; 10/3; 19/10
