META; english/league-1/blackburn-v-northampton; 2018-01-21 14:21:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 2/5; ; ; 21/50; ; 4/11; 4/11; ; ; ; ; ; ; ; 2/5; ; 7/19; ; ; ; ; ; 4/11; 7/19; 2/5; ; 
Draw; 7/2; 7/2; ; ; 15/4; ; 7/2; 7/2; ; ; ; ; ; ; ; 7/2; ; 17/5; ; ; ; ; ; 7/2; 38/11; 23/10; ; 
Northampton; 7; 7; ; ; 8; ; 7; 7; ; ; ; ; ; ; ; 7; ; 13/2; ; ; ; ; ; 8; 27/4; 1/50; ; 
META; english/league-1/blackburn-v-northampton; 2018-01-21 18:21:01 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 4/9; 2/5; 4/9; ; 1/2; 40/85; 2/5; 4/9; 2/5; 4/9; 9/20; 4/9; ; 40/85; 9/20; 4/9; ; 7/15; ; ; 2/5; 1/2; 9/20; 9/20; 10/21; 4/11; ; 
Draw; 7/2; 7/2; 13/4; ; 7/2; 10/3; 10/3; 10/3; 17/5; 16/5; 18/5; 10/3; ; 16/5; 100/ 30; 7/2; ; 16/5; ; ; 17/5; 7/2; 7/2; 10/3; 13/4; 5/2; ; 
Northampton; 11/2; 13/2; 6; ; 63/10; 6; 13/2; 6; 13/2; 6; 6; 6; ; 6; 6; 6; ; 91/17; ; ; 13/2; 11/2; 6; 11/2; 27/5; 23/5; ; 
META; english/league-1/blackburn-v-northampton; 2018-01-21 22:20:41 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 4/9; 2/5; 4/9; ; 1/2; 4/9; 4/9; 4/9; 2/5; 4/9; 9/20; 4/9; 4/9; 40/85; 9/20; 4/9; ; 7/15; ; 5/12; 2/5; 1/2; 4/9; 9/20; 10/21; 4/9; ; 
Draw; 7/2; 7/2; 10/3; ; 7/2; 7/2; 10/3; 7/2; 17/5; 13/4; 18/5; 16/5; 10/3; 16/5; 100/ 30; 7/2; ; 13/4; ; 7/2; 17/5; 7/2; 18/5; 10/3; 13/4; 10/3; ; 
Northampton; 11/2; 13/2; 13/2; ; 63/10; 13/2; 6; 6; 13/2; 6; 13/2; 13/2; 6; 6; 6; 6; ; 91/17; ; 6; 13/2; 11/2; 13/2; 11/2; 27/5; 13/8; ; 
META; english/league-1/blackburn-v-northampton; 2018-01-22 02:20:36 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 4/9; 2/5; 4/9; ; 1/2; 4/9; 4/9; 4/9; 5/12; 4/9; 9/20; 4/9; 4/9; 40/85; 9/20; 4/9; ; 10/21; ; 5/12; 5/12; 1/2; 4/9; 9/20; 10/21; 4/9; ; 
Draw; 7/2; 7/2; 10/3; ; 7/2; 7/2; 10/3; 7/2; 17/5; 13/4; 18/5; 16/5; 10/3; 16/5; 100/ 30; 7/2; ; 13/4; ; 7/2; 17/5; 7/2; 18/5; 10/3; 13/4; 7/2; ; 
Northampton; 11/2; 13/2; 13/2; ; 63/10; 13/2; 6; 6; 6; 6; 13/2; 13/2; 6; 6; 6; 6; ; 21/4; ; 6; 6; 11/2; 13/2; 11/2; 53/10; 17/10; ; 
META; english/league-1/blackburn-v-northampton; 2018-01-22 10:20:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 4/9; 4/9; 4/9; 1/2; 1/2; 4/9; 4/9; 4/9; 5/12; 4/9; 9/20; 4/9; 4/9; 40/85; 9/20; 4/9; 4/9; 10/21; 4/9; 5/12; 5/12; 1/2; 4/9; 9/20; 10/21; 4/9; ; 
Draw; 7/2; 7/2; 10/3; 16/5; 7/2; 7/2; 10/3; 7/2; 17/5; 13/4; 18/5; 16/5; 10/3; 16/5; 100/ 30; 10/3; 7/2; 13/4; 7/2; 7/2; 17/5; 7/2; 18/5; 10/3; 13/4; 14/5; ; 
Northampton; 11/2; 6; 13/2; 11/2; 63/10; 13/2; 6; 6; 6; 6; 13/2; 13/2; 6; 6; 6; 6; 11/2; 21/4; 11/2; 6; 6; 11/2; 13/2; 11/2; 53/10; 23/5; ; 
META; english/league-1/blackburn-v-northampton; 2018-01-22 14:20:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 4/9; 5/12; 4/9; 9/20; 4/9; 4/9; 40/85; 9/20; 4/9; 4/9; 3/7; 4/9; 5/12; 5/12; 4/9; 4/9; 21/50; 3/7; 4/9; ; 4/9
Draw; 7/2; 7/2; 10/3; 10/3; 37/10; 7/2; 10/3; 7/2; 17/5; 13/4; 18/5; 16/5; 10/3; 16/5; 100/ 30; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 7/2; 18/5; 7/2; 38/11; 14/5; ; 7/2
Northampton; 11/2; 6; 13/2; 6; 71/10; 13/2; 6; 6; 6; 6; 13/2; 13/2; 6; 6; 6; 6; 11/2; 23/4; 11/2; 6; 6; 6; 13/2; 6; 29/5; 23/5; ; 34/5
META; english/league-1/blackburn-v-northampton; 2018-01-22 18:20:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 4/9; 5/12; 4/9; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 5/12; 4/9; 5/12; 5/12; 4/9; 4/9; 21/50; 3/7; 4/9; 2/5; 4/9
Draw; 15/4; 7/2; 10/3; 10/3; 37/10; 7/2; 7/2; 7/2; 17/5; 10/3; 18/5; 16/5; 10/3; 10/3; 100/ 30; 7/2; 7/2; 38/11; 7/2; 7/2; 17/5; 7/2; 18/5; 7/2; 38/11; 14/5; 14/5; 7/2
Northampton; 6; 6; 13/2; 6; 71/10; 13/2; 13/2; 6; 6; 6; 13/2; 13/2; 13/2; 13/2; 6; 6; 11/2; 76/13; 11/2; 6; 6; 6; 13/2; 6; 29/5; 23/5; 28/5; 34/5
META; english/league-1/blackburn-v-northampton; 2018-01-22 22:20:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 4/9; 5/12; 4/9; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 5/12; 4/9; 5/12; 5/12; 4/9; 4/9; 21/50; 3/7; 4/9; 2/5; 4/9
Draw; 15/4; 7/2; 10/3; 10/3; 37/10; 7/2; 7/2; 7/2; 17/5; 10/3; 18/5; 16/5; 10/3; 10/3; 100/ 30; 7/2; 7/2; 38/11; 7/2; 7/2; 17/5; 7/2; 18/5; 7/2; 7/2; 14/5; 14/5; 7/2
Northampton; 6; 6; 13/2; 6; 71/10; 13/2; 13/2; 6; 6; 6; 13/2; 13/2; 6; 13/2; 6; 6; 11/2; 76/13; 11/2; 6; 6; 6; 13/2; 6; 59/10; 23/5; 28/5; 34/5
META; english/league-1/blackburn-v-northampton; 2018-01-23 02:20:41 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 4/9; 5/12; 4/9; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 5/12; 4/9; 5/12; 5/12; 4/9; 4/9; 21/50; 3/7; 4/9; 2/5; 4/9
Draw; 15/4; 7/2; 10/3; 10/3; 37/10; 7/2; 7/2; 7/2; 17/5; 10/3; 18/5; 16/5; 10/3; 10/3; 100/ 30; 7/2; 7/2; 38/11; 7/2; 7/2; 17/5; 7/2; 18/5; 7/2; 7/2; 3; 14/5; 7/2
Northampton; 6; 6; 13/2; 6; 71/10; 13/2; 13/2; 6; 6; 6; 13/2; 13/2; 6; 13/2; 6; 6; 11/2; 76/13; 11/2; 6; 6; 6; 13/2; 6; 59/10; 31/5; 28/5; 34/5
META; english/league-1/blackburn-v-northampton; 2018-01-23 10:20:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 4/9; 5/12; 4/9; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 5/12; 4/9; 5/12; 5/12; 4/9; 4/9; 21/50; 3/7; 4/9; 2/5; 4/9
Draw; 15/4; 7/2; 10/3; 10/3; 37/10; 7/2; 10/3; 7/2; 17/5; 10/3; 18/5; 16/5; 10/3; 10/3; 100/ 30; 7/2; 7/2; 38/11; 7/2; 7/2; 17/5; 7/2; 18/5; 7/2; 7/2; 3; 14/5; 7/2
Northampton; 6; 6; 13/2; 6; 71/10; 13/2; 6; 6; 6; 6; 13/2; 13/2; 6; 6; 6; 6; 11/2; 76/13; 11/2; 6; 6; 6; 13/2; 6; 59/10; 26/5; 28/5; 34/5
META; english/league-1/blackburn-v-northampton; 2018-01-23 14:20:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 4/9; 5/12; 4/9; 4/9; 4/9; 4/9; 4/9; 9/20; 2/5; 4/9; 5/12; 4/9; 5/12; 5/12; 4/9; 4/9; 21/50; 3/7; 4/9; 4/11; 4/9
Draw; 15/4; 7/2; 10/3; 10/3; 37/10; 7/2; 10/3; 7/2; 17/5; 10/3; 18/5; 10/3; 10/3; 10/3; 100/ 30; 7/2; 7/2; 38/11; 7/2; 7/2; 17/5; 7/2; 18/5; 7/2; 7/2; 3; 14/5; 7/2
Northampton; 6; 6; 13/2; 6; 71/10; 13/2; 6; 6; 6; 13/2; 13/2; 6; 13/2; 13/2; 6; 6; 11/2; 76/13; 11/2; 6; 6; 6; 6; 6; 59/10; 26/5; 6; 34/5
META; english/league-1/blackburn-v-northampton; 2018-01-23 18:21:10 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 4/9; 5/12; 4/9; 4/9; 4/9; 4/11; 4/9; 9/20; 2/5; 4/9; 3/7; 4/9; 5/12; 5/12; 4/9; 4/9; 21/50; 3/7; 4/9; 4/11; 4/9
Draw; 15/4; 7/2; 10/3; 10/3; 37/10; 7/2; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 7/2; 10/3; 100/ 30; 7/2; 7/2; 7/2; 7/2; 7/2; 17/5; 7/2; 18/5; 7/2; 39/11; 3; 3; 7/2
Northampton; 6; 6; 13/2; 6; 71/10; 13/2; 13/2; 6; 6; 13/2; 13/2; 6; 15/2; 13/2; 6; 6; 11/2; 6; 11/2; 6; 6; 6; 13/2; 6; 6; 26/5; 6; 34/5
META; english/league-1/blackburn-v-northampton; 2018-01-23 22:21:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 4/9; 5/12; 4/9; 4/9; 4/9; 4/11; 4/9; 9/20; 2/5; 4/9; 3/7; 4/9; 5/12; 5/12; 4/9; 4/9; 21/50; 3/7; ; 4/9; 4/11; 4/9
Draw; 4; 7/2; 7/2; 7/2; ; 18/5; 7/2; ; 18/5; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 7/2; 15/4; 62/17; 15/4; 7/2; 18/5; 19/5; 19/5; 15/4; 37/10; ; ; 10/3; 7/2
Northampton; 8; 13/2; 7; 7; ; 15/2; 13/2; ; 8; 7; 8; 15/2; 15/2; 13/2; 7; 7; 6; 7; 6; 6; 8; 7; 13/2; 8; 7; ; ; 15/2; 15/2
META; english/league-1/blackburn-v-northampton; 2018-01-26 14:21:31 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; ; 4/11; 2/5; 2/5; 4/11; 4/11; 4/9; 4/9; 2/5; 2/5; 3/8; 2/5; 7/17; 4/11; 2/5; 4/9; 4/11; 3/8; ; ; 2/5; 2/5
Draw; 4; 7/2; 7/2; 7/2; 39/10; 15/4; 7/2; ; 18/5; 7/2; 19/5; 7/2; 7/2; 10/3; 7/2; 7/2; 15/4; 37/10; 15/4; 7/2; 18/5; 19/5; 19/5; 15/4; 37/10; ; ; 7/2; 7/2
Northampton; 8; 13/2; 7; 7; 42/5; 17/2; 13/2; ; 8; 7; 15/2; 15/2; 15/2; 13/2; 6; 7; 6; 27/4; 6; 6; 8; 7; 13/2; 8; 7; ; ; 8; 43/5
META; english/league-1/blackburn-v-northampton; 2018-01-26 18:21:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 2/5; ; 2/5; 21/50; 2/5; 2/5; ; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 7/18; 2/5; 7/17; 4/11; 2/5; 2/5; 2/5; 7/18; ; ; 2/5; 2/5
Draw; 4; 18/5; ; 7/2; 4; 15/4; 7/2; ; 18/5; 18/5; 19/5; 10/3; ; 7/2; 7/2; 7/2; 15/4; 37/10; 15/4; 7/2; 18/5; 19/5; 4; 15/4; 15/4; ; ; 7/2; 7/2
Northampton; 8; 13/2; 7; 7; 73/10; 17/2; 13/2; ; 8; 7; 15/2; 7; 13/2; 13/2; 7; 7; 6; 13/2; 6; 6; 8; 13/2; 7; 7; 13/2; ; ; 36/5; 15/2
META; english/league-1/blackburn-v-northampton; 2018-01-26 22:21:27 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 2/5; ; 2/5; 21/50; 2/5; 2/5; ; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 7/18; 2/5; 7/17; 4/11; 2/5; 2/5; 2/5; 2/5; ; ; 2/5; 2/5
Draw; 4; 18/5; ; 7/2; 4; 15/4; 15/4; ; 18/5; 7/2; 19/5; 7/2; ; 7/2; 7/2; 7/2; 15/4; 37/10; 15/4; 7/2; 18/5; 19/5; 4; 15/4; 15/4; ; ; 7/2; 7/2
Northampton; 8; 13/2; 13/2; 7; 73/10; 17/2; 7; ; 8; 7; 15/2; 13/2; 13/2; 13/2; 7; 7; 6; 13/2; 6; 6; 8; 13/2; 7; 7; 13/2; ; ; 36/5; 37/5
META; english/league-1/blackburn-v-northampton; 2018-01-27 02:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 2/5; ; 2/5; 21/50; 2/5; 2/5; ; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 7/18; 2/5; 7/17; 4/11; 2/5; 2/5; 2/5; 2/5; ; ; 2/5; 2/5
Draw; 4; 18/5; ; 7/2; 4; 15/4; 15/4; ; 18/5; 7/2; 19/5; 7/2; ; 7/2; 7/2; 7/2; 15/4; 37/10; 15/4; 7/2; 18/5; 19/5; 4; 15/4; 15/4; ; ; 7/2; 7/2
Northampton; 8; 13/2; 13/2; 7; 73/10; 15/2; 7; ; 8; 7; 15/2; 13/2; 13/2; 13/2; 7; 7; 6; 25/4; 6; 6; 8; 13/2; 7; 7; 13/2; ; ; 36/5; 37/5
META; english/league-1/blackburn-v-northampton; 2018-01-27 10:23:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 2/5; 2/5; ; 2/5; 21/50; 2/5; 2/5; ; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 21/50; 2/5; ; ; 2/5; 2/5
Draw; 4; 18/5; ; 7/2; 4; 15/4; 15/4; ; 18/5; 18/5; 19/5; 7/2; ; 7/2; 7/2; 7/2; 15/4; 15/4; 15/4; 18/5; 18/5; 19/5; 4; 15/4; 19/5; ; ; 7/2; 7/2
Northampton; 8; 6; 7; 7; 36/5; 15/2; 7; ; 13/2; 7; 15/2; 13/2; 13/2; 13/2; 6; 13/2; 6; 25/4; 6; 63/10; 13/2; 13/2; 7; 13/2; 25/4; ; ; 7; 36/5
META; english/league-1/blackburn-v-northampton; 2018-01-27 14:22:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackburn; 9/20; 2/5; 4/9; 2/5; 23/50; 2/5; 4/9; ; 5/11; 4/9; 4/9; 4/9; 4/9; 40/85; 9/20; 2/5; 2/5; 3/7; 2/5; 5/11; 5/11; 4/9; 9/20; 9/20; 3/7; ; ; 4/9; 4/9
Draw; 15/4; 18/5; 17/5; 7/2; 19/5; 15/4; 7/2; ; 18/5; 17/5; 18/5; 10/3; ; 10/3; 7/2; 7/2; 15/4; 39/11; 15/4; 39/11; 18/5; 7/2; 18/5; 10/3; 62/17; ; ; 7/2; 7/2
Northampton; 7; 6; 6; 7; 33/5; 15/2; 13/2; ; 27/5; 6; 13/2; 6; 6; 6; 11/2; 6; 6; 59/10; 6; 26/5; 27/5; 11/2; 6; 6; 6; ; ; 33/5; 34/5
META; english/league-1/blackburn-v-northampton; 2018-01-27 18:21:43 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Northampton; 13/10; 11/8; 23/17; 7/5; 89/50; 6/5; ; 13/10; 31/21; ; 11/8; 23/20; 11/8; 7/5; 11/8; 13/10; 15/13; ; 11/10; 9/7; ; ; ; ; ; ; ; 7/5; 11/8
Draw; 21/10; 2; 7/4; 19/10; 43/20; 19/10; ; 15/8; 24/13; ; 11/5; 7/4; 17/10; 9/5; 9/5; 15/8; 21/10; ; 21/10; 23/12; ; ; ; ; ; ; ; 2; 
Blackburn; 9/4; 11/4; 23/10; 23/10; 17/10; 11/4; ; 23/10; 40/17; ; 9/4; 13/5; 2; 49/20; 21/10; 11/5; 11/5; ; 23/10; 28/13; ; ; ; ; ; ; ; 12/5; 23/10
