META; english/league-2/carlisle-v-luton; 2018-04-15 02:20:52 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 1/33
Draw; 23/10; 1/100
Carlisle; 12/5; 1/33
META; english/league-2/carlisle-v-luton; 2018-04-15 10:20:53 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 1/33
Draw; 23/10; 1/100
Carlisle; 12/5; 1/33
META; english/league-2/carlisle-v-luton; 2018-04-15 14:22:12 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 1/33
Draw; 23/10; 1/100
Carlisle; 12/5; 1/33
META; english/league-2/carlisle-v-luton; 2018-04-15 18:21:46 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 19/20; 9/10; 10/11; 5/6; 9/10; 13/15; 9/10; 13/15; 5/6; 10/11
Draw; 5/2; 12/5; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 27/11; 23/10; 5/2
Carlisle; 3; 14/5; 16/5; 29/10; 3; 16/5; 29/10; 16/5; 29/10; 14/5; 3
META; english/league-2/carlisle-v-luton; 2018-04-15 22:21:54 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 19/20; 49/50; 9/10; 10/11; 5/6; 9/10; 20/23; 10/11; 13/15; 9/10; 13/15; 5/6; 20/21
Draw; 5/2; 12/5; 131/50; 13/5; 12/5; 12/5; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 23/10; 5/2
Carlisle; 3; 14/5; 31/10; 16/5; 29/10; 3; 16/5; 3; 37/13; 16/5; 29/10; 14/5; 3; 
META; english/league-2/carlisle-v-luton; 2018-04-16 02:21:35 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 19/20; 49/50; 9/10; 10/11; 5/6; 9/10; 20/23; 10/11; 13/15; 9/10; 13/15; 5/6; 20/21
Draw; 5/2; 12/5; 131/50; 13/5; 12/5; 12/5; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 23/10; 5/2
Carlisle; 3; 14/5; 31/10; 16/5; 29/10; 3; 16/5; 3; 37/13; 16/5; 29/10; 14/5; 3; 
META; english/league-2/carlisle-v-luton; 2018-04-16 10:21:36 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 19/20; 49/50; 9/10; 10/11; 5/6; 9/10; 9/10; 20/23; 10/11; 13/15; 9/10; 9/10; 9/10; 13/15; 5/6; 20/21
Draw; 5/2; 12/5; 131/50; 13/5; 12/5; 12/5; 28/11; 5/2; 13/5; 5/2; 12/5; 12/5; 28/11; 5/2; 27/11; 23/10; 5/2
Carlisle; 3; 14/5; 31/10; 16/5; 29/10; 3; 29/10; 16/5; 3; 37/13; 3; 29/10; 16/5; 29/10; 14/5; 3; 
META; english/league-2/carlisle-v-luton; 2018-04-16 14:22:14 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 19/20; 49/50; 9/10; 10/11; 5/6; 9/10; 9/10; 20/23; 9/10; 10/11; 10/11; 13/15; 9/10; 9/10; 9/10; 13/15; 5/6; 20/21
Draw; 5/2; 12/5; 131/50; 13/5; 12/5; 12/5; 28/11; 5/2; 13/5; 12/5; 5/2; 5/2; 12/5; 12/5; 28/11; 5/2; 27/11; 9/5; 5/2
Carlisle; 3; 14/5; 31/10; 16/5; 29/10; 3; 29/10; 16/5; 3; 29/10; 3; 37/13; 3; 29/10; 16/5; 29/10; 1/100; 3; 
META; english/league-2/carlisle-v-luton; 2018-04-16 18:22:28 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 19/20; 49/50; 9/10; 10/11; 5/6; 9/10; 9/10; 20/23; 9/10; 10/11; 10/11; 13/15; 9/10; 9/10; 9/10; 13/15; 4/6; 20/21
Draw; 5/2; 12/5; 131/50; 13/5; 12/5; 12/5; 28/11; 5/2; 13/5; 12/5; 5/2; 5/2; 12/5; 12/5; 28/11; 5/2; 27/11; 9/5; 5/2
Carlisle; 3; 14/5; 31/10; 16/5; 29/10; 3; 29/10; 16/5; 3; 29/10; 3; 37/13; 3; 29/10; 16/5; 29/10; 1/100; 3; 
META; english/league-2/carlisle-v-luton; 2018-04-16 22:22:25 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 10/11; 49/50; 9/10; 9/10; 5/6; 9/10; 9/10; 10/11; 9/10; 10/11; 10/11; 13/15; 9/10; 9/10; 20/23; 13/15; 4/6; 20/21
Draw; 5/2; 5/2; 131/50; 13/5; 12/5; 12/5; 28/11; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 28/11; 5/2; 27/11; 9/5; 5/2
Carlisle; 3; 31/10; 16/5; 29/10; 3; 29/10; 16/5; 16/5; 29/10; 3; 37/13; 3; 29/10; 33/10; 29/10; 1/100; ; ; 
META; english/league-2/carlisle-v-luton; 2018-04-17 02:22:18 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 10/11; 49/50; 9/10; 9/10; 5/6; 9/10; 9/10; 10/11; 9/10; 10/11; 10/11; 13/15; 9/10; 9/10; 20/23; 13/15; 4/6; 20/21
Draw; 5/2; 5/2; 131/50; 13/5; 12/5; 12/5; 28/11; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 28/11; 5/2; 27/11; 9/5; 5/2
Carlisle; 3; 31/10; 16/5; 29/10; 3; 29/10; 16/5; 16/5; 29/10; 3; 37/13; 3; 29/10; 33/10; 29/10; 1/100; ; ; 
META; english/league-2/carlisle-v-luton; 2018-04-17 10:22:18 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 10/11; 5/6; 49/50; 20/23; 9/10; 5/6; 9/10; 9/10; 10/11; 9/10; 10/11; 10/11; 13/15; 9/10; 9/10; 20/23; 13/15; 8/13; 20/21
Draw; 5/2; 5/2; 12/5; 131/50; 13/5; 12/5; 5/2; 28/11; 5/2; 12/5; 12/5; 11/4; 5/2; 12/5; 12/5; 28/11; 5/2; 27/11; 9/5; 5/2
Carlisle; 3; 14/5; 31/10; 16/5; 29/10; 3; 29/10; 16/5; 16/5; 29/10; 3; 37/13; 3; 29/10; 33/10; 29/10; 2/7; 3; ; 
META; english/league-2/carlisle-v-luton; 2018-04-17 14:22:30 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 10/11; 5/6; 49/50; 20/23; 9/10; 5/6; 9/10; 9/10; 10/11; 9/10; 10/11; 10/11; 13/15; 9/10; 9/10; 20/23; 13/15; 4/5; 20/21
Draw; 5/2; 5/2; 12/5; 131/50; 13/5; 12/5; 5/2; 28/11; 5/2; 12/5; 12/5; 11/4; 5/2; 12/5; 12/5; 28/11; 5/2; 27/11; 23/10; 5/2
Carlisle; 3; 14/5; 31/10; 16/5; 29/10; 3; 29/10; 16/5; 16/5; 29/10; 3; 37/13; 3; 29/10; 33/10; 29/10; 14/5; 3; ; 
META; english/league-2/carlisle-v-luton; 2018-04-17 18:22:33 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 11/10; 23/20; 23/20; 23/20; 61/50; 21/20; 11/10; 1; 15/13; 23/20; 11/10; 23/20; 23/20; 6/5; 11/10; 11/10; 21/20; 15/13; 23/20; 11/10; 20/21; 23/20; 6/5
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 40/17; 12/5; 12/5; 5/2; 40/17; 21/10; 12/5; 5/2; 
Carlisle; 5/2; 23/10; 23/10; 21/10; 61/25; 27/10; 23/10; 13/5; 9/4; 23/10; 13/5; 23/10; 9/4; 23/10; 12/5; 23/10; 5/2; 9/4; 23/10; 23/10; 12/5; 23/10; 12/5
META; english/league-2/carlisle-v-luton; 2018-04-17 22:22:43 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 11/10; 23/20; 23/20; 23/20; 61/50; 11/10; 11/10; 11/10; 15/13; 23/20; 23/20; 23/20; 23/20; 6/5; 11/10; 11/10; 15/13; 15/13; 6/5; 11/10; 1; 23/20; 6/5
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 40/17; 23/10; 12/5; 12/5; 40/17; 21/10; 12/5; 5/2
Carlisle; 5/2; 23/10; 23/10; 21/10; 61/25; 13/5; 23/10; 5/2; 9/4; 23/10; 5/2; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5
META; english/league-2/carlisle-v-luton; 2018-04-18 02:21:47 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 21/20; 1; 21/20; 21/20; 1; 10/11; 1; 1; 1; 21/20; 1; 21/20; 1; 11/10; 1; 10/11; 1; ; ; ; ; 
Draw; 12/5; 5/2; 12/5; 5/2; 129/50; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 23/10; 27/11; 5/2; 12/5; 9/4; 5/2; 5/2
Carlisle; 13/5; 5/2; 27/10; 5/2; 72/25; 11/4; 13/5; 13/5; 28/11; 27/10; 11/4; 14/5; 5/2; 11/4; 13/5; 45/17; 13/5; 28/11; 5/2; 45/17; 5/2; 14/5; 14/5
META; english/league-2/carlisle-v-luton; 2018-04-18 10:21:52 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 10/11; 1; 21/20; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 42/41; 1; 11/10; 1; 4/6; 1; ; 
Draw; 12/5; 5/2; 12/5; 5/2; 129/50; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 12/5; 15/8; 5/2; 5/2
Carlisle; 13/5; 5/2; 13/5; 5/2; 72/25; 11/4; 13/5; 13/5; 27/10; 13/5; 11/4; 13/5; 5/2; 11/4; 13/5; 45/17; 13/5; 11/5; 27/10; 5/2; 45/17; 9/5; 14/5; 14/5
META; english/league-2/carlisle-v-luton; 2018-04-18 14:22:14 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 10/11; 1; 21/20; 1; 21/20; 1; 21/20; 21/20; 21/20; 42/41; 1; 11/10; 21/20; 4/6; 5/6; 1; ; 
Draw; 12/5; 5/2; 12/5; 5/2; 129/50; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 23/10; 12/5; 27/11; 5/2; 12/5; 19/10; 21/10; 5/2; 5/2
Carlisle; 13/5; 5/2; 13/5; 5/2; 72/25; 11/4; 13/5; 13/5; 27/10; 13/5; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/5; 27/10; 5/2; 28/11; 13/8; 21/10; 14/5; 14/5
META; english/league-2/carlisle-v-luton; 2018-04-18 18:22:10 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 10/11; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 42/41; 1; 11/10; 21/20; 19/20; 20/21; 5/6; 1; ; 
Draw; 12/5; 5/2; 12/5; 5/2; 129/50; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 12/5; 12/5; 19/10; 21/10; 5/2; 5/2
Carlisle; 13/5; 5/2; 13/5; 5/2; 72/25; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 28/11; 13/5; 11/5; 27/10; 5/2; 28/11; 11/4; 2/5; 21/10; 14/5; 14/5
META; english/league-2/carlisle-v-luton; 2018-04-18 22:21:57 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 10/11; 1; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 1; 21/20; 42/41; 1; 11/10; 1; 19/20; 1; 5/6; 1; ; 
Draw; 12/5; 5/2; 12/5; 5/2; 129/50; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 27/11; 12/5; 11/5; 21/10; 5/2; 5/2
Carlisle; 13/5; 5/2; 13/5; 5/2; 72/25; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 27/10; 13/5; 11/5; 27/10; 5/2; 27/10; 11/4; 12/5; 21/10; 14/5; 14/5
META; english/league-2/carlisle-v-luton; 2018-04-19 02:21:25 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 10/11; 1; 21/20; 1; 21/20; 11/10; 1; 21/20; 21/20; 1; 21/20; 42/41; 1; 11/10; 1; 19/20; 20/21; 1; ; 
Draw; 12/5; 5/2; 12/5; 5/2; 129/50; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 27/11; 12/5; 9/5; 5/2; 5/2
Carlisle; 13/5; 5/2; 13/5; 5/2; 72/25; 14/5; 13/5; 13/5; 27/10; 13/5; 11/4; 13/5; 12/5; 5/2; 11/4; 13/5; 27/10; 13/5; 11/5; 27/10; 5/2; 27/10; 11/4; 1/100; 14/5; 14/5
META; english/league-2/carlisle-v-luton; 2018-04-19 10:21:20 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 10/11; 1; 21/20; 21/20; 1; 11/10; 1; 21/20; 21/20; 1; 21/20; 42/41; 1; 11/10; 1; 19/20; 8/11; 5/6; 1; ; 
Draw; 12/5; 5/2; 12/5; 5/2; 129/50; 5/2; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 23/10; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 27/11; 12/5; 9/5; 21/10; 5/2; 5/2
Carlisle; 13/5; 5/2; 13/5; 5/2; 72/25; 14/5; 13/5; 13/5; 27/10; 13/5; 13/5; 14/5; 12/5; 5/2; 11/4; 13/5; 27/10; 13/5; 11/5; 27/10; 5/2; 11/4; 14/5; 27/20; 21/10; 14/5; 14/5
META; english/league-2/carlisle-v-luton; 2018-04-19 14:21:33 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 21/20; 21/20; 21/20; 21/20; 53/50; 1; 10/11; 1; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 1; 21/20; 42/41; 1; 11/10; 1; 20/21; 5/6; 1; ; ; 
Draw; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 12/5; 9/4; 9/5; 21/10; 12/5; 12/5
Carlisle; 13/5; 5/2; 13/5; 5/2; 73/25; 14/5; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 27/10; 13/5; 11/5; 27/10; 5/2; 11/4; 14/5; 2; 21/10; 14/5; 14/5
META; english/league-2/carlisle-v-luton; 2018-04-19 18:21:30 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 10/11; 10/11; 1; 97/100; 19/20; 10/11; 10/11; 1; 19/20; 19/20; 10/11; 1; 10/11; 1; 19/20; 10/11; 19/20; 13/14; 1; 20/21; 10/11; 10/11; 5/6; 8/11; 10/11; 10/11
Draw; 5/2; 5/2; 12/5; 12/5; 129/50; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 27/11; 12/5; 27/11; 27/11; 5/2; 27/11; 12/5; 23/10; 11/5; 5/2; 5/2
Carlisle; 16/5; 29/10; 29/10; 12/5; 16/5; 3; 29/10; 11/4; 27/10; 29/10; 3; 5/2; 14/5; 11/4; 14/5; 3; 14/5; 27/11; 27/10; 3; 58/19; 3; 12/5; 12/5; 3; ; 
META; english/league-2/carlisle-v-luton; 2018-04-19 22:21:30 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 10/11; 10/11; 10/11; 97/100; 19/20; 10/11; 10/11; 1; 19/20; 10/11; 10/11; 1; 10/11; 1; 10/11; 19/20; 19/20; 13/14; 1; 19/20; 19/20; 10/11; 9/10; 10/11; 10/11; 10/11
Draw; 5/2; 5/2; 12/5; 23/10; 129/50; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 27/11; 12/5; 27/11; 27/11; 5/2; 27/11; 12/5; 12/5; 12/5; 5/2; 5/2
Carlisle; 16/5; 3; 29/10; 11/4; 16/5; 3; 29/10; 11/4; 27/10; 29/10; 3; 5/2; 14/5; 11/4; 3; 37/13; 14/5; 27/11; 27/10; 3; 29/10; 3; 11/4; 11/4; 3; ; 
META; english/league-2/carlisle-v-luton; 2018-04-20 02:20:58 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 19/20; 10/11; 10/11; 10/11; 97/100; 19/20; 10/11; 10/11; 1; 19/20; 10/11; 10/11; 1; 10/11; 1; 10/11; 10/11; 19/20; 13/14; 1; 19/20; 10/11; 10/11; 9/10; 4/5; 20/21; 
Draw; 27/10; 5/2; 12/5; 23/10; 129/50; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 27/11; 27/11; 5/2; 27/11; 12/5; 12/5; 11/5; 12/5; 5/2
Carlisle; 16/5; 3; 29/10; 11/4; 16/5; 3; 29/10; 11/4; 27/10; 29/10; 3; 5/2; 14/5; 11/4; 3; 14/5; 27/11; 27/10; 3; 58/19; 3; 11/4; 9/4; 3; ; ; 
META; english/league-2/carlisle-v-luton; 2018-04-20 10:21:02 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 19/20; 10/11; 10/11; 10/11; 97/100; 19/20; 10/11; 10/11; 1; 19/20; 10/11; 10/11; 1; 10/11; 19/20; 10/11; 10/11; 19/20; 13/14; 1; 10/11; 19/20; 10/11; 20/21; 4/5; 10/11; 20/21
Draw; 27/10; 5/2; 12/5; 23/10; 129/50; 13/5; 12/5; 12/5; 27/11; 5/2; 5/2; 12/5; 23/10; 12/5; 13/5; 5/2; 27/11; 12/5; 27/11; 27/11; 27/10; 27/11; 12/5; 12/5; 11/5; 12/5; 5/2
Carlisle; 16/5; 3; 29/10; 11/4; 16/5; 3; 29/10; 11/4; 27/10; 29/10; 3; 5/2; 14/5; 11/4; 3; 14/5; 27/11; 27/10; 29/10; 3; 11/4; 9/4; 3; ; ; ; 
META; english/league-2/carlisle-v-luton; 2018-04-20 14:21:17 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 20/23; 5/6; 11/13; 10/11; 9/10; 10/11; 10/11; 9/10; 17/20; 10/11; 13/15; 11/13; 7/8; 11/13; 37/40; 13/15; 5/6; 5/6; 5/6; 5/6; 10/11
Draw; 27/10; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 5/2; 13/5; 12/5; 13/5; 5/2; 27/11; 5/2; 27/11; 27/11; 27/10; 5/2; 5/2; 23/10; 9/4; 5/2; 5/2
Carlisle; 16/5; 3; 3; 17/5; 10/3; 3; 16/5; 33/10; 3; 16/5; 3; 14/5; 14/5; 7/2; 3; 41/13; 31/10; 13/5; 33/10; 31/10; 16/5; 10/3; 14/5; 14/5; 10/3; 10/3; 
META; english/league-2/carlisle-v-luton; 2018-04-20 18:21:27 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 17/20; 5/6; 10/11; 87/100; 17/20; 5/6; 4/5; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 17/20; 17/20; 5/6; 11/13; 5/6; 11/13; 20/23; 5/6; 4/5; 4/5; 4/5; 5/6; 5/6
Draw; 27/10; 13/5; 5/2; 5/2; 133/50; 13/5; 5/2; 5/2; 27/11; 5/2; 13/5; 12/5; 13/5; 49/20; 13/5; 5/2; 5/2; 5/2; 5/2; 27/11; 27/10; 28/11; 5/2; 12/5; 12/5; 5/2; 13/5
Carlisle; 10/3; 16/5; 10/3; 3; 18/5; 18/5; 10/3; 10/3; 33/10; 10/3; 10/3; 7/2; 16/5; 31/10; 7/2; 10/3; 57/17; 31/10; 16/5; 33/10; 10/3; 17/5; 7/2; 3; 10/3; 7/2; 7/2
META; english/league-2/carlisle-v-luton; 2018-04-20 22:21:40 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 17/20; 17/20; 10/11; 89/00; 17/20; 17/20; 4/5; 11/13; 17/20; 5/6; 5/6; 17/20; 5/6; 17/20; 17/20; 5/6; 11/13; 5/6; 11/13; 20/23; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6
Draw; 27/10; 13/5; 5/2; 5/2; 131/0; 13/5; 5/2; 5/2; 27/11; 5/2; 13/5; 5/2; 13/5; 49/20; 13/5; 13/5; 5/2; 5/2; 5/2; 27/11; 27/10; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2
Carlisle; 10/3; 16/5; 16/5; 3; 71/20; 18/5; 16/5; 10/3; 33/10; 13/4; 10/3; 10/3; 16/5; 31/10; 7/2; 16/5; 33/10; 31/10; 16/5; 33/10; 10/3; 57/17; 7/2; 3; 10/3; 7/2; 7/2
META; english/league-2/carlisle-v-luton; 2018-04-21 02:21:09 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Luton; 10/11; 17/20; 17/20; 10/11; 89/00; 17/20; 17/20; 4/5; 11/13; 17/20; 5/6; 20/23; 17/20; 5/6; 17/20; 17/20; 5/6; 11/13; 5/6; 11/13; 20/23; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 27/10; 13/5; 5/2; 5/2; 131/0; 13/5; 5/2; 5/2; 27/11; 5/2; 13/5; 12/5; 13/5; 49/20; 13/5; 5/2; 5/2; 5/2; 5/2; 27/11; 27/10; 5/2; 5/2; 12/5; 23/10; 5/2; 5/2
