META; english/league-2/carlisle-v-forest-green; 2018-01-20 22:21:39 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Draw; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; 
Forest Green; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 02:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Draw; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; 
Forest Green; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 10:21:33 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Forest Green; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 14:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 8/11; ; ; ; ; 3/4; 8/11; ; ; 4/5; ; ; ; ; ; ; 10/13; ; ; ; ; ; 4/5; 10/13; 4/6; ; 
Draw; 11/4; 13/5; ; ; ; ; 11/4; 11/4; ; ; 11/4; ; ; ; ; ; ; 45/17; ; ; ; ; ; 27/10; 45/17; 14/5; ; 
Forest Green; 16/5; 7/2; ; ; ; ; 10/3; 7/2; ; ; 7/2; ; ; ; ; ; ; 58/19; ; ; ; ; ; 3; 31/10; 7/2; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 18:21:26 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 8/11; ; ; 41/50; 3/4; 3/4; 8/11; ; ; 4/5; 4/5; ; ; 4/5; ; ; 10/13; ; ; ; 4/5; 3/4; 4/5; 10/13; 4/6; ; 
Draw; 11/4; 13/5; ; ; 69/25; 29/10; 13/5; 11/4; ; ; 11/4; 13/5; ; ; 13/5; ; ; 27/10; ; ; ; 14/5; 11/4; 27/10; 27/10; 13/5; ; 
Forest Green; 16/5; 7/2; ; ; 15/4; 7/2; 10/3; 7/2; ; ; 18/5; 7/2; ; ; 100/ 30; ; ; 41/13; ; ; ; 3; 18/5; 3; 16/5; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 22:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 8/11; 3/4; ; 39/50; 4/5; 8/11; 8/11; ; 3/4; 3/4; 4/5; 4/5; ; 3/4; ; ; 14/19; ; 7/9; ; 4/5; 3/4; 3/4; 10/13; 8/11; ; 
Draw; 14/5; 13/5; 5/2; ; 57/20; 27/10; 13/5; 13/5; ; 5/2; 11/4; 5/2; 13/5; ; 11/4; ; ; 13/5; ; 13/5; ; 13/5; 14/5; 13/5; 45/17; 12/5; ; 
Forest Green; 7/2; 7/2; 18/5; ; 39/10; 18/5; 7/2; 7/2; ; 18/5; 19/5; 7/2; 7/2; ; 7/2; ; ; 38/11; ; 57/17; ; 7/2; 18/5; 7/2; 38/11; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 02:21:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 8/11; 3/4; ; 39/50; 4/5; 3/4; 8/11; ; 3/4; 3/4; 4/5; 4/5; ; 3/4; 8/11; ; 14/19; ; 7/9; ; 4/5; 3/4; 3/4; 10/13; 8/11; ; 
Draw; 14/5; 13/5; 13/5; ; 72/25; 27/10; 13/5; 13/5; ; 5/2; 11/4; 5/2; 13/5; ; 11/4; 13/5; ; 13/5; ; 13/5; ; 13/5; 14/5; 13/5; 45/17; 12/5; ; 
Forest Green; 7/2; 7/2; 18/5; ; 77/20; 18/5; 7/2; 7/2; ; 18/5; 19/5; 7/2; 7/2; ; 7/2; 7/2; ; 17/5; ; 57/17; ; 7/2; 7/2; 7/2; 38/11; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 10:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 8/11; 3/4; 3/4; 39/50; 4/5; 3/4; 8/11; 3/4; 3/4; 3/4; 4/5; 4/5; ; 3/4; 8/11; 3/4; 14/19; 3/4; 7/9; 3/4; 4/5; 3/4; 3/4; 10/13; 8/11; ; 
Draw; 14/5; 13/5; 13/5; 11/4; 57/20; 27/10; 13/5; 13/5; 13/5; 5/2; 11/4; 5/2; 13/5; ; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 45/17; 12/5; ; 
Forest Green; 7/2; 7/2; 18/5; 7/2; 39/10; 18/5; 7/2; 7/2; 18/5; 18/5; 19/5; 7/2; 7/2; ; 7/2; 7/2; 18/5; 17/5; 18/5; 57/17; 18/5; 7/2; 7/2; 7/2; 38/11; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 14:21:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 3/4; 3/4; 39/50; 4/5; 8/11; 8/11; 3/4; 3/4; 3/4; 4/5; 4/5; ; 3/4; 8/11; 3/4; 5/7; 3/4; 7/9; 3/4; 4/5; 3/4; 3/4; 5/7; 4/5; ; 
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 27/10; 13/5; 13/5; 13/5; 5/2; 11/4; 5/2; 13/5; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; ; 
Forest Green; 7/2; 18/5; 18/5; 7/2; 79/20; 18/5; 7/2; 7/2; 18/5; 18/5; 19/5; 7/2; 7/2; ; 7/2; 7/2; 18/5; 18/5; 18/5; 57/17; 18/5; 7/2; 7/2; 7/2; 62/17; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 18:21:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 3/4; 3/4; 39/50; 3/4; 8/11; 8/11; 3/4; 3/4; 3/4; 3/4; 3/4; ; 3/4; 8/11; 3/4; 5/7; 3/4; 7/9; 3/4; 4/5; 3/4; 3/4; 5/7; 4/6; 4/6; 
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 14/5; 13/5; 11/4; 13/5; 5/2; 11/4; 5/2; 13/5; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 13/5; 45/17; 5/2; 23/10; 
Forest Green; 7/2; 19/5; 18/5; 7/2; 79/20; 15/4; 7/2; 7/2; 18/5; 18/5; 19/5; 15/4; 7/2; ; 7/2; 15/4; 18/5; 18/5; 18/5; 57/17; 18/5; 7/2; 18/5; 7/2; 62/17; 3; 3; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 22:21:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 8/11; 3/4; 79/ 100; 8/11; 8/11; 4/6; 3/4; 8/11; 3/4; 3/4; 3/4; ; 3/4; 8/11; 3/4; 5/7; 3/4; 14/19; 3/4; 8/11; 3/4; 8/11; 5/7; 4/6; 4/6; 8/11
Draw; 14/5; 13/5; 13/5; 11/4; 143/ 50; 14/5; 11/4; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 11/4; 14/5; 13/5; 27/10; 5/2; 12/5; 14/5
Forest Green; 7/2; 19/5; 15/4; 7/2; 19/5; 15/4; 7/2; 7/2; 18/5; 18/5; 19/5; 15/4; 15/4; ; 7/2; 15/4; 18/5; 39/11; 18/5; 39/11; 18/5; 7/2; 18/5; 15/4; 18/5; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 02:21:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 8/11; 3/4; 79/ 100; 8/11; 8/11; 4/6; 3/4; 8/11; 3/4; 3/4; 3/4; ; 3/4; 8/11; 3/4; 5/7; 3/4; 14/19; 3/4; 8/11; 3/4; 8/11; 5/7; 4/6; 4/6; 8/11
Draw; 14/5; 11/4; 13/5; 11/4; 143/ 50; 14/5; 11/4; 11/4; 13/5; 13/5; 11/4; 13/5; 11/4; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 11/4; 14/5; 13/5; 27/10; 5/2; 12/5; 14/5
Forest Green; 7/2; 18/5; 15/4; 7/2; 19/5; 15/4; 7/2; 7/2; 18/5; 18/5; 19/5; 15/4; 7/2; ; 7/2; 15/4; 18/5; 39/11; 18/5; 39/11; 18/5; 7/2; 18/5; 15/4; 18/5; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 10:21:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; 5/7; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 5/7; 8/11; 8/11; 4/5
Draw; 14/5; 11/4; 13/5; 11/4; 141/ 50; 11/4; 13/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 27/10; 5/2; 12/5; 14/5
Forest Green; 7/2; 18/5; 17/5; 7/2; 73/20; 18/5; 10/3; 7/2; 18/5; 17/5; 18/5; 7/2; 7/2; 10/3; 7/2; 7/2; 18/5; 39/11; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 18/5; 10/3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 14:21:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 4/5; 3/4; 14/19; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 45/17; 5/2; 12/5; 14/5
Forest Green; 7/2; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; 7/2; 18/5; 17/5; 18/5; 7/2; 10/3; 10/3; 7/2; 10/3; 18/5; 17/5; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 17/5; 10/3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 18:21:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; 4/6; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 11/4; 53/20; 27/10; 5/2; 12/5; 14/5
Forest Green; 7/2; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; 7/2; 18/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 7/2; 18/5; 38/11; 18/5; 39/11; 18/5; 100/ 30; 17/5; 10/3; 38/11; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 22:21:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 27/10; ; 13/5; 23/10; 14/5
Forest Green; 7/2; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; 7/2; 18/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 7/2; 18/5; 38/11; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 38/11; ; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-24 02:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 27/10; ; 11/5; 23/10; 14/5
Forest Green; 7/2; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; 7/2; 18/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 7/2; 18/5; 38/11; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 38/11; ; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-24 10:21:23 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; ; 13/5; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 27/10; ; 19/10; 23/10; 14/5
Forest Green; 7/2; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; ; 18/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 7/2; 18/5; 38/11; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 38/11; ; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-24 14:21:25 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; ; 13/5; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 27/10; ; 5/2; 12/5; 14/5
Forest Green; 7/2; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; ; 18/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 7/2; 18/5; 38/11; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 38/11; ; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-24 18:21:20 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 3/4; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; ; 13/5; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 27/10; ; 5/2; 12/5; 14/5
Forest Green; 10/3; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; ; 18/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 10/3; 18/5; 17/5; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 38/11; ; 3; 14/5; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-24 22:21:18 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 3/4; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; ; 13/5; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 11/4; 53/20; 27/10; ; 5/2; 12/5; 14/5
Forest Green; 10/3; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; ; 18/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 10/3; 18/5; 17/5; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 38/11; ; 3; 14/5; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-25 02:21:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 3/4; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; ; 13/5; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 27/10; ; 5/2; 23/10; 14/5
Forest Green; 10/3; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; ; 18/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 10/3; 18/5; 17/5; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 38/11; ; 3; 14/5; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-25 10:21:10 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 3/4; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; ; 10/13; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 3/4; 10/13; 3/4; 14/19; 10/13; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; ; 27/10; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; 13/5; 11/4; 53/20; 27/10; ; 5/2; 23/10; 14/5
Forest Green; 10/3; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; ; 17/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 10/3; 18/5; 17/5; 18/5; 39/11; 17/5; 100/ 30; 10/3; 10/3; 17/5; ; 3; 14/5; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-25 14:21:28 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 3/4; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; ; 10/13; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 3/4; 10/13; 3/4; 14/19; 10/13; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; ; 27/10; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; 13/5; 14/5; 53/20; 27/10; ; 5/2; 12/5; 14/5
Forest Green; 10/3; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; ; 17/5; 7/2; 7/2; 7/2; 16/5; 10/3; 7/2; 10/3; 18/5; 17/5; 18/5; 39/11; 17/5; 100/ 30; 10/3; 10/3; 17/5; ; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-25 18:21:16 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 3/4; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 5/6; 10/13; 10/13; ; 8/11; 4/6; 4/5
Draw; 14/5; 13/5; 27/10; 11/4; 147/ 50; 14/5; 11/4; ; 11/4; 27/10; 11/4; 13/5; 5/2; 13/5; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; 11/4; 14/5; 14/5; 14/5; 14/5; ; 13/5; 5/2; 14/5
Forest Green; 10/3; 10/3; 10/3; 7/2; 7/2; 7/2; 10/3; ; 17/5; 10/3; 7/2; 10/3; 16/5; 16/5; 16/5; 10/3; 18/5; 33/10; 7/2; 39/11; 17/5; 100/ 30; 16/5; 7/2; 57/17; ; 7/2; 10/3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-25 22:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 3/4; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 5/6; 10/13; 10/13; ; 8/11; 4/5; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 29/10; 14/5; 11/4; ; 11/4; 27/10; 11/4; 13/5; 5/2; 13/5; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; 11/4; 14/5; 14/5; 14/5; 11/4; ; 13/5; 5/2; 14/5
Forest Green; 10/3; 10/3; 10/3; 7/2; 71/20; 7/2; 10/3; ; 17/5; 17/5; 7/2; 10/3; 16/5; 16/5; 16/5; 10/3; 7/2; 33/10; 7/2; 39/11; 17/5; 100/ 30; 16/5; 7/2; 57/17; ; 7/2; 7/2; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-26 02:21:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 4/5; 4/5; 3/4; ; 3/4; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 5/6; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; ; 14/5; 11/4; ; 11/4; 27/10; 11/4; 13/5; 5/2; 13/5; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 14/5; 11/4; ; 13/5; 5/2; 14/5
Forest Green; 15/4; 10/3; 10/3; 7/2; ; 7/2; 10/3; ; 17/5; 17/5; 7/2; 10/3; 16/5; 16/5; 16/5; 10/3; 7/2; 57/17; 7/2; 39/11; 17/5; 100/ 30; 16/5; 7/2; 17/5; ; 7/2; 10/3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-26 10:21:23 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 4/5; 4/5; 3/4; 83/ 100; 3/4; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 5/6; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 57/20; 14/5; 11/4; ; 11/4; 27/10; 11/4; 13/5; 5/2; 13/5; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 14/5; 11/4; ; 27/10; 5/2; 14/5
Forest Green; 15/4; 10/3; 10/3; 7/2; 71/20; 7/2; 10/3; ; 17/5; 17/5; 7/2; 10/3; 16/5; 16/5; 16/5; 10/3; 7/2; 57/17; 7/2; 39/11; 17/5; 100/ 30; 16/5; 7/2; 17/5; ; 7/2; 10/3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-26 14:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
