META; english/league-2/lincoln-v-chesterfield; 2017-10-01 02:22:20 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Chesterfield; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/lincoln-v-chesterfield; 2017-10-01 10:22:18 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Chesterfield; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/lincoln-v-chesterfield; 2017-10-01 14:22:27 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 8/13; 8/11; ; ; 3/5; ; ; 4/7; ; ; ; ; ; 8/13; ; ; ; ; ; 17/25; ; ; ; ; 3/5; ; 8/15; ; 
Draw; 31/10; 5/2; ; ; 16/5; ; ; 3; ; ; ; ; ; 16/5; ; ; ; ; ; 13/4; ; ; ; ; 3; ; 14/5; ; 
Chesterfield; 4; 18/5; ; ; 4; ; ; 9/2; ; ; ; ; ; 9/2; ; ; ; ; ; 41/10; ; ; ; ; 17/4; ; 4; ; 
META; english/league-2/lincoln-v-chesterfield; 2017-10-01 18:21:52 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 8/13; 4/6; ; ; 3/5; 4/7; 8/13; 4/7; 8/13; ; 8/13; ; ; 8/13; ; ; 3/5; 8/13; 11/18; 17/25; ; 8/13; ; ; 3/5; ; 8/15; ; 
Draw; 31/10; 11/4; ; ; 16/5; 29/10; 16/5; 16/5; 3; ; 3; ; ; 10/3; ; ; 31/10; 3; 3; 13/4; ; 3; ; ; 3; ; 14/5; ; 
Chesterfield; 4; 19/5; ; ; 4; 15/4; 21/5; 4; 39/10; ; 4; ; ; 9/2; ; ; 4; 39/10; 39/10; 41/10; ; 39/10; ; ; 17/4; ; 23/5; ; 
META; english/league-2/lincoln-v-chesterfield; 2017-10-01 22:21:40 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 8/13; 4/6; ; ; 3/5; 4/7; 8/13; 4/7; 8/13; ; 8/13; 4/6; ; 8/13; ; ; 3/5; 8/13; 11/18; 67/100; ; 8/13; 8/13; ; 3/5; ; 8/15; ; 
Draw; 31/10; 11/4; ; ; 16/5; 29/10; 16/5; 16/5; 3; ; 3; 27/10; ; 10/3; ; ; 31/10; 3; 3; 13/4; ; 3; 3; ; 3; ; 14/5; ; 
Chesterfield; 4; 19/5; ; ; 4; 15/4; 21/5; 4; 39/10; ; 4; 15/4; ; 9/2; ; ; 4; 39/10; 39/10; 21/5; ; 39/10; 17/4; ; 17/4; ; 23/5; ; 
META; english/league-2/lincoln-v-chesterfield; 2017-10-02 02:21:32 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 8/13; 4/6; ; ; 3/5; 4/7; 8/13; 4/7; 8/13; ; 8/13; 4/6; ; 8/13; ; 8/13; 3/5; 8/13; 11/18; 67/100; ; 8/13; 8/13; ; 3/5; ; 8/15; ; 
Draw; 31/10; 11/4; ; ; 16/5; 29/10; 16/5; 16/5; 3; ; 3; 27/10; ; 10/3; ; 3; 31/10; 3; 3; 13/4; ; 3; 3; ; 3; ; 14/5; ; 
Chesterfield; 4; 19/5; ; ; 4; 15/4; 21/5; 4; 39/10; ; 4; 15/4; ; 9/2; ; 4; 4; 39/10; 39/10; 21/5; ; 39/10; 17/4; ; 17/4; ; 23/5; ; 
META; english/league-2/lincoln-v-chesterfield; 2017-10-02 10:22:01 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 8/13; 4/6; ; 8/15; 3/5; 4/7; 8/13; 4/7; 8/13; ; 8/13; 8/13; ; 8/13; ; 8/13; 3/5; 8/13; 11/18; 67/100; ; 8/13; 8/13; ; 3/5; ; 8/15; ; 
Draw; 31/10; 11/4; ; 11/4; 16/5; 29/10; 16/5; 16/5; 3; ; 3; 11/4; ; 10/3; ; 3; 31/10; 3; 3; 13/4; ; 3; 3; ; 3; ; 14/5; ; 
Chesterfield; 4; 19/5; ; 4; 4; 15/4; 21/5; 4; 39/10; ; 4; 4; ; 9/2; ; 4; 4; 39/10; 39/10; 21/5; ; 39/10; 17/4; ; 17/4; ; 23/5; ; 
META; english/league-2/lincoln-v-chesterfield; 2017-10-02 18:22:18 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 3/5; 8/13; 4/6; 13/20; 8/13; 4/7; ; 4/7; 8/13; 4/6; 4/6; 8/13; 6/10; 8/13; 13/20; 8/13; 3/5; 11/18; 33/50; 4/7; 8/13; 8/13; 13/20; 8/13; ; 4/7; 4/7; 
Lincoln; 3/5; 8/13; 11/18; 13/20; 8/13; 4/7; ; 4/7; 8/13; 8/13; 4/6; 8/13; 6/10; 8/13; 13/20; 8/13; 3/5; 8/13; 33/50; 4/7; 8/13; 8/13; 8/13; 8/13; ; 4/7; 4/7; 8/13
Draw; 16/5; 3; 29/10; 3; 3; 29/10; ; 3; 3; 29/10; 14/5; 27/10; 14/5; 3; 14/5; 14/5; 31/10; 29/10; 31/10; 56/19; 3; 3; 16/5; 29/10; ; 14/5; 14/5; 3
Chesterfield; 4; 17/4; 17/4; 4; 4; 15/4; ; 4; 39/10; 9/2; 4; 4; 9/2; 9/2; 17/4; 4; 4; 17/4; 23/5; 15/4; 39/10; 17/4; 21/5; 17/4; ; 21/5; 21/5; 9/2
META; english/league-2/lincoln-v-chesterfield; 2017-10-04 02:22:31 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 3/5; 8/13; 11/18; 13/20; 8/13; 4/7; ; 4/7; 8/13; 8/13; 4/6; 8/13; 6/10; 8/13; 13/20; 8/13; 3/5; 8/13; 17/25; 4/7; 8/13; 8/13; 8/13; 8/13; ; 4/7; 4/7; 8/13
Draw; 16/5; 3; 29/10; 3; 3; 29/10; ; 3; 3; 29/10; 14/5; 11/4; 14/5; 3; 14/5; 14/5; 31/10; 29/10; 63/20; 56/19; 3; 3; 16/5; 29/10; ; 14/5; 12/5; 3
Chesterfield; 4; 17/4; 17/4; 4; 4; 15/4; ; 4; 39/10; 9/2; 4; 4; 9/2; 9/2; 17/4; 4; 4; 17/4; 43/10; 15/4; 39/10; 17/4; 21/5; 17/4; ; 21/5; 21/5; 9/2
META; english/league-2/lincoln-v-chesterfield; 2017-10-04 10:22:41 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 3/5; 8/13; 11/18; 13/20; 8/13; 4/7; ; 4/7; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 13/20; 8/13; 3/5; 11/18; 16/25; 4/7; 8/13; 8/13; 8/13; 8/13; ; 4/7; ; 4/7
Draw; 16/5; 3; 29/10; 3; 3; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 3; 14/5; 14/5; 31/10; 29/10; 31/10; 56/19; 3; 3; 16/5; 29/10; ; 14/5; ; 3
Chesterfield; 4; 17/4; 9/2; 4; 4; 15/4; ; 4; 39/10; 9/2; 4; 4; 9/2; 9/2; 17/4; 4; 4; 74/17; 24/5; 15/4; 39/10; 17/4; 21/5; 17/4; ; 21/5; ; 23/5
META; english/league-2/lincoln-v-chesterfield; 2017-10-04 14:22:44 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 13/20; 3/5; 4/7; ; 4/7; 8/13; 6/10; 8/13; 6/10; 6/10; 8/13; 3/5; 8/13; 3/5; 4/7; 3/5; 4/7; 8/13; 8/13; 8/13; 8/13; ; 4/7; 4/7; 4/7
Draw; 16/5; 3; 29/10; 3; 3; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 13/4; 56/19; 3; 3; 16/5; 29/10; ; 3; 3; 3
Chesterfield; 17/4; 17/4; 9/2; 4; 9/2; 15/4; ; 4; 39/10; 19/4; 4; 17/4; 9/2; 9/2; 9/2; 4; 4; 23/5; 51/10; 15/4; 39/10; 17/4; 21/5; 17/4; ; 22/5; 21/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-04 18:22:45 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 8/13; 3/5; 4/7; ; 4/7; 8/13; 6/10; 6/10; 6/10; 6/10; 4/7; 3/5; 4/7; 3/5; 4/7; 3/5; 6/11; 8/13; 4/7; 3/5; 4/7; ; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 3; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 13/4; 3; 3; 3; 16/5; 29/10; ; 3; 3; 3
Chesterfield; 17/4; 9/2; 9/2; 9/2; 9/2; 15/4; ; 9/2; 39/10; 19/4; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 4; 47/10; 51/10; 39/10; 39/10; 9/2; 22/5; 9/2; ; 9/2; 21/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-04 22:22:29 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 8/13; 3/5; 4/7; ; 4/7; 6/11; 6/10; 6/10; 6/10; 6/10; 4/7; 3/5; 4/7; 3/5; 4/7; 3/5; 6/11; 6/11; 4/7; 3/5; 4/7; ; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 3; 29/10; ; 3; 31/10; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 13/4; 3; 31/10; 3; 16/5; 29/10; ; 3; 3; 3
Chesterfield; 17/4; 9/2; 9/2; 9/2; 9/2; 15/4; ; 9/2; 22/5; 19/4; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 4; 47/10; 51/10; 39/10; 22/5; 9/2; 22/5; 9/2; ; 23/5; 22/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-05 02:22:33 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 8/13; 3/5; 4/7; ; 4/7; 6/11; 6/10; 6/10; 6/10; 6/10; 4/7; 3/5; 4/7; 3/5; 4/7; 3/5; 6/11; 6/11; 4/7; 3/5; 4/7; ; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 3; 29/10; ; 3; 31/10; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 13/4; 3; 31/10; 3; 16/5; 29/10; ; 3; 3; 3
Chesterfield; 17/4; 9/2; 9/2; 9/2; 9/2; 15/4; ; 9/2; 22/5; 19/4; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 4; 47/10; 51/10; 39/10; 22/5; 9/2; 22/5; 9/2; ; 23/5; 22/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-05 10:22:47 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 8/13; 3/5; 4/7; ; 4/7; 6/11; 6/10; 6/10; 6/10; 6/10; 4/7; 3/5; 4/7; 3/5; 4/7; 3/5; 6/11; 6/11; 4/7; 3/5; 4/7; ; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 3; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 33/10; 3; 3; 3; 16/5; 29/10; ; 3; 3; 3
Chesterfield; 17/4; 9/2; 9/2; 9/2; 9/2; 15/4; ; 9/2; 19/4; 19/4; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 4; 47/10; 5; 39/10; 19/4; 9/2; 22/5; 9/2; ; 23/5; 22/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-05 14:22:56 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 8/13; 4/7; 4/7; ; 4/7; 6/11; 6/10; 6/10; 6/10; 6/10; 4/7; 3/5; 4/7; 3/5; 4/7; 3/5; 6/11; 6/11; 4/7; 3/5; 4/7; ; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 16/5; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 33/10; 3; 3; 3; 16/5; 29/10; ; 3; 3; 3
Chesterfield; 17/4; 9/2; 9/2; 9/2; 9/2; 15/4; ; 9/2; 19/4; 19/4; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 4; 47/10; 5; 39/10; 19/4; 9/2; 22/5; 9/2; ; 24/5; 22/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-05 18:23:26 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 8/13; 4/7; 4/7; ; 4/7; 6/11; 6/10; 6/10; 6/10; 6/10; 4/7; 3/5; 4/7; 3/5; 4/7; 3/5; 6/11; 6/11; 4/7; 3/5; 4/7; ; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 16/5; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 33/10; 3; 3; 3; 16/5; 29/10; ; 3; 3; 3
Chesterfield; 17/4; 9/2; 9/2; 9/2; 9/2; 15/4; ; 9/2; 19/4; 19/4; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 4; 47/10; 5; 39/10; 19/4; 9/2; 22/5; 19/4; ; 23/5; 22/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-05 22:22:54 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 8/13; 4/7; 4/7; ; 4/7; 6/11; 6/10; 6/10; 6/10; 6/10; 4/7; 3/5; 4/7; 3/5; 4/7; 3/5; 6/11; 6/11; 4/7; 3/5; 4/7; ; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 16/5; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 33/10; 3; 3; 3; 16/5; 29/10; ; 3; 3; 3
Chesterfield; 17/4; 9/2; 9/2; 9/2; 9/2; 15/4; ; 9/2; 19/4; 19/4; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 4; 47/10; 5; 39/10; 19/4; 9/2; 22/5; 19/4; ; 23/5; 22/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-06 02:24:20 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 8/13; 4/7; 4/7; ; 4/7; 6/11; 6/10; 6/10; 6/10; 6/10; 4/7; 3/5; 4/7; 3/5; 4/7; 3/5; 6/11; 6/11; 4/7; 3/5; 4/7; ; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 16/5; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 33/10; 3; 3; 3; 16/5; 29/10; ; 3; 3; 3
Chesterfield; 17/4; 9/2; 9/2; 9/2; 9/2; 15/4; ; 9/2; 19/4; 19/4; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 4; 47/10; 5; 39/10; 19/4; 9/2; 22/5; 19/4; ; 23/5; 22/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-06 10:22:53 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 4/7; 8/13; 3/5; 8/13; 4/7; 4/7; ; 4/7; 6/11; 6/10; 6/10; 6/10; 6/10; 4/7; 3/5; 4/7; 3/5; 5/9; 3/5; 6/11; 6/11; 4/7; 3/5; 4/7; ; 4/7; 4/7; 4/7
Draw; 10/3; 29/10; 29/10; 14/5; 3; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 3; 3; 14/5; 31/10; 3; 33/10; 3; 3; 3; 33/10; 29/10; ; 3; 3; 3
Chesterfield; 11/2; 9/2; 9/2; 9/2; 5; 15/4; ; 9/2; 19/4; 9/2; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 4; 63/13; 5; 39/10; 19/4; 9/2; 17/4; 19/4; ; 23/5; 21/5; 5
META; english/league-2/lincoln-v-chesterfield; 2017-10-06 14:23:47 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Lincoln; 8/13; 8/13; 3/5; 8/13; 3/5; 4/7; ; 4/7; 6/11; 6/10; 6/10; 6/10; 6/10; 8/13; 3/5; 4/7; 3/5; 4/7; 3/5; 6/11; 6/11; 4/7; 8/13; 4/7; ; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 3; 29/10; ; 3; 3; 29/10; 3; 11/4; 14/5; 10/3; 3; 14/5; 31/10; 56/19; 13/4; 3; 3; 3; 16/5; 29/10; ; 3; 14/5; 3
