META; english/league-2/newport-county-v-luton; 2018-03-11 02:21:38 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 1/100
Draw; 12/5; 9/5
Newport County; 11/4; 1/33
META; english/league-2/newport-county-v-luton; 2018-03-11 10:21:42 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 1/100; 
Draw; 12/5; 9/5; 8/11
Newport County; 11/4; 1/33; 
META; english/league-2/newport-county-v-luton; 2018-03-11 14:23:04 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 11/10; 1; 21/20; 1; 21/20; 21/20; 11/10; 4/7; 2/9
Draw; 12/5; 12/5; 12/5; 23/10; 13/5; 12/5; 47/20; 9/5; 9/5
Newport County; 12/5; 11/4; 5/2; 12/5; 5/2; 11/4; 12/5; 9/5; 1/33
META; english/league-2/newport-county-v-luton; 2018-03-11 18:22:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 21/20; 111/00; 21/20; 10/11; 21/20; 21/20; 1; 21/20; 1; 8/11; 21/20; ; 
Draw; 5/2; 12/5; 23/10; 13/5; 12/5; 23/10; 23/10; 12/5; 23/10; 5/2; 12/5; 23/10; 5/2; 
Newport County; 13/5; 11/4; 13/5; 133/0; 5/2; 5/2; 13/5; 13/5; 27/11; 13/5; 13/5; 5/2; 6/4; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-11 22:22:22 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 11/10; 28/25; 21/20; 21/20; 10/11; 11/10; 11/10; 11/10; 1; 15/14; 11/10; 1; 20/21; 11/10; ; 
Draw; 5/2; 12/5; 23/10; 13/5; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 40/17; 5/2; 12/5; 23/10; 9/4; 5/2
Newport County; 13/5; 11/4; 12/5; 131/0; 27/10; 5/2; 5/2; 12/5; 5/2; 5/2; 27/11; 28/13; 5/2; 13/5; 5/2; 12/5; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-12 02:22:43 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 11/10; 28/25; 21/20; 21/20; 10/11; 11/10; 11/10; 11/10; 21/20; 1; 15/14; 11/10; 1; 20/21; 11/10; ; 
Draw; 5/2; 12/5; 23/10; 13/5; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 40/17; 5/2; 12/5; 23/10; 9/4; 5/2
Newport County; 13/5; 11/4; 12/5; 131/0; 27/10; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 27/11; 28/13; 5/2; 13/5; 5/2; 12/5; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-12 10:22:38 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 11/10; 23/20; 21/20; 21/20; 10/11; 11/10; 11/10; 21/20; 21/20; 21/20; 21/20; 19/20; 15/14; 11/10; 11/10; 21/20; 21/20; 20/21; 10/9; 
Draw; 5/2; 12/5; 23/10; 63/25; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 12/5; 9/4; 5/2; 40/17; 40/17; 5/2; 47/20; 23/10; 9/4; 12/5
Newport County; 13/5; 11/4; 5/2; 131/0; 27/10; 5/2; 5/2; 27/11; 5/2; 13/5; 13/5; 5/2; 27/11; 13/5; 28/13; 27/11; 5/2; 49/20; 27/11; 12/5; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-12 14:23:14 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 10/11; 21/20; 19/20; 101/00; 1; 10/11; 11/10; 19/20; 1; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 22/23; 11/10; 20/21; 19/20; 19/20; 10/11; 8/11; 20/21; 
Draw; 13/5; 12/5; 12/5; 131/0; 5/2; 12/5; 23/10; 40/17; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 5/2; 12/5; 40/17; 13/5; 12/5; 40/17; 9/4; 21/10; 5/2
Newport County; 3; 13/5; 14/5; 74/25; 14/5; 11/4; 13/5; 27/11; 14/5; 11/4; 14/5; 11/4; 11/4; 11/4; 45/17; 13/5; 12/5; 27/11; 14/5; 11/4; 27/10; 5/2; 12/5; 14/5
META; english/league-2/newport-county-v-luton; 2018-03-12 18:23:17 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 10/11; 21/20; 19/20; 10/11; 101/00; 1; 20/21; 10/11; 19/20; 19/20; 19/20; 20/21; 21/20; 19/20; 1; 19/20; 10/11; 19/20; 22/23; 19/20; 20/21; 10/11; 10/11; 10/11; 5/6; 1
Draw; 13/5; 12/5; 12/5; 23/10; 64/25; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 40/17; 5/2; 12/5; 12/5; 13/5; 49/20; 40/17; 23/10; 23/10; 5/2
Newport County; 3; 13/5; 14/5; 11/4; 61/20; 3; 14/5; 11/4; 14/5; 14/5; 3; 14/5; 5/2; 11/4; 11/4; 14/5; 11/4; 13/5; 12/5; 14/5; 14/5; 57/20; 14/5; 11/4; 13/5; 14/5
META; english/league-2/newport-county-v-luton; 2018-03-12 22:23:17 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 19/20; 21/20; 21/20; 10/11; 11/10; 1; 10/11; 19/20; 21/20; 1; 21/20; 21/20; 1; 1; 19/20; 39/40; 19/20; 1; 1; 10/11; 20/21; 21/20; ; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 127/0; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 12/5; 13/5; 47/20; 40/17; 9/4; 9/4; 5/2
Newport County; 14/5; 13/5; 13/5; 11/4; 11/4; 3; 13/5; 11/4; 14/5; 13/5; 11/4; 11/4; 5/2; 13/5; 11/4; 13/5; 28/11; 13/5; 40/17; 14/5; 13/5; 53/20; 13/5; 11/4; 12/5; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-13 02:23:08 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 19/20; 21/20; 21/20; 10/11; 11/10; 1; 10/11; 19/20; 21/20; 1; 21/20; 21/20; 1; 1; 19/20; 19/20; 39/40; 19/20; 1; 1; 10/11; 20/21; 21/20; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 127/0; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 12/5; 13/5; 47/20; 40/17; 9/4; 9/4; 5/2
Newport County; 14/5; 13/5; 13/5; 11/4; 11/4; 3; 13/5; 11/4; 14/5; 13/5; 11/4; 11/4; 5/2; 13/5; 11/4; 13/5; 13/5; 13/5; 40/17; 14/5; 13/5; 53/20; 13/5; 11/4; 12/5; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-13 10:23:22 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 19/20; 21/20; 21/20; 10/11; 11/10; 1; 10/11; 19/20; 21/20; 1; 21/20; 21/20; 1; 1; 19/20; 10/11; 39/40; 19/20; 1; 1; 10/11; 20/21; 21/20; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 127/0; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 5/2; 40/17; 12/5; 13/5; 47/20; 40/17; 9/4; 9/4; 5/2
Newport County; 14/5; 13/5; 13/5; 11/4; 11/4; 3; 13/5; 11/4; 14/5; 13/5; 11/4; 11/4; 5/2; 13/5; 11/4; 13/5; 13/5; 14/5; 40/17; 14/5; 13/5; 53/20; 13/5; 11/4; 12/5; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-13 14:23:40 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 19/20; 21/20; 21/20; 10/11; 11/10; 1; 10/11; 19/20; 21/20; 1; 21/20; 21/20; 1; 1; 19/20; 10/11; 39/40; 19/20; 1; 1; 10/11; 20/21; 21/20; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 51/20; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 12/5; 13/5; 47/20; 40/17; 9/4; 9/4; 5/2
Newport County; 14/5; 13/5; 13/5; 11/4; 137/0; 3; 13/5; 11/4; 14/5; 13/5; 11/4; 11/4; 5/2; 13/5; 11/4; 13/5; 13/5; 14/5; 40/17; 14/5; 13/5; 53/20; 13/5; 11/4; 12/5; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-13 18:23:37 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 19/20; 21/20; 21/20; 10/11; 11/10; 1; 10/11; 19/20; 21/20; 1; 21/20; 21/20; 1; 1; 10/11; 39/40; 19/20; 1; 1; 10/11; 20/21; 21/20; ; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 51/20; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 9/4; 9/4; 5/2
Newport County; 14/5; 13/5; 13/5; 11/4; 137/0; 3; 13/5; 11/4; 14/5; 27/10; 11/4; 11/4; 5/2; 13/5; 11/4; 13/5; 45/17; 14/5; 40/17; 14/5; 13/5; 53/20; 45/17; 11/4; 12/5; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-13 22:23:24 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 19/20; 21/20; 21/20; 10/11; 11/10; 1; 10/11; 19/20; 21/20; 1; 21/20; 21/20; 1; 1; 10/11; 39/40; 19/20; 1; 1; 10/11; 20/21; 21/20; ; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 51/20; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 9/4; 9/4; 5/2
Newport County; 14/5; 13/5; 13/5; 11/4; 137/0; 3; 13/5; 11/4; 14/5; 27/10; 11/4; 11/4; 5/2; 13/5; 11/4; 13/5; 45/17; 14/5; 40/17; 14/5; 13/5; 53/20; 45/17; 11/4; 12/5; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-14 02:22:14 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 19/20; 21/20; 21/20; 10/11; 11/10; 1; 10/11; 19/20; 21/20; 1; 21/20; 21/20; 1; 1; 10/11; 39/40; 19/20; 1; 1; 10/11; 20/21; 21/20; ; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 51/20; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 5/2; 40/17; 12/5; 13/5; 47/20; 40/17; 9/4; 9/4; 5/2
Newport County; 14/5; 13/5; 13/5; 11/4; 137/0; 3; 13/5; 11/4; 14/5; 27/10; 11/4; 11/4; 5/2; 13/5; 11/4; 13/5; 13/5; 14/5; 40/17; 14/5; 13/5; 53/20; 45/17; 11/4; 12/5; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-14 10:22:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 19/20; 21/20; 21/20; 10/11; 11/10; 1; 10/11; 19/20; 21/20; 1; 21/20; 21/20; 1; 1; 10/11; 39/40; 19/20; 1; 1; 10/11; 21/20; ; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 51/20; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 9/4; 5/2
Newport County; 14/5; 13/5; 13/5; 11/4; 137/0; 14/5; 13/5; 13/5; 14/5; 27/10; 11/4; 11/4; 5/2; 13/5; 11/4; 13/5; 45/17; 14/5; 40/17; 14/5; 13/5; 53/20; 45/17; 5/2; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-14 14:22:48 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 19/20; 21/20; 21/20; 10/11; 11/10; 1; 10/11; 19/20; 21/20; 1; 21/20; 21/20; 1; 1; 10/11; 39/40; 19/20; 1; 1; 10/11; 20/21; 21/20; 21/20; ; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 51/20; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 9/4; 9/4; 12/5; 5/2
Newport County; 14/5; 13/5; 13/5; 11/4; 137/0; 14/5; 13/5; 13/5; 14/5; 27/10; 11/4; 11/4; 5/2; 13/5; 11/4; 13/5; 45/17; 14/5; 40/17; 14/5; 13/5; 53/20; 45/17; 5/2; 12/5; 27/10; 13/5
META; english/league-2/newport-county-v-luton; 2018-03-14 18:22:34 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 21/20; 11/10; 10/11; 23/20; 11/10; 21/20; 1; 19/20; 11/10; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 10/11; 15/14; 19/20; 11/10; 21/20; 21/20; 1; 20/21; 10/9; 10/9; 
Draw; 13/5; 12/5; 23/10; 23/10; 63/25; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 21/10; 9/4; 12/5; 12/5
Newport County; 13/5; 13/5; 5/2; 11/4; 131/0; 27/10; 5/2; 13/5; 14/5; 5/2; 13/5; 5/2; 5/2; 49/20; 12/5; 5/2; 28/11; 14/5; 28/13; 14/5; 12/5; 51/20; 28/11; 12/5; 9/4; 5/2; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-14 22:22:26 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 21/20; 11/10; 10/11; 23/20; 11/10; 21/20; 1; 19/20; 11/10; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 1; 15/14; 19/20; 11/10; 21/20; 21/20; 1; 20/21; 10/9; 10/9; 
Draw; 13/5; 12/5; 23/10; 23/10; 63/25; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 21/10; 9/4; 12/5; 12/5
Newport County; 13/5; 13/5; 5/2; 11/4; 131/0; 27/10; 5/2; 13/5; 14/5; 5/2; 13/5; 5/2; 5/2; 49/20; 12/5; 5/2; 28/11; 5/2; 28/13; 14/5; 12/5; 51/20; 28/11; 12/5; 9/4; 5/2; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-15 02:22:29 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 11/10; 11/10; 10/11; 23/20; 11/10; 21/20; 1; 21/20; 11/10; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 1; 15/14; 21/20; 11/10; 11/10; 21/20; 1; 20/21; 10/9; 10/9; 
Draw; 13/5; 12/5; 23/10; 23/10; 63/25; 5/2; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 23/10; 9/4; 12/5; 12/5
Newport County; 13/5; 5/2; 5/2; 11/4; 131/0; 11/4; 5/2; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 49/20; 12/5; 5/2; 5/2; 5/2; 28/13; 5/2; 12/5; 49/20; 28/11; 5/2; 9/4; 5/2; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-15 10:22:13 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 11/10; 11/10; 10/11; 23/20; 11/10; 21/20; 1; 21/20; 11/10; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 1; 15/14; 21/20; 11/10; 11/10; 21/20; 1; 10/9; 10/9; 
Draw; 13/5; 12/5; 23/10; 23/10; 63/25; 5/2; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 23/10; 12/5; 12/5
Newport County; 13/5; 5/2; 5/2; 11/4; 131/0; 11/4; 5/2; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 49/20; 12/5; 5/2; 5/2; 5/2; 28/13; 5/2; 12/5; 49/20; 28/11; 5/2; 5/2; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-15 14:22:46 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 11/10; 11/10; 21/20; 23/20; 11/10; 21/20; 1; 21/20; 11/10; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 1; 15/14; 21/20; 11/10; 11/10; 21/20; 1; 20/21; 10/9; 10/9; 
Draw; 13/5; 12/5; 23/10; 9/4; 63/25; 5/2; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 9/4; 9/4; 12/5; 12/5
Newport County; 13/5; 5/2; 5/2; 12/5; 131/0; 11/4; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 49/20; 12/5; 5/2; 5/2; 5/2; 28/13; 5/2; 12/5; 49/20; 28/11; 5/2; 9/4; 5/2; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-15 18:22:29 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 11/10; 11/10; 21/20; 23/20; 11/10; 1; 21/20; 11/10; 11/10; 11/10; 21/20; 21/20; 11/10; 11/10; 1; 15/14; 21/20; 11/10; 11/10; 21/20; 21/20; 1; 10/9; 10/9; ; 
Draw; 13/5; 12/5; 23/10; 9/4; 63/25; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 23/10; 12/5; 5/2; 40/17; 12/5; 13/5; 47/20; 12/5; 23/10; 23/10; 12/5; 12/5; 
Newport County; 13/5; 5/2; 5/2; 12/5; 131/0; 11/4; 5/2; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 49/20; 12/5; 5/2; 5/2; 5/2; 28/13; 5/2; 12/5; 49/20; 28/11; 5/2; 12/5; 5/2; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-15 22:22:05 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 11/10; 11/10; 21/20; 23/20; 11/10; 1; 21/20; 11/10; 11/10; 11/10; 21/20; 21/20; 11/10; 11/10; 1; 15/14; 21/20; 11/10; 11/10; 21/20; 21/20; 10/9; 10/9; 10/9; ; 
Draw; 13/5; 12/5; 23/10; 9/4; 63/25; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 23/10; 12/5; 5/2; 40/17; 12/5; 13/5; 47/20; 27/11; 9/4; 23/10; 12/5; 12/5; 
Newport County; 13/5; 5/2; 5/2; 12/5; 131/0; 11/4; 5/2; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 49/20; 12/5; 5/2; 5/2; 5/2; 28/13; 5/2; 12/5; 49/20; 13/5; 5/2; 13/5; 13/5; 5/2
META; english/league-2/newport-county-v-luton; 2018-03-16 02:21:40 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 1; 11/10; 21/20; 21/20; 27/25; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 15/14; 21/20; 11/10; 21/20; 21/20; 10/9; 10/9; 10/9; 21/20
Draw; 13/5; 12/5; 23/10; 9/4; 127/0; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 23/10; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 49/20; 27/11; 9/4; 23/10; 5/2; 12/5; 
Newport County; 13/5; 5/2; 13/5; 12/5; 141/0; 11/4; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 49/20; 5/2; 5/2; 28/11; 13/5; 28/13; 5/2; 5/2; 27/10; 13/5; 5/2; 13/5; 14/5; 11/4
META; english/league-2/newport-county-v-luton; 2018-03-16 10:21:46 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 23/20; 11/10; 21/20; 21/20; 27/25; 11/10; 21/20; 1; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 1; 15/14; 21/20; 11/10; 21/20; 21/20; 11/10; 11/10; 10/9; 21/20
Draw; 12/5; 12/5; 23/10; 9/4; 127/0; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 12/5; 49/20; 27/11; 9/4; 23/10; 5/2; 12/5
Newport County; 11/4; 5/2; 13/5; 12/5; 141/0; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 5/2; 49/20; 5/2; 5/2; 28/11; 13/5; 28/13; 5/2; 5/2; 27/10; 13/5; 5/2; 13/5; 14/5; 11/4
META; english/league-2/newport-county-v-luton; 2018-03-16 14:22:58 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 23/20; 11/10; 21/20; 21/20; 109/00; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 15/14; 21/20; 23/20; 21/20; 21/20; 11/10; 10/9; 11/10; 21/20; 
Draw; 12/5; 12/5; 23/10; 9/4; 5/2; 5/2; 23/10; 12/5; 27/11; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 23/10; 12/5; 12/5; 40/17; 27/11; 12/5; 49/20; 27/11; 9/4; 23/10; 5/2; 5/2
Newport County; 11/4; 5/2; 13/5; 12/5; 141/0; 11/4; 13/5; 5/2; 13/5; 13/5; 11/4; 5/2; 49/20; 5/2; 13/5; 28/11; 13/5; 28/13; 5/2; 13/5; 27/10; 13/5; 5/2; 13/5; 14/5; 11/4; 
META; english/league-2/newport-county-v-luton; 2018-03-16 18:22:21 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 23/20; 11/10; 21/20; 11/10; 109/00; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 15/14; 21/20; 23/20; 21/20; 21/20; 11/10; 10/9; 21/20; 21/20; 
Draw; 12/5; 12/5; 23/10; 23/10; 5/2; 5/2; 12/5; 12/5; 27/11; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 23/10; 12/5; 12/5; 27/11; 27/11; 12/5; 49/20; 27/11; 23/10; 12/5; 5/2; 11/5
Newport County; 11/4; 5/2; 13/5; 13/5; 141/0; 11/4; 13/5; 5/2; 13/5; 13/5; 11/4; 5/2; 49/20; 5/2; 13/5; 28/11; 13/5; 40/17; 5/2; 13/5; 27/10; 13/5; 13/5; 13/5; 14/5; 5/2; 
META; english/league-2/newport-county-v-luton; 2018-03-16 22:22:29 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 23/20; 11/10; 21/20; 11/10; 109/00; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 15/14; 21/20; 23/20; 21/20; 21/20; 21/20; 10/9; 21/20; 10/9; 
Draw; 12/5; 12/5; 23/10; 23/10; 5/2; 5/2; 12/5; 12/5; 27/11; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 23/10; 40/17; 12/5; 27/11; 27/11; 12/5; 49/20; 12/5; 23/10; 12/5; 23/10; 12/5
Newport County; 11/4; 5/2; 13/5; 13/5; 141/0; 11/4; 13/5; 5/2; 13/5; 13/5; 11/4; 5/2; 49/20; 5/2; 13/5; 45/17; 13/5; 40/17; 5/2; 13/5; 27/10; 45/17; 13/5; 13/5; 13/5; 13/5; 
META; english/league-2/newport-county-v-luton; 2018-03-17 02:22:08 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Luton; 23/20; 11/10; 21/20; 11/10; 109/00; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 15/14; 21/20; 23/20; 21/20; 21/20; 11/10; 21/20; 21/20; 10/9; 
Draw; 12/5; 12/5; 23/10; 23/10; 5/2; 5/2; 12/5; 12/5; 27/11; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 23/10; 40/17; 12/5; 27/11; 27/11; 12/5; 49/20; 12/5; 23/10; 23/10; 23/10; 12/5
