META; english/league-2/swindon-v-grimsby; 2018-04-15 02:21:15 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 4/5; 1/33
Draw; 12/5; 1/100
Grimsby; 16/5; 1/33
META; english/league-2/swindon-v-grimsby; 2018-04-15 10:21:15 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 4/5; 1/33
Draw; 12/5; 1/100
Grimsby; 16/5; 1/33
META; english/league-2/swindon-v-grimsby; 2018-04-15 14:22:36 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 4/5; 1/33
Draw; 12/5; 1/100
Grimsby; 16/5; 1/33
META; english/league-2/swindon-v-grimsby; 2018-04-15 18:22:09 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 4/5; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 8/11; 1/10
Draw; 5/2; 12/5; 27/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/11; 12/5; 21/10
Grimsby; 10/3; 16/5; 18/5; 10/3; 10/3; 18/5; 16/5; 18/5; 13/4; 3; 2/9
META; english/league-2/swindon-v-grimsby; 2018-04-15 22:22:17 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 4/5; 93/100; 4/5; 5/6; 8/11; 4/5; 3/4; 5/6; 4/5; 4/5; 4/5; 8/11; 10/11
Draw; 5/2; 12/5; 64/25; 27/10; 12/5; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2
Grimsby; 10/3; 16/5; 17/5; 18/5; 10/3; 10/3; 18/5; 7/2; 10/3; 16/5; 18/5; 16/5; 3; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-16 02:21:58 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 4/5; 93/100; 4/5; 5/6; 8/11; 4/5; 3/4; 5/6; 4/5; 4/5; 4/5; 8/11; 10/11
Draw; 5/2; 12/5; 64/25; 27/10; 12/5; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2
Grimsby; 10/3; 16/5; 17/5; 18/5; 10/3; 10/3; 18/5; 7/2; 10/3; 16/5; 18/5; 16/5; 3; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-16 10:21:59 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 4/5; 93/100; 4/5; 5/6; 8/11; 4/5; 3/4; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 8/11; 10/11
Draw; 5/2; 12/5; 64/25; 27/10; 5/2; 5/2; 28/11; 13/5; 5/2; 27/11; 5/2; 28/11; 13/5; 27/11; 12/5; 5/2
Grimsby; 10/3; 16/5; 17/5; 18/5; 10/3; 10/3; 17/5; 7/2; 10/3; 16/5; 13/4; 17/5; 18/5; 13/4; 3; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-16 14:22:38 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 4/5; 93/100; 4/5; 5/6; 8/11; 4/5; 3/4; 4/5; 5/6; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 8/15; 10/11; 
Draw; 5/2; 12/5; 64/25; 27/10; 5/2; 5/2; 28/11; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 13/5; 27/11; 9/5; 5/2
Grimsby; 10/3; 16/5; 17/5; 18/5; 10/3; 10/3; 17/5; 18/5; 7/2; 16/5; 100/30; 10/3; 16/5; 13/4; 17/5; 18/5; 13/4; 9/5; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-16 18:22:52 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 4/5; 93/100; 4/5; 5/6; 8/11; 4/5; 3/4; 4/5; 5/6; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 8/15; 10/11; 
Draw; 5/2; 12/5; 64/25; 27/10; 5/2; 5/2; 28/11; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 13/5; 27/11; 19/10; 5/2
Grimsby; 10/3; 16/5; 17/5; 18/5; 10/3; 10/3; 17/5; 18/5; 7/2; 16/5; 100/30; 10/3; 13/4; 13/4; 17/5; 18/5; 13/4; 23/10; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-16 22:22:48 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 10/11; 93/100; 4/5; 5/6; 8/11; 4/5; 3/4; 4/5; 5/6; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 8/15; 10/11; 
Draw; 5/2; 5/2; 64/25; 27/10; 5/2; 5/2; 28/11; 5/2; 13/5; 49/20; 5/2; 5/2; 12/5; 5/2; 28/11; 13/5; 27/11; 21/10; 5/2
Grimsby; 10/3; 3; 17/5; 18/5; 16/5; 10/3; 17/5; 18/5; 7/2; 16/5; 100/30; 10/3; 13/4; 13/4; 17/5; 18/5; 13/4; 12/5; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-17 02:22:41 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 10/11; 93/100; 4/5; 5/6; 8/11; 4/5; 3/4; 4/5; 5/6; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 8/15; 10/11; 
Draw; 5/2; 5/2; 64/25; 27/10; 5/2; 5/2; 28/11; 13/5; 13/5; 49/20; 5/2; 5/2; 12/5; 5/2; 28/11; 13/5; 27/11; 9/5; 5/2
Grimsby; 10/3; 3; 17/5; 18/5; 16/5; 10/3; 17/5; 18/5; 7/2; 16/5; 100/30; 10/3; 13/4; 13/4; 17/5; 18/5; 13/4; 13/5; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-17 10:22:42 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 10/11; 4/5; 93/100; 4/5; 5/6; 8/11; 4/5; 5/6; 4/5; 17/20; 17/20; 4/5; 5/6; 4/5; 4/5; 4/5; 4/7; 10/11; 
Draw; 5/2; 5/2; 12/5; 64/25; 27/10; 5/2; 5/2; 28/11; 5/2; 13/5; 49/20; 13/5; 5/2; 27/11; 5/2; 28/11; 13/5; 27/11; 21/10; 5/2
Grimsby; 10/3; 3; 17/5; 18/5; 16/5; 10/3; 17/5; 18/5; 16/5; 16/5; 7/2; 10/3; 16/5; 13/4; 17/5; 18/5; 13/4; 23/10; 10/3; 
META; english/league-2/swindon-v-grimsby; 2018-04-17 14:22:53 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 5/6; 10/11; 4/5; 93/100; 4/5; 5/6; 8/11; 4/5; 4/5; 4/5; 17/20; 17/20; 4/5; 5/6; 4/5; 5/6; 4/5; 8/11; 10/11; 
Draw; 5/2; 5/2; 12/5; 64/25; 27/10; 12/5; 5/2; 28/11; 5/2; 5/2; 49/20; 13/5; 5/2; 27/11; 5/2; 28/11; 5/2; 27/11; 12/5; 5/2
Grimsby; 10/3; 3; 17/5; 18/5; 16/5; 10/3; 17/5; 18/5; 7/2; 16/5; 7/2; 10/3; 16/5; 13/4; 17/5; 18/5; 13/4; 3; 10/3; 
META; english/league-2/swindon-v-grimsby; 2018-04-17 18:22:56 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 3/4; 17/20; 5/6; 4/5; 87/100; 5/6; 4/5; 8/11; 4/5; 17/20; 4/5; 20/23; 5/6; 17/20; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 8/11; 5/6; 5/6
Draw; 5/2; 5/2; 5/2; 12/5; 68/25; 27/10; 5/2; 5/2; 28/11; 5/2; 13/5; 13/5; 12/5; 13/5; 5/2; 5/2; 5/2; 28/11; 13/5; 5/2; 12/5; 27/10; 13/5
Grimsby; 15/4; 16/5; 13/4; 3; 7/2; 7/2; 10/3; 10/3; 17/5; 13/4; 7/2; 3; 31/10; 7/2; 10/3; 33/10; 13/4; 17/5; 18/5; 57/17; 3; 10/3; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-17 22:23:06 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 3/4; 17/20; 5/6; 5/6; 87/100; 5/6; 4/5; 8/11; 4/5; 17/20; 4/5; 20/23; 5/6; 17/20; 5/6; 4/5; 5/6; 4/5; 17/20; 4/5; 8/11; 5/6; 5/6
Draw; 5/2; 5/2; 5/2; 12/5; 68/25; 27/10; 5/2; 5/2; 28/11; 5/2; 13/5; 12/5; 12/5; 13/5; 5/2; 5/2; 5/2; 28/11; 13/5; 5/2; 12/5; 13/5; 13/5
Grimsby; 15/4; 16/5; 13/4; 3; 7/2; 7/2; 10/3; 10/3; 17/5; 10/3; 7/2; 10/3; 31/10; 7/2; 10/3; 57/17; 13/4; 17/5; 33/10; 57/17; 3; 10/3; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-18 02:22:10 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 3/4; 17/20; 5/6; 5/6; 43/50; 5/6; 4/5; 8/11; 4/5; 17/20; 4/5; 20/23; 5/6; 17/20; 5/6; 4/5; 5/6; 4/5; 17/20; 4/5; 8/11; 5/6; 5/6
Draw; 5/2; 5/2; 5/2; 12/5; 68/25; 27/10; 5/2; 5/2; 28/11; 5/2; 13/5; 12/5; 12/5; 13/5; 5/2; 5/2; 5/2; 28/11; 13/5; 5/2; 12/5; 13/5; 13/5
Grimsby; 15/4; 16/5; 13/4; 3; 71/20; 7/2; 10/3; 10/3; 17/5; 10/3; 7/2; 10/3; 31/10; 7/2; 10/3; 57/17; 13/4; 17/5; 33/10; 57/17; 3; 10/3; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-18 10:22:15 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 3/4; 4/5; 4/5; 5/6; 43/50; 5/6; 4/5; 8/11; 4/5; 5/6; 4/5; 4/5; 4/5; 17/20; 4/5; 4/5; 5/6; 3/4; 4/5; 4/5; 4/5; 8/15; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 12/5; 68/25; 27/10; 5/2; 5/2; 28/11; 13/5; 13/5; 5/2; 49/20; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 13/5; 5/2; 2; 13/5; 13/5
Grimsby; 15/4; 7/2; 10/3; 3; 71/20; 7/2; 10/3; 10/3; 17/5; 17/5; 7/2; 7/2; 10/3; 7/2; 7/2; 57/17; 13/4; 31/10; 17/5; 18/5; 57/17; 9/4; 10/3; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-18 14:22:38 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 3/4; 4/5; 4/5; 5/6; 21/25; 5/6; 4/5; 8/11; 4/5; 5/6; 4/5; 4/5; 4/5; 17/20; 4/5; 4/5; 5/6; 3/4; 4/5; 4/5; 4/5; 8/15; 4/6; 4/5; 5/6
Draw; 5/2; 13/5; 5/2; 12/5; 137/50; 27/10; 5/2; 5/2; 28/11; 13/5; 13/5; 5/2; 49/20; 13/5; 5/2; 12/5; 5/2; 5/2; 28/11; 13/5; 27/11; 11/5; 21/10; 27/10; 13/5
Grimsby; 15/4; 7/2; 10/3; 3; 73/20; 7/2; 10/3; 10/3; 17/5; 17/5; 7/2; 7/2; 10/3; 7/2; 7/2; 38/11; 13/4; 31/10; 17/5; 18/5; 38/11; 13/5; 11/4; 7/2; 7/2
META; english/league-2/swindon-v-grimsby; 2018-04-18 18:22:35 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 3/4; 4/5; 4/5; 5/6; 21/25; 5/6; 4/5; 8/11; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; 17/20; 4/5; 5/6; 5/6; 3/4; 4/5; 4/5; 5/6; 8/11; 8/15; 4/6; 4/5; 5/6
META; english/league-2/swindon-v-grimsby; 2018-04-21 10:21:43 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 3/4; 3/4; 3/4; 3/4; 77/00; 8/11; 8/11; 4/6; 11/17; 3/4; 8/11; 3/4; 3/4; 8/11; 8/11; 8/11; 5/7; 13/18; 8/11; 11/17; 3/4; 14/19; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 11/4; 13/5; 13/5; 13/5; 71/25; 11/4; 13/5; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 5/2; 14/5; 13/5; 45/17; 5/2; 45/17; 27/10; 11/4; 27/10; 11/4; 13/5; 13/5; 14/5; 11/4
Grimsby; 17/4; 19/5; 15/4; 19/5; 4; 15/4; 4; 41/10; 19/5; 19/5; 15/4; 15/4; 18/5; 4; 15/4; 19/5; 4; 18/5; 41/10; 4; 50/13; 15/4; 7/2; 7/2; 7/2; 7/2; 
META; english/league-2/swindon-v-grimsby; 2018-04-21 14:22:10 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Swindon; 4/5; 8/11; 17/20; 4/5; 9/10; 17/20; 3/4; 4/5; 4/5; 17/20; 4/5; 5/6; 5/6; 4/5; 5/6; 4/5; 5/6; 9/10; 13/15; 4/5; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 5/6
Draw; 11/4; 11/4; 5/2; 13/5; 71/25; 13/5; 11/4; 5/2; 45/17; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 5/2; 28/11; 23/10; 28/11; 45/17; 11/4; 13/5; 13/5; 12/5; 5/2; 13/5; 5/2
Grimsby; 4; 19/5; 13/4; 17/5; 67/20; 18/5; 15/4; 7/2; 31/10; 13/4; 7/2; 10/3; 10/3; 16/5; 7/2; 7/2; 16/5; 16/5; 56/19; 31/10; 7/2; 13/4; 3; 7/2; 10/3; 7/2; 10/3
META; english/league-2/swindon-v-grimsby; 2018-04-21 18:21:54 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Grimsby; 8/11; 2/3; 7/10; 4/7; 39/50; 4/7; 4/5; 8/15; 7/10; 8/11; 4/6; 7/10; 8/11; 7/10; 8/13; 5/6; 8/13; 7/10; 5/6; 4/6; 4/6
Draw; 8/5; 2; 21/10; 5/2; 119/0; 23/10; 21/10; 9/4; 11/5; 9/4; 13/10; 15/8; 2; 11/5; 39/19; 21/10; 2; 21/10; 21/10; 21/10; 
Swindon; 5; 5; 43/10; 7; 13/2; 9/2; 11/2; 5; 9/2; 5; 9/2; 11/2; 75/19; 21/4; 9/2; 4; 27/5; ; ; ; 
