META; english/league-2/crawley-v-accrington; 2018-01-20 22:21:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; ; 7/5; ; ; ; ; ; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; 
Crawley; ; 9/5; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-2/crawley-v-accrington; 2018-01-21 02:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; 4/7; ; 
Crawley; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 37/20; ; 5/6; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 47/20; ; 21/10; ; 
META; english/league-2/crawley-v-accrington; 2018-01-21 10:21:41 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; 4/7; ; 
Crawley; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 37/20; ; 10/11; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 47/20; ; 21/10; ; 
META; english/league-2/crawley-v-accrington; 2018-01-21 14:22:11 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 13/10; 7/5; 13/10; ; ; ; 13/10; 13/10; ; 13/10; 11/8; ; ; ; ; ; ; 5/4; ; ; ; ; 5/4; 5/4; 5/4; 13/10; ; 
Crawley; 15/8; 9/5; 21/10; ; ; ; 19/10; 21/10; ; 21/10; 2; ; ; ; ; ; ; 24/13; ; ; ; ; 85/40; 21/10; 24/13; 19/10; ; 
Draw; 13/5; 12/5; 11/5; ; ; ; 12/5; 12/5; ; 11/5; 5/2; ; ; ; ; ; ; 27/11; ; ; ; ; 5/2; 47/20; 27/11; 11/5; ; 
META; english/league-2/crawley-v-accrington; 2018-01-21 18:21:34 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 7/5; 5/4; ; 7/5; 13/10; 13/10; 13/10; ; 5/4; 13/10; 13/10; ; ; 5/4; ; ; 6/5; ; ; ; 5/4; 5/4; 5/4; 6/5; 6/5; ; 
Crawley; 2; 9/5; 11/5; ; 103/ 50; 21/10; 19/10; 21/10; ; 11/5; 21/10; 2; ; ; 21/10; ; ; 37/19; ; ; ; 85/40; 85/40; 21/10; 2; 19/10; ; 
Draw; 13/5; 12/5; 11/5; ; 51/20; 12/5; 12/5; 12/5; ; 11/5; 5/2; 12/5; ; ; 12/5; ; ; 5/2; ; ; ; 12/5; 5/2; 47/20; 28/11; 21/10; ; 
META; english/league-2/crawley-v-accrington; 2018-01-21 22:21:13 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 7/5; 13/10; ; 11/8; 13/10; 13/10; 13/10; ; 13/10; 13/10; 5/4; 13/10; ; 5/4; 13/10; ; 5/4; ; 5/4; ; 13/10; 5/4; 5/4; 5/4; 6/5; ; 
Crawley; 2; 9/5; 11/5; ; 43/20; 21/10; 2; 21/10; ; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; ; 39/19; ; 21/10; ; 85/40; 21/10; 21/10; 39/19; 19/10; ; 
Draw; 13/5; 12/5; 11/5; ; 62/25; 12/5; 23/10; 12/5; ; 11/5; 5/2; 23/10; 9/4; ; 12/5; 12/5; ; 23/10; ; 40/17; ; 23/10; 5/2; 23/10; 23/10; 21/10; ; 
META; english/league-2/crawley-v-accrington; 2018-01-22 02:21:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 7/5; 13/10; ; 11/8; 13/10; 13/10; 13/10; ; 13/10; 13/10; 5/4; 13/10; ; 5/4; 13/10; ; 5/4; ; 5/4; ; 13/10; 5/4; 5/4; 5/4; 6/5; ; 
Crawley; 2; 9/5; 11/5; ; 43/20; 21/10; 2; 21/10; ; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; ; 39/19; ; 21/10; ; 85/40; 21/10; 21/10; 39/19; 19/10; ; 
Draw; 13/5; 12/5; 11/5; ; 62/25; 12/5; 23/10; 12/5; ; 11/5; 5/2; 23/10; 9/4; ; 12/5; 12/5; ; 23/10; ; 40/17; ; 23/10; 5/2; 23/10; 23/10; 21/10; ; 
META; english/league-2/crawley-v-accrington; 2018-01-22 10:21:31 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 7/5; 13/10; 13/10; 69/50; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; ; 5/4; 13/10; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 6/5; ; 
Crawley; 2; 9/5; 11/5; 11/5; 54/25; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; ; 21/10; 2; 2; 39/19; 2; 21/10; 11/5; 11/5; 85/40; 21/10; 21/10; 19/10; ; 
Draw; 13/5; 12/5; 11/5; 11/5; 123/ 50; 12/5; 9/4; 12/5; 11/5; 21/10; 12/5; 23/10; 9/4; ; 12/5; 12/5; 5/2; 9/4; 5/2; 40/17; 11/5; 9/4; 12/5; 11/5; 9/4; 21/10; ; 
META; english/league-2/crawley-v-accrington; 2018-01-22 14:21:21 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 13/10; 13/10; 13/10; 34/25; 5/4; 13/10; 6/5; 5/4; 13/10; 13/10; 13/10; 13/10; ; 5/4; 13/10; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 10/9; ; 
Crawley; 2; 21/10; 11/5; 11/5; 113/ 50; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 21/10; ; 11/5; 21/10; 2; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 19/10; ; 
Draw; 13/5; 9/4; 11/5; 11/5; 119/ 50; 5/2; 9/4; 12/5; 11/5; 21/10; 12/5; 11/5; 9/4; ; 9/4; 23/10; 5/2; 9/4; 5/2; 40/17; 11/5; 9/4; 5/2; 11/5; 9/4; 9/4; ; 
META; english/league-2/crawley-v-accrington; 2018-01-22 18:21:22 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 13/10; 13/10; 13/10; 67/50; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 13/10; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 10/9; 6/5; 
Crawley; 2; 21/10; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; ; 21/10; 21/10; 2; 39/19; 2; 21/10; 11/5; 85/40; 21/10; 21/10; 21/10; 19/10; 19/10; 
Draw; 13/5; 9/4; 11/5; 11/5; 123/ 50; 12/5; 23/10; 12/5; 11/5; 11/5; 12/5; 11/5; 9/4; ; 23/10; 23/10; 5/2; 23/10; 5/2; 40/17; 11/5; 23/10; 5/2; 9/4; 9/4; 21/10; 19/10; 
META; english/league-2/crawley-v-accrington; 2018-01-22 22:21:22 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 13/10; 13/10; 13/10; 67/50; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 13/10; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 10/9; 6/5; 13/10
Crawley; 2; 21/10; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; ; 21/10; 21/10; 2; 39/19; 2; 21/10; 11/5; 85/40; 21/10; 21/10; 21/10; 19/10; 19/10; 11/5
Draw; 13/5; 9/4; 11/5; 11/5; 123/ 50; 12/5; 23/10; 12/5; 11/5; 11/5; 12/5; 11/5; 9/4; ; 23/10; 23/10; 5/2; 23/10; 5/2; 40/17; 11/5; 23/10; 5/2; 9/4; 23/10; 21/10; 19/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-23 02:21:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 13/10; 13/10; 13/10; 67/50; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 13/10; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 10/9; 6/5; 13/10
Crawley; 2; 21/10; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; ; 21/10; 21/10; 2; 39/19; 2; 21/10; 11/5; 85/40; 21/10; 21/10; 21/10; 19/10; 19/10; 11/5
Draw; 13/5; 23/10; 11/5; 11/5; 123/ 50; 12/5; 9/4; 12/5; 11/5; 11/5; 12/5; 11/5; 9/4; ; 23/10; 23/10; 5/2; 23/10; 5/2; 40/17; 11/5; 23/10; 5/2; 9/4; 23/10; 11/5; 19/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-23 10:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 13/10; 13/10; 13/10; 67/50; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/20; 6/5; 13/10
Crawley; 2; 21/10; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 2; 21/10; 11/5; 85/40; 21/10; 21/10; 21/10; 19/10; 19/10; 11/5
Draw; 13/5; 23/10; 11/5; 11/5; 123/ 50; 12/5; 9/4; 12/5; 11/5; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 23/10; 5/2; 23/10; 5/2; 40/17; 11/5; 23/10; 5/2; 9/4; 23/10; 11/5; 19/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-23 14:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 13/10; 13/10; 13/10; 67/50; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/20; 6/5; 13/10
Crawley; 2; 21/10; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 2; 21/10; 11/5; 85/40; 21/10; 21/10; 21/10; 19/10; 19/10; 21/10
Draw; 13/5; 23/10; 11/5; 11/5; 123/ 50; 12/5; 9/4; 12/5; 11/5; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 23/10; 5/2; 23/10; 5/2; 40/17; 11/5; 23/10; 5/2; 9/4; 23/10; 11/5; 19/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-23 18:21:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 13/10; 13/10; 13/10; 67/50; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 23/20; 6/5; 13/10
Crawley; 2; 21/10; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 11/5; 85/40; 85/40; 21/10; 21/10; 19/10; 19/10; 21/10
Draw; 13/5; 23/10; 11/5; 11/5; 123/ 50; 12/5; 9/4; 12/5; 11/5; 9/4; 12/5; 11/5; 23/10; 43/20; 23/10; 23/10; 5/2; 23/10; 5/2; 40/17; 11/5; 23/10; 12/5; 9/4; 40/17; 11/5; 21/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-23 22:21:45 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 6/5; 13/10; 13/10; 13/10; 67/50; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; ; 5/4; 6/5; 13/10
Draw; 12/5; 23/10; 11/5; 21/10; 61/25; 5/2; 9/4; ; 9/4; 9/4; 12/5; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 9/4; 23/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-26 18:21:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 11/8; 13/10; 23/17; 7/5; 71/50; 11/8; 13/10; ; 23/18; 27/20; 11/8; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 23/17; 5/4; 23/18; 23/18; 13/10; 11/8; 27/20; 23/17; ; 11/8; 11/8; 7/5
Crawley; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 2; ; 28/13; 21/10; 21/10; 2; 21/10; 41/20; 21/10; 2; 21/10; 2; 21/10; 133/ 67; 28/13; 2; 85/40; 21/10; 39/19; ; 2; 2; 2
Draw; 12/5; 23/10; 11/5; 21/10; 61/25; 5/2; 9/4; ; 9/4; 9/4; 12/5; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 9/4; 23/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-26 22:21:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 11/8; 13/10; 23/17; 7/5; 71/50; 11/8; 11/8; ; 23/18; 27/20; 11/8; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 23/17; 5/4; 23/18; 23/18; 13/10; 11/8; 27/20; 23/17; ; 11/8; 11/8; 7/5
Crawley; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; ; 28/13; 21/10; 21/10; 2; 21/10; 41/20; 21/10; 2; 21/10; 2; 21/10; 133/ 67; 28/13; 2; 85/40; 21/10; 39/19; ; 19/10; 2; 2
Draw; 12/5; 23/10; 11/5; 21/10; 61/25; 5/2; 9/4; ; 9/4; 9/4; 12/5; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 23/10; 23/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-27 02:21:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 11/8; 13/10; 23/17; 7/5; 71/50; 29/20; 11/8; ; 23/18; 27/20; 11/8; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 23/17; 5/4; 23/18; 23/18; 13/10; 11/8; 27/20; 23/17; ; 11/8; 13/10; 7/5
Crawley; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 2; ; 28/13; 21/10; 21/10; 2; 21/10; 41/20; 21/10; 2; 21/10; 2; 21/10; 133/ 67; 28/13; 2; 85/40; 21/10; 39/19; ; 2; 2; 2
Draw; 12/5; 23/10; 11/5; 21/10; 61/25; 12/5; 9/4; ; 9/4; 9/4; 12/5; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 23/10; 21/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-27 10:23:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 11/8; 13/10; 23/17; 7/5; 143/ 100; 29/20; 11/8; ; 11/8; 27/20; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 23/17; 5/4; 24/19; 11/8; 13/10; 7/5; 27/20; 23/17; ; 11/8; 11/8; 7/5
Crawley; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 2; ; 37/19; 21/10; 21/10; 2; 21/10; 41/20; 21/10; 2; 21/10; 2; 21/10; 39/19; 37/19; 2; 21/10; 21/10; 2; ; 2; 2; 2
Draw; 12/5; 23/10; 11/5; 21/10; 121/ 50; 12/5; 9/4; ; 9/4; 9/4; 12/5; 23/10; 9/4; 43/20; 23/10; 9/4; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 23/10; 11/5; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-27 14:23:30 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Accrington; 11/8; 13/10; 26/19; 7/5; 143/ 100; 29/20; 7/5; ; 11/8; 11/8; 7/5; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 23/17; 5/4; 25/19; 11/8; 13/10; 7/5; 27/20; 23/17; ; 11/8; 27/20; 7/5
Crawley; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; ; 37/19; 21/10; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 27/14; 37/19; 2; 85/40; 21/10; 2; ; 2; 2; 2
Draw; 12/5; 23/10; 9/4; 21/10; 121/ 50; 12/5; 9/4; ; 9/4; 9/4; 23/10; 23/10; 9/4; 43/20; 23/10; 11/5; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 23/10; 23/10; 12/5
META; english/league-2/crawley-v-accrington; 2018-01-27 18:22:25 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Crawley; 1/10; 1/2; 1/9; 1/12; 9/50; 1/12; ; 1/12; 1/8; ; 1/6; 2/5; 1/9; ; 1/9; 1/7; ; 1/9; 8/15; 1/9; ; ; ; 1/10; ; ; ; 2/15; 
Draw; 15/2; 5/2; 15/2; 17/2; 13/2; 8; ; 8; 13/2; ; 13/2; 12/5; 15/2; ; 13/2; 6; ; 27/4; 12/5; 63/10; ; ; ; 15/2; ; ; ; 8; 
Accrington; 22; 8; 22; 25; 14; 33; ; 33; 20; ; 18; 15/2; 20; ; 14; 16; ; 17; 11/2; 14; ; ; ; 30; ; ; ; 28; 
