META; english/league-2/cheltenham-v-barnet; 2018-01-20 22:21:42 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 
Barnet; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
META; english/league-2/cheltenham-v-barnet; 2018-01-21 02:21:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Barnet; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-2/cheltenham-v-barnet; 2018-01-21 10:21:36 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Barnet; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-2/cheltenham-v-barnet; 2018-01-21 14:22:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 5/6; 5/6; ; ; ; ; 5/6; 5/6; ; ; 17/20; ; ; ; ; ; ; 4/5; ; ; ; ; 5/6; 4/5; 4/5; 5/6; ; 
Draw; 11/4; 5/2; ; ; ; ; 13/5; 13/5; ; ; 11/4; ; ; ; ; ; ; 45/17; ; ; ; ; 27/10; 11/4; 45/17; 13/5; ; 
Barnet; 3; 10/3; ; ; ; ; 3; 16/5; ; ; 10/3; ; ; ; ; ; ; 29/10; ; ; ; ; 33/10; 3; 29/10; 3; ; 
META; english/league-2/cheltenham-v-barnet; 2018-01-21 18:21:29 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 5/6; 5/6; ; ; 83/ 100; 5/6; 4/5; 4/5; ; ; 5/6; 5/6; ; ; 4/5; ; ; 4/5; ; ; ; 5/6; 4/5; 4/5; 5/6; 8/11; ; 
Draw; 11/4; 5/2; ; ; 11/4; 11/4; 13/5; 13/5; ; ; 11/4; 13/5; ; ; 11/4; ; ; 45/17; ; ; ; 14/5; 11/4; 11/4; 27/10; 5/2; ; 
Barnet; 3; 10/3; ; ; 37/10; 7/2; 16/5; 10/3; ; ; 10/3; 16/5; ; ; 16/5; ; ; 3; ; ; ; 3; 10/3; 3; 3; 3; ; 
META; english/league-2/cheltenham-v-barnet; 2018-01-21 22:21:08 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 5/6; 11/13; ; 22/25; 17/20; 5/6; 5/6; ; 17/20; 17/20; 20/23; 10/11; ; 5/6; ; ; 5/6; ; 16/19; ; 5/6; 5/6; 4/5; 5/6; 8/11; ; 
Draw; 11/4; 5/2; 12/5; ; 11/4; 13/5; 13/5; 13/5; ; 12/5; 11/4; 12/5; 5/2; ; 13/5; ; ; 5/2; ; 5/2; ; 13/5; 11/4; 51/20; 28/11; 23/10; ; 
Barnet; 16/5; 10/3; 13/4; ; 17/5; 7/2; 16/5; 10/3; ; 16/5; 10/3; 10/3; 16/5; ; 16/5; ; ; 58/19; ; 41/13; ; 3; 16/5; 16/5; 58/19; 3; ; 
META; english/league-2/cheltenham-v-barnet; 2018-01-22 02:21:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 5/6; 11/13; ; 89/ 100; 17/20; 5/6; 5/6; ; 17/20; 17/20; 20/23; 10/11; ; 5/6; 17/20; ; 5/6; ; 16/19; ; 5/6; 5/6; 4/5; 5/6; 8/11; ; 
Draw; 11/4; 5/2; 12/5; ; 11/4; 13/5; 5/2; 13/5; ; 12/5; 11/4; 12/5; 5/2; ; 13/5; 13/5; ; 5/2; ; 5/2; ; 13/5; 11/4; 51/20; 28/11; 23/10; ; 
Barnet; 16/5; 10/3; 13/4; ; 67/20; 7/2; 16/5; 10/3; ; 16/5; 10/3; 10/3; 16/5; ; 16/5; 16/5; ; 58/19; ; 41/13; ; 3; 16/5; 16/5; 58/19; 3; ; 
META; english/league-2/cheltenham-v-barnet; 2018-01-22 10:21:26 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 5/6; 13/15; 10/11; 89/ 100; 17/20; 5/6; 5/6; 11/13; 17/20; 17/20; 20/23; 10/11; ; 5/6; 17/20; 5/6; 5/6; 5/6; 16/19; 11/13; 5/6; 5/6; 4/5; 5/6; 4/5; ; 
Draw; 11/4; 5/2; 12/5; 5/2; 11/4; 13/5; 5/2; 13/5; 27/11; 12/5; 11/4; 12/5; 5/2; ; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 11/4; 51/20; 28/11; 23/10; ; 
Barnet; 16/5; 10/3; 16/5; 3; 67/20; 7/2; 16/5; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; ; 16/5; 16/5; 16/5; 58/19; 16/5; 41/13; 16/5; 3; 16/5; 16/5; 31/10; 3; ; 
META; english/league-2/cheltenham-v-barnet; 2018-01-22 14:21:16 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 17/20; 13/15; 10/11; 10/11; 17/20; 17/20; 5/6; 11/13; 20/23; 9/10; 20/23; 17/20; ; 5/6; 17/20; 5/6; 5/6; 5/6; 6/7; 11/13; 5/6; 17/20; 5/6; 5/6; 4/5; ; 
Draw; 11/4; 5/2; 12/5; 5/2; 66/25; 13/5; 5/2; 13/5; 27/11; 12/5; 13/5; 12/5; 5/2; ; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 11/4; 5/2; 5/2; 23/10; ; 
Barnet; 16/5; 10/3; 16/5; 3; 17/5; 7/2; 16/5; 10/3; 16/5; 16/5; 10/3; 16/5; 16/5; ; 16/5; 16/5; 16/5; 41/13; 16/5; 58/19; 16/5; 3; 31/10; 10/3; 16/5; 3; ; 
META; english/league-2/cheltenham-v-barnet; 2018-01-22 18:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 17/20; 13/15; 10/11; 10/11; 17/20; 17/20; 5/6; 11/13; 20/23; 9/10; 20/23; 17/20; ; 5/6; 17/20; 5/6; 5/6; 5/6; 6/7; 11/13; 5/6; 17/20; 5/6; 5/6; 4/5; 5/6; 
Draw; 11/4; 5/2; 12/5; 5/2; 66/25; 13/5; 5/2; 13/5; 27/11; 12/5; 13/5; 12/5; 5/2; ; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 11/4; 5/2; 5/2; 23/10; 11/5; 
Barnet; 16/5; 10/3; 16/5; 3; 17/5; 7/2; 16/5; 10/3; 16/5; 16/5; 10/3; 16/5; 16/5; ; 16/5; 16/5; 16/5; 41/13; 16/5; 58/19; 16/5; 3; 31/10; 10/3; 16/5; 3; 27/10; 
META; english/league-2/cheltenham-v-barnet; 2018-01-22 22:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 17/20; 4/5; 5/6; 83/ 100; 17/20; 4/5; 5/6; 11/13; 4/5; 17/20; 5/6; 17/20; ; 5/6; 5/6; 5/6; 10/13; 5/6; 6/7; 11/13; 4/5; 5/6; 10/13; 10/13; 8/11; 8/11; 4/5
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 13/5; 27/11; 12/5; 13/5; 12/5; 5/2; ; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 13/5; 51/20; 28/11; 12/5; 23/10; 13/5
Barnet; 10/3; 10/3; 7/2; 17/5; 15/4; 7/2; 10/3; 10/3; 16/5; 17/5; 7/2; 7/2; 16/5; ; 16/5; 10/3; 16/5; 17/5; 16/5; 58/19; 16/5; 7/2; 17/5; 7/2; 38/11; 7/2; 14/5; 7/2
META; english/league-2/cheltenham-v-barnet; 2018-01-23 02:21:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 5/6; 4/5; 5/6; 83/ 100; 17/20; 4/5; 5/6; 11/13; 4/5; 17/20; 5/6; 5/6; ; 5/6; 4/5; 5/6; 10/13; 5/6; 6/7; 11/13; 4/5; 5/6; 10/13; 10/13; 8/11; 8/11; 4/5
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 13/5; 27/11; 12/5; 13/5; 12/5; 5/2; ; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 13/5; 51/20; 28/11; 12/5; 23/10; 13/5
Barnet; 10/3; 10/3; 7/2; 17/5; 15/4; 7/2; 10/3; 10/3; 16/5; 17/5; 7/2; 7/2; 16/5; ; 16/5; 7/2; 16/5; 17/5; 16/5; 58/19; 16/5; 7/2; 17/5; 7/2; 38/11; 7/2; 14/5; 7/2
META; english/league-2/cheltenham-v-barnet; 2018-01-23 10:21:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 5/6; 4/5; 5/6; 83/ 100; 17/20; 4/5; 5/6; 11/13; 4/5; 17/20; 5/6; 5/6; 4/5; 5/6; 4/5; 5/6; 10/13; 5/6; 6/7; 11/13; 4/5; 5/6; 10/13; 10/13; 8/11; 8/11; 4/5
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 13/5; 27/11; 12/5; 13/5; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 13/5; 51/20; 28/11; 12/5; 23/10; 13/5
Barnet; 10/3; 10/3; 7/2; 17/5; 15/4; 7/2; 10/3; 10/3; 16/5; 17/5; 7/2; 7/2; 16/5; 10/3; 16/5; 7/2; 16/5; 17/5; 16/5; 58/19; 16/5; 7/2; 17/5; 7/2; 38/11; 7/2; 14/5; 7/2
META; english/league-2/cheltenham-v-barnet; 2018-01-23 14:21:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 5/6; 4/5; 5/6; 83/ 100; 17/20; 4/5; 5/6; 11/13; 4/5; 17/20; 5/6; 5/6; 4/5; 5/6; 4/5; 5/6; 10/13; 5/6; 6/7; 11/13; 4/5; 5/6; 10/13; 10/13; 8/11; 8/11; 4/5
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 13/5; 27/11; 12/5; 13/5; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 13/5; 51/20; 28/11; 12/5; 23/10; 13/5
Barnet; 10/3; 10/3; 7/2; 17/5; 15/4; 7/2; 10/3; 10/3; 16/5; 17/5; 7/2; 7/2; 16/5; 10/3; 16/5; 10/3; 16/5; 17/5; 16/5; 58/19; 16/5; 7/2; 17/5; 7/2; 38/11; 7/2; 14/5; 7/2
META; english/league-2/cheltenham-v-barnet; 2018-01-23 18:21:39 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 5/6; 4/5; 5/6; 83/ 100; 17/20; 4/5; 5/6; 11/13; 4/5; 17/20; 5/6; 17/20; 4/5; 5/6; 4/5; 5/6; 4/5; 5/6; 6/7; 11/13; 4/5; 5/6; 10/13; 4/5; 8/11; 8/11; 4/5
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 13/5; 27/11; 5/2; 13/5; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 27/11; 13/5; 13/5; 51/20; 13/5; 12/5; 23/10; 13/5
Barnet; 10/3; 10/3; 7/2; 17/5; 15/4; 7/2; 10/3; 10/3; 16/5; 7/2; 7/2; 7/2; 3; 10/3; 16/5; 10/3; 16/5; 38/11; 16/5; 58/19; 16/5; 7/2; 17/5; 7/2; 7/2; 7/2; 3; 7/2
META; english/league-2/cheltenham-v-barnet; 2018-01-23 22:21:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 4/5; 5/6; 4/5; 5/6; 83/ 100; 17/20; 4/5; 5/6; 11/13; 4/5; 5/6; 5/6; 17/20; 4/5; 5/6; 4/5; 5/6; 4/5; 5/6; 6/7; 11/13; 4/5; 5/6; 10/13; 4/5; ; 8/11; 8/11; 4/5
Draw; 11/4; 13/5; 13/5; 5/2; 14/5; 14/5; 13/5; ; 27/10; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 5/2; 5/2; 45/17; 5/2; 45/17; 27/10; 13/5; 11/4; 53/20; 27/10; ; 13/5; 13/5; 11/4
Barnet; 15/4; 7/2; 13/4; 10/3; 7/2; 7/2; 16/5; ; 16/5; 10/3; 10/3; 16/5; 3; 10/3; 16/5; 10/3; 16/5; 33/10; 16/5; 31/10; 16/5; 3; 7/2; 10/3; 33/10; ; 3; 3; 7/2
META; english/league-2/cheltenham-v-barnet; 2018-01-26 18:21:41 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 5/6; 17/20; 5/6; 5/6; 22/25; 20/23; 4/5; ; 4/5; 17/20; 17/20; 20/23; 17/20; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6; 9/11; 4/5; 4/5; 17/20; 5/6; 5/6; ; 4/5; 5/6; 5/6
Draw; 11/4; 13/5; 5/2; 5/2; 14/5; 14/5; 13/5; ; 27/10; 13/5; 11/4; 12/5; 13/5; 49/20; 11/4; 5/2; 5/2; 45/17; 5/2; 45/17; 27/10; 13/5; 11/4; 53/20; 45/17; ; 13/5; 13/5; 11/4
Barnet; 15/4; 16/5; 16/5; 10/3; 67/20; 7/2; 16/5; ; 16/5; 16/5; 10/3; 10/3; 3; 31/10; 16/5; 16/5; 16/5; 16/5; 16/5; 31/10; 16/5; 3; 17/5; 10/3; 16/5; ; 10/3; 10/3; 7/2
META; english/league-2/cheltenham-v-barnet; 2018-01-26 22:21:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 17/20; 10/11; 13/15; 5/6; 22/25; 20/23; 4/5; ; 4/5; 20/23; 17/20; 20/23; 10/11; 17/20; 4/5; 5/6; 5/6; 5/6; 5/6; 7/8; 4/5; 5/6; 10/11; 17/20; 5/6; ; 5/6; 5/6; 5/6
Draw; 11/4; 5/2; 5/2; 5/2; 14/5; 14/5; 13/5; ; 27/10; 5/2; 11/4; 13/5; 13/5; 49/20; 11/4; 13/5; 5/2; 13/5; 5/2; 13/5; 27/10; 13/5; 11/4; 53/20; 45/17; ; 5/2; 13/5; 11/4
Barnet; 7/2; 3; 3; 10/3; 67/20; 7/2; 16/5; ; 16/5; 16/5; 16/5; 3; 3; 3; 16/5; 3; 16/5; 31/10; 16/5; 37/13; 16/5; 3; 31/10; 16/5; 41/13; ; 3; 3; 10/3
META; english/league-2/cheltenham-v-barnet; 2018-01-27 02:21:30 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 17/20; 17/20; 13/15; 5/6; 22/25; 20/23; 17/20; ; 4/5; 20/23; 17/20; 20/23; 10/11; 17/20; 4/5; 5/6; 5/6; 5/6; 5/6; 7/8; 4/5; 5/6; 10/11; 17/20; 5/6; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 5/2; 5/2; 14/5; 14/5; 13/5; ; 27/10; 5/2; 11/4; 13/5; 13/5; 49/20; 11/4; 13/5; 5/2; 13/5; 5/2; 13/5; 27/10; 13/5; 11/4; 53/20; 45/17; ; 5/2; 5/2; 11/4
Barnet; 7/2; 3; 3; 10/3; 67/20; 7/2; 16/5; ; 16/5; 16/5; 16/5; 3; 3; 3; 16/5; 3; 16/5; 31/10; 16/5; 37/13; 16/5; 3; 31/10; 16/5; 41/13; ; 3; 3; 10/3
META; english/league-2/cheltenham-v-barnet; 2018-01-27 10:23:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 17/20; 17/20; 13/15; 5/6; 43/50; 10/11; 17/20; ; 11/13; 20/23; 17/20; 20/23; 10/11; 17/20; 10/11; 5/6; 5/6; ; 5/6; 7/8; 11/13; 5/6; 9/10; 17/20; 5/6; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 5/2; 5/2; 14/5; 11/4; 13/5; ; 13/5; 5/2; 11/4; 13/5; 13/5; 49/20; 5/2; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 11/4; 53/20; 45/17; ; 13/5; 13/5; 11/4
Barnet; 7/2; 3; 3; 10/3; 69/20; 10/3; 16/5; ; 31/10; 16/5; 16/5; 3; 3; 3; 3; 3; 16/5; 16/5; 16/5; 37/13; 31/10; 3; 31/10; 16/5; 16/5; ; 3; 3; 10/3
META; english/league-2/cheltenham-v-barnet; 2018-01-27 14:23:25 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Cheltenham; 17/20; 17/20; 5/6; 17/20; 43/50; 20/23; 17/20; ; 4/5; 5/6; 17/20; 5/6; 5/6; 4/5; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 4/5; 4/5; 17/20; 17/20; 4/5; ; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 13/5; ; 14/5; 14/5; 13/5; ; 45/17; 13/5; 11/4; 13/5; 13/5; 49/20; 11/4; 13/5; 5/2; 45/17; 5/2; 13/5; 45/17; 13/5; 11/4; 53/20; 45/17; ; 13/5; 13/5; 11/4
Barnet; 7/2; 3; 10/3; 16/5; 69/20; 7/2; 16/5; ; 13/4; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 13/4; 16/5; 58/19; 13/4; 3; 10/3; 16/5; 33/10; ; 3; 10/3; 10/3
META; english/league-2/cheltenham-v-barnet; 2018-01-27 18:22:19 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Barnet; 4/5; 4/5; 3/4; 4/5; 39/50; 3/4; ; 8/11; 13/17; ; 4/5; 6/10; 4/5; 7/10; 8/11; 5/6; 11/17; 13/17; 11/17; 7/9; ; ; ; 10/13; ; ; ; 4/5; 
Draw; 12/5; 2; 21/10; 23/10; 123/ 50; 21/10; ; 21/10; 9/4; ; 12/5; 21/10; 15/8; 43/20; 11/5; 9/4; 21/10; 23/10; 21/10; 28/13; ; ; ; 23/10; ; ; ; 23/10; 
Cheltenham; 4; 7/2; 4; 4; 41/10; 9/2; ; 9/2; 19/5; ; 4; 5; 15/4; 9/2; 15/4; 7/2; 19/4; 50/13; 19/4; 39/11; ; ; ; 17/4; ; ; ; 21/5; 
