META; english/premier-league/watford-v-liverpool; 2017-06-15 14:15:22 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 1/2; 8/13; 11/20; 3/5; 8/13; ; 4/7; 4/7; 8/13; 3/5; 8/13; 8/13; 4/7; 11/18; 3/5; 4/7; 11/18; 8/13; 11/18; 3/5; 6/10; 3/5; ; 4/9; ; 
Liverpool; 4/7; 3/5; 8/13; 6/10; 8/13; 11/20; 3/5; 8/13; ; 4/7; 4/7; 8/13; 3/5; 8/13; 13/20; 4/7; 10/17; 3/5; 4/7; 10/17; 63/100; 11/18; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 14/5; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 13/4; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 4; 17/4; 4; 4; 19/4; 5; 4; ; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 9/2; 9/2; 17/4; 22/5; 9/2; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-17 22:15:21 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 3/5; 8/13; 6/10; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 3/5; 8/13; 13/20; 4/7; 10/17; 3/5; 4/7; 10/17; 63/100; 11/18; 3/5; 6/10; 3/5; ; 1/20; ; 
Draw; 3; 14/5; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 13/4; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 4; 17/4; 4; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 9/2; 50/11; 17/4; 22/5; 50/11; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-18 02:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 6/10; 8/13; 11/20; 3/5; 8/13; ; 4/7; 4/7; 8/13; 3/5; 8/13; 13/20; 4/7; 10/17; 3/5; 4/7; 10/17; 63/100; 11/18; 3/5; 6/10; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 13/4; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 4; 4; 19/4; 5; 4; ; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 9/2; 50/11; 17/4; 22/5; 50/11; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-18 10:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 6/10; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 3/5; 8/13; 13/20; 4/7; 10/17; 3/5; 4/7; 10/17; 63/100; 11/18; 3/5; 6/10; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 13/4; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 4; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 9/2; 50/11; 17/4; 22/5; 50/11; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-18 14:15:21 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 6/10; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 3/5; 8/13; 13/20; 4/7; 10/17; 3/5; 4/7; 10/17; 63/100; 11/18; 3/5; 6/10; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 13/4; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 4; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 9/2; 50/11; 17/4; 22/5; 50/11; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-18 18:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 6/10; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 4; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 79/17; 17/4; 22/5; 79/17; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-18 22:15:21 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 6/10; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 4; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 79/17; 17/4; 22/5; 79/17; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-19 02:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 6/10; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 4; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 79/17; 17/4; 22/5; 79/17; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-19 10:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 6/10; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 4; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 79/17; 17/4; 22/5; 79/17; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-19 14:15:21 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 79/17; 17/4; 22/5; 79/17; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-19 18:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 8/13; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 16/5; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 79/17; 17/4; 22/5; 79/17; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-19 22:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 8/13; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 16/5; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 79/17; 17/4; 22/5; 79/17; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-20 02:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 8/13; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 16/5; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 79/17; 17/4; 22/5; 79/17; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-20 10:15:21 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 8/13; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 16/5; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 79/17; 17/4; 22/5; 79/17; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-20 14:15:22 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 17/35; 3/5; 4/7; 17/35; 63/100; 3/5; 3/5; ; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 13/5; 3; 3; 13/5; 13/4; 33/10; 3; ; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 4; 17/4; 22/5; 4; 5; 21/5; 22/5; ; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-20 18:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 23/5; 17/4; 22/5; 23/5; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-20 22:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 23/5; 17/4; 22/5; 23/5; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-21 02:15:19 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 8/13; 4/7; 8/13; 13/20; 4/7; 10/17; 3/5; 4/7; 10/17; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 23/5; 17/4; 22/5; 23/5; 5; 21/5; 22/5; 17/4; 9/2; ; 1/20; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-21 10:15:21 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 6/10; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
Watford; 19/4; 17/4; 17/4; 9/2; 4; 19/4; 21/4; 4; ; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 23/5; 17/4; 22/5; 23/5; 5; 21/5; 22/5; 17/4; 9/2; ; 11/8; ; 
META; english/premier-league/watford-v-liverpool; 2017-06-21 14:15:20 GMT+3; 2017-08-12 15:00; Nothing; Xlenovo
Liverpool; 4/7; 4/7; 8/13; 8/15; 8/13; 11/20; 4/7; 8/13; ; 4/7; 4/7; 6/10; 4/7; 8/13; 13/20; 4/7; 4/7; 3/5; 4/7; 4/7; 63/100; 3/5; 3/5; 8/13; 3/5; ; 1/20; ; 
Draw; 3; 29/10; 3; 14/5; 11/4; 3; 16/5; 14/5; ; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 29/10; 56/19; 3; 3; 56/19; 13/4; 33/10; 3; 3; 3; ; 9/4; ; 
