META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-07 14:25:56 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; ; 15/13; ; 61/50; ; ; ; 23/18; 23/20; 6/5; 23/20; ; 23/20; 6/5; 11/10; 5/4; 5/4; 5/4; 22/19; 23/18; 11/10; 23/20; 11/10; 5/4; ; 10/11; ; 
Guiseley; 12/5; ; 11/5; ; 119/50; ; ; ; 37/19; 11/5; 21/10; 21/10; ; 11/5; 21/10; 21/10; 37/19; 37/19; 37/19; 2; 37/19; 23/10; 23/10; 9/4; 2; ; 13/8; ; 
Draw; 5/2; ; 11/5; ; 129/50; ; ; ; 9/4; 11/5; 9/4; 21/10; ; 43/20; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 12/5; 12/5; 49/20; 12/5; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-07 18:22:54 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; ; 15/13; ; 61/50; 11/10; ; ; 23/18; 23/20; 6/5; 11/10; ; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 22/19; 23/18; 6/5; 6/5; 23/20; 6/5; ; 20/21; ; 
Guiseley; 12/5; ; 11/5; ; 119/50; 11/5; ; ; 37/19; 11/5; 11/5; 11/5; ; 11/5; 21/10; 21/10; 2; 21/10; 2; 2; 37/19; 11/5; 23/10; 11/5; 28/13; ; 19/10; ; 
Draw; 5/2; ; 11/5; ; 129/50; 11/5; ; ; 9/4; 11/5; 9/4; 21/10; ; 43/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 23/10; 49/20; 12/5; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-07 22:23:30 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; ; 15/13; ; 61/50; 11/10; ; ; 23/18; 23/20; 6/5; 11/10; ; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 22/19; 23/18; 6/5; 6/5; 23/20; 6/5; ; 20/21; ; 
Guiseley; 12/5; ; 11/5; ; 119/50; 11/5; ; ; 37/19; 11/5; 11/5; 11/5; ; 11/5; 21/10; 21/10; 2; 21/10; 2; 2; 37/19; 11/5; 23/10; 11/5; 28/13; ; 19/10; ; 
Draw; 5/2; ; 11/5; ; 129/50; 11/5; ; ; 9/4; 11/5; 9/4; 21/10; ; 43/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 23/10; 49/20; 12/5; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-08 02:23:20 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; ; 15/13; ; 61/50; 11/10; ; ; 23/18; 23/20; 6/5; 11/10; ; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 22/19; 23/18; 6/5; 5/4; 23/20; 6/5; ; 20/21; ; 
Guiseley; 12/5; ; 11/5; ; 119/50; 11/5; ; ; 37/19; 11/5; 11/5; 11/5; ; 11/5; 21/10; 21/10; 2; 21/10; 2; 2; 37/19; 11/5; 9/4; 11/5; 28/13; ; 19/10; ; 
Draw; 5/2; ; 11/5; ; 129/50; 11/5; ; ; 9/4; 11/5; 9/4; 21/10; ; 43/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 23/10; 49/20; 12/5; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-08 10:22:19 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; ; 15/13; ; 61/50; 11/10; ; ; 8/7; 23/20; 23/20; 23/20; ; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 22/19; 8/7; 6/5; 23/20; 23/20; 15/13; ; 20/21; ; 
Guiseley; 12/5; ; 11/5; ; 119/50; 11/5; ; ; 11/5; 11/5; 9/4; 21/10; ; 11/5; 21/10; 21/10; 2; 28/13; 2; 2; 11/5; 11/5; 23/10; 11/5; 11/5; ; 19/10; ; 
Draw; 5/2; ; 11/5; ; 129/50; 11/5; ; ; 9/4; 11/5; 9/4; 21/10; ; 43/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 49/20; 12/5; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-08 14:24:14 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; 11/10; 15/13; ; 127/100; 11/10; 11/10; ; 8/7; 23/20; 23/20; 11/10; ; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 22/19; 8/7; 5/4; 23/20; 6/5; 6/5; ; 23/20; ; 
Guiseley; 12/5; 12/5; 11/5; ; 58/25; 11/5; 11/5; ; 11/5; 11/5; 12/5; 21/10; ; 43/20; 21/10; 21/10; 2; 28/13; 2; 28/13; 11/5; 11/5; 23/10; 11/5; 28/13; ; ; ; 
Draw; 5/2; 5/2; 11/5; ; 63/25; 9/4; 23/10; ; 9/4; 11/5; 23/10; 11/5; ; 11/5; 12/5; 9/4; 23/10; 40/17; 23/10; 27/11; 9/4; 23/10; 12/5; 47/20; 40/17; ; 9/4; ; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-08 18:24:35 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; 11/10; 15/13; 23/20; 127/100; 11/10; 11/10; ; 8/7; 23/20; 23/20; 11/10; ; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 22/19; 8/7; 5/4; 23/20; 6/5; 6/5; ; 23/20; 10/9; 
Guiseley; 12/5; 12/5; 11/5; 11/5; 58/25; 11/5; 11/5; ; 11/5; 11/5; 12/5; 21/10; ; 11/5; 21/10; 21/10; 2; 28/13; 2; 28/13; 11/5; 11/5; 23/10; 11/5; 28/13; ; ; 9/5; 
Draw; 5/2; 5/2; 11/5; 11/5; 63/25; 9/4; 23/10; ; 9/4; 11/5; 23/10; 11/5; ; 11/5; 12/5; 9/4; 23/10; 40/17; 23/10; 27/11; 9/4; 23/10; 12/5; 47/20; 40/17; ; 21/10; 2; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-08 22:23:24 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; 11/10; 15/13; 23/20; 127/100; 11/10; 6/5; ; 8/7; 23/20; 23/20; 11/10; ; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 22/19; 8/7; 5/4; 23/20; 6/5; 6/5; ; 23/20; 10/9; 
Guiseley; 12/5; 12/5; 11/5; 11/5; 58/25; 11/5; 9/4; ; 11/5; 11/5; 12/5; 21/10; ; 11/5; 21/10; 21/10; 2; 28/13; 2; 28/13; 11/5; 11/5; 23/10; 11/5; 28/13; ; 2; 9/5; 
Draw; 5/2; 5/2; 11/5; 11/5; 63/25; 9/4; 12/5; ; 9/4; 11/5; 23/10; 11/5; ; 11/5; 12/5; 9/4; 23/10; 40/17; 23/10; 27/11; 9/4; 23/10; 12/5; 47/20; 40/17; ; 9/4; 2; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-09 02:22:34 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; 23/20; 15/13; 23/20; 127/100; 11/10; 6/5; ; 8/7; 23/20; 23/20; 11/10; ; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 22/19; 8/7; 5/4; 23/20; 6/5; 6/5; ; 21/20; ; 
Guiseley; 12/5; 9/4; 11/5; 11/5; 58/25; 11/5; 9/4; ; 11/5; 11/5; 12/5; 21/10; ; 11/5; 21/10; 21/10; 2; 28/13; 2; 28/13; 11/5; 11/5; 23/10; 11/5; 28/13; ; 21/10; ; 
Draw; 5/2; 5/2; 11/5; 11/5; 63/25; 9/4; 12/5; ; 9/4; 11/5; 23/10; 11/5; ; 11/5; 12/5; 9/4; 23/10; 40/17; 23/10; 27/11; 9/4; 23/10; 12/5; 47/20; 40/17; ; 11/5; ; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-09 10:22:54 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; 23/20; 6/5; 23/20; 32/25; 11/10; 6/5; ; 6/5; 6/5; 23/20; 11/10; ; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 22/19; 6/5; 5/4; 23/20; 6/5; 6/5; ; 23/20; 23/20; 
Guiseley; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; 11/5; 11/5; 21/10; ; 11/5; 21/10; 21/10; 2; 21/10; 2; 28/13; 21/10; 11/5; 23/10; 11/5; 28/13; ; 23/10; 2; 
Draw; 5/2; 5/2; 11/5; 11/5; 63/25; 23/10; 12/5; ; 9/4; 11/5; 23/10; 11/5; ; 11/5; 12/5; 9/4; 23/10; 40/17; 23/10; 27/11; 9/4; 23/10; 12/5; 47/20; 40/17; ; 9/4; 21/10; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-09 14:22:45 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; 11/10; 23/20; 6/5; 23/20; 129/100; 11/10; 6/5; ; 6/5; 6/5; 23/20; 23/20; ; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 17/14; 6/5; 6/5; 6/5; 6/5; 6/5; ; 23/20; 6/5; 
Guiseley; 12/5; 9/4; 11/5; 11/5; 117/50; 11/5; 9/4; ; 21/10; 11/5; 11/5; 11/5; ; 43/20; 11/5; 21/10; 2; 28/13; 2; 39/19; 21/10; 9/4; 23/10; 11/5; 28/13; ; 23/10; 23/10; 
Draw; 5/2; 5/2; 21/10; 11/5; 49/20; 9/4; 23/10; ; 9/4; 21/10; 23/10; 2; ; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 27/11; 9/4; 23/10; 23/10; 47/20; 40/17; ; 11/5; 9/4; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-01-09 18:22:35 GMT+2; 2018-01-09 19:45; Nothing; Xlenovo
Gateshead; ; ; 6/5; ; ; ; 6/5; ; 6/5; 6/5; ; ; ; ; ; ; 6/5; 6/5; 6/5; ; 6/5; ; ; 23/20; 6/5; ; 23/20; ; 
Guiseley; ; ; 21/10; ; ; ; 9/4; ; 21/10; 21/10; ; ; ; ; ; ; 2; 28/13; 2; ; 21/10; ; ; 11/5; 28/13; ; 23/10; ; 
Draw; ; ; 21/10; ; ; ; 23/10; ; 9/4; 21/10; ; ; ; ; ; ; 23/10; 23/10; 23/10; ; 9/4; ; ; 12/5; 23/10; ; 9/4; ; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-02-10 22:20:37 GMT+2; 2018-02-13 19:45; Nothing; Xlenovo
Gateshead; 5/4; 11/8; ; 6/5; ; ; ; ; ; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; 13/10; 5/4; ; ; 5/6; ; 
Guiseley; 19/10; 19/10; 2; 21/10; 52/25; 15/8; ; ; 9/5; 2; 2; 19/10; ; 39/20; 2; 19/10; 37/19; 37/19; 29/16; 9/5; 2; 2; 19/10; 37/19; ; 21/10; 2; 
Draw; 5/2; 12/5; 21/10; 23/10; 13/5; 11/5; ; ; 11/5; 21/10; 9/4; 2; ; 21/10; 23/10; 11/5; 23/10; 9/4; 27/11; 11/5; 23/10; 23/10; 23/10; 23/10; ; 11/5; 9/4; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-02-13 18:22:15 GMT+2; 2018-02-13 19:45; Nothing; Xlenovo
Gateshead; 13/10; 13/10; 13/10; 13/10; 34/25; 5/4; ; ; 4/3; 13/10; 13/10; 5/4; ; 13/10; 13/10; 5/4; 13/10; 5/4; 4/3; 4/3; 13/10; 11/8; 11/8; 13/10; ; 5/4; 13/10; 
Guiseley; 21/10; 2; 2; 21/10; 85/40; 15/8; ; ; 24/13; 2; 2; 19/10; ; 39/20; 2; 2; 2; 37/19; 35/19; 24/13; 2; 2; 19/10; 2; ; 2; 2; 
Draw; 23/10; 23/10; 21/10; 23/10; 127/50; 11/5; ; ; 9/4; 21/10; 9/4; 21/10; ; 21/10; 23/10; 21/10; 9/4; 9/4; 27/11; 9/4; 23/10; 23/10; 23/10; 9/4; ; 9/4; 23/10; 
META; english/non-league/national-league/guiseley-v-gateshead; 2018-02-13 22:22:07 GMT+2; 2018-02-13 19:45; In Play; Xlenovo
Gateshead; 4/9; 4/11; 2/5; 4/11; 21/50; ; ; ; ; 2/5; 2/5; 2/5; ; ; 2/5; 4/11; 7/19; 10/29; 7/18; ; ; 2/5; ; 2/5; ; ; ; 
Draw; 10/3; 7/2; 16/5; 16/5; 73/20; ; ; ; ; 16/5; 10/3; 3; ; ; 3; 10/3; 13/4; 31/10; 41/13; ; ; 33/10; ; 41/13; ; ; ; 
Guiseley; 8; 8; 7; 15/2; 34/5; ; ; ; ; 13/2; 8; 6; ; ; 13/2; 15/2; 7; 29/4; 6; ; ; 13/2; ; 25/4; ; ; ; 
