META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-20 22:22:27 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-21 02:22:10 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-21 10:22:26 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-21 14:23:00 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 11/10; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; 21/10; 23/10; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-21 18:22:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 11/10; ; ; ; ; 11/10; ; ; ; 23/20; 11/10; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; ; 
Woking; 21/10; 23/10; ; ; ; ; 21/10; ; ; ; 11/5; 21/10; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; ; 23/10; 9/4; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-21 22:21:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 11/10; ; ; ; ; 11/10; ; ; ; 23/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; 23/20; 23/20; ; ; ; 
Woking; 21/10; 23/10; ; ; ; ; 21/10; ; ; ; 11/5; 2; ; ; ; 21/10; ; ; ; ; ; ; 23/10; 21/10; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 23/10; ; ; ; 23/10; 9/4; ; ; ; 23/10; ; ; ; ; ; ; 5/2; 5/2; ; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-22 02:21:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 11/10; ; ; ; 11/10; 11/10; ; ; ; 23/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; 23/20; 23/20; ; ; ; 
Woking; 21/10; 23/10; ; ; ; 11/5; 21/10; ; ; ; 11/5; 2; ; ; ; 21/10; ; ; ; ; ; ; 23/10; 21/10; ; ; ; 
Draw; 5/2; 23/10; ; ; ; 9/4; 23/10; ; ; ; 23/10; 9/4; ; ; ; 23/10; ; ; ; ; ; ; 5/2; 5/2; ; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-22 10:22:18 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 11/10; ; ; ; 23/20; 6/5; ; ; ; 6/5; 23/20; ; ; ; 11/10; 11/10; 6/5; 11/10; ; ; ; ; 5/4; 6/5; ; ; 
Woking; 21/10; 23/10; ; ; ; 21/10; 21/10; ; ; ; 21/10; 21/10; ; ; ; 2; 9/4; 37/19; 9/4; ; ; ; ; 21/10; 37/19; ; ; 
Draw; 5/2; 23/10; ; ; ; 11/5; 23/10; ; ; ; 9/4; 11/5; ; ; ; 9/4; 23/10; 23/10; 23/10; ; ; ; ; 23/10; 23/10; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-22 14:22:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 21/20; 6/5; ; ; 29/25; 11/10; 11/10; ; ; ; 11/10; 21/20; ; 11/10; 23/20; 21/20; 11/10; 1; 11/10; 15/14; ; ; 11/10; 11/10; 6/5; ; ; 
Woking; 23/10; 9/4; ; ; 119/ 50; 2; 11/5; ; ; ; 11/5; 21/10; ; 11/5; 11/5; 21/10; 9/4; 11/5; 9/4; 2; ; ; 12/5; 23/10; 37/19; ; ; 
Draw; 13/5; 23/10; ; ; 137/ 50; 23/10; 12/5; ; ; ; 12/5; 12/5; ; 47/20; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; ; ; 5/2; 5/2; 40/17; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-22 18:22:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 21/20; 6/5; ; ; 29/25; 21/20; 21/20; ; 21/20; ; 11/10; 21/20; ; 11/10; 23/20; 21/20; 11/10; 21/20; 11/10; 15/14; 21/20; ; 11/10; 11/10; 21/20; ; ; 
Woking; 23/10; 9/4; ; ; 119/ 50; 11/5; 11/5; ; 9/4; ; 9/4; 21/10; ; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 28/13; 9/4; ; 23/10; 23/10; 11/5; ; ; 
Draw; 13/5; 12/5; ; ; 137/ 50; 12/5; 12/5; ; 12/5; ; 12/5; 12/5; ; 47/20; 12/5; 12/5; 23/10; 27/11; 23/10; 45/17; 12/5; ; 13/5; 5/2; 27/11; ; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-22 22:22:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 21/20; 6/5; ; ; 29/25; 11/10; 11/10; ; 21/20; ; 23/20; 21/20; ; 11/10; 23/20; 21/20; 11/10; 21/20; 11/10; 15/14; 21/20; ; 11/10; 11/10; 21/20; 20/21; ; 
Woking; 23/10; 9/4; ; ; 119/ 50; 21/10; 11/5; ; 9/4; ; 21/10; 21/10; ; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 28/13; 9/4; ; 23/10; 23/10; 9/4; 15/8; ; 
Draw; 13/5; 12/5; ; ; 137/ 50; 12/5; 12/5; ; 12/5; ; 12/5; 12/5; ; 47/20; 12/5; 12/5; 23/10; 27/11; 23/10; 45/17; 12/5; ; 13/5; 5/2; 5/2; 9/4; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-23 02:21:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 21/20; 6/5; ; ; 29/25; 11/10; 11/10; ; 21/20; ; 23/20; 21/20; ; 11/10; 23/20; 21/20; 11/10; 21/20; 11/10; 15/14; 21/20; ; 11/10; 11/10; 21/20; 20/21; ; 
Woking; 23/10; 9/4; ; ; 119/ 50; 21/10; 11/5; ; 9/4; ; 21/10; 21/10; ; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 28/13; 9/4; ; 23/10; 23/10; 9/4; 15/8; ; 
Draw; 13/5; 12/5; ; ; 137/ 50; 12/5; 12/5; ; 12/5; ; 12/5; 12/5; ; 47/20; 12/5; 12/5; 23/10; 27/11; 23/10; 45/17; 12/5; ; 13/5; 5/2; 5/2; 11/5; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-23 10:22:03 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 21/20; 6/5; ; ; 29/25; 11/10; 11/10; ; 21/20; ; 23/20; 21/20; ; 11/10; 23/20; 21/20; 11/10; 21/20; 11/10; 15/14; 21/20; ; 11/10; 11/10; 21/20; 20/21; ; 
Woking; 23/10; 9/4; ; ; 119/ 50; 21/10; 11/5; ; 9/4; ; 21/10; 21/10; ; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 28/13; 9/4; ; 23/10; 23/10; 9/4; 15/8; ; 
Draw; 13/5; 12/5; ; ; 137/ 50; 12/5; 12/5; ; 12/5; ; 12/5; 12/5; ; 47/20; 12/5; 12/5; 23/10; 27/11; 23/10; 45/17; 12/5; ; 13/5; 5/2; 5/2; 11/5; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-23 14:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 21/20; 6/5; 11/10; ; 29/25; 11/10; 11/10; ; 21/20; 11/10; 23/20; 21/20; ; 11/10; 23/20; 21/20; 11/10; 21/20; 11/10; 15/14; 21/20; ; 11/10; 11/10; 21/20; 20/21; ; 
Woking; 23/10; 9/4; 9/4; ; 119/ 50; 21/10; 11/5; ; 9/4; 9/4; 21/10; 21/10; ; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 28/13; 9/4; ; 23/10; 23/10; 9/4; 15/8; ; 
Draw; 13/5; 12/5; 23/10; ; 137/ 50; 12/5; 12/5; ; 12/5; 23/10; 12/5; 12/5; ; 47/20; 12/5; 12/5; 23/10; 27/11; 23/10; 45/17; 12/5; ; 13/5; 5/2; 5/2; 11/5; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-23 18:22:30 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 21/20; 6/5; 11/10; ; 29/25; 11/10; 11/10; ; 21/20; 11/10; 23/20; 21/20; ; 11/10; 23/20; 21/20; 11/10; 21/20; 11/10; 15/14; 21/20; ; 11/10; 11/10; 21/20; 20/21; ; 
Woking; 23/10; 9/4; 9/4; ; 119/ 50; 21/10; 11/5; ; 9/4; 9/4; 21/10; 21/10; ; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 28/13; 9/4; ; 23/10; 23/10; 9/4; 15/8; ; 
Draw; 13/5; 12/5; 23/10; ; 137/ 50; 12/5; 12/5; ; 12/5; 23/10; 12/5; 12/5; ; 47/20; 12/5; 12/5; 23/10; 27/11; 23/10; 45/17; 12/5; ; 13/5; 5/2; 5/2; 11/5; ; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-23 22:22:29 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 19/20; 10/11; ; 101/ 100; 19/20; 20/21; ; 21/20; 10/11; 1; 10/11; ; 10/11; 19/20; 10/11; 11/10; 19/20; 11/10; 15/16; 21/20; ; 37/40; 19/20; 19/20; ; 5/6; ; 
Draw; 13/5; 11/4; 5/2; 5/2; 67/25; 5/2; 5/2; ; 27/11; 5/2; 5/2; 12/5; ; 5/2; 13/5; 12/5; 23/10; 5/2; 23/10; 11/4; 27/11; ; 27/10; 53/20; 28/11; ; 12/5; 11/5; 
Woking; 14/5; 14/5; 11/4; 13/5; 31/10; 27/10; 11/4; ; 27/10; 11/4; 11/4; 11/4; ; 29/10; 11/4; 13/5; 11/4; 27/10; 11/4; 5/2; 27/10; ; 29/10; 57/20; 11/4; ; 14/5; 5/2; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-26 14:22:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 17/20; 13/15; 5/6; 24/25; 17/20; 10/11; ; 9/10; 20/23; 17/20; 5/6; ; 5/6; 10/11; 17/20; 10/11; 10/11; 10/11; 15/16; 9/10; ; 20/23; 17/20; 10/11; ; 5/6; 4/5; 
Draw; 13/5; 11/4; 5/2; 11/4; 67/25; 5/2; 5/2; ; 27/11; 5/2; 13/5; 12/5; ; 5/2; 13/5; 5/2; 23/10; 5/2; 23/10; 11/4; 27/11; ; 27/10; 53/20; 28/11; ; 12/5; 11/5; 
Woking; 14/5; 14/5; 11/4; 3; 31/10; 27/10; 11/4; ; 27/10; 11/4; 11/4; 11/4; ; 29/10; 11/4; 13/5; 11/4; 27/10; 11/4; 5/2; 27/10; ; 29/10; 57/20; 11/4; ; 14/5; 5/2; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-26 18:22:30 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 17/20; 13/15; 5/6; 20/21; 17/20; 10/11; ; 9/10; 20/23; 17/20; 5/6; ; 5/6; 10/11; 5/6; 10/11; 10/11; 10/11; 15/16; 9/10; ; 20/23; 17/20; 10/11; ; 5/6; 4/5; 
Draw; 13/5; 14/5; 5/2; 11/4; 68/25; 5/2; 5/2; ; 27/11; 5/2; 13/5; 12/5; ; 5/2; 13/5; 5/2; 23/10; 28/11; 23/10; 11/4; 27/11; ; 27/10; 53/20; 28/11; ; 12/5; 11/5; 
Woking; 14/5; 14/5; 11/4; 3; 31/10; 27/10; 11/4; ; 27/10; 11/4; 11/4; 11/4; ; 29/10; 11/4; 13/5; 11/4; 27/10; 11/4; 5/2; 27/10; ; 29/10; 57/20; 11/4; ; 14/5; 5/2; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-26 22:22:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 17/20; 13/15; 5/6; 20/21; 17/20; 9/10; ; 9/10; 20/23; 17/20; 5/6; ; 5/6; 10/11; 5/6; 10/11; 10/11; 10/11; 15/16; 9/10; ; 20/23; 17/20; 10/11; ; 5/6; 4/5; 
Draw; 13/5; 14/5; 5/2; 11/4; 68/25; 5/2; 13/5; ; 27/11; 5/2; 13/5; 12/5; ; 5/2; 13/5; 5/2; 23/10; 28/11; 23/10; 11/4; 27/11; ; 27/10; 53/20; 28/11; ; 12/5; 11/5; 
Woking; 14/5; 14/5; 11/4; 3; 31/10; 27/10; 14/5; ; 27/10; 11/4; 11/4; 11/4; ; 29/10; 11/4; 13/5; 11/4; 27/10; 11/4; 5/2; 27/10; ; 29/10; 57/20; 11/4; ; 14/5; 5/2; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-27 02:22:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 17/20; 13/15; 5/6; 20/21; 17/20; 9/10; ; 9/10; 20/23; 10/11; 5/6; ; 5/6; 10/11; 17/20; 10/11; 10/11; 10/11; 15/16; 9/10; ; 20/23; 17/20; 10/11; ; 5/6; 4/5; 
Draw; 13/5; 14/5; 5/2; 11/4; 68/25; 5/2; 13/5; ; 27/11; 5/2; 5/2; 12/5; ; 5/2; 13/5; 5/2; 23/10; 28/11; 23/10; 11/4; 27/11; ; 27/10; 53/20; 28/11; ; 12/5; 11/5; 
Woking; 14/5; 14/5; 11/4; 3; 31/10; 29/10; 14/5; ; 27/10; 11/4; 14/5; 11/4; ; 29/10; 11/4; 13/5; 11/4; 27/10; 11/4; 5/2; 27/10; ; 29/10; 57/20; 11/4; ; 3; 5/2; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-27 10:24:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 19/20; 10/11; 19/20; 99/ 100; 17/20; 20/21; ; 9/10; 10/11; 17/20; 20/23; ; 10/11; 19/20; 10/11; 10/11; 19/20; 10/11; 19/20; 9/10; ; 37/40; 9/10; 19/20; ; 10/11; 5/6; 
Draw; 13/5; 14/5; 13/5; 14/5; 137/ 50; 13/5; 13/5; ; 27/11; 13/5; 5/2; 5/2; ; 5/2; 13/5; ; 23/10; 13/5; 23/10; 11/4; 27/11; ; 14/5; 27/10; 13/5; ; 13/5; 9/4; 
Woking; 14/5; 5/2; 5/2; 5/2; 73/25; 27/10; 13/5; ; 27/10; 5/2; 29/10; 12/5; ; 5/2; 13/5; 5/2; 11/4; 13/5; 11/4; 27/11; 27/10; ; 13/5; 53/20; 13/5; ; 11/4; 9/4; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-27 14:24:20 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
AFC Fylde; 17/20; 10/11; 10/11; 19/20; 23/25; 20/23; 10/11; ; 9/10; 10/11; 10/11; 20/23; ; 9/10; 19/20; 17/20; 10/11; ; 10/11; 13/14; 9/10; ; 9/10; 9/10; 10/11; ; 20/21; 10/11; 
Draw; 14/5; 14/5; 5/2; 14/5; 73/25; 13/5; 13/5; ; 27/11; 5/2; 13/5; 5/2; ; 5/2; 13/5; 13/5; 23/10; 13/5; 23/10; 37/13; 27/11; ; 11/4; 27/10; 45/17; ; 27/10; 5/2; 
Woking; 11/4; 13/5; 13/5; 5/2; 3; 5/2; 13/5; ; 27/10; 13/5; 13/5; 5/2; ; 13/5; 13/5; 5/2; 11/4; ; 11/4; 27/11; 27/10; ; 11/4; 53/20; 27/10; ; 14/5; 11/4; 
META; english/non-league/national-league/woking-v-afc-fylde; 2018-01-27 18:23:20 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Draw; 5/2; 5/2; 7/5; 12/5; 9/5; ; ; ; 21/10; 7/5; 13/8; 11/8; ; ; 6/4; 12/5; ; 17/11; ; 9/4; ; ; ; ; ; ; ; ; 
Woking; 8/13; 4/7; 16/5; 4/7; 139/ 50; ; ; ; 14/19; 16/5; 3; 1/2; ; ; 11/4; 4/7; ; 29/10; ; 11/17; ; ; ; ; ; ; ; ; 
AFC Fylde; 5; 13/2; 23/17; 5; 27/20; ; ; ; 17/4; 13/10; 11/8; 11/2; ; ; 13/10; 11/2; ; 5/4; ; 22/5; ; ; ; ; ; ; ; ; 
