META; english/non-league/national-league/sutton-v-chester; 2018-03-18 02:21:43 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5
Draw; 7/2
Chester; 6
META; english/non-league/national-league/sutton-v-chester; 2018-03-18 10:22:10 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5
Draw; 7/2
Chester; 6
META; english/non-league/national-league/sutton-v-chester; 2018-03-18 14:22:52 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5
Draw; 7/2
Chester; 6
META; english/non-league/national-league/sutton-v-chester; 2018-03-18 18:22:59 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/9; 2/5; 53/00; 4/9; 2/5; 4/9; 1/3
Draw; 3; 7/2; 10/3; 16/5; 7/2; 16/5; 24/5
Chester; 11/2; 6; 61/10; 6; 7; 13/2; 24/5
META; english/non-league/national-league/sutton-v-chester; 2018-03-19 02:34:29 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/9; 2/5; 53/00; 4/9; 4/9; 4/9; 2/5; 4/9; 1/3
Draw; 3; 7/2; 10/3; 16/5; 3; 7/2; 16/5; 24/5; 
Chester; 11/2; 6; 61/10; 6; 11/2; 13/2; 13/2; 24/5; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-19 10:34:35 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/9; 2/5; 53/00; 4/9; 4/9; 4/9; 3/7; 5/11; 4/9; 4/9; 3/7; 2/5
Draw; 3; 7/2; 10/3; 16/5; 3; 31/10; 3; 7/2; 16/5; 31/10; 10/3; 
Chester; 11/2; 6; 61/10; 6; 11/2; 11/2; 23/4; 6; 13/2; 61/11; 5; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-19 14:34:46 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/9; 2/5; 53/00; 4/9; 5/11; 4/9; 2/5; 4/9; 4/9; 3/7; 5/11; 5/11; 2/5; 4/9; 3/7; 2/5
Draw; 3; 7/2; 10/3; 31/10; 16/5; 16/5; 16/5; 3; 31/10; 3; 31/10; 7/2; 16/5; 31/10; 10/3; 
Chester; 11/2; 6; 61/10; 11/2; 21/4; 6; 11/2; 11/2; 11/2; 11/2; 23/4; 21/4; 13/2; 13/2; 61/11; 5
META; english/non-league/national-league/sutton-v-chester; 2018-03-19 18:34:47 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/9; 4/9; 53/00; 4/9; 5/11; 4/9; 2/5; 4/9; 4/9; 3/7; 5/11; 5/11; 2/5; 4/9; 3/7; 4/11; 2/5
Draw; 3; 18/5; 10/3; 31/10; 16/5; 16/5; 31/10; 3; 31/10; 3; 31/10; 18/5; 16/5; 31/10; 13/5; 10/3; 
Chester; 11/2; 11/2; 61/10; 11/2; 21/4; 6; 11/2; 11/2; 11/2; 11/2; 23/4; 21/4; 13/2; 13/2; 61/11; 2/11; 5
META; english/non-league/national-league/sutton-v-chester; 2018-03-19 22:34:47 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/9; 4/9; 53/00; 4/9; 5/11; 2/5; 2/5; 4/9; 4/9; 3/7; 5/11; 5/11; 2/5; 4/9; 3/7; 1/3; 1/3
Draw; 3; 18/5; 10/3; 31/10; 10/3; 3; 31/10; 3; 31/10; 3; 31/10; 18/5; 16/5; 31/10; 3; 1/8; 
Chester; 11/2; 11/2; 61/10; 11/2; 21/4; 6; 11/2; 11/2; 11/2; 11/2; 23/4; 21/4; 13/2; 13/2; 61/11; 4; 1/12
META; english/non-league/national-league/sutton-v-chester; 2018-03-20 02:34:51 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/9; 4/9; 53/00; 4/11; 4/9; 5/11; 4/9; 2/5; 4/9; 4/9; 3/7; 5/11; 5/11; 2/5; 4/9; 3/7; 1/3; 1/3
Draw; 3; 18/5; 10/3; 16/5; 31/10; 16/5; 3; 31/10; 3; 31/10; 3; 31/10; 18/5; 16/5; 31/10; 23/10; 2/11; 
Chester; 11/2; 11/2; 61/10; 11/2; 11/2; 21/4; 6; 11/2; 11/2; 11/2; 11/2; 23/4; 21/4; 13/2; 13/2; 61/11; 4; 2/13
META; english/non-league/national-league/sutton-v-chester; 2018-03-20 10:35:00 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/9; 4/9; 53/00; 4/9; 5/11; 4/9; 2/5; 4/9; 4/9; 3/7; 5/11; 5/11; 2/5; 4/9; 3/7; 4/11; 1/2
Draw; 3; 18/5; 10/3; 31/10; 16/5; 3; 31/10; 3; 31/10; 3; 31/10; 18/5; 16/5; 31/10; 23/10; 3; 
Chester; 11/2; 11/2; 61/10; 11/2; 21/4; 6; 11/2; 11/2; 11/2; 11/2; 23/4; 21/4; 13/2; 13/2; 61/11; 4; 29/5
META; english/non-league/national-league/sutton-v-chester; 2018-03-20 14:34:51 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/11; 4/9; 4/11; 43/00; 1/3; 4/11; 6/17; 4/11; 4/11; 4/11; 7/20; 4/11; 4/11; 3/7; 2/5; 10/29; 6/17; 4/11; 4/11; 3/7; 4/11; 2/5
Draw; 10/3; 18/5; 18/5; 19/5; 7/2; 7/2; 57/17; 18/5; 7/2; 16/5; 7/2; 15/4; 10/3; 31/10; 16/5; 15/4; 57/17; 15/4; 15/4; 31/10; 11/4; 7/2
Chester; 13/2; 11/2; 7; 15/2; 6; 13/2; 7; 7; 13/2; 7; 13/2; 11/2; 13/2; 59/10; 7; 15/2; 7; 61/11; 1/5; 36/5; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-20 18:34:58 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/11; 2/5; 2/5; 9/20; 1/3; 4/11; 6/17; 2/5; 4/11; 4/11; 2/5; 2/5; 4/11; 7/19; 2/5; 7/19; 6/17; 4/11; 2/5; 3/8; 4/11; 1/3; 4/9
Draw; 10/3; 19/5; 17/5; 19/5; 7/2; 7/2; 57/17; 17/5; 7/2; 3; 10/3; 7/2; 10/3; 57/17; 16/5; 62/17; 57/17; 19/5; 7/2; 17/5; 7/2; 3; 7/2
Chester; 13/2; 13/2; 13/2; 34/5; 6; 13/2; 7; 13/2; 7; 6; 13/2; 6; 27/4; 13/2; 11/2; 7; 13/2; 27/4; 33/5; 26/5; 33/5; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-20 22:34:54 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/11; 2/5; 4/11; 2/5; 4/9; 1/3; 4/11; 6/17; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 2/5; 7/19; 6/17; 4/11; 2/5; 7/19; 4/11; 1/3; 2/5
Chester; 7; 7; 39/5; 13/2; 7; 7; 13/2; 7; 15/2; 13/2; 7; 27/4; 57/10; 7; 15/2; 7; 29/4; 28/5; 28/5; 8; ; ; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-22 18:34:51 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5; 2/5; 2/5; 2/5; 43/00; 1/3; 4/11; 6/17; 2/5; 4/11; 4/11; 4/11; 4/9; 4/11; 4/11; 2/5; 2/5; 6/17; 4/11; 4/11; 4/11; 4/11; 1/3; 2/5
Draw; 7/2; 18/5; 10/3; 10/3; 37/10; 7/2; 7/2; 57/17; 10/3; 10/3; 3; 16/5; 7/2; 16/5; 7/2; 3; 62/17; 57/17; 18/5; 7/2; 39/11; 3; 7/2; 
Chester; 7; 7; 39/5; 13/2; 7; 7; 13/2; 7; 13/2; 15/2; 27/4; 61/10; 7; 15/2; 7; 29/4; 7; 36/5; 8; ; ; ; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-22 22:34:50 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5; 2/5; 2/5; 4/11; 21/50; 1/3; 7/20; 6/17; 2/5; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 2/5; 2/5; 6/17; 4/11; 4/11; 4/11; 2/5; 2/5; 2/5
Draw; 7/2; 18/5; 10/3; 10/3; 15/4; 7/2; 7/2; 57/17; 10/3; 7/2; 3; 16/5; 15/4; 16/5; 7/2; 3; 62/17; 57/17; 19/5; 7/2; 7/2; 10/3; 7/2; 7/2
Chester; 7; 7; 8; 13/2; 15/2; 7; 7; 13/2; 7; 15/2; 7; 31/4; 27/4; 61/10; 7; 7; 31/4; 39/5; 41/5; 8; ; ; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-23 02:34:40 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5; 2/5; 2/5; 4/11; 21/50; 1/3; 7/20; 6/17; 2/5; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 2/5; 2/5; 6/17; 4/11; 4/11; 7/19; 2/5; 2/5; 2/5
Draw; 7/2; 18/5; 10/3; 10/3; 15/4; 7/2; 7/2; 57/17; 10/3; 7/2; 3; 16/5; 15/4; 16/5; 7/2; 3; 62/17; 57/17; 19/5; 7/2; 7/2; 10/3; 7/2; 7/2
Chester; 7; 7; 8; 13/2; 15/2; 7; 7; 13/2; 7; 15/2; 7; 31/4; 27/4; 61/10; 7; 7; 15/2; 39/5; 41/5; 8; ; ; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-23 10:34:49 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5; 2/5; 2/5; 4/11; 21/50; 1/3; 7/20; 6/17; 2/5; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 2/5; 2/5; 6/17; 4/11; 4/11; 4/11; 4/11; 4/11; 2/5
Draw; 7/2; 18/5; 10/3; 10/3; 15/4; 7/2; 7/2; 57/17; 10/3; 7/2; 3; 16/5; 15/4; 16/5; 7/2; 3; 62/17; 57/17; 18/5; 7/2; 7/2; 7/2; 7/2; 7/2
Chester; 7; 7; 8; 13/2; 15/2; 7; 7; 7; 15/2; 7; 31/4; 27/4; 61/10; 7; 15/2; 7; 31/4; 8; 42/5; 8; ; ; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-23 14:34:49 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5; 2/5; 2/5; 2/5; 21/50; 3/10; 7/20; 6/17; 2/5; 4/11; 4/11; 4/11; 2/5; 4/11; 6/17; 2/5; 2/5; 6/17; 4/11; 4/11; 4/11; 4/11; 4/11; 2/5
Draw; 7/2; 18/5; 10/3; 7/2; 15/4; 7/2; 7/2; 57/17; 10/3; 7/2; 3; 16/5; 15/4; 16/5; 7/2; 3; 62/17; 57/17; 18/5; 7/2; 39/11; 7/2; 7/2; 7/2
Chester; 7; 7; 8; 15/2; 7; 7; 7; 15/2; 13/2; 31/4; 27/4; 61/10; 7; 15/2; 7; 31/4; 8; 42/5; 8; ; ; ; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-23 18:34:55 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5; 2/5; 2/5; 2/5; 21/50; 1/3; 4/11; 6/17; 2/5; 4/11; 4/11; 4/11; 4/9; 4/11; 4/11; 2/5; 2/5; 6/17; 4/11; 4/11; 4/11; 4/11; 2/5; 2/5
Draw; 7/2; 18/5; 10/3; 7/2; 15/4; 7/2; 7/2; 57/17; 10/3; 7/2; 3; 16/5; 7/2; 16/5; 7/2; 3; 62/17; 57/17; 19/5; 7/2; 39/11; 10/3; 7/2; 7/2
Chester; 7; 7; 8; 13/2; 15/2; 7; 7; 7; 13/2; 31/4; 27/4; 61/10; 7; 7; 31/4; 39/5; 41/5; 8; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-23 22:34:45 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 2/5; 2/5; 2/5; 2/5; 21/50; 1/3; 4/11; 6/17; 2/5; 4/11; 4/11; 4/11; 4/9; 4/11; 4/11; 2/5; 2/5; 6/17; 4/11; 4/11; 4/11; 4/11; 2/5; 2/5
Draw; 7/2; 18/5; 10/3; 7/2; 15/4; 7/2; 7/2; 57/17; 10/3; 7/2; 3; 16/5; 7/2; 16/5; 7/2; 3; 62/17; 57/17; 19/5; 7/2; 39/11; 7/2; 7/2; 7/2
Chester; 7; 7; 8; 13/2; 15/2; 7; 7; 7; 13/2; 31/4; 27/4; 61/10; 7; 7; 31/4; 39/5; 41/5; 8; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-24 02:34:34 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/11; 4/11; 1/3; 4/11; 7/20; 3/10; 1/3; 6/17; 1/3; 1/3; 3/10; 1/3; 7/20; 1/3; 3/10; 1/3; 4/11; 6/17; 4/11; 1/3; 3/10; 1/3; 1/3; 1/3
Draw; 15/4; 18/5; 18/5; 18/5; 21/5; 18/5; 15/4; 57/17; 18/5; 18/5; 10/3; 17/5; 4; 10/3; 15/4; 15/4; 19/5; 57/17; 19/5; 15/4; 19/5; 7/2; 7/2; 4
Chester; 7; 15/2; 17/2; 8; 10; 15/2; 17/2; 7; 17/2; 8; 15/2; 8; 15/2; 37/4; 7; 67/10; 7; 9; 37/4; 9; 44/5; 51/5; ; 
META; english/non-league/national-league/sutton-v-chester; 2018-03-24 10:34:49 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Sutton; 4/11; 4/11; 4/11; 4/11; 39/00; 1/3; 1/3; 3/10; 4/11; 1/3; 1/3; 7/20; 7/20; 1/3; 6/19; 1/3; 6/19; 3/10; 3/10; 7/20; 1/3; 1/3; 4/11; 4/11
Draw; 15/4; 18/5; 7/2; 18/5; 79/20; 7/2; 15/4; 15/4; 7/2; 18/5; 16/5; 10/3; 4; 10/3; 15/4; 15/4; 41/10; 15/4; 19/5; 15/4; 15/4; 7/2; 7/2; 4
Chester; 7; 15/2; 8; 43/5; 9; 15/2; 8; 17/2; 7; 15/2; 9; 15/2; 33/4; 7; 77/10; 15/2; 10; 19/2; 46/5; 46/5; ; ; ; 
