META; english/championship/cardiff-v-ipswich; 2017-03-12 00:20:03 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Ipswich; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/cardiff-v-ipswich; 2017-03-12 04:20:35 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Ipswich; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/cardiff-v-ipswich; 2017-03-12 08:20:59 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Ipswich; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/cardiff-v-ipswich; 2017-03-12 12:20:13 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Ipswich; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/cardiff-v-ipswich; 2017-03-12 16:20:13 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 10/11; 17/20; ; 1; 19/20; ; 20/23; ; 10/11; 20/21; ; ; 19/20; ; ; 1; 19/20; ; 10/11; 19/20; ; 9/11; 13/14; ; ; 20/21; ; 
Draw; 5/2; 23/10; ; 9/4; 12/5; ; 5/2; ; 12/5; 23/10; ; ; 12/5; ; ; 5/2; 12/5; ; 12/5; 12/5; ; 12/5; 12/5; ; ; 9/4; ; 
Ipswich; 3; 16/5; ; 3; 10/3; ; 10/3; ; 3; 14/5; ; ; 3; ; ; 16/5; 14/5; ; 14/5; 14/5; ; 41/13; 56/19; ; ; 14/5; ; 
META; english/championship/cardiff-v-ipswich; 2017-03-12 20:21:25 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 17/20; 10/11; 10/11; 17/20; 17/20; ; 9/10; 17/20; 5/6; ; 17/20; 5/6; 10/11; 10/11; 10/11; ; 10/11; 10/11; ; 9/11; 10/11; 17/20; ; 5/6; ; 
Draw; 5/2; 12/5; 47/20; 12/5; 5/2; 13/5; 5/2; ; 5/2; 12/5; 9/4; ; 12/5; 5/2; 5/2; 5/2; 27/11; ; 12/5; 27/11; ; 12/5; 12/5; 5/2; ; 12/5; ; 
Ipswich; 16/5; 7/2; 7/2; 16/5; 10/3; 33/10; 7/2; ; 10/3; 10/3; 13/4; ; 7/2; 10/3; 16/5; 7/2; 58/19; ; 3; 58/19; ; 41/13; 31/10; 3; ; 3; ; 
META; english/championship/cardiff-v-ipswich; 2017-03-13 00:19:52 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 17/20; 10/11; 9/10; 17/20; 17/20; ; 9/10; 17/20; 5/6; ; 17/20; 5/6; 10/11; 11/13; 10/11; ; 10/11; 10/11; ; 9/11; 10/11; 17/20; ; 5/6; ; 
Draw; 5/2; 12/5; 47/20; 12/5; 5/2; 13/5; 5/2; ; 5/2; 12/5; 9/4; ; 12/5; 5/2; 5/2; 5/2; 27/11; ; 12/5; 27/11; ; 12/5; 12/5; 5/2; ; 13/5; ; 
Ipswich; 16/5; 7/2; 7/2; 16/5; 10/3; 33/10; 7/2; ; 10/3; 10/3; 13/4; ; 7/2; 10/3; 16/5; 10/3; 58/19; ; 3; 58/19; ; 41/13; 31/10; 3; ; 3; ; 
META; english/championship/cardiff-v-ipswich; 2017-03-13 04:19:33 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 17/20; 10/11; 9/10; 17/20; 17/20; ; 9/10; 17/20; 5/6; 20/23; 17/20; 5/6; 10/11; 11/13; 10/11; ; 10/11; 10/11; ; 9/11; 10/11; 17/20; ; 5/6; ; 
Draw; 5/2; 12/5; 47/20; 12/5; 5/2; 13/5; 5/2; ; 5/2; 12/5; 9/4; 12/5; 12/5; 5/2; 5/2; 5/2; 27/11; ; 12/5; 27/11; ; 12/5; 12/5; 5/2; ; 13/5; ; 
Ipswich; 16/5; 7/2; 7/2; 16/5; 10/3; 33/10; 7/2; ; 10/3; 10/3; 13/4; 10/3; 7/2; 10/3; 16/5; 10/3; 58/19; ; 3; 58/19; ; 41/13; 31/10; 3; ; 3; ; 
META; english/championship/cardiff-v-ipswich; 2017-03-13 08:19:50 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 17/20; 10/11; 9/10; 17/20; 17/20; ; 9/10; 17/20; 5/6; 20/23; 17/20; 5/6; 10/11; 11/13; 10/11; ; 10/11; 10/11; ; 9/11; 10/11; 17/20; ; 5/6; ; 
Draw; 5/2; 12/5; 47/20; 12/5; 5/2; 13/5; 5/2; ; 5/2; 12/5; 9/4; 12/5; 12/5; 5/2; 5/2; 5/2; 27/11; ; 12/5; 27/11; ; 12/5; 12/5; 5/2; ; 13/5; ; 
Ipswich; 16/5; 7/2; 7/2; 16/5; 10/3; 33/10; 7/2; ; 10/3; 10/3; 13/4; 10/3; 7/2; 10/3; 16/5; 10/3; 58/19; ; 3; 58/19; ; 41/13; 31/10; 3; ; 3; ; 
META; english/championship/cardiff-v-ipswich; 2017-03-13 12:20:38 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 9/10; 10/11; 9/10; 17/20; 17/20; ; 9/10; 17/20; 17/20; 20/23; 17/20; 17/20; 10/11; 11/13; 10/11; 11/13; 10/11; 10/11; 93/100; 13/15; 10/11; 17/20; ; 5/6; 5/6; 5/6
Draw; 5/2; 12/5; 47/20; 12/5; 5/2; 13/5; 5/2; ; 5/2; 12/5; 11/5; 12/5; 12/5; 5/2; 5/2; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 12/5; 5/2; ; 13/5; 5/2; 13/5
Ipswich; 16/5; 7/2; 7/2; 16/5; 10/3; 33/10; 7/2; ; 10/3; 10/3; 13/4; 10/3; 7/2; 10/3; 16/5; 10/3; 58/19; 13/4; 3; 58/19; 18/5; 56/19; 31/10; 3; ; 3; 3; 3
META; english/championship/cardiff-v-ipswich; 2017-03-13 16:23:09 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 9/10; 10/11; 9/10; 17/20; 17/20; 5/6; 9/10; 17/20; 17/20; 20/23; 17/20; 17/20; 10/11; 11/13; 13/15; 11/13; 10/11; 13/15; 93/100; 10/11; 10/11; 17/20; 15/16; ; 5/6; 5/6; 9/10
Cardiff; 17/20; 17/20; 9/10; 17/20; 9/10; 17/20; 17/20; 5/6; 9/10; 17/20; 17/20; 20/23; 17/20; 17/20; 10/11; 10/11; 10/11; 11/13; 10/11; 10/11; 19/20; 10/11; 10/11; 17/20; 15/16; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 11/5; 23/10; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 49/20; 5/2; 12/5; 12/5; 27/11; ; 12/5; 12/5; 13/5
Ipswich; 16/5; 7/2; 18/5; 17/5; 7/2; 10/3; 7/2; 3; 10/3; 7/2; 13/4; 10/3; 7/2; 10/3; 10/3; 7/2; 17/5; 13/4; 3; 17/5; 18/5; 16/5; 31/10; 16/5; 31/10; ; 3; 3; 3
META; english/championship/cardiff-v-ipswich; 2017-03-15 04:20:18 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 9/10; 17/20; 9/10; 17/20; 17/20; 5/6; 9/10; 17/20; 17/20; 20/23; 17/20; 17/20; 10/11; 10/11; 10/11; 11/13; 10/11; ; 19/20; 10/11; 10/11; 17/20; 15/16; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 11/5; 23/10; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; ; 49/20; 5/2; 12/5; 12/5; 27/11; ; 12/5; 12/5; 13/5
Ipswich; 16/5; 7/2; 18/5; 17/5; 7/2; 10/3; 7/2; 3; 10/3; 7/2; 13/4; 10/3; 7/2; 10/3; 10/3; 7/2; 17/5; 13/4; 3; ; 18/5; 16/5; 31/10; 16/5; 31/10; ; 3; 14/5; 3
META; english/championship/cardiff-v-ipswich; 2017-03-15 08:20:07 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 9/10; 17/20; 9/10; 17/20; 17/20; 5/6; 9/10; 17/20; 17/20; 20/23; 17/20; 17/20; 10/11; 10/11; 10/11; 11/13; 10/11; 10/11; 19/20; 10/11; 10/11; 17/20; 15/16; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 11/5; 23/10; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 49/20; 5/2; 12/5; 12/5; 27/11; ; 12/5; 12/5; 13/5
Ipswich; 16/5; 7/2; 18/5; 17/5; 7/2; 10/3; 7/2; 3; 10/3; 7/2; 13/4; 10/3; 7/2; 10/3; 10/3; 7/2; 17/5; 13/4; 3; 17/5; 18/5; 16/5; 31/10; 16/5; 31/10; ; 3; 3; 3
META; english/championship/cardiff-v-ipswich; 2017-03-15 12:22:34 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 9/10; 17/20; 9/10; 17/20; 17/20; 5/6; 9/10; 17/20; 17/20; 20/23; 17/20; 17/20; 10/11; 10/11; 10/11; 11/13; 10/11; 10/11; 19/20; 10/11; 10/11; 17/20; 15/16; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 11/5; 23/10; 12/5; 5/2; 12/5; 5/2; 40/17; 12/5; 12/5; 40/17; 49/20; 5/2; 12/5; 12/5; 27/11; ; 12/5; 12/5; 13/5
Ipswich; 16/5; 7/2; 18/5; 17/5; 7/2; 10/3; 7/2; 3; 10/3; 7/2; 13/4; 10/3; 7/2; 10/3; 10/3; 7/2; 17/5; 13/4; 3; 17/5; 18/5; 16/5; 31/10; 16/5; 31/10; ; 3; 3; 3
META; english/championship/cardiff-v-ipswich; 2017-03-15 16:20:39 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 9/10; 17/20; 9/10; 17/20; 17/20; 4/5; 9/10; 17/20; 20/23; 20/23; 17/20; 17/20; 10/11; 10/11; 10/11; 11/13; 10/11; 10/11; 19/20; 10/11; 10/11; 17/20; 15/16; ; 5/6; 5/6; 9/10
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 5/2; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 5/2; 12/5; 5/2; 40/17; 12/5; 12/5; 40/17; 49/20; 5/2; 12/5; 12/5; 27/11; ; 12/5; 12/5; 5/2
Ipswich; 16/5; 7/2; 18/5; 17/5; 7/2; 10/3; 7/2; 3; 10/3; 7/2; 15/4; 10/3; 7/2; 10/3; 10/3; 7/2; 17/5; 13/4; 3; 17/5; 18/5; 16/5; 31/10; 16/5; 31/10; ; 3; 3; 3
META; english/championship/cardiff-v-ipswich; 2017-03-15 20:20:42 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 10/11; 10/11; 17/20; 10/11; 10/11; 9/10; 5/6; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; 10/11; 10/11; 11/13; 10/11; 10/11; 19/20; 8/9; 10/11; 10/11; 15/16; ; 5/6; 9/10; 10/11
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 12/5; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 49/20; 28/11; 12/5; 12/5; 27/11; ; 12/5; 12/5; 5/2
Ipswich; 16/5; 10/3; 17/5; 17/5; 7/2; 16/5; 33/10; 10/3; 10/3; 10/3; 10/3; 10/3; 7/2; 16/5; 10/3; 10/3; 13/4; 13/4; 3; 13/4; 18/5; 41/13; 31/10; 16/5; 31/10; ; 3; 3; 3
META; english/championship/cardiff-v-ipswich; 2017-03-16 00:25:22 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 10/11; 10/11; 17/20; 10/11; 10/11; 9/10; 5/6; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; 10/11; 10/11; 11/13; 10/11; 10/11; 19/20; 8/9; 10/11; 10/11; 15/16; ; 5/6; 5/6; 10/11
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 12/5; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 49/20; 28/11; 12/5; 12/5; 27/11; ; 12/5; 12/5; 5/2
Ipswich; 16/5; 10/3; 17/5; 17/5; 7/2; 33/10; 33/10; 10/3; 10/3; 10/3; 10/3; 10/3; 7/2; 16/5; 10/3; 7/2; 57/17; 13/4; 3; 57/17; 18/5; 41/13; 31/10; 16/5; 31/10; ; 3; 3; 3
META; english/championship/cardiff-v-ipswich; 2017-03-16 04:20:14 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 10/11; 10/11; 17/20; 10/11; 10/11; 9/10; 5/6; 9/10; 17/20; 20/23; 20/23; 17/20; 17/20; 10/11; 10/11; 10/11; ; 10/11; 10/11; 19/20; 8/9; 10/11; 10/11; 15/16; ; 5/6; 5/6; 10/11
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 49/20; 28/11; 12/5; 12/5; 27/11; ; 12/5; 12/5; 5/2
Ipswich; 16/5; 10/3; 17/5; 17/5; 7/2; 33/10; 33/10; 10/3; 10/3; 10/3; 10/3; 16/5; 7/2; 16/5; 10/3; 7/2; 57/17; ; 3; 57/17; 18/5; 41/13; 31/10; 16/5; 31/10; ; 3; 3; 3
META; english/championship/cardiff-v-ipswich; 2017-03-16 08:20:19 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 10/11; 10/11; 17/20; 10/11; 10/11; 9/10; 5/6; 9/10; 17/20; 20/23; 20/23; 17/20; 17/20; 10/11; 10/11; 10/11; 11/13; 10/11; 10/11; 19/20; 8/9; 10/11; 10/11; 15/16; ; 5/6; 5/6; 10/11
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 49/20; 28/11; 12/5; 12/5; 27/11; ; 12/5; 12/5; 5/2
Ipswich; 16/5; 10/3; 17/5; 17/5; 7/2; 33/10; 33/10; 10/3; 10/3; 10/3; 10/3; 16/5; 7/2; 16/5; 10/3; 7/2; 57/17; 13/4; 3; 57/17; 18/5; 41/13; 31/10; 16/5; 31/10; ; 3; 3; 3
META; english/championship/cardiff-v-ipswich; 2017-03-16 12:21:10 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 9/10; 17/20; 9/10; 17/20; 17/20; 5/6; 9/10; 17/20; 5/6; 20/23; 5/6; 17/20; 10/11; 10/11; 13/15; 11/13; 10/11; 13/15; 19/20; 8/9; 10/11; 17/20; 15/16; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 5/2; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 49/20; 28/11; 12/5; 12/5; 27/11; ; 12/5; 12/5; 13/5
Ipswich; 16/5; 7/2; 7/2; 17/5; 18/5; 10/3; 7/2; 10/3; 10/3; 7/2; 7/2; 7/2; 15/4; 10/3; 10/3; 7/2; 7/2; 13/4; 3; 7/2; 18/5; 41/13; 31/10; 16/5; 31/10; ; 10/3; 10/3; 10/3
META; english/championship/cardiff-v-ipswich; 2017-03-16 16:20:20 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 17/20; 17/20; 17/20; 17/20; 5/6; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 5/6; 10/11; 10/11; 13/15; 11/13; 10/11; 13/15; 19/20; 6/7; 10/11; 17/20; 15/16; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 47/20; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 49/20; 5/2; 12/5; 12/5; 27/11; ; 12/5; 12/5; 12/5
Ipswich; 16/5; 7/2; 18/5; 17/5; 18/5; 10/3; 18/5; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 10/3; 10/3; 7/2; 7/2; 13/4; 3; 7/2; 18/5; 57/17; 31/10; 16/5; 31/10; ; 10/3; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-16 20:20:56 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 9/10; 17/20; 20/23; 5/6; 5/6; 17/20; 5/6; 20/23; 5/6; 10/11; 10/11; 10/11; 13/15; 11/13; 10/11; 13/15; 19/20; 6/7; 10/11; 17/20; 15/16; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 27/10; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 49/20; 27/11; 12/5; 12/5; 27/11; ; 12/5; 12/5; 12/5
Ipswich; 16/5; 7/2; 37/10; 17/5; 18/5; 10/3; 19/5; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 10/3; 7/2; 7/2; 13/4; 3; 7/2; 18/5; 38/11; 31/10; 16/5; 31/10; ; 7/2; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-17 00:20:10 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 17/20; 17/20; 20/23; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 10/11; 10/11; 10/11; 5/6; 11/13; 4/5; 5/6; 93/100; 6/7; 13/16; 17/20; 16/19; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 27/10; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 27/11; 12/5; 5/2; 27/11; ; 5/2; 12/5; 12/5
Ipswich; 16/5; 7/2; 37/10; 17/5; 18/5; 10/3; 19/5; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 10/3; 7/2; 18/5; 13/4; 7/2; 18/5; 18/5; 38/11; 18/5; 10/3; 37/10; ; 7/2; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-17 00:53:30 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 17/20; 17/20; 20/23; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 10/11; 10/11; 10/11; 5/6; 11/13; 4/5; 5/6; 93/100; 6/7; 13/16; 17/20; 16/19; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 27/10; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 27/11; 12/5; 5/2; 27/11; ; 5/2; 12/5; 12/5
Ipswich; 16/5; 7/2; 37/10; 17/5; 18/5; 10/3; 19/5; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 10/3; 7/2; 18/5; 13/4; 7/2; 18/5; 18/5; 38/11; 18/5; 10/3; 37/10; ; 7/2; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-17 01:45:53 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 17/20; 17/20; 20/23; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 10/11; 10/11; 10/11; 5/6; 11/13; 4/5; 5/6; 93/100; 6/7; 13/16; 17/20; 16/19; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 27/10; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 27/11; 12/5; 5/2; 27/11; ; 5/2; 12/5; 12/5
Ipswich; 16/5; 7/2; 37/10; 17/5; 18/5; 10/3; 19/5; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 10/3; 7/2; 18/5; 13/4; 7/2; 18/5; 18/5; 38/11; 18/5; 10/3; 37/10; ; 7/2; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-17 03:45:56 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 17/20; 17/20; 20/23; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 10/11; 10/11; 10/11; 5/6; 11/13; 4/5; 5/6; 93/100; 6/7; 13/16; 17/20; 16/19; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 27/10; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 27/11; 12/5; 5/2; 27/11; ; 5/2; 12/5; 12/5
Ipswich; 16/5; 7/2; 37/10; 17/5; 18/5; 10/3; 19/5; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 10/3; 7/2; 18/5; 13/4; 7/2; 18/5; 18/5; 38/11; 18/5; 10/3; 37/10; ; 7/2; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-17 04:19:39 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 17/20; 17/20; 20/23; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 10/11; 10/11; 10/11; 5/6; 11/13; 4/5; 5/6; 93/100; 6/7; 13/16; 17/20; 16/19; ; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 27/10; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 27/11; 12/5; 5/2; 27/11; ; 5/2; 12/5; 12/5
Ipswich; 16/5; 7/2; 37/10; 17/5; 18/5; 10/3; 19/5; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 10/3; 7/2; 18/5; 13/4; 7/2; 18/5; 18/5; 38/11; 18/5; 10/3; 37/10; ; 7/2; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-17 05:45:57 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 17/20; 17/20; 20/23; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 17/20; 10/11; 11/13; 5/6; 11/13; 4/5; 5/6; 93/100; 6/7; 13/16; 17/20; 16/19; ; 5/6; 5/6; 5/6
Draw; 13/5; 23/10; 12/5; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 13/5; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 27/11; 12/5; 5/2; 27/11; ; 5/2; 12/5; 12/5
Ipswich; 15/4; 7/2; 37/10; 17/5; 18/5; 10/3; 15/4; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 15/4; 10/3; 7/2; 18/5; 13/4; 7/2; 18/5; 18/5; 38/11; 18/5; 7/2; 37/10; ; 7/2; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-17 06:29:54 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 17/20; 17/20; 20/23; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 17/20; 10/11; 11/13; 5/6; 11/13; 4/5; 5/6; 93/100; 6/7; 13/16; 17/20; 16/19; ; 5/6; 5/6; 5/6
Draw; 13/5; 23/10; 12/5; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 13/5; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 27/11; 12/5; 5/2; 27/11; ; 5/2; 12/5; 12/5
Ipswich; 15/4; 18/5; 37/10; 17/5; 18/5; 10/3; 15/4; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 15/4; 10/3; 7/2; 18/5; 13/4; 7/2; 18/5; 18/5; 38/11; 18/5; 7/2; 37/10; ; 7/2; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-17 07:46:06 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 17/20; 17/20; 20/23; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 17/20; 10/11; 11/13; 10/11; 11/13; 4/5; 5/6; 93/100; 6/7; 13/16; 17/20; 16/19; ; 5/6; 5/6; 5/6
Draw; 13/5; 23/10; 12/5; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 13/5; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 27/11; 12/5; 5/2; 27/11; ; 5/2; 12/5; 12/5
Ipswich; 15/4; 18/5; 37/10; 17/5; 18/5; 10/3; 15/4; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 15/4; 10/3; 7/2; 16/5; 13/4; 7/2; 18/5; 18/5; 38/11; 18/5; 7/2; 37/10; ; 7/2; 10/3; 7/2
META; english/championship/cardiff-v-ipswich; 2017-03-17 08:19:49 GMT+2; 2017-03-18 15:00; e70300-dr003
Cardiff; 17/20; 17/20; 10/11; 17/20; 17/20; 17/20; 20/23; 5/6; 5/6; 5/6; 5/6; 20/23; 5/6; 17/20; 10/11; 11/13; 5/6; 11/13; 4/5; 5/6; 93/100; 6/7; 13/16; 17/20; 16/19; ; 5/6; 5/6; 5/6
