META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-07 04:25:13 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-07 08:25:30 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-07 12:29:40 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-07 16:29:54 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-07 20:27:29 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-08 00:26:48 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-08 04:23:49 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-08 08:24:01 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-08 12:24:56 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-08 16:25:41 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-08 20:25:21 GMT+2; 2017-01-15 11:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-09 00:23:53 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-09 04:23:16 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-09 08:23:43 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-09 12:23:54 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/20; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 66/25; ; ; ; ; 6/5; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 59/10; ; ; ; ; 20/21; ; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-09 16:24:52 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 17/20; 10/11; 10/11; 10/11; 20/21; 17/20; 37/40; ; ; 10/11; 10/11; ; 10/11; ; 10/11; ; 10/11; ; ; ; 10/11; 5/6; ; ; 10/11; ; 10/11; 5/6; 
Draw; 11/5; 85/40; 21/10; 11/5; 11/5; 43/20; 9/4; ; ; 21/10; 21/10; ; 11/5; ; 21/10; ; 28/13; ; ; ; 28/13; 13/5; ; ; 11/5; ; 2; 11/5; 
Mallorca; 16/5; 16/5; 31/10; 16/5; 10/3; 3; 7/2; ; ; 7/2; 16/5; ; 10/3; ; 7/2; ; 17/5; ; ; ; 17/5; 39/10; ; ; 3; ; 3; 13/5; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-09 20:24:33 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 17/20; 10/11; 19/20; 20/21; 20/21; 17/20; 19/20; ; 5/6; 20/21; 19/20; ; 10/11; 10/11; 10/11; ; 10/11; 11/13; ; 10/11; 5/6; 10/11; ; 10/11; ; 10/11; 10/11; 
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 23/10; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 129/50; 21/10; 11/5; 21/10; ; 2; 11/5; 
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 17/5; 16/5; 3; 7/2; 3; 16/5; 10/3; 29/10; 7/2; 10/3; 57/17; 10/3; 7/2; 57/17; 71/20; 14/5; 7/2; 3; ; 3; 5/2; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-11 16:27:54 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 99/100; 10/11; 9/10; 10/11; ; 10/11; 9/10; 
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 109/50; 21/10; 11/5; 21/10; ; 2; 11/5; 
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 10/3; 29/10; 7/2; 10/3; 57/17; 10/3; 7/2; 57/17; 19/5; 14/5; 7/2; 3; ; 3; 5/2; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-12 00:23:59 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 97/100; 10/11; 9/10; 10/11; ; 10/11; 9/10; 
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 109/50; 21/10; 11/5; 21/10; ; 2; 11/5; 
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 10/3; 29/10; 7/2; 10/3; 57/17; 10/3; 7/2; 57/17; 39/10; 14/5; 7/2; 3; ; 3; 3; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-12 04:24:14 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 97/100; 10/11; 9/10; 10/11; ; 10/11; 5/6; 
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 109/50; 21/10; 11/5; 21/10; ; 2; 21/10; 
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 10/3; 29/10; 7/2; 10/3; 57/17; 10/3; 7/2; 57/17; 39/10; 14/5; 7/2; 3; ; 3; 3; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-12 08:24:20 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 97/100; 10/11; 9/10; 10/11; ; 10/11; 5/6; 
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 109/50; 21/10; 11/5; 21/10; ; 2; 21/10; 
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 10/3; 29/10; 7/2; 10/3; 17/5; 10/3; 7/2; 17/5; 39/10; 14/5; 7/2; 3; ; 10/3; 3; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-12 12:25:49 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 97/100; 10/11; 9/10; 10/11; ; 10/11; 9/10; 
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 109/50; 21/10; 11/5; 21/10; ; 2; 11/5; 
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 29/10; 7/2; 10/3; 57/17; 10/3; 7/2; 57/17; 39/10; 14/5; 7/2; 3; ; 3; 3; 
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-12 16:27:06 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 97/100; 10/11; 9/10; 10/11; ; 10/11; 5/6; 20/21
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 2; 28/13; 11/5; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 2; 21/10; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 29/10; 7/2; 10/3; 17/5; 10/3; 7/2; 17/5; 39/10; 14/5; 7/2; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-12 20:25:43 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 20/21; 10/11; 9/10; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 2; 28/13; 11/5; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 2; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 29/10; 7/2; 10/3; 17/5; 10/3; 7/2; 17/5; 4; 14/5; 7/2; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-13 00:24:13 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 20/21; 10/11; 9/10; 10/11; ; 20/21; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 2; 28/13; 11/5; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 2; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 29/10; 7/2; 10/3; 17/5; 10/3; 7/2; 17/5; 4; 14/5; 7/2; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-13 04:24:04 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 20/21; 10/11; 9/10; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 2; 28/13; 11/5; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 2; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 29/10; 7/2; 10/3; 17/5; 10/3; 7/2; 17/5; 4; 14/5; 7/2; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-13 08:23:44 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 20/21; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 9/10; 10/11; 20/21; 10/11; 9/10; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 2; 28/13; 11/5; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 21/10; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 14/5; 7/2; 10/3; 17/5; 10/3; 7/2; 17/5; 4; 14/5; 7/2; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-13 12:28:59 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 10/11; 17/20; 37/40; 5/6; 5/6; 20/21; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 20/21; 10/11; 9/10; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 21/10; 2; 28/13; 9/4; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 9/4; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 7/2; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 14/5; 7/2; 10/3; 17/5; 13/4; 7/2; 17/5; 4; 14/5; 7/2; 3; ; 7/2; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-13 16:25:14 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 20/21; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 49/50; 10/11; 9/10; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 21/10; 2; 28/13; 9/4; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 9/4; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 29/10; 7/2; 10/3; 17/5; 13/4; 7/2; 17/5; 19/5; 14/5; 7/2; 16/5; ; 7/2; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-13 20:25:56 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 20/21; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 24/25; 10/11; 9/10; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 21/10; 2; 28/13; 9/4; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 9/4; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 29/10; 7/2; 10/3; 17/5; 13/4; 7/2; 17/5; 79/20; 14/5; 7/2; 16/5; ; 7/2; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-14 00:25:33 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 24/25; 10/11; 9/10; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 21/10; 2; 28/13; 9/4; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 11/5; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 3; 7/2; 10/3; 17/5; 13/4; 7/2; 17/5; 79/20; 14/5; 7/2; 16/5; ; 10/3; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-14 04:23:54 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 97/100; 10/11; 9/10; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 21/10; 2; 28/13; 9/4; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 11/5; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 3; 7/2; 10/3; 38/11; 13/4; 7/2; 38/11; 39/10; 14/5; 7/2; 16/5; ; 10/3; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-14 08:23:50 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 97/100; 10/11; 9/10; 10/11; ; 10/11; 10/11; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 21/10; 2; 28/13; 9/4; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 11/5; 11/5; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 3; 7/2; 10/3; 38/11; 13/4; 7/2; 38/11; 39/10; 14/5; 7/2; 16/5; ; 10/3; 3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-14 12:26:35 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 20/21; 5/6; 5/6; 20/21; 19/20; 10/11; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 9/10; 19/20; 24/25; 10/11; 9/10; 10/11; ; 20/21; 20/21; 20/21
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 21/10; 2; 28/13; 9/4; 11/5; 28/13; 109/50; 21/10; 11/5; 21/10; ; 2; 21/10; 11/5
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 10/3; 16/5; 3; 7/2; 3; 16/5; 10/3; 29/10; 7/2; 10/3; 17/5; 13/4; 7/2; 17/5; 79/20; 14/5; 7/2; 16/5; ; 10/3; 10/3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-14 16:25:35 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 19/20; 10/11; 20/21; 17/20; 19/20; 5/6; 5/6; 10/11; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 49/50; 10/11; 9/10; 10/11; ; 20/21; 20/21; 20/21
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 21/10; 2; 28/13; 9/4; 11/5; 28/13; 109/50; 21/10; 11/5; 11/5; ; 21/10; 21/10; 9/4
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 17/5; 16/5; 3; 7/2; 3; 16/5; 7/2; 29/10; 7/2; 10/3; 38/11; 13/4; 7/2; 38/11; 77/20; 14/5; 7/2; 16/5; ; 10/3; 10/3; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-14 20:27:40 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 10/11; 10/11; 20/21; 17/20; 37/40; 5/6; 5/6; 10/11; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 24/25; 10/11; 9/10; 10/11; ; 10/11; 20/21; 20/21
Draw; 11/5; 85/40; 21/10; 21/10; 11/5; 43/20; 9/4; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 23/10; 21/10; 2; 28/13; 9/4; 11/5; 28/13; 109/50; 21/10; 11/5; 11/5; ; 21/10; 11/5; 9/4
Mallorca; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 7/2; 16/5; 3; 7/2; 3; 16/5; 7/2; 29/10; 7/2; 10/3; 38/11; 13/4; 7/2; 38/11; 79/20; 14/5; 7/2; 16/5; ; 7/2; 7/2; 7/2
META; spain/la-liga-segunda/getafe-v-mallorca; 2017-01-15 00:27:21 GMT+2; 2017-01-15 11:00; e70300-dr003
Getafe; 10/11; 10/11; 10/11; 10/11; 10/11; 17/20; 10/11; 5/6; 5/6; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 23/25; 10/11; 9/10; 17/20; ; 10/11; 10/11; 20/21
