META; english/league-2/plymouth-v-morecambe; 2017-03-12 04:22:44 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Morecambe; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-12 08:23:23 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Morecambe; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-12 12:22:19 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Morecambe; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-12 16:22:26 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 8/11; ; ; 4/6; ; 4/6; ; 8/13; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
Morecambe; 9/2; 7/2; ; ; 9/2; ; 9/2; ; 9/2; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-12 20:23:59 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 8/11; ; ; 8/13; ; 13/20; ; 8/13; ; 6/10; ; ; ; ; 4/6; ; ; ; 11/18; ; ; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; 27/10; ; ; ; ; 14/5; ; ; ; 27/10; ; ; ; ; ; ; ; 
Morecambe; 9/2; 7/2; ; ; 5; ; 19/4; ; 9/2; ; 17/4; ; ; ; ; 9/2; ; ; ; 22/5; ; ; ; ; ; ; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-13 00:21:55 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 8/11; ; ; 8/13; ; 13/20; ; 8/13; ; 6/10; ; ; ; ; 8/13; 11/18; ; ; 11/18; ; ; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; 27/10; ; ; ; ; 11/4; 27/10; ; ; 27/10; ; ; ; ; ; ; ; 
Morecambe; 9/2; 7/2; ; ; 5; ; 19/4; ; 9/2; ; 17/4; ; ; ; ; 9/2; 22/5; ; ; 22/5; ; ; ; ; ; ; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-13 04:21:30 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 8/11; ; ; 8/13; ; 13/20; ; 8/13; ; 6/10; ; ; ; ; 8/13; 11/18; ; ; 11/18; ; ; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; 27/10; ; ; ; ; 11/4; 27/10; ; ; 27/10; ; ; ; ; ; ; ; 
Morecambe; 9/2; 7/2; ; ; 5; ; 19/4; ; 9/2; ; 17/4; ; ; ; ; 9/2; 22/5; ; ; 22/5; ; ; ; ; ; ; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-13 08:21:54 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 8/11; ; ; 8/13; ; 13/20; ; 8/13; ; 6/10; 8/13; 8/13; ; ; 8/13; 11/18; ; 4/7; 11/18; ; ; 5/8; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 11/4; ; 11/4; ; 14/5; ; 27/10; 14/5; 27/10; ; ; 11/4; 45/17; ; 13/5; 45/17; ; ; 45/17; ; ; ; ; 
Morecambe; 9/2; 7/2; ; ; 5; ; 19/4; ; 9/2; ; 17/4; 9/2; 19/4; ; ; 9/2; 9/2; ; 23/5; 9/2; ; ; 19/4; ; ; ; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-13 12:23:08 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 8/11; ; ; 8/13; ; 8/13; 4/7; 8/13; ; 6/10; 8/13; 8/13; ; ; 8/13; 11/18; ; 4/7; 11/18; ; ; 5/8; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 11/4; ; 14/5; 11/4; 14/5; ; 27/10; 14/5; 27/10; ; ; 11/4; 45/17; ; 13/5; 45/17; ; ; 45/17; ; ; ; ; 
Morecambe; 9/2; 7/2; ; ; 5; ; 19/4; 9/2; 9/2; ; 17/4; 9/2; 19/4; ; ; 9/2; 9/2; ; 23/5; 9/2; ; ; 19/4; ; ; ; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-13 16:26:27 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 13/20; 8/11; 13/20; ; ; ; 8/13; 4/7; 4/6; 4/6; 4/6; 8/13; 8/13; ; ; 8/13; 8/13; ; 4/7; 8/13; ; ; 5/8; ; 5/8; ; ; ; 
Plymouth; 13/20; 8/11; 4/6; 8/13; ; 8/13; 13/20; 4/7; 4/6; 4/6; 4/6; 4/6; 4/6; ; 4/6; 4/6; 8/13; 4/6; 4/7; 8/13; 7/10; 8/13; 5/8; 4/6; 5/8; ; 4/9; ; 
Draw; 13/5; 5/2; 13/5; 13/5; ; 13/5; 14/5; 13/5; 14/5; 14/5; 13/5; 14/5; 11/4; ; 11/4; 14/5; 13/5; 13/5; 13/5; 13/5; 3; 14/5; 45/17; 13/5; 45/17; ; 23/10; ; 
Morecambe; 9/2; 4; 19/5; 4; ; 15/4; 9/2; 4; 17/4; 4; 19/5; 4; 4; ; 17/4; 9/2; 74/17; 17/4; 23/5; 74/17; 22/5; 7/2; 19/4; 9/2; 19/4; ; 23/10; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-15 00:21:51 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 13/20; 8/11; 4/6; 8/13; 4/6; 8/13; 13/20; 4/7; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/7; 8/13; 7/10; 8/13; 5/8; 4/6; 5/8; ; 4/7; ; 
Draw; 13/5; 5/2; 13/5; 13/5; 11/4; 13/5; 14/5; 13/5; 14/5; 14/5; 13/5; 14/5; 11/4; 27/10; 11/4; 14/5; 13/5; 13/5; 13/5; 13/5; 3; 14/5; 45/17; 13/5; 45/17; ; 12/5; ; 
Morecambe; 9/2; 4; 19/5; 4; 9/2; 15/4; 9/2; 4; 17/4; 4; 19/5; 4; 4; 9/2; 17/4; 9/2; 74/17; 17/4; 23/5; 74/17; 22/5; 7/2; 19/4; 9/2; 19/4; ; 4; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-15 04:21:30 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 13/20; 8/11; 4/6; 8/13; 4/6; 8/13; 13/20; 4/7; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 11/17; 4/6; 4/7; ; 7/10; 8/13; 5/8; 4/6; 5/8; ; 4/7; ; 
Draw; 13/5; 5/2; 13/5; 13/5; 11/4; 13/5; 14/5; 13/5; 14/5; 14/5; 13/5; 14/5; 11/4; 27/10; 11/4; 14/5; 13/5; 13/5; 13/5; ; 3; 14/5; 45/17; 13/5; 45/17; ; 12/5; ; 
Morecambe; 9/2; 4; 19/5; 4; 9/2; 15/4; 9/2; 4; 17/4; 4; 19/5; 4; 4; 9/2; 17/4; 9/2; 74/17; 17/4; 23/5; ; 22/5; 7/2; 19/4; 9/2; 19/4; ; 4; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-15 08:21:12 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 13/20; 8/11; 13/20; 8/13; 4/6; 8/13; 7/10; 4/7; 8/13; 4/6; 8/13; 4/6; 13/20; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 7/10; 11/18; 11/17; 4/6; 11/17; ; 4/6; ; 
Draw; 13/5; 5/2; 27/10; 13/5; 11/4; 13/5; 14/5; 13/5; 14/5; 14/5; 27/10; 14/5; 11/4; 27/10; 11/4; 14/5; 13/5; 13/5; 13/5; 13/5; 3; 37/13; 45/17; 13/5; 45/17; ; 27/10; ; 
Morecambe; 9/2; 4; 4; 4; 9/2; 19/5; 4; 4; 17/4; 4; 4; 4; 17/4; 9/2; 17/4; 9/2; 21/5; 17/4; 22/5; 21/5; 22/5; 7/2; 22/5; 17/4; 22/5; ; 4; ; 
META; english/league-2/plymouth-v-morecambe; 2017-03-15 12:24:19 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 13/20; 7/10; 13/20; 7/10; 7/10; 8/13; 7/10; 4/7; 8/13; 4/6; 8/13; 4/6; 13/20; 4/6; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 7/10; 11/18; 11/17; 4/6; 11/17; ; 4/6; 4/6; 
Draw; 13/5; 11/4; 27/10; 14/5; 11/4; 13/5; 14/5; 13/5; 14/5; 14/5; 27/10; 14/5; 11/4; 11/4; 11/4; 14/5; 13/5; 13/5; 13/5; 13/5; 3; 37/13; 45/17; 13/5; 45/17; ; 11/4; 11/4; 
Morecambe; 9/2; 19/5; 4; 19/5; 9/2; 19/5; 4; 4; 17/4; 4; 4; 4; 17/4; 4; 17/4; 9/2; 54/13; 17/4; 22/5; 54/13; 22/5; 7/2; 22/5; 17/4; 22/5; ; 7/2; 7/2; 
META; english/league-2/plymouth-v-morecambe; 2017-03-15 16:21:57 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 13/20; 4/6; 13/20; 7/10; 7/10; 8/13; 7/10; 4/7; 8/13; 4/6; 4/6; 4/6; ; 4/6; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 7/10; 11/18; 11/17; 4/6; 11/17; ; 4/6; 4/6; 
Draw; 13/5; 14/5; 27/10; 14/5; 11/4; 13/5; 14/5; 13/5; 14/5; 14/5; 14/5; 14/5; ; 11/4; 11/4; 14/5; 13/5; 13/5; 13/5; 13/5; 3; 37/13; 45/17; 13/5; 45/17; ; 14/5; 11/4; 
Morecambe; 9/2; 4; 4; 19/5; 9/2; 19/5; 4; 4; 17/4; 4; 4; 4; ; 4; 17/4; 9/2; 54/13; 17/4; 22/5; 54/13; 22/5; 7/2; 22/5; 17/4; 22/5; ; 7/2; 7/2; 
META; english/league-2/plymouth-v-morecambe; 2017-03-15 20:22:05 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 4/6; 8/13; 7/10; 4/6; 3/5; 4/6; 4/7; 8/13; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 11/17; 4/6; 8/13; 11/17; 7/10; 11/18; 11/17; 8/13; 11/17; ; 4/7; 8/13; 
Draw; 11/4; 29/10; 11/4; 14/5; 3; 27/10; 3; 13/5; 3; 14/5; 3; 14/5; 14/5; 29/10; 14/5; 3; 27/10; 13/5; 13/5; 27/10; 3; 37/13; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Morecambe; 9/2; 4; 4; 19/5; 4; 19/5; 4; 4; 17/4; 4; 4; 4; 17/4; 4; 17/4; 9/2; 17/4; 17/4; 22/5; 17/4; 22/5; 7/2; 22/5; 17/4; 22/5; ; 7/2; 4; 
META; english/league-2/plymouth-v-morecambe; 2017-03-16 00:27:40 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 4/6; 8/13; 7/10; 4/6; 3/5; 4/6; 8/13; 8/13; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 4/6; 4/6; 8/13; 4/6; 7/10; 11/18; 11/17; 8/13; 11/17; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 11/4; 14/5; 3; 27/10; 3; 11/4; 3; 14/5; 3; 14/5; 57/20; 29/10; 14/5; 3; 27/10; 13/5; 13/5; 27/10; 3; 37/13; 45/17; 11/4; 45/17; ; 14/5; 12/5; 
Morecambe; 9/2; 4; 4; 19/5; 4; 19/5; 4; 4; 17/4; 4; 4; 4; 4; 4; 17/4; 9/2; 17/4; 17/4; 22/5; 17/4; 22/5; 7/2; 22/5; 17/4; 22/5; ; 7/2; 4; 
META; english/league-2/plymouth-v-morecambe; 2017-03-16 04:21:34 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 4/6; 8/13; 7/10; 4/6; 3/5; 4/6; 8/13; 8/13; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 4/6; 4/6; 8/13; 4/6; 7/10; 11/18; 11/17; 8/13; 11/17; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 11/4; 14/5; 3; 27/10; 3; 11/4; 3; 14/5; 3; 14/5; 57/20; 29/10; 14/5; 3; 27/10; 13/5; 13/5; 27/10; 3; 37/13; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Morecambe; 9/2; 4; 4; 19/5; 4; 19/5; 4; 4; 17/4; 4; 4; 4; 4; 4; 17/4; 9/2; 17/4; 17/4; 22/5; 17/4; 22/5; 7/2; 22/5; 17/4; 22/5; ; 7/2; 4; 
META; english/league-2/plymouth-v-morecambe; 2017-03-16 08:21:25 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 4/6; 8/13; 7/10; 4/6; 3/5; 4/6; 8/13; 8/13; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 4/6; 4/6; 8/13; 4/6; 7/10; 11/18; 11/17; 8/13; 11/17; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 11/4; 14/5; 3; 27/10; 3; 11/4; 3; 14/5; 3; 14/5; 57/20; 29/10; 14/5; 3; 27/10; 13/5; 13/5; 27/10; 3; 37/13; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Morecambe; 9/2; 4; 4; 19/5; 4; 19/5; 4; 4; 17/4; 4; 4; 4; 4; 4; 17/4; 9/2; 17/4; 17/4; 22/5; 17/4; 22/5; 7/2; 22/5; 17/4; 22/5; ; 7/2; 4; 
META; english/league-2/plymouth-v-morecambe; 2017-03-16 12:22:23 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 4/6; 8/13; 7/10; 4/6; 3/5; 4/6; 8/13; 8/13; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 8/13; 4/6; 8/13; 8/13; 7/10; 11/18; 11/17; 8/13; 11/17; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 11/4; 14/5; 11/4; 27/10; 29/10; 11/4; 3; 14/5; 14/5; 14/5; 57/20; 29/10; 14/5; 3; 14/5; 13/5; 13/5; 14/5; 3; 29/10; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Morecambe; 9/2; 4; 4; 19/5; 9/2; 19/5; 21/5; 4; 17/4; 17/4; 17/4; 4; 4; 9/2; 17/4; 9/2; 43/10; 17/4; 22/5; 43/10; 22/5; 7/2; 22/5; 17/4; 22/5; ; 4; 4; 
META; english/league-2/plymouth-v-morecambe; 2017-03-16 16:22:24 GMT+2; 2017-03-18 15:00; e70300-dr003
Plymouth; 8/13; 4/6; 8/13; 7/10; 4/6; 3/5; 4/6; 8/13; 8/13; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 8/13; 4/6; 8/13; 8/13; 4/6; 11/18; 11/17; 8/13; 11/17; ; 4/7; 4/7; 8/13
