META; english/league-2/crewe-v-luton; 2017-01-08 00:22:57 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crewe; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/crewe-v-luton; 2017-01-08 04:21:42 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crewe; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/crewe-v-luton; 2017-01-08 08:21:50 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crewe; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/crewe-v-luton; 2017-01-08 12:22:30 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crewe; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/crewe-v-luton; 2017-01-08 16:22:41 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 6/5; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; 5/4; ; ; ; ; ; ; 
Crewe; 11/5; 21/10; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; 119/50; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; 5/2; ; ; ; ; ; ; 
META; english/league-2/crewe-v-luton; 2017-01-08 20:22:49 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 6/5; 11/10; ; ; ; 23/20; ; 6/5; 23/20; 11/10; ; 11/10; ; ; 15/13; 11/10; ; ; ; 11/10; 5/4; ; ; ; ; ; ; 
Crewe; 12/5; 21/10; 23/10; ; ; ; 12/5; ; 12/5; 23/10; 23/10; ; 47/20; ; ; 12/5; 40/17; ; ; ; 40/17; 119/50; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 9/4; ; ; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; ; 12/5; 40/17; ; ; ; 40/17; 5/2; ; ; ; ; ; ; 
META; english/league-2/crewe-v-luton; 2017-01-09 00:21:40 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 6/5; 23/20; ; 6/5; ; 23/20; ; 6/5; 23/20; 23/20; ; 11/10; ; ; 6/5; 15/13; ; ; ; 15/13; 5/4; ; ; ; ; 21/20; ; 
Crewe; 12/5; 21/10; 9/4; ; 12/5; ; 12/5; ; 12/5; 23/10; 11/5; ; 47/20; ; ; 23/10; 23/10; ; ; ; 23/10; 119/50; ; ; ; ; 12/5; ; 
Draw; 12/5; 23/10; 9/4; ; 12/5; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; ; 12/5; 9/4; ; ; ; 9/4; 5/2; ; ; ; ; 21/10; ; 
META; english/league-2/crewe-v-luton; 2017-01-09 04:21:23 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 6/5; 23/20; 6/5; 6/5; ; 23/20; ; 6/5; 23/20; 23/20; ; 11/10; ; ; 6/5; 15/13; 19/17; ; 10/9; 15/13; 5/4; ; 19/17; ; ; 21/20; ; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; ; 12/5; 40/17; 27/11; ; 12/5; 40/17; 5/2; ; 27/11; ; ; 21/10; ; 
Crewe; 12/5; 21/10; 9/4; 5/2; 12/5; ; 12/5; ; 12/5; 23/10; 11/5; ; 47/20; ; ; 23/10; 9/4; 9/4; ; 9/4; 9/4; 119/50; ; 9/4; ; ; 12/5; ; 
META; english/league-2/crewe-v-luton; 2017-01-09 08:21:33 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 6/5; 23/20; 6/5; 6/5; ; 23/20; ; 6/5; 23/20; 23/20; ; 11/10; ; ; 6/5; 15/13; 19/17; ; 10/9; 15/13; 5/4; ; 19/17; ; ; 21/20; ; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; ; 12/5; 40/17; 27/11; ; 12/5; 40/17; 5/2; ; 27/11; ; ; 21/10; ; 
Crewe; 12/5; 21/10; 9/4; 5/2; 12/5; ; 12/5; ; 12/5; 23/10; 11/5; ; 47/20; ; ; 23/10; 9/4; 9/4; ; 9/4; 9/4; 119/50; ; 9/4; ; ; 12/5; ; 
META; english/league-2/crewe-v-luton; 2017-01-09 12:21:54 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 11/10; 11/10; 23/20; 23/20; 21/20; 23/20; 1; 6/5; 11/10; 11/10; ; 11/10; ; 23/20; 15/13; 11/10; 19/17; 11/10; 10/9; 11/10; 5/4; 11/10; 19/17; ; ; 21/20; 10/9; 
Draw; 12/5; 12/5; 9/4; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 12/5; 11/5; ; 12/5; ; 12/5; 12/5; 40/17; 27/11; 12/5; 12/5; 40/17; 5/2; 12/5; 27/11; ; ; 11/5; 9/4; 
Crewe; 12/5; 5/2; 47/20; 5/2; 5/2; 9/4; 12/5; 23/10; 12/5; 12/5; 23/10; ; 12/5; ; 23/10; 12/5; 23/10; 9/4; 23/10; 9/4; 23/10; 119/50; 11/5; 9/4; ; ; 12/5; 12/5; 
META; english/league-2/crewe-v-luton; 2017-01-09 16:22:31 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 11/10; 11/10; 23/20; 23/20; 1; 23/20; 1; 11/10; 11/10; 11/10; 11/10; 11/10; ; 23/20; 15/13; 21/20; 19/17; 11/10; 10/9; 21/20; 23/20; 11/10; 19/17; 11/10; ; 21/20; 10/9; 
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 11/5; 12/5; 9/4; 12/5; 23/10; 11/5; 11/5; 47/20; ; 23/10; 12/5; 40/17; 27/11; 12/5; 12/5; 40/17; 5/2; 12/5; 27/11; 23/10; ; 23/10; 11/5; 
Crewe; 5/2; 5/2; 47/20; 12/5; 13/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 2; 49/20; ; 12/5; 5/2; 27/11; 9/4; 23/10; 9/4; 27/11; 66/25; 11/5; 9/4; 5/2; ; 12/5; 12/5; 
META; english/league-2/crewe-v-luton; 2017-01-09 20:22:13 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 11/10; 11/10; 23/20; 23/20; 1; 23/20; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 23/20; 15/13; 21/20; 11/10; 10/9; 21/20; 23/20; 11/10; 19/17; 11/10; ; 21/20; 10/9; 
Crewe; 5/2; 5/2; 49/20; 12/5; 13/5; 23/10; 5/2; 12/5; 5/2; 5/2; 12/5; 2; 5/2; 5/2; 12/5; 5/2; 27/11; 23/10; 12/5; 27/11; 66/25; 11/5; 27/11; 5/2; ; 12/5; 12/5; 
META; english/league-2/crewe-v-luton; 2017-01-11 08:21:56 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 11/10; 11/10; 23/20; 21/20; 1; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 23/20; 15/13; 21/20; 11/10; 21/20; 21/20; 23/20; 11/10; 13/12; 11/10; ; 11/10; ; 
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 11/5; 11/5; 47/20; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; ; 23/10; ; 
Crewe; 5/2; 5/2; 49/20; 12/5; 13/5; 23/10; 5/2; 12/5; 5/2; 5/2; 12/5; 2; 5/2; 5/2; 12/5; 5/2; 27/11; 23/10; 12/5; 27/11; 66/25; 11/5; 27/11; 5/2; ; 12/5; ; 
META; english/league-2/crewe-v-luton; 2017-01-11 12:22:52 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 11/10; 11/10; 23/20; 21/20; 1; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 23/20; 15/13; 21/20; 11/10; 21/20; 21/20; 23/20; 11/10; 13/12; 11/10; ; 11/10; 21/20; 
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 12/5; 11/5; 47/20; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; ; 23/10; 2; 
Crewe; 5/2; 5/2; 49/20; 12/5; 13/5; 23/10; 12/5; 12/5; 5/2; 5/2; 12/5; 2; 5/2; 5/2; 12/5; 5/2; 27/11; 23/10; 12/5; 27/11; 66/25; 11/5; 27/11; 5/2; ; 12/5; 11/5; 
META; english/league-2/crewe-v-luton; 2017-01-11 16:24:53 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 11/10; 21/20; 11/10; 11/10; 1; 11/10; 1; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; 23/20; 11/10; 21/20; 11/10; 21/20; 21/20; 23/20; 11/10; 13/12; 21/20; ; 11/10; 10/9; 10/9
Draw; 12/5; 23/10; 11/5; 11/5; 5/2; 11/5; 12/5; 9/4; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; ; 23/10; 11/5; 5/2
Crewe; 5/2; 5/2; 5/2; 13/5; 13/5; 23/10; 13/5; 23/10; 5/2; 5/2; 12/5; 2; 51/20; 5/2; 12/5; 5/2; 5/2; 23/10; 12/5; 5/2; 66/25; 11/5; 27/11; 5/2; ; 12/5; 12/5; 27/10
META; english/league-2/crewe-v-luton; 2017-01-12 00:21:45 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 11/10; 21/20; 11/10; 11/10; 1; 21/20; 11/10; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 15/13; 21/20; 11/10; 21/20; 21/20; 11/10; 11/10; 13/12; 21/20; ; 11/10; 10/9; 10/9
Draw; 12/5; 23/10; 11/5; 11/5; 5/2; 11/5; 5/2; 23/10; 12/5; 12/5; 23/10; 11/5; 12/5; 12/5; 23/10; 12/5; 40/17; 12/5; 23/10; 40/17; 127/50; 12/5; 40/17; 23/10; ; 23/10; 11/5; 5/2
Crewe; 5/2; 5/2; 5/2; 13/5; 13/5; 23/10; 13/5; 12/5; 13/5; 13/5; 5/2; 2; 51/20; 5/2; 5/2; 5/2; 28/11; 23/10; 12/5; 28/11; 11/4; 11/5; 27/11; 5/2; ; 12/5; 12/5; 27/10
META; english/league-2/crewe-v-luton; 2017-01-12 04:21:51 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 21/20; 21/20; 11/10; 11/10; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 21/20; 11/10; 11/10; 13/12; 21/20; ; 11/10; 10/9; 10/9
Draw; 12/5; 12/5; 11/5; 11/5; 5/2; 11/5; 5/2; 23/10; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 23/10; 5/2; 40/17; 12/5; 23/10; 40/17; 127/50; 12/5; 40/17; 23/10; ; 23/10; 11/5; 5/2
Crewe; 5/2; 13/5; 5/2; 13/5; 13/5; 23/10; 13/5; 12/5; 13/5; 13/5; 13/5; 2; 51/20; 5/2; 5/2; 5/2; 28/11; 23/10; 12/5; 28/11; 11/4; 11/5; 27/11; 5/2; ; 5/2; 12/5; 27/10
META; english/league-2/crewe-v-luton; 2017-01-12 08:21:58 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 21/20; 21/20; 11/10; 11/10; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 21/20; 11/10; 11/10; 13/12; 21/20; ; 11/10; 10/9; 10/9
Draw; 12/5; 12/5; 11/5; 11/5; 5/2; 9/4; 5/2; 23/10; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 23/10; 5/2; 40/17; 12/5; 23/10; 40/17; 127/50; 12/5; 40/17; 23/10; ; 23/10; 11/5; 5/2
Crewe; 5/2; 13/5; 5/2; 13/5; 13/5; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 2; 51/20; 5/2; 5/2; 5/2; 13/5; 23/10; 12/5; 13/5; 11/4; 11/5; 27/11; 5/2; ; 5/2; 12/5; 27/10
META; english/league-2/crewe-v-luton; 2017-01-12 12:23:03 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 1; 21/20; 28/25; 11/10; 24/23; 21/20; ; 11/10; 10/9; 10/9
Draw; 12/5; 12/5; 11/5; 12/5; 5/2; 9/4; 5/2; 23/10; 12/5; 12/5; 12/5; 11/5; 49/20; 12/5; 23/10; 5/2; 40/17; 12/5; 23/10; 40/17; 127/50; 12/5; 40/17; 23/10; ; 23/10; 11/5; 5/2
Crewe; 5/2; 13/5; 5/2; 13/5; 13/5; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 2; 53/20; 5/2; 5/2; 5/2; 28/11; 23/10; 13/5; 28/11; 67/25; 11/5; 13/5; 5/2; ; 5/2; 12/5; 27/10
META; english/league-2/crewe-v-luton; 2017-01-12 16:24:08 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 21/20; 23/20; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 28/25; 21/20; 24/23; 21/20; ; 11/10; 10/9; 10/9
Draw; 12/5; 12/5; 11/5; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 23/10; 49/20; 12/5; 23/10; 5/2; 40/17; 12/5; 23/10; 40/17; 127/50; 23/10; 40/17; 23/10; ; 23/10; 21/10; 5/2
Crewe; 5/2; 13/5; 5/2; 13/5; 13/5; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 53/20; 5/2; 5/2; 13/5; 28/11; 23/10; 13/5; 28/11; 67/25; 12/5; 13/5; 5/2; ; 5/2; 11/5; 27/10
META; english/league-2/crewe-v-luton; 2017-01-12 20:22:58 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 28/25; 21/20; 24/23; 21/20; ; 10/9; 10/9; 10/9
Draw; 12/5; 12/5; 11/5; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 49/20; 13/5; 23/10; 5/2; 40/17; 12/5; 23/10; 40/17; 127/50; 23/10; 40/17; 23/10; ; 12/5; 11/5; 5/2
Crewe; 5/2; 13/5; 5/2; 13/5; 13/5; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 53/20; 27/10; 5/2; 13/5; 28/11; 23/10; 13/5; 28/11; 67/25; 12/5; 13/5; 5/2; ; 5/2; 12/5; 27/10
META; english/league-2/crewe-v-luton; 2017-01-13 00:21:44 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 11/10; 21/20; 1; 21/20; 1; 1; 11/10; 21/20; 24/23; 1; ; 1; 1; 21/20
Draw; 12/5; 12/5; 11/5; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 49/20; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; 23/10; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 11/4; 14/5; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 27/10; 12/5; 13/5; 13/5; ; 13/5; 5/2; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 00:47:20 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 11/10; 21/20; 1; 21/20; 1; 1; 11/10; 21/20; 24/23; 1; ; 1; 1; 21/20
Draw; 12/5; 12/5; 11/5; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 49/20; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; 23/10; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 11/4; 14/5; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 27/10; 12/5; 13/5; 13/5; ; 13/5; 5/2; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 01:46:50 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 11/10; 21/20; 1; 21/20; 1; 1; 11/10; 21/20; 24/23; 1; ; 1; 1; 21/20
Draw; 12/5; 12/5; 11/5; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 49/20; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; 23/10; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 11/4; 14/5; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 27/10; 12/5; 13/5; 13/5; ; 13/5; 5/2; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 03:46:45 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 11/10; 21/20; 1; 21/20; 1; 1; 11/10; 21/20; 24/23; 21/20; ; 1; 1; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; 23/10; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 12/5; 13/5; 12/5; 13/5; 13/5; 5/2; 12/5; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 27/10; 12/5; 13/5; 13/5; ; 13/5; 5/2; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 04:21:41 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 1; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 21/20; 1; 21/20; 1; 1; 11/10; 21/20; 24/23; 21/20; ; 1; 1; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; 23/10; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 12/5; 13/5; 12/5; 13/5; 13/5; 5/2; 12/5; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 27/10; 12/5; 13/5; 13/5; ; 13/5; 5/2; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 05:46:47 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 1; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 1; 1; 53/50; 21/20; 24/23; 21/20; ; 1; 1; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; 23/10; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 12/5; 13/5; 12/5; 13/5; 13/5; 5/2; 12/5; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 57/20; 12/5; 13/5; 13/5; ; 13/5; 5/2; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 06:28:21 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 21/20; 21/20; 21/20; 11/10; 19/20; 21/20; 1; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 21/20; 1; 21/20; 1; 1; 53/50; 21/20; 24/23; 21/20; ; 1; ; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; ; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 5/2; 13/5; 12/5; 13/5; 13/5; 5/2; 12/5; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 57/20; 12/5; 13/5; 13/5; ; 13/5; ; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 07:46:48 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 21/20; 21/20; 21/20; 11/10; 19/20; 21/20; 1; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 21/20; 1; 21/20; 1; 1; 53/50; 21/20; 24/23; 21/20; ; 1; 21/20; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; 12/5; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 5/2; 13/5; 12/5; 13/5; 13/5; 5/2; 12/5; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 57/20; 12/5; 13/5; 13/5; ; 13/5; 13/5; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 08:21:31 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 21/20; 21/20; 21/20; 11/10; 19/20; 21/20; 1; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 1; 1; 53/50; 21/20; 24/23; 21/20; ; 1; 21/20; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; 12/5; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 5/2; 13/5; 12/5; 13/5; 13/5; 5/2; 12/5; 27/10; 11/4; 5/2; 13/5; 45/17; 5/2; 13/5; 45/17; 57/20; 12/5; 13/5; 13/5; ; 13/5; 13/5; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 09:46:47 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 21/20; 21/20; 21/20; 11/10; 19/20; 21/20; 1; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 1; 1; 53/50; 21/20; 24/23; 21/20; ; 1; 21/20; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 5/2; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 64/25; 23/10; 40/17; 23/10; ; 12/5; 12/5; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 5/2; 13/5; 11/4; 13/5; 13/5; 5/2; 12/5; 27/10; 11/4; 5/2; 13/5; 45/17; 5/2; 13/5; 45/17; 57/20; 12/5; 13/5; 13/5; ; 13/5; 13/5; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 11:47:25 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 21/20; 21/20; 21/20; 11/10; 19/20; 11/10; 1; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 1; 1; 53/50; 21/20; 24/23; 21/20; ; 1; 21/20; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 5/2; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 12/5; 40/17; 12/5; 23/10; 40/17; 64/25; 23/10; 40/17; 23/10; ; 12/5; 12/5; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 5/2; 27/10; 11/4; 13/5; 13/5; 5/2; 12/5; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 57/20; 12/5; 13/5; 13/5; ; 13/5; 13/5; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 12:25:11 GMT+2; 2017-01-14 15:00; e70300-dr003
Luton; 11/10; 21/20; 21/20; 21/20; 11/10; 19/20; 11/10; 1; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 1; 21/20; 1; 1; 53/50; 21/20; 24/23; 21/20; ; 1; 21/20; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 12/5; 9/4; 5/2; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 12/5; 40/17; 12/5; 23/10; 40/17; 64/25; 23/10; 40/17; 23/10; ; 12/5; 12/5; 5/2
Crewe; 11/4; 13/5; 5/2; 13/5; 11/4; 5/2; 27/10; 11/4; 13/5; 13/5; 5/2; 12/5; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 27/10; 57/20; 12/5; 13/5; 13/5; ; 13/5; 13/5; 14/5
META; english/league-2/crewe-v-luton; 2017-01-13 13:00:55 GMT+2; 2017-01-14 15:00; e70300-dr003
