META; english/league-2/newport-county-v-colchester; 2017-01-08 00:23:02 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-08 04:21:47 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-08 08:21:55 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-08 12:22:39 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-08 16:22:46 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 11/8; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; 7/5; ; ; ; ; ; ; 
Newport County; 2; 9/5; ; ; ; ; 2; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; 21/10; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; 5/2; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-08 20:22:56 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 11/8; 13/10; ; ; ; 7/5; ; 13/10; 13/10; 5/4; ; 13/10; ; ; 11/8; 5/4; ; ; ; 5/4; 7/5; ; ; ; ; ; ; 
Newport County; 2; 9/5; 19/10; ; ; ; 19/10; ; 2; 19/10; 19/10; ; 39/20; ; ; 2; 37/19; ; ; ; 37/19; 21/10; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 23/10; ; ; ; 12/5; ; 5/2; 12/5; 23/10; ; 49/20; ; ; 12/5; 40/17; ; ; ; 40/17; 5/2; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-09 00:21:45 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 11/8; 13/10; ; 7/5; ; 7/5; ; 13/10; 13/10; 13/10; ; 13/10; ; ; 7/5; 23/17; ; ; ; 23/17; 7/5; ; ; ; ; 5/4; ; 
Newport County; 2; 9/5; 15/8; ; 2; ; 19/10; ; 2; 19/10; 15/8; ; 39/20; ; ; 2; 37/19; ; ; ; 37/19; 21/10; ; ; ; ; 19/10; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; 5/2; 12/5; 23/10; ; 49/20; ; ; 12/5; 9/4; ; ; ; 9/4; 5/2; ; ; ; ; 9/4; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-09 04:21:28 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 11/8; 13/10; 7/5; 7/5; ; 29/20; ; 7/5; 13/10; 13/10; ; 27/20; ; ; 7/5; 23/17; 11/8; ; 11/8; 23/17; 7/5; ; 11/8; ; ; 5/4; ; 
Newport County; 2; 9/5; 15/8; 19/10; 2; ; 19/10; ; 2; 19/10; 15/8; ; 19/10; ; ; 2; 19/10; 37/19; ; 19/10; 19/10; 21/10; ; 37/19; ; ; 19/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 12/5; ; ; 12/5; 9/4; 9/4; ; 9/4; 9/4; 5/2; ; 9/4; ; ; 23/10; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-09 08:21:38 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 11/8; 13/10; 7/5; 7/5; ; 29/20; ; 7/5; 13/10; 13/10; ; 27/20; ; ; 7/5; 23/17; 11/8; ; 11/8; 23/17; 7/5; ; 11/8; ; ; 5/4; ; 
Newport County; 2; 9/5; 15/8; 19/10; 2; ; 19/10; ; 2; 19/10; 15/8; ; 19/10; ; ; 2; 19/10; 37/19; ; 19/10; 19/10; 21/10; ; 37/19; ; ; 19/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 12/5; ; ; 12/5; 9/4; 9/4; ; 9/4; 9/4; 5/2; ; 9/4; ; ; 23/10; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-09 12:21:59 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 11/8; 13/10; 11/8; 11/8; 5/4; 11/8; 5/4; 7/5; 13/10; 13/10; ; 13/10; ; 11/8; 11/8; 23/17; 11/8; 23/17; 11/8; 23/17; 7/5; 5/4; 11/8; ; ; 5/4; 13/10; 
Newport County; 2; 19/10; 15/8; 2; 21/10; 15/8; 2; 9/5; 2; 19/10; 15/8; ; 39/20; ; 19/10; 2; 37/19; 37/19; 37/19; 19/10; 37/19; 21/10; 19/10; 37/19; ; ; 19/10; 19/10; 
Draw; 12/5; 12/5; 23/10; 9/4; 12/5; 9/4; 12/5; 11/5; 12/5; 12/5; 23/10; ; 12/5; ; 12/5; 12/5; 9/4; 9/4; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; ; 23/10; 23/10; 
META; english/league-2/newport-county-v-colchester; 2017-01-09 16:22:36 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; ; 5/4; 13/10; 5/4; 23/17; 5/4; 5/4; 11/8; 5/4; 23/18; 13/10; ; 6/5; 5/4; 
Colchester; 13/10; 13/10; 13/10; 13/10; 13/10; 6/5; 13/10; 5/4; 13/10; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 34/25; 5/4; 23/18; 13/10; ; 5/4; 6/5; 
Newport County; 2; 2; 39/20; 2; 21/10; 19/10; 2; 9/5; 2; 2; 19/10; 7/4; 2; 2; 21/10; 2; 2; 37/19; 2; 2; 54/25; 19/10; 39/19; 2; ; 2; 2; 
Draw; 12/5; 12/5; 9/4; 23/10; 5/2; 9/4; 5/2; 11/5; 12/5; 23/10; 9/4; 11/5; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 
META; english/league-2/newport-county-v-colchester; 2017-01-11 04:22:05 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 13/10; 13/10; 13/10; 13/10; 6/5; 13/10; 5/4; 13/10; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 34/25; 5/4; 23/18; 13/10; ; 5/4; 6/5; 
Newport County; 2; 2; 39/20; 2; 21/10; 19/10; 2; 9/5; 2; 2; 19/10; 7/4; 2; 2; 21/10; 2; 2; 37/19; 2; 2; 54/25; 19/10; 39/19; 2; ; 2; 2; 
Draw; 12/5; 12/5; 9/4; 23/10; 5/2; 9/4; 5/2; 11/5; 12/5; 23/10; 9/4; 11/5; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 
META; english/league-2/newport-county-v-colchester; 2017-01-11 08:22:01 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 13/10; 13/10; 13/10; 13/10; 6/5; 13/10; 5/4; 13/10; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 34/25; 5/4; 23/18; 13/10; ; 5/4; ; 
Newport County; 2; 2; 39/20; 2; 21/10; 19/10; 2; 9/5; 2; 2; 19/10; 7/4; 2; 2; 21/10; 2; 37/19; 37/19; 2; 37/19; 54/25; 19/10; 39/19; 2; ; 2; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 5/2; 9/4; 5/2; 11/5; 12/5; 23/10; 9/4; 11/5; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; ; 12/5; ; 
META; english/league-2/newport-county-v-colchester; 2017-01-11 12:22:58 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 13/10; 13/10; 13/10; 13/10; 6/5; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 34/25; 5/4; 23/18; 13/10; ; 5/4; 6/5; 
Newport County; 2; 2; 39/20; 2; 21/10; 19/10; 2; 9/5; 2; 2; 2; 7/4; 2; 2; 21/10; 2; 37/19; 37/19; 2; 37/19; 54/25; 19/10; 39/19; 2; ; 2; 15/8; 
Draw; 12/5; 12/5; 23/10; 23/10; 5/2; 9/4; 5/2; 11/5; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; ; 12/5; 2; 
META; english/league-2/newport-county-v-colchester; 2017-01-11 16:24:57 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 13/10; 13/10; 13/10; 13/10; 6/5; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 139/100; 5/4; 23/18; 13/10; ; 5/4; 5/4; 11/8
Newport County; 2; 2; 39/20; 2; 21/10; 19/10; 2; 9/5; 2; 2; 2; 7/4; 2; 2; 21/10; 2; 37/19; 37/19; 2; 37/19; 54/25; 19/10; 39/19; 2; ; 2; 2; 21/10
Draw; 12/5; 12/5; 9/4; 23/10; 5/2; 9/4; 5/2; 11/5; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 23/10; 61/25; 12/5; 40/17; 23/10; ; 12/5; 23/10; 12/5
META; english/league-2/newport-county-v-colchester; 2017-01-12 00:21:50 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 13/10; 13/10; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 133/100; 5/4; 23/18; 13/10; ; 5/4; 5/4; 27/20
Newport County; 2; 2; 39/20; 2; 21/10; 19/10; 2; 2; 2; 2; 2; 7/4; 2; 2; 21/10; 2; 39/19; 37/19; 2; 39/19; 111/50; 19/10; 39/19; 2; ; 21/10; 2; 21/10
Draw; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 23/10; 5/2; 40/17; 5/2; 23/10; 40/17; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 5/2
META; english/league-2/newport-county-v-colchester; 2017-01-12 04:21:57 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 13/10; 5/4; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 133/100; 5/4; 23/18; 13/10; ; 5/4; 5/4; 13/10
Newport County; 2; 2; 2; 2; 21/10; 19/10; 2; 2; 2; 2; 2; 7/4; 2; 2; 21/10; 2; 39/19; 37/19; 2; 39/19; 111/50; 19/10; 39/19; 2; ; 21/10; 9/5; 21/10
Draw; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 23/10; 5/2; 40/17; 5/2; 23/10; 40/17; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 5/2
META; english/league-2/newport-county-v-colchester; 2017-01-12 08:22:04 GMT+2; 2017-01-14 15:00; e70300-dr003
Colchester; 13/10; 13/10; 5/4; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 133/100; 5/4; 23/18; 13/10; ; 5/4; 5/4; 13/10
Newport County; 2; 2; 2; 2; 21/10; 19/10; 2; 2; 2; 2; 2; 7/4; 2; 2; 21/10; 2; 39/19; 37/19; 2; 39/19; 111/50; 19/10; 39/19; 2; ; 21/10; 2; 21/10
Draw; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 23/10; 5/2; 40/17; 5/2; 23/10; 40/17; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 5/2
META; english/league-2/newport-county-v-colchester; 2017-01-12 12:23:12 GMT+2; 2017-01-14 15:00; e70300-dr003
