META; english/championship/ipswich-v-middlesbrough; 2018-04-29 02:18:59 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 6/5; 5/6; 9/10; 10/11; 21/20; 11/10; 9/10; 1; 4/5
Draw; 12/5; 23/10; 5/2; 23/10; 23/10; 12/5; 27/11; 12/5; 2
Ipswich; 11/5; 11/4; 3; 11/4; 11/4; 13/5; 56/19; 29/10; 23/10
META; english/championship/ipswich-v-middlesbrough; 2018-04-29 10:19:12 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 10/11; 6/5; 20/21; 5/6; 9/10; 17/20; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 9/10; 10/11; 10/11
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 49/20; 5/2; 5/2; 40/17; 27/11; 5/2; 40/17; 2
Ipswich; 3; 11/5; 3; 3; 3; 16/5; 3; 56/19; 56/19; 16/5; 56/19; 3/10; ; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-04-29 14:19:50 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 10/11; 1; 10/11; 20/21; 5/6; 9/10; 17/20; 10/11; 19/20; 19/20; 10/11; 19/20; 19/20; 10/11; 11/12; 9/10; 37/40; 19/20; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 40/17; 12/5; 12/5; 27/11; 5/2; 12/5; 2
Ipswich; 3; 5/2; 14/5; 29/10; 3; 3; 11/4; 3; 3; 14/5; 3; 28/11; 56/19; 31/10; 37/13; 19/10; ; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-04-29 18:19:29 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 10/11; 1; 10/11; 20/21; 20/21; 5/6; 9/10; 9/10; 10/11; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 11/12; 9/10; 37/40; 19/20; 20/21
Draw; 12/5; 12/5; 23/10; 64/25; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 49/20; 13/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 27/11; 21/10
Ipswich; 3; 5/2; 14/5; 17/5; 29/10; 3; 11/4; 3; 11/4; 3; 3; 29/10; 11/4; 28/11; 56/19; 31/10; 29/10; 23/10; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-04-29 22:19:18 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 10/11; 1; 10/11; 101/00; 20/21; 10/11; 9/10; 10/11; 10/11; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 11/12; 9/10; 37/40; 19/20; 1
Draw; 12/5; 12/5; 23/10; 129/0; 12/5; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 13/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 27/11; 21/10
Ipswich; 3; 5/2; 14/5; 139/0; 14/5; 11/4; 3; 11/4; 3; 11/4; 3; 14/5; 37/13; 11/4; 28/11; 56/19; 31/10; 29/10; 12/5; 
META; english/championship/ipswich-v-middlesbrough; 2018-04-30 02:19:04 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 10/11; 1; 10/11; 101/00; 20/21; 10/11; 9/10; 10/11; 10/11; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 11/12; 9/10; 37/40; 19/20; 1
Draw; 12/5; 12/5; 23/10; 129/0; 12/5; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 13/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 27/11; 21/10
Ipswich; 3; 5/2; 14/5; 139/0; 14/5; 11/4; 3; 11/4; 3; 11/4; 3; 14/5; 37/13; 11/4; 28/11; 56/19; 31/10; 29/10; 5/2; 
META; english/championship/ipswich-v-middlesbrough; 2018-04-30 10:19:10 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 19/20; 1; 10/11; 101/00; 19/20; 1; 10/11; 9/10; 19/20; 20/21; 19/20; 1; 10/11; 1; 19/20; 11/12; 9/10; 20/21; 1; ; 
Draw; 5/2; 12/5; 23/10; 129/0; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 27/11; 9/4
Ipswich; 11/4; 5/2; 14/5; 139/0; 3; 11/4; 11/4; 3; 11/4; 14/5; 11/4; 29/10; 14/5; 14/5; 14/5; 11/4; 28/11; 56/19; 3; 14/5; 11/4
META; english/championship/ipswich-v-middlesbrough; 2018-04-30 14:19:46 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 19/20; 1; 10/11; 99/00; 19/20; 1; 10/11; 9/10; 19/20; 20/21; 1; 10/11; 1; 19/20; 19/20; 11/12; 9/10; 20/21; 1; 1; ; ; 
Draw; 5/2; 12/5; 23/10; 129/0; 5/2; 5/2; 23/10; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 5/2; 9/4; 23/10; 13/5
Ipswich; 11/4; 5/2; 14/5; 57/20; 3; 11/4; 11/4; 3; 11/4; 14/5; 13/5; 29/10; 14/5; 14/5; 11/4; 11/4; 28/11; 56/19; 29/10; 14/5; 11/4; 14/5; 14/5
META; english/championship/ipswich-v-middlesbrough; 2018-04-30 18:19:46 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 19/20; 1; 10/11; 99/00; 19/20; 1; 10/11; 9/10; 1; 19/20; 20/21; 1; 10/11; 1; 19/20; 19/20; 11/12; 9/10; 20/21; 1; 1; 1; ; ; ; 
Draw; 5/2; 12/5; 23/10; 23/10; 129/0; 5/2; 5/2; 23/10; 5/2; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 5/2; 9/4; 23/10; 13/5; 13/5
Ipswich; 11/4; 5/2; 14/5; 14/5; 57/20; 3; 11/4; 11/4; 3; 11/4; 11/4; 14/5; 13/5; 29/10; 14/5; 14/5; 11/4; 11/4; 28/11; 56/19; 29/10; 11/4; 11/4; 14/5; 14/5; 14/5
META; english/championship/ipswich-v-middlesbrough; 2018-04-30 22:19:45 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 19/20; 1; 10/11; 1; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 19/20; 1; 19/20; 1; 19/20; 1; 1; 1; ; ; ; ; ; 
Draw; 5/2; 12/5; 23/10; 23/10; 13/5; 13/5; 5/2; 12/5; 13/5; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 27/11; 12/5; 40/17; 28/11; 5/2; 27/11; 23/10; 23/10; 13/5; 13/5
Ipswich; 11/4; 14/5; 27/10; 14/5; 14/5; 11/4; 11/4; 13/5; 27/10; 27/10; 5/2; 14/5; 5/2; 11/4; 5/2; 14/5; 45/17; 11/4; 23/10; 45/17; 14/5; 27/10; 5/2; 13/5; 14/5; 14/5
META; english/championship/ipswich-v-middlesbrough; 2018-05-01 02:19:35 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 19/20; 1; 10/11; 1; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 19/20; 1; 19/20; 1; 19/20; 1; 20/21; 20/21; 1; 21/20; ; ; ; 
Draw; 5/2; 12/5; 23/10; 23/10; 13/5; 13/5; 5/2; 12/5; 13/5; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 27/11; 12/5; 40/17; 28/11; 5/2; 5/2; 23/10; 23/10; 13/5; 13/5
Ipswich; 11/4; 14/5; 27/10; 14/5; 14/5; 11/4; 11/4; 13/5; 27/10; 27/10; 5/2; 14/5; 5/2; 11/4; 5/2; 14/5; 27/10; 11/4; 23/10; 45/17; 14/5; 27/10; 5/2; 12/5; 14/5; 14/5
META; english/championship/ipswich-v-middlesbrough; 2018-05-01 10:19:37 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 19/20; 1; 10/11; 1; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 19/20; 1; 19/20; 1; 19/20; 1; 20/21; 1; 21/20; ; ; ; 
Draw; 5/2; 12/5; 23/10; 23/10; 13/5; 13/5; 5/2; 12/5; 13/5; 23/10; 23/10; 23/10; 5/2; 12/5; 5/2; 12/5; 27/11; 12/5; 40/17; 28/11; 5/2; 5/2; 23/10; 23/10; 13/5
Ipswich; 11/4; 14/5; 27/10; 14/5; 14/5; 11/4; 11/4; 13/5; 27/10; 27/10; 13/5; 14/5; 5/2; 11/4; 5/2; 14/5; 27/10; 11/4; 23/10; 45/17; 14/5; 27/10; 5/2; 5/2; 14/5
META; english/championship/ipswich-v-middlesbrough; 2018-05-01 14:19:42 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 19/20; 1; 10/11; 1; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 19/20; 1; 19/20; 1; 19/20; 1; 20/21; 1; 21/20; ; ; ; ; 
Draw; 5/2; 12/5; 23/10; 23/10; 13/5; 13/5; 5/2; 12/5; 13/5; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 27/11; 12/5; 40/17; 28/11; 5/2; 5/2; 23/10; 13/5; 13/5
Ipswich; 11/4; 14/5; 27/10; 14/5; 139/0; 11/4; 11/4; 13/5; 27/10; 27/10; 13/5; 14/5; 13/5; 11/4; 5/2; 14/5; 27/10; 11/4; 23/10; 45/17; 14/5; 27/10; 5/2; 14/5; 11/4
META; english/championship/ipswich-v-middlesbrough; 2018-05-01 18:19:44 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 19/20; 1; 10/11; 1; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 19/20; 1; 19/20; 1; 19/20; 1; 19/20; 20/21; 1; 21/20; ; ; ; ; ; 
Draw; 5/2; 12/5; 12/5; 23/10; 13/5; 13/5; 5/2; 5/2; 45/17; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 5/2; 28/11; 5/2; 23/10; 12/5; 13/5; 13/5
Ipswich; 11/4; 29/10; 29/10; 13/5; 14/5; 29/10; 11/4; 11/4; 11/4; 29/10; 11/4; 14/5; 11/4; 29/10; 5/2; 14/5; 14/5; 27/10; 37/13; 27/10; 29/10; 37/13; 11/4; 13/5; 13/5; 14/5; 14/5
META; english/championship/ipswich-v-middlesbrough; 2018-05-04 02:19:49 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 19/20; 19/20; 19/20; 19/20; 19/20; 1; 10/11; 19/20; 19/20; 19/20; 1; 19/20; 1; 19/20; 1; 19/20; 19/20; 39/40; 19/20; 20/21; 1; 10/11; 20/21; 5/6; 20/21; 20/21; 
Draw; 5/2; 12/5; 12/5; 23/10; 13/5; 13/5; 5/2; 5/2; 45/17; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 5/2; 28/11; 5/2; 23/10; 21/10; 13/5; 13/5
Ipswich; 11/4; 29/10; 29/10; 13/5; 14/5; 29/10; 11/4; 11/4; 11/4; 29/10; 11/4; 14/5; 11/4; 29/10; 5/2; 14/5; 14/5; 27/10; 37/13; 27/10; 29/10; 37/13; 11/4; 5/2; 9/4; 14/5; 14/5
META; english/championship/ipswich-v-middlesbrough; 2018-05-04 10:19:51 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 1; 24/25; 19/20; 20/21; 10/11; 19/20; 19/20; 1; 19/20; 1; 19/20; 1; 19/20; 19/20; 39/40; 19/20; 20/21; 1; 10/11; 20/21; 5/6; 20/21; 20/21; 
Draw; 13/5; 12/5; 12/5; 5/2; 131/0; 13/5; 5/2; 5/2; 45/17; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 23/10; 21/10; 13/5; 13/5
Ipswich; 3; 29/10; 29/10; 13/5; 73/25; 29/10; 11/4; 11/4; 11/4; 29/10; 3; 14/5; 11/4; 29/10; 5/2; 14/5; 37/13; 27/10; 37/13; 27/10; 14/5; 37/13; 11/4; 5/2; 9/4; 14/5; 14/5
META; english/championship/ipswich-v-middlesbrough; 2018-05-04 14:20:07 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 1; 24/25; 19/20; 20/21; 10/11; 19/20; 19/20; 1; 19/20; 1; 19/20; 1; 19/20; 19/20; 39/40; 19/20; 20/21; 1; 19/20; 20/21; 20/21; 20/21; 20/21; 
Draw; 13/5; 12/5; 12/5; 5/2; 131/0; 13/5; 5/2; 5/2; 45/17; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 23/10; 23/10; 13/5; 13/5
Ipswich; 3; 29/10; 29/10; 13/5; 73/25; 29/10; 11/4; 11/4; 11/4; 29/10; 3; 14/5; 11/4; 29/10; 5/2; 14/5; 37/13; 27/10; 37/13; 27/10; 14/5; 37/13; 14/5; 5/2; 13/5; 14/5; 14/5
META; english/championship/ipswich-v-middlesbrough; 2018-05-04 18:20:13 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 10/11; 1; 47/50; 19/20; 20/21; 10/11; 19/20; 10/11; 1; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 11/12; 1; 19/20; 10/11; 20/21; 20/21; 20/21; 20/21
Draw; 13/5; 12/5; 12/5; 5/2; 66/25; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 13/5; 12/5; 49/20; 12/5; 5/2; 28/11; 5/2; 5/2; 5/2; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 
Ipswich; 3; 29/10; 3; 13/5; 149/0; 31/10; 14/5; 3; 3; 11/4; 14/5; 3; 11/4; 14/5; 29/10; 27/10; 3; 29/10; 31/10; 56/19; 14/5; 14/5; 14/5; 3; 14/5; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-05-04 22:20:06 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 10/11; 1; 47/50; 19/20; 20/21; 10/11; 19/20; 10/11; 1; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 11/12; 1; 19/20; 10/11; 10/11; 20/21; 20/21; 20/21
Draw; 13/5; 12/5; 12/5; 5/2; 66/25; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 13/5; 12/5; 49/20; 12/5; 5/2; 28/11; 5/2; 5/2; 5/2; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 5/2
Ipswich; 3; 29/10; 3; 13/5; 149/0; 31/10; 14/5; 3; 3; 11/4; 14/5; 3; 11/4; 14/5; 29/10; 27/10; 3; 29/10; 31/10; 56/19; 14/5; 14/5; 3; 3; ; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-05-05 02:19:51 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 10/11; 1; 47/50; 19/20; 20/21; 10/11; 19/20; 10/11; 1; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 11/12; 1; 19/20; 10/11; 10/11; 20/21; 20/21; 1
Draw; 13/5; 12/5; 12/5; 5/2; 66/25; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 13/5; 12/5; 49/20; 12/5; 5/2; 28/11; 5/2; 5/2; 5/2; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 5/2
Ipswich; 3; 29/10; 3; 13/5; 149/0; 31/10; 14/5; 3; 3; 11/4; 14/5; 3; 11/4; 14/5; 29/10; 27/10; 3; 29/10; 31/10; 56/19; 14/5; 14/5; 14/5; 3; ; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-05-05 10:19:59 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 10/11; 10/11; 1; 47/50; 19/20; 20/21; 10/11; 19/20; 10/11; 1; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 11/12; 1; 19/20; 10/11; 10/11; 20/21; 20/21; 1
Draw; 13/5; 5/2; 12/5; 5/2; 66/25; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 23/10; 12/5; 49/20; 12/5; 5/2; 28/11; 5/2; 5/2; 5/2; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 5/2
Ipswich; 3; 3; 13/5; 149/0; 31/10; 14/5; 3; 3; 3; 14/5; 3; 11/4; 14/5; 29/10; 27/10; 3; 29/10; 31/10; 56/19; 14/5; 14/5; 3; 3; ; ; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-05-05 14:20:39 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 10/11; 10/11; 1; 47/50; 19/20; 20/21; 10/11; 19/20; 10/11; 1; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 11/12; 1; 19/20; 10/11; 10/11; 20/21; 20/21; 1
Draw; 13/5; 5/2; 12/5; 5/2; 66/25; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; 23/10; 12/5; 49/20; 12/5; 5/2; 28/11; 5/2; 5/2; 5/2; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 
Ipswich; 3; 3; 13/5; 149/0; 31/10; 29/10; 3; 3; 3; 14/5; 3; 11/4; 14/5; 29/10; 27/10; 3; 29/10; 31/10; 56/19; 14/5; 14/5; 3; 14/5; ; ; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-05-05 18:20:04 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 10/11; 10/11; 1; 47/50; 19/20; 20/21; 10/11; 19/20; 10/11; 1; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 11/12; 1; 19/20; 10/11; 10/11; 20/21; 20/21; 20/21
Draw; 13/5; 5/2; 12/5; 5/2; 66/25; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 23/10; 12/5; 49/20; 12/5; 5/2; 28/11; 5/2; 5/2; 5/2; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 
Ipswich; 3; 3; 13/5; 149/0; 31/10; 29/10; 3; 3; 3; 14/5; 3; 11/4; 14/5; 29/10; 27/10; 3; 29/10; 31/10; 56/19; 14/5; 3; 3; ; ; ; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-05-05 22:18:44 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 10/11; 10/11; 1; 47/50; 19/20; 20/21; 10/11; 19/20; 10/11; 1; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 11/12; 1; 19/20; 10/11; 20/21; 20/21; 20/21; 1
Draw; 13/5; 5/2; 12/5; 5/2; 66/25; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 23/10; 12/5; 49/20; 12/5; 5/2; 28/11; 5/2; 5/2; 5/2; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 
Ipswich; 3; 3; 13/5; 149/0; 31/10; 29/10; 3; 3; 3; 14/5; 3; 11/4; 14/5; 29/10; 27/10; 3; 29/10; 31/10; 56/19; 14/5; 3; 3; ; ; ; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-05-06 02:19:07 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 1; 19/20; 19/20; 20/21; 10/11; 19/20; 19/20; 1; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 11/12; 1; 19/20; 10/11; 20/21; 20/21; 20/21; 1
Draw; 13/5; 12/5; 12/5; 5/2; 129/0; 13/5; 5/2; 5/2; 13/5; 12/5; 5/2; 12/5; 12/5; 49/20; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 
Ipswich; 3; 29/10; 29/10; 13/5; 3; 29/10; 11/4; 3; 29/10; 3; 14/5; 3; 11/4; 14/5; 29/10; 27/10; 3; 29/10; 3; 56/19; 14/5; 3; 3; ; ; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-05-06 10:19:10 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 1; 20/21; 19/20; 1; 10/11; 19/20; 19/20; 1; 20/21; 19/20; 1; 1; 19/20; 19/20; 66/67; 11/12; 1; 19/20; 19/20; 20/21; 20/21; 1; ; 
Draw; 13/5; 12/5; 12/5; 5/2; 127/0; 13/5; 5/2; 5/2; 13/5; 12/5; 5/2; 23/10; 12/5; 49/20; 23/10; 12/5; 5/2; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5
Ipswich; 3; 29/10; 14/5; 13/5; 61/20; 3; 29/10; 11/4; 3; 29/10; 3; 11/4; 29/10; 13/5; 14/5; 29/10; 14/5; 14/5; 29/10; 31/10; 29/10; 3; 14/5; 3; 3; ; 
META; english/championship/ipswich-v-middlesbrough; 2018-05-06 14:19:17 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Middlesbrough; 1; 1; 97/00; 19/20; 1; 10/11; 19/20; 19/20; 1; 1; 1; 1; 19/20; 42/41; 11/12; 21/20; 1; 19/20; 20/21; 1; ; ; ; ; 
Draw; 13/5; 12/5; 12/5; 5/2; 62/25; 13/5; 5/2; 5/2; 13/5; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 5/2; 27/11; 13/5; 5/2; 5/2; 13/5; 5/2; 12/5; 12/5; 5/2
Ipswich; 3; 14/5; 14/5; 13/5; 61/20; 3; 29/10; 11/4; 3; 14/5; 3; 14/5; 13/5; 11/4; 13/5; 14/5; 29/10; 14/5; 27/10; 29/10; 29/10; 29/10; 3; 3; 
