META; english/championship/fulham-v-preston; 2017-09-30 22:21:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; ; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; 
Preston; ; ; ; ; ; ; ; ; 57/17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; ; 
META; english/championship/fulham-v-preston; 2017-10-01 02:21:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; ; 5/6; ; ; ; ; ; 8/11; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; 4/5; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; 11/4; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; 28/11; ; 13/5; ; ; ; ; 
Preston; ; 3; ; ; ; ; ; 16/5; 57/17; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; 16/5; ; ; ; ; 
META; english/championship/fulham-v-preston; 2017-10-01 10:21:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; ; 5/6; ; ; ; ; ; 8/11; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; 4/5; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; 11/4; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; 28/11; ; 13/5; ; ; ; ; 
Preston; ; 3; ; ; ; ; ; 16/5; 57/17; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; 16/5; ; ; ; ; 
META; english/championship/fulham-v-preston; 2017-10-01 14:21:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 5/6; ; 4/5; 4/5; ; 17/20; 4/5; 4/5; ; 10/11; ; ; ; ; 17/20; ; ; 13/15; ; ; 4/5; ; 17/20; ; ; ; ; 
Draw; 12/5; 5/2; ; 11/4; 5/2; ; 5/2; 11/4; 13/5; ; 5/2; ; ; ; ; 13/5; ; ; 5/2; ; ; 28/11; ; 13/5; ; ; ; ; 
Preston; 7/2; 3; ; 16/5; 7/2; ; 7/2; 10/3; 57/17; ; 3; ; ; ; ; 10/3; ; ; 3; ; ; 13/4; ; 3; ; ; ; ; 
META; english/championship/fulham-v-preston; 2017-10-01 18:20:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 5/6; ; 4/5; 4/5; 9/10; 10/11; 5/6; 11/13; ; 10/11; ; ; ; 10/11; 17/20; 11/13; 16/19; 13/15; ; 13/15; 16/19; ; 20/23; ; ; ; ; 
Draw; 12/5; 5/2; ; 11/4; 5/2; 5/2; 5/2; 13/5; 13/5; ; 5/2; ; ; ; 13/5; 13/5; 12/5; 5/2; 5/2; ; 5/2; 5/2; ; 5/2; ; ; ; ; 
Preston; 7/2; 3; ; 16/5; 7/2; 10/3; 3; 16/5; 33/10; ; 3; ; ; ; 3; 10/3; 13/4; ; 56/19; ; 28/11; 13/4; ; 29/10; ; ; ; ; 
META; english/championship/fulham-v-preston; 2017-10-01 22:20:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 5/6; ; 4/5; 4/5; 9/10; 10/11; 5/6; 11/13; ; 10/11; 10/11; ; 17/20; 10/11; 17/20; 11/13; 16/19; 13/15; ; 13/15; 16/19; ; 20/23; ; ; 4/7; ; 
Draw; 12/5; 5/2; ; 11/4; 5/2; 5/2; 5/2; 13/5; 13/5; ; 5/2; 27/10; ; 29/10; 13/5; 13/5; 12/5; 5/2; 5/2; ; 5/2; 5/2; ; 5/2; ; ; 19/10; ; 
Preston; 7/2; 3; ; 16/5; 7/2; 10/3; 3; 16/5; 33/10; ; 3; 29/10; ; 10/3; 3; 10/3; 13/4; ; 56/19; ; 28/11; 13/4; ; 29/10; ; ; 23/10; ; 
META; english/championship/fulham-v-preston; 2017-10-02 02:20:36 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 5/6; ; 4/5; 4/5; 9/10; 10/11; 5/6; 11/13; ; 10/11; 10/11; ; 17/20; 10/11; 17/20; 11/13; 16/19; 13/15; ; 13/15; 16/19; ; 20/23; ; ; 4/6; ; 
Draw; 12/5; 5/2; ; 11/4; 5/2; 5/2; 5/2; 13/5; 13/5; ; 5/2; 27/10; ; 29/10; 13/5; 13/5; 12/5; 5/2; 5/2; ; 5/2; 5/2; ; 5/2; ; ; 2; ; 
Preston; 7/2; 3; ; 16/5; 7/2; 10/3; 3; 16/5; 33/10; ; 3; 29/10; ; 10/3; 3; 10/3; 13/4; ; 56/19; ; 28/11; 13/4; ; 29/10; ; ; 5/2; ; 
META; english/championship/fulham-v-preston; 2017-10-02 10:21:02 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 5/6; ; 4/5; 4/5; 9/10; 10/11; 5/6; 11/13; ; 10/11; 10/11; ; 17/20; 10/11; 17/20; 11/13; 16/19; 13/15; ; 13/15; 16/19; ; 20/23; ; ; 8/11; ; 
Draw; 12/5; 5/2; ; 11/4; 5/2; 5/2; 5/2; 13/5; 13/5; ; 5/2; 11/4; ; 29/10; 13/5; 13/5; 12/5; 5/2; 5/2; ; 5/2; 5/2; ; 13/5; ; ; 23/10; ; 
Preston; 7/2; 3; ; 16/5; 7/2; 10/3; 3; 16/5; 33/10; ; 3; 14/5; ; 10/3; 3; 10/3; 13/4; ; 56/19; ; 28/11; 13/4; ; 29/10; ; ; 5/2; ; 
META; english/championship/fulham-v-preston; 2017-10-02 18:21:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; ; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; ; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 5/6; 23/25; 13/15; 16/19; 5/6; 9/10; 17/20; ; 8/11; ; 
Fulham; 5/6; 17/20; 10/11; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 5/6; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 4/5; ; 
Draw; 12/5; 14/5; 27/10; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 13/5; 12/5; 13/5; 57/20; 5/2; 45/17; 14/5; 14/5; 11/4; ; 21/10; ; 
Preston; 7/2; 14/5; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 11/4; 14/5; 14/5; ; 10/3; 3; 14/5; 13/4; 56/19; 16/5; 28/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-04 10:21:41 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 13/15; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 5/6; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 4/5; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 5/2; 12/5; 28/11; 57/20; 45/17; 45/17; 14/5; 14/5; 11/4; ; 21/10; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 14/5; 14/5; 29/10; ; 10/3; 3; 3; 13/4; 56/19; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-04 14:21:46 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 13/15; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 5/6; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 4/5; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 5/2; 12/5; 13/5; 57/20; 45/17; 45/17; 14/5; 11/4; 11/4; ; 12/5; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 14/5; 14/5; 29/10; ; 10/3; 3; 3; 13/4; 56/19; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-04 18:21:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 13/15; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 5/6; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 5/6; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 5/2; 12/5; 13/5; 57/20; 45/17; 45/17; 14/5; 11/4; 11/4; ; 23/10; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 14/5; 14/5; 29/10; ; 10/3; 3; 3; 13/4; 56/19; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-04 22:21:32 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 10/11; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 13/15; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 5/6; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 5/2; 12/5; 28/11; 57/20; 45/17; 45/17; 14/5; 11/4; 11/4; ; 23/10; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 11/4; 14/5; 29/10; ; 10/3; 3; 3; 13/4; 29/10; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-05 02:21:33 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 10/11; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 13/15; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 5/6; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 13/5; 12/5; 28/11; 57/20; 45/17; 45/17; 14/5; 11/4; 11/4; ; 23/10; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 11/4; 14/5; 29/10; ; 10/3; 3; 14/5; 13/4; 29/10; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-05 10:21:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 10/11; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 13/15; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 5/6; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 13/5; 12/5; 28/11; 57/20; 45/17; 45/17; 14/5; 11/4; 11/4; ; 23/10; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 11/4; 14/5; 29/10; ; 10/3; 3; 14/5; 13/4; 29/10; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-05 14:21:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 10/11; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 13/15; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 5/6; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 13/5; 12/5; 28/11; 57/20; 45/17; 45/17; 14/5; 11/4; 11/4; ; 23/10; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 11/4; 14/5; 29/10; ; 10/3; 3; 14/5; 13/4; 29/10; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-05 18:22:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 10/11; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 13/15; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 5/6; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 13/5; 12/5; 28/11; 57/20; 45/17; 45/17; 14/5; 11/4; 11/4; ; 23/10; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 11/4; 14/5; 29/10; ; 10/3; 3; 14/5; 13/4; 29/10; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-05 22:21:55 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 10/11; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 13/15; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 5/6; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 13/5; 12/5; 28/11; 57/20; 45/17; 45/17; 14/5; 11/4; 11/4; ; 23/10; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 11/4; 14/5; 29/10; ; 10/3; 3; 14/5; 13/4; 29/10; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-06 02:23:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Fulham; 5/6; 17/20; 10/11; 4/5; 4/5; 9/10; 20/23; 5/6; 11/13; 20/23; 10/11; 10/11; ; 17/20; 10/11; 5/6; 11/13; 13/15; 23/25; 13/15; 11/13; 9/10; 9/10; 17/20; ; 5/6; ; 
Draw; 12/5; 11/4; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; ; 29/10; 13/5; 13/5; 12/5; 28/11; 57/20; 45/17; 45/17; 14/5; 11/4; 11/4; ; 23/10; ; 
Preston; 7/2; 29/10; 14/5; 16/5; 7/2; 10/3; 29/10; 16/5; 31/10; 11/4; 14/5; 29/10; ; 10/3; 3; 14/5; 13/4; 29/10; 16/5; 27/11; 31/10; 14/5; 29/10; 29/10; ; 14/5; ; 
META; english/championship/fulham-v-preston; 2017-10-06 10:21:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
