META; english/championship/leeds-v-sheffield-wednesday; 2018-03-11 02:20:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 10/11; 4/5; 4/5; 10/11; 17/20; 8/11
Draw; 5/2; 5/2; 27/11; 5/2; 5/2; 21/10
Sheffield Wednesday; 3; 7/2; 17/5; 16/5; 16/5; 23/10
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-11 10:20:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 10/11; 4/5; 4/5; 10/11; 17/20; 8/11; 4/6
Draw; 5/2; 5/2; 27/11; 5/2; 5/2; 21/10; 1/9
Sheffield Wednesday; 3; 7/2; 17/5; 16/5; 16/5; 19/10; 1/9
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-11 14:21:01 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 5/6; 10/11; 10/11; 20/23; 4/5; 4/5; 4/5; 19/20; 9/10; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 5/2; 12/5; 5/2; 27/11; 5/2; 5/2; 12/5; 12/5
Sheffield Wednesday; 16/5; 3; 16/5; 3; 7/2; 17/5; 3; 19/10; 11/4; ; 
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-11 18:20:31 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 19/20; 1; 5/6; 9/10; 19/20; 1; 20/21; 19/20; 1; 9/10; 20/21; 19/20; 1; 5/6; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; 13/5; 5/2; 5/2; 27/11; 27/11; 5/2; 49/20; 27/11; 21/10; 12/5
Sheffield Wednesday; 14/5; 3; 29/10; 14/5; 11/4; 3; 14/5; 11/4; 11/4; 14/5; 27/10; 56/19; 29/10; 29/10; 11/4; 21/10; 10/3
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-11 22:20:17 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 1; 5/6; 9/10; 1; 20/21; 19/20; 1; 68/67; 9/10; 20/21; 19/20; 1; 10/11; 10/11; 
Draw; 5/2; 12/5; 23/10; 5/2; 12/5; 23/10; 5/2; 23/10; 13/5; 5/2; 5/2; 27/11; 27/11; 27/11; 13/5; 49/20; 27/11; 23/10; 12/5
Sheffield Wednesday; 14/5; 3; 14/5; 3; 14/5; 11/4; 3; 11/4; 11/4; 11/4; 14/5; 27/10; 12/5; 56/19; 29/10; 29/10; 11/4; 14/5; 10/3
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-12 02:20:42 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 1; 5/6; 9/10; 19/20; 1; 20/21; 19/20; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 12/5; 23/10; 5/2; 23/10; 13/5; 5/2; 5/2; 27/11; 12/5; 27/11; 27/11; 13/5; 49/20; 27/11; 23/10; 12/5
Sheffield Wednesday; 14/5; 3; 14/5; 3; 14/5; 11/4; 3; 14/5; 11/4; 11/4; 14/5; 27/10; 14/5; 12/5; 56/19; 29/10; 29/10; 11/4; 14/5; 10/3
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-12 10:20:37 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 1; 5/6; 9/10; 19/20; 1; 20/21; 19/20; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 12/5; 23/10; 5/2; 23/10; 13/5; 5/2; 5/2; 12/5; 12/5; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 12/5
Sheffield Wednesday; 14/5; 3; 14/5; 3; 14/5; 11/4; 3; 14/5; 11/4; 11/4; 14/5; 11/4; 14/5; 12/5; 56/19; 29/10; 29/10; 14/5; 14/5; 10/3
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-12 14:21:12 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 1; 10/11; 9/10; 19/20; 1; 20/21; 1; 19/20; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 10/11; 10/11; ; 
Draw; 5/2; 12/5; 23/10; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 12/5; 23/10; 12/5
Sheffield Wednesday; 14/5; 3; 14/5; 29/10; 14/5; 13/5; 3; 14/5; 3; 11/4; 29/10; 11/4; 14/5; 11/4; 14/5; 12/5; 56/19; 29/10; 29/10; 14/5; 14/5; 10/3
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-12 18:21:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 1; 20/21; 10/11; 9/10; 19/20; 1; 20/21; 1; 1; 19/20; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 10/11; 20/21; 1; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 9/4; 9/4; 5/2
Sheffield Wednesday; 14/5; 3; 29/10; 11/4; 29/10; 29/10; 13/5; 3; 14/5; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 56/19; 14/5; 12/5; 56/19; 29/10; 29/10; 3; 14/5; 14/5; 3
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-12 22:21:15 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 51/50; 1; 20/21; 10/11; 9/10; 19/20; 1; 20/21; 1; 1; 19/20; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 10/11; 20/21; 1; 
Draw; 5/2; 12/5; 23/10; 9/4; 63/25; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 9/4; 9/4; 5/2
Sheffield Wednesday; 14/5; 3; 29/10; 11/4; 63/20; 29/10; 29/10; 13/5; 3; 14/5; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 56/19; 14/5; 12/5; 56/19; 29/10; 29/10; 3; 14/5; 14/5; 3
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-13 02:21:07 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 51/50; 1; 20/21; 10/11; 9/10; 19/20; 1; 20/21; 1; 1; 19/20; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 10/11; 10/11; 1
Draw; 5/2; 12/5; 23/10; 9/4; 63/25; 5/2; 12/5; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 9/4; 9/4
Sheffield Wednesday; 14/5; 3; 29/10; 11/4; 63/20; 29/10; 29/10; 13/5; 3; 14/5; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 56/19; 14/5; 12/5; 56/19; 29/10; 29/10; 3; 14/5; 27/10
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-13 10:21:17 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 51/50; 1; 20/21; 10/11; 9/10; 19/20; 1; 20/21; 1; 1; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 10/11; 10/11; 1; 
Draw; 5/2; 12/5; 23/10; 9/4; 63/25; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 9/4; 9/4
Sheffield Wednesday; 14/5; 3; 29/10; 11/4; 63/20; 29/10; 29/10; 13/5; 3; 14/5; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 56/19; 14/5; 12/5; 56/19; 29/10; 29/10; 3; 14/5; 27/10
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-13 14:21:29 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 51/50; 1; 20/21; 10/11; 9/10; 1; 20/21; 1; 1; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 10/11; 10/11; 1; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 63/25; 5/2; 12/5; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 12/5; 9/4; 23/10; 5/2
Sheffield Wednesday; 14/5; 3; 29/10; 11/4; 63/20; 29/10; 29/10; 13/5; 3; 29/10; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 29/10; 14/5; 12/5; 56/19; 29/10; 29/10; 56/19; 14/5; 14/5; 3
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-13 18:21:31 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 51/50; 1; 20/21; 10/11; 9/10; 1; 20/21; 1; 1; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 10/11; 10/11; 1; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 63/25; 5/2; 12/5; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 9/4; 9/4
Sheffield Wednesday; 14/5; 3; 29/10; 11/4; 63/20; 29/10; 29/10; 13/5; 3; 29/10; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 56/19; 14/5; 12/5; 56/19; 29/10; 29/10; 3; 14/5; 5/2
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-13 22:21:20 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 51/50; 1; 20/21; 10/11; 9/10; 1; 20/21; 1; 1; 1; 19/20; 68/67; 9/10; 20/21; 19/20; 1; 10/11; 10/11; 1; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 63/25; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 9/4; 9/4
Sheffield Wednesday; 14/5; 3; 29/10; 11/4; 63/20; 29/10; 29/10; 13/5; 3; 29/10; 3; 11/4; 11/4; 29/10; 11/4; 14/5; 56/19; 14/5; 12/5; 56/19; 29/10; 29/10; 3; 14/5; 5/2
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-14 02:20:36 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 26/25; 1; 10/11; 9/10; 21/20; 1; 1; 1; 1; 19/20; 68/67; 9/10; 1; 19/20; 1; 20/21; 20/21; 1; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 5/2; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 12/5; 9/4; 11/5
Sheffield Wednesday; 14/5; 3; 11/4; 11/4; 31/10; 29/10; 14/5; 13/5; 3; 14/5; 3; 14/5; 11/4; 14/5; 11/4; 14/5; 37/13; 14/5; 12/5; 56/19; 14/5; 29/10; 29/10; 14/5; 23/10
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-14 10:20:45 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 1; 19/20; 26/25; 1; 10/11; 9/10; 21/20; 1; 21/20; 1; 1; 19/20; 68/67; 9/10; 1; 19/20; 1; 20/21; 20/21; 1; ; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 5/2; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 12/5; 9/4; 11/5
Sheffield Wednesday; 14/5; 14/5; 27/10; 11/4; 31/10; 29/10; 14/5; 13/5; 3; 11/4; 3; 14/5; 13/5; 14/5; 11/4; 14/5; 37/13; 14/5; 12/5; 56/19; 14/5; 29/10; 29/10; 14/5; 23/10
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-14 14:21:05 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 1; 19/20; 26/25; 1; 1; 9/10; 21/20; 1; 21/20; 21/20; 21/20; 1; 1; 19/20; 68/67; 9/10; 1; 19/20; 1; 20/21; 20/21; 1; ; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 12/5; 9/4; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 11/5; 11/5; 12/5; 12/5
Sheffield Wednesday; 14/5; 14/5; 27/10; 11/4; 31/10; 29/10; 14/5; 11/4; 3; 11/4; 3; 14/5; 13/5; 14/5; 11/4; 14/5; 37/13; 14/5; 12/5; 56/19; 14/5; 29/10; 29/10; 14/5; 23/10; 3; 
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-14 18:20:53 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 1; 19/20; 19/20; 26/25; 1; 1; 9/10; 1; 1; 1; 1; 19/20; 28/29; 9/10; 20/21; 19/20; 1; 20/21; 10/11; 1; ; ; ; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 11/5; 9/4; 12/5; 12/5
Sheffield Wednesday; 14/5; 14/5; 14/5; 11/4; 31/10; 29/10; 14/5; 11/4; 3; 29/10; 3; 14/5; 11/4; 29/10; 11/4; 14/5; 29/10; 14/5; 5/2; 56/19; 3; 59/20; 29/10; 14/5; 5/2; 3; 
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-14 22:20:42 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 1; 19/20; 19/20; 26/25; 1; 1; 9/10; 1; 1; 1; 1; 19/20; 28/29; 9/10; 20/21; 19/20; 1; 20/21; 1; 1; ; ; ; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 11/5; 9/4; 12/5; 12/5
Sheffield Wednesday; 14/5; 14/5; 14/5; 11/4; 31/10; 29/10; 14/5; 11/4; 3; 29/10; 3; 14/5; 11/4; 29/10; 11/4; 14/5; 29/10; 14/5; 5/2; 56/19; 3; 59/20; 29/10; 3; 3; ; 
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-15 02:20:52 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 19/20; 19/20; 26/25; 21/20; 1; 9/10; 1; 1; 1; 1; 19/20; 28/29; 9/10; 20/21; 19/20; 1; 20/21; 1; 1; ; ; ; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 11/5; 9/4; 12/5; 12/5
Sheffield Wednesday; 14/5; 3; 14/5; 11/4; 31/10; 3; 14/5; 11/4; 3; 29/10; 3; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 14/5; 5/2; 56/19; 3; 59/20; 29/10; 14/5; 14/5; 3; 
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-15 10:20:38 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 19/20; 19/20; 26/25; 21/20; 1; 9/10; 1; 1; 1; 1; 19/20; 28/29; 9/10; 20/21; 19/20; 1; 20/21; 1; 1; ; ; ; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 11/5; 9/4; 12/5; 12/5
Sheffield Wednesday; 14/5; 3; 14/5; 11/4; 31/10; 3; 14/5; 11/4; 3; 29/10; 3; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 14/5; 5/2; 56/19; 3; 59/20; 29/10; 14/5; 14/5; 3; 
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-15 14:21:01 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 26/25; 21/20; 1; 9/10; 1; 1; 1; 1; 19/20; 28/29; 9/10; 20/21; 19/20; 1; 20/21; 20/21; 1; ; ; ; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 11/5; 9/4; 12/5; 12/5
Sheffield Wednesday; 14/5; 3; 14/5; 11/4; 31/10; 3; 14/5; 11/4; 3; 14/5; 3; 14/5; 11/4; 14/5; 11/4; 14/5; 29/10; 14/5; 5/2; 56/19; 29/10; 59/20; 29/10; 14/5; 13/5; 3; 
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-15 18:20:48 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 26/25; 21/20; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 19/20; 28/29; 28/29; 21/20; 19/20; 1; 1; 1; ; ; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 5/2; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 40/17; 5/2; 49/20; 12/5; 11/5; 9/4; 12/5; 
Sheffield Wednesday; 14/5; 29/10; 27/10; 11/4; 31/10; 3; 14/5; 11/4; 56/19; 11/4; 3; 14/5; 11/4; 14/5; 11/4; 14/5; 37/13; 14/5; 5/2; 29/10; 29/10; 59/20; 29/10; 14/5; 14/5; 3; 27/10
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-15 22:20:27 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 1; 19/20; 109/00; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 19/20; 28/29; 42/41; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 
Draw; 5/2; 12/5; 23/10; 9/4; 64/25; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 47/20; 5/2; 12/5; 27/11; 12/5; 27/11; 40/17; 5/2; 49/20; 27/11; 23/10; 12/5; 5/2; 
Sheffield Wednesday; 14/5; 29/10; 27/10; 11/4; 141/0; 3; 13/5; 11/4; 11/4; 27/10; 3; 14/5; 11/4; 11/4; 11/4; 14/5; 27/10; 14/5; 5/2; 27/10; 29/10; 14/5; 11/4; 5/2; 5/2; 14/5; 5/2
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-16 02:20:06 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 19/20; 19/20; 21/20; 19/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 19/20; 1; 42/41; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 
Draw; 5/2; 12/5; 23/10; 9/4; 129/0; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 47/20; 5/2; 12/5; 12/5; 12/5; 27/11; 40/17; 12/5; 49/20; 27/11; 23/10; 9/4; 5/2; 5/2
Sheffield Wednesday; 14/5; 29/10; 27/10; 11/4; 139/0; 3; 13/5; 11/4; 11/4; 27/10; 3; 14/5; 11/4; 11/4; 11/4; 14/5; 45/17; 14/5; 27/11; 27/10; 29/10; 14/5; 27/10; 13/5; 23/10; 11/4; 11/4
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-16 10:20:09 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 11/10; 1; 21/20; 19/20; 109/00; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 19/20; 1; 42/41; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 21/20
Draw; 5/2; 12/5; 23/10; 9/4; 129/0; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 47/20; 5/2; 23/10; 12/5; 12/5; 27/11; 40/17; 12/5; 49/20; 27/11; 12/5; 9/4; 5/2; 5/2
Sheffield Wednesday; 14/5; 14/5; 27/10; 11/4; 14/5; 3; 13/5; 11/4; 11/4; 27/10; 3; 14/5; 13/5; 11/4; 11/4; 14/5; 45/17; 14/5; 27/11; 27/10; 29/10; 14/5; 27/10; 5/2; 5/2; 11/4; 14/5
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-16 14:21:08 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 11/10; 1; 19/20; 103/00; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 1; 42/41; 21/20; 1; 21/20; 1; 21/20; 21/20; 21/20; ; ; 
Draw; 5/2; 12/5; 23/10; 9/4; 66/25; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 9/4; 12/5; 47/20; 5/2; 12/5; 12/5; 23/10; 27/11; 40/17; 5/2; 49/20; 27/11; 23/10; 23/10; 5/2; 12/5
Sheffield Wednesday; 14/5; 14/5; 27/10; 11/4; 74/25; 3; 11/4; 11/4; 11/4; 11/4; 3; 14/5; 13/5; 11/4; 11/4; 14/5; 45/17; 13/5; 27/11; 27/10; 29/10; 29/10; 27/10; 27/10; 14/5; 14/5; 14/5
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-16 18:20:43 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 11/10; 11/10; 11/10; 21/20; 59/50; 11/10; 11/10; 1; 15/13; 11/10; 23/20; 11/10; 21/20; 11/10; 23/20; 11/10; 21/20; 21/20; 19/17; 42/41; 23/20; 11/10; 21/20; 11/10; 10/9; 10/9; 11/10
Draw; 5/2; 12/5; 23/10; 12/5; 53/20; 5/2; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 9/4; 47/20; 12/5; 12/5; 12/5; 23/10; 12/5; 40/17; 5/2; 49/20; 27/11; 23/10; 12/5; 12/5; 23/10
Sheffield Wednesday; 11/4; 5/2; 12/5; 13/5; 62/25; 11/4; 12/5; 13/5; 40/17; 5/2; 13/5; 5/2; 11/4; 5/2; 12/5; 5/2; 45/17; 13/5; 5/2; 27/10; 13/5; 51/20; 27/10; 5/2; 13/5; 13/5; 27/10
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-16 22:20:43 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 11/10; 11/10; 11/10; 21/20; 59/50; 11/10; 11/10; 1; 15/13; 11/10; 23/20; 11/10; 21/20; 11/10; 23/20; 11/10; 21/20; 19/17; 42/41; 23/20; 11/10; 11/10; 10/9; 10/9; 10/9; 10/9; 
Draw; 5/2; 12/5; 23/10; 12/5; 53/20; 5/2; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 9/4; 47/20; 12/5; 12/5; 23/10; 12/5; 40/17; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 23/10; 
Sheffield Wednesday; 11/4; 5/2; 5/2; 13/5; 62/25; 11/4; 5/2; 13/5; 40/17; 5/2; 13/5; 5/2; 11/4; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 27/10; 13/5; 51/20; 28/11; 13/5; 13/5; 13/5; 13/5
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-17 02:20:32 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 11/10; 11/10; 11/10; 21/20; 29/25; 6/5; 11/10; 11/10; 15/13; 11/10; 23/20; 11/10; 23/20; 11/10; 23/20; 11/10; 21/20; 19/17; 42/41; 23/20; 11/10; 11/10; 10/9; 21/20; 10/9; 23/20; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 23/10; 23/10; 12/5; 40/17; 5/2; 49/20; 12/5; 23/10; 23/10; 5/2; 12/5; 
Sheffield Wednesday; 11/4; 5/2; 5/2; 13/5; 67/25; 11/4; 5/2; 5/2; 40/17; 5/2; 13/5; 13/5; 12/5; 5/2; 12/5; 13/5; 5/2; 13/5; 5/2; 27/10; 27/10; 51/20; 28/11; 13/5; 23/10; 13/5; 11/4
META; english/championship/leeds-v-sheffield-wednesday; 2018-03-17 10:20:37 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Leeds; 11/10; 11/10; 23/20; 21/20; 29/25; 6/5; 11/10; 11/10; 15/13; 23/20; 23/20; 11/10; 23/20; 23/20; 23/20; 11/10; 21/20; 10/9; 42/41; 23/20; 11/10; 11/10; 10/9; 10/9; 23/20; 10/9; 
