META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-19 02:31:06 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 49/00; 4/9; 1/2; 1/2; 1/2; 12/25; 1/2
Draw; 10/3; 7/2; 16/5; 3; 58/19; 16/5; 16/5; 31/10
Espanyol; 6; 36/5; 6; 11/2; 26/5; 6; 21/4; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-19 10:31:11 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 1/2; 49/00; 7/15; 1/2; 1/2; 1/2; 4/9; 1/2; 12/25; 1/2
Draw; 10/3; 3; 7/2; 16/5; 16/5; 16/5; 58/19; 10/3; 16/5; 16/5; 31/10
Espanyol; 6; 11/2; 36/5; 6; 11/2; 6; 26/5; 6; 6; 21/4; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-19 14:31:13 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 1/2; 49/00; 7/15; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 12/25; 1/2
Draw; 10/3; 16/5; 7/2; 16/5; 16/5; 31/10; 16/5; 58/19; 10/3; 16/5; 16/5; 31/10
Espanyol; 6; 11/2; 36/5; 6; 11/2; 6; 26/5; 6; 6; 21/4; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-19 18:31:17 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 1/2; 53/00; 7/15; 1/2; 1/2; 1/2; 1/2; 4/9; 7/15; 1/2; 12/25; 1/2
Draw; 10/3; 16/5; 17/5; 16/5; 3; 31/10; 16/5; 58/19; 10/3; 13/4; 33/10; 16/5; 31/10
Espanyol; 6; 11/2; 32/5; 11/2; 11/2; 6; 26/5; 6; 6; 21/4; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-19 22:31:18 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 1/2; 4/9; 7/15; 7/15; 1/2; 12/25; 1/2
Draw; 10/3; 16/5; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 58/19; 10/3; 13/4; 16/5; 33/10; 16/5; 31/10
Espanyol; 6; 11/2; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 26/5; 6; 23/4; 6; 21/4; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-20 02:31:27 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 1/2; 4/9; 7/15; 7/15; 1/2; 12/25; 1/2
Draw; 10/3; 16/5; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 58/19; 10/3; 13/4; 16/5; 33/10; 16/5; 31/10
Espanyol; 6; 11/2; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 26/5; 6; 23/4; 6; 21/4; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-20 10:31:32 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 1/2; 4/9; 7/15; 7/15; 1/2; 12/25; 1/2
Draw; 10/3; 16/5; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 58/19; 10/3; 13/4; 16/5; 33/10; 16/5; 31/10
Espanyol; 6; 11/2; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 26/5; 6; 23/4; 6; 21/4; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-20 14:31:24 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 1/2; 4/9; 7/15; 7/15; 1/2; 12/25; 1/2
Draw; 10/3; 16/5; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 58/19; 10/3; 13/4; 16/5; 33/10; 16/5; 31/10
Espanyol; 6; 11/2; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 26/5; 6; 23/4; 6; 21/4; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-20 18:31:29 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 10/21; 4/9; 7/15; 7/15; 1/2; 12/25; 10/21
Draw; 10/3; 16/5; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 31/10; 10/3; 13/4; 16/5; 16/5; 16/5; 41/13
Espanyol; 6; 11/2; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 28/5; 6; 23/4; 6; 96/17; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-20 22:31:28 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Valencia; 4/9; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 10/21; 4/9; 7/15; 7/15; 1/2; 12/25; 10/21
Draw; 10/3; 16/5; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 31/10; 10/3; 13/4; 16/5; 33/10; 16/5; 41/13
Espanyol; 6; 11/2; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 28/5; 6; 23/4; 6; 96/17; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-21 02:31:41 GMT+2; 2018-04-08 18:45; Nothing; Xlenovo
Valencia; 4/9; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 10/21; 4/9; 7/15; 7/15; 1/2; 12/25; 10/21
Draw; 10/3; 16/5; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 31/10; 10/3; 13/4; 16/5; 33/10; 16/5; 41/13
Espanyol; 6; 11/2; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 28/5; 6; 23/4; 6; 96/17; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-21 10:31:42 GMT+2; 2018-04-08 18:45; Nothing; Xlenovo
Valencia; 4/9; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 10/21; 4/9; 7/15; 7/15; 1/2; 12/25; 10/21
Draw; 10/3; 16/5; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 31/10; 10/3; 13/4; 16/5; 33/10; 16/5; 41/13
Espanyol; 6; 11/2; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 28/5; 6; 23/4; 6; 96/17; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-21 14:31:43 GMT+2; 2018-04-08 18:45; Nothing; Xlenovo
Valencia; 4/9; 1/2; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 10/21; 5/11; 7/15; 7/15; 1/2; 12/25; 10/21
Draw; 10/3; 16/5; 3; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 31/10; 10/3; 13/4; 16/5; 33/10; 16/5; 41/13
Espanyol; 6; 11/2; 6; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 28/5; 11/2; 5; 23/4; 6; 96/17; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-21 18:31:45 GMT+2; 2018-04-08 18:45; Nothing; Xlenovo
Valencia; 4/9; 1/2; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 10/21; 5/11; 7/15; 7/15; 1/2; 12/25; 10/21
Draw; 10/3; 16/5; 3; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 31/10; 10/3; 13/4; 16/5; 33/10; 16/5; 41/13
Espanyol; 6; 11/2; 6; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 28/5; 11/2; 5; 23/4; 6; 96/17; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-21 22:31:43 GMT+2; 2018-04-08 18:45; Nothing; Xlenovo
Valencia; 4/9; 1/2; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 10/21; 5/11; 7/15; 7/15; 1/2; 12/25; 10/21
Draw; 10/3; 16/5; 3; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 31/10; 10/3; 13/4; 16/5; 33/10; 16/5; 41/13
Espanyol; 6; 11/2; 6; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 28/5; 11/2; 5; 23/4; 6; 96/17; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-22 02:31:40 GMT+2; 2018-04-08 18:45; Nothing; Xlenovo
Valencia; 4/9; 1/2; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 10/21; 5/11; 7/15; 7/15; 1/2; 12/25; 10/21
Draw; 10/3; 16/5; 3; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 31/10; 10/3; 13/4; 16/5; 33/10; 16/5; 31/10
Espanyol; 6; 11/2; 6; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 28/5; 11/2; 5; 23/4; 6; 96/17; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-22 10:31:46 GMT+2; 2018-04-08 18:45; Nothing; Xlenovo
Valencia; 4/9; 1/2; 1/2; 53/00; 7/15; 7/15; 1/2; 8/15; 1/2; 17/35; 5/11; 7/15; 7/15; 1/2; 12/25; 1/2
Draw; 10/3; 16/5; 3; 17/5; 16/5; 13/4; 3; 31/10; 16/5; 31/10; 10/3; 13/4; 16/5; 33/10; 16/5; 31/10
Espanyol; 6; 11/2; 6; 32/5; 11/2; 23/4; 11/2; 11/2; 6; 21/4; 11/2; 5; 23/4; 6; 53/10; 
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-22 14:31:52 GMT+2; 2018-04-08 18:45; Nothing; Xlenovo
Valencia; 4/9; 1/2; 1/2; 53/00; 2/5; 7/15; 2/5; 7/15; 1/2; 8/15; 1/2; 7/15; 5/11; 7/15; 7/15; 1/2; 12/25; 10/21; 4/11
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 6; 11/2; 11/2; 67/13; 11/2; 47/10; 23/4; 11/2; 21/4; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-25 14:31:44 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 1/2; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 8/15; 11/20; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 8/15; 18/35; 2/5
Draw; 16/5; 3; 67/20; 3; 3; 13/4; 3; 100/0; 58/19; 10/3; 41/13; 16/5; 33/10; 3; 31/10; 14/5; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 6; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 21/4; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-25 18:31:39 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 1/2; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 8/15; 11/20; 1/2; 17/35; 5/11; 1/2; 7/15; 1/2; 1/2; 1/2; 2/5
Draw; 16/5; 3; 67/20; 3; 3; 13/4; 3; 100/0; 58/19; 10/3; 41/13; 16/5; 33/10; 3; 31/10; 14/5; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 6; 11/2; 11/2; 67/13; 11/2; 47/10; 23/4; 11/2; 11/2; 26/5; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-25 22:31:37 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 1/2; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 16/5; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 58/19; 10/3; 41/13; 16/5; 33/10; 3; 31/10; 14/5; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-26 02:31:32 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 1/2; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 17/35; 5/11; 1/2; 7/15; 1/2; 1/2; 1/2; 2/5
Draw; 16/5; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 58/19; 10/3; 41/13; 16/5; 33/10; 3; 31/10; 14/5; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 67/13; 11/2; 47/10; 23/4; 11/2; 11/2; 26/5; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-26 10:31:35 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 58/19; 10/3; 41/13; 16/5; 33/10; 3; 31/10; 14/5; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 67/13; 11/2; 47/10; 23/4; 11/2; 11/2; 26/5; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-26 14:31:38 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 58/19; 10/3; 41/13; 16/5; 33/10; 3; 31/10; 14/5; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 67/13; 11/2; 47/10; 23/4; 11/2; 11/2; 26/5; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-26 18:31:34 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 33/10; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 11/2; 51/10; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-26 22:31:33 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 33/10; 3; 31/10; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 67/13; 11/2; 47/10; 23/4; 11/2; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-27 02:31:34 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 33/10; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 11/2; 51/10; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-27 10:31:37 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 4/11
Draw; 3; 3; 67/20; 3; 3; 13/4; 3; 100/0; 3; 10/3; 41/13; 16/5; 33/10; 3; 58/19; 21/10; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 11/2; 67/13; 13/10
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-27 14:31:43 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 33/10; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-27 18:31:50 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 33/10; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-27 22:31:41 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 17/35; 5/11; 1/2; 7/15; 1/2; 1/2; 1/2; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 58/19; 10/3; 41/13; 16/5; 33/10; 3; 31/10; 14/5; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 26/5; 11/2; 47/10; 23/4; 11/2; 11/2; 21/4; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-28 02:31:37 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 33/10; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-28 10:31:38 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 58/19; 10/3; 41/13; 16/5; 33/10; 3; 31/10; 14/5; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 67/13; 11/2; 47/10; 23/4; 11/2; 11/2; 26/5; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-28 14:31:48 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 16/5; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 6; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-28 18:31:45 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 16/5; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 6; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-28 22:31:45 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 16/5; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 6; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-29 02:31:45 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 18/35; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 16/5; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 96/19; 11/2; 47/10; 23/4; 6; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-29 10:31:48 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 18/35; 2/5
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 58/19; 10/3; 41/13; 16/5; 16/5; 3; 31/10; 14/5; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 67/13; 11/2; 47/10; 23/4; 6; 11/2; 26/5; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-29 14:31:53 GMT+2; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 2/5; 
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/0; 3; 10/3; 41/13; 16/5; 16/5; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 6; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-29 18:19:52 GMT+3; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 2/5; 
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/30; 3; 10/3; 41/13; 16/5; 16/5; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 6; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-29 22:19:52 GMT+3; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 2/5; 
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/30; 3; 10/3; 41/13; 16/5; 33/10; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-30 02:19:44 GMT+3; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 11/20; 1/2; 1/2; 1/2; 5/11; 1/2; 7/15; 1/2; 1/2; 2/5; 
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/30; 3; 10/3; 41/13; 16/5; 33/10; 3; 58/19; 14/5; ; ; ; 
Espanyol; 5; 11/2; 6; 59/10; 5; 11/2; 5; 23/4; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 47/10; 23/4; 11/2; 11/2; 67/13; 23/5
META; spain/la-liga-primera/valencia-v-espanyol; 2018-03-30 10:19:48 GMT+3; 2018-04-08 19:45; Nothing; Xlenovo
Valencia; 8/15; 8/15; 1/2; 14/25; 4/9; 1/2; 4/9; 7/15; 1/2; 8/15; 1/2; 1/2; 18/35; 5/11; 1/2; 7/15; 1/2; 1/2; 2/5; 
Draw; 3; 3; 67/20; 3; 3; 13/4; 16/5; 3; 100/30; 3; 10/3; 41/13; 16/5; 16/5; 3; 58/19; 14/5; ; ; 
