META; english/league-1/millwall-v-bury; 2017-03-12 00:21:24 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bury; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/millwall-v-bury; 2017-03-12 04:21:37 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bury; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/millwall-v-bury; 2017-03-12 08:22:01 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bury; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/millwall-v-bury; 2017-03-12 12:21:14 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/11; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; 5/2; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 1; ; 
Bury; 4; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5/4; ; 
META; english/league-1/millwall-v-bury; 2017-03-12 16:21:09 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/11; 2/3; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; 4/9; ; 
Draw; 5/2; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 5/4; ; 
Bury; 4; 4; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/league-1/millwall-v-bury; 2017-03-12 20:22:32 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/11; 2/3; ; ; ; ; 3/4; ; 8/11; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; 4/9; ; 
Draw; 5/2; 5/2; ; ; ; ; 5/2; ; 13/5; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 5/4; ; 
Bury; 4; 4; ; ; ; ; 17/4; ; 17/4; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/league-1/millwall-v-bury; 2017-03-13 00:20:48 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/11; 2/3; ; ; ; ; 3/4; ; 8/11; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; 4/9; ; 
Draw; 5/2; 5/2; ; ; ; ; 5/2; ; 13/5; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/4; ; 
Bury; 4; 4; ; ; ; ; 17/4; ; 17/4; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/league-1/millwall-v-bury; 2017-03-13 04:20:27 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/11; 2/3; ; ; 8/11; ; 3/4; ; 8/11; ; 7/10; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; 8/13; ; 
Draw; 5/2; 5/2; ; ; 11/4; ; 5/2; ; 13/5; ; 13/5; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; ; 
Bury; 4; 4; ; ; 4; ; 17/4; ; 17/4; ; 18/5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 10/3; ; 
META; english/league-1/millwall-v-bury; 2017-03-13 08:20:50 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/11; 2/3; ; ; 7/10; ; 7/10; 4/6; 8/11; ; 7/10; 7/10; 7/10; 7/10; ; 8/11; 5/7; ; 4/6; 5/7; ; ; 7/10; ; ; 8/13; ; 
Draw; 5/2; 5/2; ; ; 11/4; ; 27/10; 13/5; 13/5; ; 13/5; 11/4; 13/5; 14/5; ; 13/5; 28/11; ; 13/5; 28/11; ; ; 45/17; ; ; 5/2; ; 
Bury; 4; 4; ; ; 9/2; ; 21/5; 4; 17/4; ; 18/5; 4; 4; 4; ; 4; 50/13; ; 7/2; 50/13; ; ; 39/10; ; ; 7/2; ; 
META; english/league-1/millwall-v-bury; 2017-03-13 12:21:46 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/11; 2/3; ; ; 7/10; ; 7/10; 4/6; 8/11; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 9/13; ; 4/6; 9/13; ; ; 7/10; ; ; 4/6; ; 
Draw; 5/2; 5/2; ; ; 3; ; 11/4; 13/5; 13/5; ; 13/5; 11/4; 27/10; 14/5; ; 27/10; 13/5; ; 13/5; 13/5; ; ; 45/17; ; ; 5/2; ; 
Bury; 4; 4; ; ; 4; ; 21/5; 4; 17/4; ; 18/5; 4; 4; 4; ; 4; 50/13; ; 7/2; 50/13; ; ; 39/10; ; ; 7/2; ; 
META; english/league-1/millwall-v-bury; 2017-03-13 16:24:41 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 13/20; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/7; 4/6; 13/20; 8/13; 4/6; 13/20; 13/20; 13/20; 4/6; 8/13; 4/6; 4/6; 8/13; ; ; 7/10; 8/13; 7/10; ; 4/7; ; 
Millwall; 13/20; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/7; 4/6; 13/20; 8/13; 4/6; 13/20; 13/20; 13/20; 4/6; 8/13; 4/6; 4/6; 8/13; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 13/5; 14/5; 12/5; 14/5; 11/4; 13/5; 14/5; 11/4; 13/5; 11/4; 14/5; 27/10; 13/5; 13/5; 27/10; 11/4; 45/17; 45/17; 13/5; 45/17; ; 27/10; ; 
Bury; 9/2; 4; 17/4; 9/2; 9/2; 4; 22/5; 9/2; 17/4; 17/4; 4; 4; 17/4; 9/2; 17/4; 9/2; 43/10; 17/4; 7/2; 43/10; 53/10; 50/13; 39/10; 9/2; 39/10; ; 4; ; 
META; english/league-1/millwall-v-bury; 2017-03-15 00:20:51 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 13/20; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/7; 4/6; 13/20; 8/13; 4/6; 13/20; 13/20; 13/20; 4/6; 8/13; 4/6; 4/6; 8/13; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 11/4; 13/5; 14/5; 12/5; 14/5; 11/4; 13/5; 11/4; 11/4; 13/5; 11/4; 14/5; 27/10; 13/5; 13/5; 27/10; 3; 45/17; 45/17; 13/5; 45/17; ; 27/10; ; 
Bury; 9/2; 4; 17/4; 9/2; 9/2; 4; 22/5; 9/2; 17/4; 17/4; 4; 4; 17/4; 9/2; 17/4; 9/2; 43/10; 17/4; 7/2; 43/10; 47/10; 50/13; 39/10; 17/4; 39/10; ; 4; ; 
META; english/league-1/millwall-v-bury; 2017-03-15 04:20:53 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/13; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/7; 4/6; 13/20; 8/13; 4/6; 13/20; 13/20; 13/20; 4/6; 8/13; 4/6; 4/6; ; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; ; 
Draw; 11/4; 14/5; 14/5; 13/5; 11/4; 13/5; 14/5; 12/5; 14/5; 14/5; 27/10; 14/5; 11/4; 27/10; 14/5; 14/5; 11/4; 13/5; 13/5; ; 3; 45/17; 45/17; 11/4; 45/17; ; 11/4; ; 
Bury; 9/2; 4; 4; 9/2; 9/2; 19/5; 22/5; 9/2; 17/4; 4; 4; 4; 17/4; 9/2; 17/4; 9/2; 21/5; 17/4; 7/2; ; 47/10; 50/13; 39/10; 17/4; 39/10; ; 4; ; 
META; english/league-1/millwall-v-bury; 2017-03-15 08:20:36 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/13; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/7; 4/6; 13/20; 8/13; 4/6; 13/20; 13/20; 13/20; 4/6; 8/13; 4/6; 4/6; 8/13; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; ; 
Draw; 11/4; 14/5; 14/5; 13/5; 11/4; 13/5; 14/5; 12/5; 14/5; 14/5; 27/10; 14/5; 11/4; 27/10; 14/5; 14/5; 11/4; 13/5; 13/5; 11/4; 3; 45/17; 45/17; 11/4; 45/17; ; 11/4; ; 
Bury; 9/2; 4; 4; 9/2; 9/2; 19/5; 22/5; 9/2; 17/4; 4; 4; 4; 17/4; 9/2; 17/4; 9/2; 21/5; 17/4; 7/2; 21/5; 47/10; 50/13; 39/10; 17/4; 39/10; ; 4; ; 
META; english/league-1/millwall-v-bury; 2017-03-15 12:23:26 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/13; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/7; 4/6; 13/20; 8/13; 4/6; 13/20; 13/20; 13/20; 4/6; 8/13; 4/6; 4/6; 8/13; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 14/5; 13/5; 11/4; 13/5; 29/10; 12/5; 14/5; 14/5; 27/10; 14/5; 11/4; 11/4; 14/5; 14/5; 11/4; 13/5; 13/5; 11/4; 3; 45/17; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Bury; 9/2; 4; 4; 9/2; 9/2; 19/5; 21/5; 9/2; 17/4; 4; 4; 4; 17/4; 9/2; 17/4; 9/2; 21/5; 17/4; 7/2; 21/5; 47/10; 50/13; 39/10; 17/4; 39/10; ; 4; 21/5; 
META; english/league-1/millwall-v-bury; 2017-03-15 16:21:08 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/13; 4/6; 4/6; 4/6; 4/6; 8/13; 13/20; 4/7; 4/6; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 8/13; 4/6; 4/6; 8/13; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 14/5; 13/5; 11/4; 13/5; 3; 12/5; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 14/5; 14/5; 14/5; 13/5; 13/5; 14/5; 3; 45/17; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Bury; 9/2; 4; 4; 9/2; 9/2; 19/5; 21/5; 9/2; 17/4; 4; 17/4; 4; 17/4; 9/2; 17/4; 9/2; 21/5; 17/4; 7/2; 21/5; 47/10; 50/13; 39/10; 17/4; 39/10; ; 21/5; 21/5; 
META; english/league-1/millwall-v-bury; 2017-03-15 20:21:12 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/13; 4/6; 4/6; 4/6; 4/6; 8/13; 13/20; 8/13; 4/6; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 4/6; 4/6; 4/6; 4/6; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 14/5; 13/5; 11/4; 13/5; 3; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 14/5; 14/5; 27/10; 13/5; 13/5; 27/10; 31/10; 45/17; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Bury; 9/2; 4; 4; 9/2; 9/2; 19/5; 21/5; 4; 17/4; 4; 17/4; 4; 17/4; 9/2; 17/4; 9/2; 21/5; 17/4; 7/2; 21/5; 9/2; 50/13; 39/10; 17/4; 39/10; ; 21/5; 21/5; 
META; english/league-1/millwall-v-bury; 2017-03-16 04:20:50 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/13; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 8/13; 4/6; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 11/17; ; 4/6; 11/17; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 14/5; 13/5; 11/4; 13/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 14/5; 14/5; 14/5; ; 13/5; 14/5; 31/10; 45/17; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Bury; 9/2; 4; 4; 9/2; 9/2; 19/5; 21/5; 4; 17/4; 4; 17/4; 4; 17/4; 9/2; 17/4; 9/2; 17/4; ; 7/2; 17/4; 9/2; 50/13; 39/10; 17/4; 39/10; ; 21/5; 21/5; 
META; english/league-1/millwall-v-bury; 2017-03-16 08:20:49 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/13; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 8/13; 4/6; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 11/17; 4/6; 4/6; 11/17; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 14/5; 13/5; 11/4; 13/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 14/5; 14/5; 14/5; 13/5; 13/5; 14/5; 31/10; 45/17; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Bury; 9/2; 4; 4; 9/2; 9/2; 19/5; 21/5; 4; 17/4; 4; 17/4; 4; 17/4; 9/2; 17/4; 9/2; 17/4; 17/4; 7/2; 17/4; 9/2; 50/13; 39/10; 17/4; 39/10; ; 21/5; 21/5; 
META; english/league-1/millwall-v-bury; 2017-03-16 12:21:46 GMT+2; 2017-03-18 15:00; e70300-dr003
Millwall; 8/13; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 8/13; 4/6; 13/20; 4/6; 4/6; 13/20; 13/20; 13/20; 4/6; 11/17; 4/6; 4/6; 11/17; 67/100; 19/29; 7/10; 8/13; 7/10; ; 4/7; 4/7; 
Draw; 11/4; 29/10; 14/5; 13/5; 11/4; 13/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 14/5; 14/5; 14/5; 13/5; 13/5; 14/5; 31/10; 45/17; 45/17; 11/4; 45/17; ; 14/5; 14/5; 
Bury; 9/2; 4; 4; 9/2; 9/2; 19/5; 21/5; 4; 17/4; 4; 17/4; 4; 9/2; 9/2; 17/4; 9/2; 17/4; 17/4; 7/2; 17/4; 9/2; 50/13; 39/10; 17/4; 39/10; ; 21/5; 21/5; 
META; english/league-1/millwall-v-bury; 2017-03-16 16:21:17 GMT+2; 2017-03-18 15:00; e70300-dr003
