META; english/league-1/oxford-v-peterborough; 2018-03-12 10:27:32 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 13/10; 7/5; 7/5; 39/25; 29/20; 7/5; 11/8; 11/8; 11/8; 11/8; 31/20; 7/5; 13/10; 13/10; 21/17; 11/8; 7/5; 7/5; 23/17; 7/5; 6/4
Oxford; 2; 9/5; 9/5; 19/10; 15/8; 9/5; 17/10; 24/13; 9/5; 19/10; 7/4; 9/5; 9/5; 24/13; 22/13; 24/13; 15/8; 7/4; 9/5; 7/4; 9/5
Draw; 12/5; 12/5; 12/5; 61/25; 5/2; 23/10; 23/10; 27/11; 12/5; 5/2; 23/10; 12/5; 40/17; 5/2; 28/11; 27/11; 5/2; 49/20; 12/5; 9/4; 23/10
META; english/league-1/oxford-v-peterborough; 2018-03-12 20:19:37 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 11/8; 6/4; 29/20; 29/20; 31/20; 29/20; 7/5; 11/8; 11/8; 29/20; 29/20; 6/4; 7/5; 7/5; 7/5; 7/5; 13/10; 23/18; 11/8; 7/5; 29/20; 7/5; 7/5; 7/5; 6/4
Oxford; 15/8; 17/10; 17/10; 8/5; 44/25; 15/8; 17/10; 17/10; 24/13; 17/10; 9/5; 17/10; 9/5; 17/10; 17/10; 28/17; 24/13; 8/5; 24/13; 9/5; 17/10; 28/17; 7/4; 6/4; 17/10
Draw; 12/5; 5/2; 12/5; 12/5; 67/25; 5/2; 5/2; 23/10; 27/11; 12/5; 5/2; 5/2; 12/5; 13/5; 12/5; 27/11; 5/2; 13/5; 27/11; 13/5; 5/2; 27/11; 23/10; 21/10; 13/5
META; english/league-1/oxford-v-peterborough; 2018-03-13 12:22:23 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 11/8; 6/4; 29/20; 29/20; 31/20; 29/20; 7/5; 11/8; 31/21; 29/20; 29/20; 6/4; 7/5; 7/5; 7/5; 7/5; 13/10; 23/18; 31/21; 7/5; 29/20; 7/5; 7/5; 7/5; 6/4
Oxford; 15/8; 17/10; 17/10; 8/5; 44/25; 15/8; 17/10; 17/10; 28/17; 17/10; 9/5; 17/10; 9/5; 17/10; 17/10; 28/17; 24/13; 8/5; 28/17; 9/5; 17/10; 28/17; 7/4; 6/4; 17/10
Draw; 12/5; 5/2; 12/5; 12/5; 67/25; 5/2; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 12/5; 13/5; 12/5; 27/11; 5/2; 13/5; 5/2; 13/5; 5/2; 27/11; 23/10; 21/10; 13/5
META; english/league-1/oxford-v-peterborough; 2018-03-13 20:20:13 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 11/8; 6/4; 29/20; 29/20; 153/00; 29/20; 7/5; 11/8; 31/21; 6/4; 29/20; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 23/18; 31/21; 7/5; 29/20; 7/5; 7/5; 7/5; 6/4
Oxford; 15/8; 17/10; 17/10; 8/5; 179/00; 15/8; 17/10; 17/10; 28/17; 17/10; 9/5; 17/10; 9/5; 17/10; 17/10; 17/10; 7/4; 8/5; 28/17; 9/5; 17/10; 17/10; 7/4; 6/4; 7/4
Draw; 12/5; 5/2; 12/5; 12/5; 67/25; 5/2; 5/2; 23/10; 5/2; 5/2; 5/2; 5/2; 12/5; 13/5; 12/5; 27/11; 5/2; 13/5; 5/2; 13/5; 5/2; 5/2; 23/10; 21/10; 13/5
META; english/league-1/oxford-v-peterborough; 2018-03-14 20:19:23 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 11/8; 6/4; 29/20; 29/20; 37/25; 6/4; 7/5; 7/5; 11/8; 29/20; 7/5; 29/20; 7/5; 29/20; 7/5; 7/5; 23/17; 7/5; 23/18; 11/8; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5
Oxford; 15/8; 17/10; 7/4; 8/5; 183/00; 9/5; 7/4; 17/10; 17/10; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 17/10; 7/4; 7/4; 8/5; 17/10; 9/5; 17/10; 7/4; 13/8; 13/8; 9/5; 9/5
Draw; 12/5; 5/2; 12/5; 12/5; 68/25; 11/4; 5/2; 5/2; 45/17; 5/2; 13/5; 5/2; 12/5; 49/20; 13/5; 5/2; 28/11; 5/2; 13/5; 45/17; 13/5; 5/2; 13/5; 5/2; 21/10; 27/10; 13/5
META; english/league-1/oxford-v-peterborough; 2018-03-15 13:11:58 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 11/8; 7/5; 29/20; 29/20; 151/00; 6/4; 7/5; 7/5; 11/8; 29/20; 7/5; 29/20; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 23/18; 11/8; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5
Oxford; 15/8; 7/4; 7/4; 8/5; 91/50; 9/5; 7/4; 17/10; 17/10; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 17/10; 7/4; 7/4; 8/5; 17/10; 9/5; 17/10; 7/4; 13/8; 13/8; 9/5; 9/5
Draw; 12/5; 13/5; 12/5; 12/5; 133/0; 11/4; 5/2; 5/2; 45/17; 5/2; 13/5; 5/2; 12/5; 49/20; 13/5; 5/2; 5/2; 5/2; 13/5; 45/17; 13/5; 5/2; 28/11; 11/4; 21/10; 13/5; 5/2
META; english/league-1/oxford-v-peterborough; 2018-03-15 20:19:23 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 11/8; 11/8; 29/20; 29/20; 29/20; 7/5; 29/20; 7/5; 7/5; 7/5; 23/17; 23/18; 11/8; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 
Oxford; 15/8; 7/4; 17/10; 8/5; 181/100; 15/8; 17/10; 17/10; 17/10; 17/10; 9/5; 17/10; 9/5; 7/4; 17/10; 17/10; 7/4; 7/4; 8/5; 17/10; 9/5; 7/4; 7/4; 9/5; 9/5; 9/5; 9/5
Draw; 12/5; 13/5; 5/2; 12/5; 27/10; 11/4; 13/5; 45/17; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 28/11; 5/2; 13/5; 45/17; 13/5; 51/20; 13/5; 5/2; 12/5; 13/5; 13/5; 
META; english/league-1/oxford-v-peterborough; 2018-03-16 10:20:05 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 6/4; 7/5; 7/5; 29/20; 143/100; 29/20; 11/8; 7/5; 4/3; 7/5; 29/20; 13/10; 7/5; 11/8; 7/5; 11/8; 23/17; 23/17; 23/18; 4/3; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5
Oxford; 19/10; 7/4; 7/4; 8/5; 48/25; 15/8; 7/4; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 9/5; 17/10; 7/4; 9/5; 7/4; 8/5; 7/4; 9/5; 9/5; 9/5; 9/5; 9/5; 19/10; 9/5
Draw; 13/5; 13/5; 5/2; 12/5; 67/25; 11/4; 13/5; 45/17; 5/2; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; 28/11; 5/2; 13/5; 45/17; 13/5; 13/5; 28/11; 5/2; 12/5; 13/5; 12/5; 
META; english/league-1/oxford-v-peterborough; 2018-03-16 16:23:11 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 11/8; 7/5; 11/8; 6/4; 71/50; 29/20; 11/8; 7/5; 4/3; 11/8; 7/5; 11/8; 7/5; 11/8; 13/10; 11/8; 23/17; 23/17; 7/5; 4/3; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 11/8
Oxford; 21/10; 7/4; 7/4; 9/5; 19/10; 19/10; 9/5; 9/5; 7/4; 9/5; 9/5; 15/8; 9/5; 9/5; 15/8; 9/5; 9/5; 7/4; 28/17; 7/4; 19/10; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10
Draw; 13/5; 13/5; 5/2; 23/10; 137/50; 27/10; 5/2; 45/17; 13/5; 5/2; 5/2; 12/5; 5/2; 13/5; 12/5; 28/11; 5/2; 13/5; 45/17; 13/5; 13/5; 28/11; 5/2; 5/2; 27/10; 27/10; 
META; english/league-1/oxford-v-peterborough; 2018-03-17 12:19:21 GMT+2; 2018-03-17 15:00; e70300-dr003
Peterborough; 31/20; 11/8; 11/8; 6/4; 29/20; 31/20; 7/5; 7/5; 11/8; 11/8; 29/20; 11/8; 11/8; 11/8; 11/8; 7/5; 7/5; 23/17; 14/11; 11/8; 11/8; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5
Oxford; 9/5; 7/4; 9/5; 7/4; 189/100; 9/5; 9/5; 17/10; 7/4; 9/5; 9/5; 7/4; 9/5; 9/5; 7/4; 17/10; 7/4; 7/4; 25/14; 7/4; 15/8; 37/20; 9/5; 9/5; 9/5; 9/5; 9/5
Draw; 13/5; 13/5; 5/2; 12/5; 67/25; 27/10; 5/2; 28/11; 13/5; 5/2; 13/5; 13/5; 5/2; 13/5; 5/2; 28/11; 5/2; 27/10; 28/11; 27/10; 13/5; 28/11; 5/2; 13/5; 13/5; 13/5; 
